"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Austin Ekeler","RB","LAC",22.2,1.85,0.99,19.9,23.7,13.3,13.1,11.8,1,2,4,1,"1",NA,NA,87
"2","Travis Kelce","TE","KC",19.1,1.25,5.86,17.9,20.2,12.4,12.9,12.1,2,3,1,1,"1",NA,NA,74
"3","Christian McCaffrey","RB","SF",21.2,1.02,0.574,20.2,22.6,12.3,13.4,10.7,3,1,5,2,"1",NA,NA,62
"4","Saquon Barkley","RB","NYG",20.6,0.712,1.6,18.9,21.3,11.8,12,9.37,4,5,8,3,"2",NA,NA,44
"5","Stefon Diggs","WR","BUF",20.7,0.313,0.0708,20,23.2,11.2,12.3,12,5,4,2,1,"1",NA,NA,12
"6","Justin Jefferson","WR","MIN",20.6,1.45,0.711,19.2,23.2,11.2,11.5,12,6,6,3,2,"1",NA,NA,64
"7","Davante Adams","WR","LVR",19.9,0.741,1.12,18.6,21.8,10.5,10.9,10.6,7,7,6,3,"2",NA,NA,26
"8","Joe Mixon","RB","CIN",19,0.636,0.848,17.1,20,10.2,10.2,8.07,8,8,14,4,"3",NA,NA,35
"9","A.J. Brown","WR","PHI",18.8,1.16,0.0795,17,21.5,9.33,9.33,10.3,9,12,7,4,"2",NA,NA,50
"10","Derrick Henry","RB","TEN",18.2,0.768,0.0845,16.6,20,9.32,9.8,8.13,10,10,13,5,"3",NA,NA,46
"11","DeAndre Hopkins","WR","ARI",18.7,1.78,0.0348,16.6,20.5,9.25,8.9,9.33,11,15,9,5,"3",NA,NA,75
"12","Alvin Kamara","RB","NO",18.1,0.931,0.261,16.8,19.3,9.23,10,7.42,12,9,20,6,"4",NA,NA,59
"13","CeeDee Lamb","WR","DAL",18.7,1.23,1.86,17.3,20.5,9.22,9.61,9.26,13,11,10,6,"4",NA,NA,54
"14","Josh Jacobs","RB","LVR",17.8,1.06,0.705,16.2,20.2,8.97,9.32,8.3,14,13,11,7,"5",NA,NA,63
"15","Dalvin Cook","RB","MIN",17.1,0.477,0.0877,15.8,18.3,8.27,8.94,6.42,15,14,29,8,"5",NA,NA,15
"16","Jonathan Taylor","RB","IND",17,1.36,0.417,15.6,17.9,8.18,8.74,5.99,16,16,34,9,"5",NA,NA,77
"17","Rhamondre Stevenson","RB","NE",16.6,1.32,0.45,15.1,18.4,7.76,8.27,6.54,17,17,27,10,"6",NA,NA,73
"18","Josh Allen","QB","BUF",25.5,1.23,1.44,23.5,26.6,7.66,6.4,6.85,18,23,25,1,"1",NA,NA,76
"19","Tee Higgins","WR","CIN",16.8,2.28,0.881,14.6,19.5,7.36,6.88,8.24,19,22,12,7,"5",NA,NA,88
"20","Dameon Pierce","RB","HOU",16.2,0.507,0.397,15.1,19.3,7.31,8.22,7.38,20,18,22,11,"6",NA,NA,20
"21","Nick Chubb","RB","CLE",15.8,1.36,0.0395,14.3,17.9,6.92,7.45,6.03,21,19,33,12,"6",NA,NA,75
"22","Aaron Jones","RB","GB",15.7,1.5,1.2,13.9,18.4,6.88,7.09,6.48,22,21,28,13,"7",NA,NA,80
"23","Mark Andrews","TE","BAL",13.3,2.51,0.916,4.98,15.5,6.52,-0.0119,7.4,23,107,21,2,"2",NA,NA,94
"24","Amon-Ra St. Brown","WR","DET",16,0.804,1.32,14.9,18.7,6.48,7.17,7.5,24,20,18,8,"6",NA,NA,29
"25","Patrick Mahomes","QB","KC",24.1,1.75,1.42,22.9,26.1,6.22,5.82,6.32,25,25,31,2,"2",NA,NA,85
"26","James Conner","RB","ARI",14.5,0.0504,0.822,12.1,16.6,5.68,5.26,4.72,26,28,44,14,"8",NA,NA,4
"27","T.J. Hockenson","TE","MIN",12.4,1.45,0.411,10.4,15.6,5.61,5.39,7.48,27,27,19,3,"3",NA,NA,82
"28","George Kittle","TE","SF",11.9,1.52,0.818,10.9,15.8,5.2,5.87,7.67,28,24,16,4,"4",NA,NA,85
"29","Tyler Boyd","WR","CIN",14.6,1.22,0.184,13.1,16.8,5.16,5.44,5.6,29,26,38,9,"6",NA,NA,53
"30","Allen Lazard","WR","GB",14.5,2.54,0.0442,12.1,19.1,4.97,4.43,7.85,30,38,15,10,"6",NA,NA,93
"31","Terry McLaurin","WR","WAS",14.4,1.6,0.265,11.4,18.7,4.93,3.75,7.52,31,47,17,11,"6",NA,NA,69
"32","Devin Singletary","RB","BUF",13.7,2.37,0.643,11.8,15.4,4.86,4.98,3.47,32,30,55,15,"9",NA,NA,92
"33","Lamar Jackson","QB","BAL",22.7,0.791,0.582,21.9,24.3,4.8,4.84,4.49,33,34,46,3,"3",NA,NA,38
"34","Chris Olave","WR","NO",14.1,1.73,0.263,11.8,16.8,4.66,4.1,5.57,34,42,39,12,"7",NA,NA,72
"35","Amari Cooper","WR","CLE",13.9,1.85,0.168,12.6,18.4,4.4,4.95,7.23,35,31,23,13,"7",NA,NA,79
"36","Tyler Higbee","TE","LAR",11.1,0.663,0.097,9.52,15,4.38,4.52,6.89,36,37,24,5,"4",NA,NA,41
"37","Dalton Schultz","TE","DAL",11,1.67,0.0639,9.38,14.8,4.28,4.39,6.68,37,39,26,6,"4",NA,NA,88
"38","DeVonta Smith","WR","PHI",13.7,1.44,0.017,12.7,16.7,4.23,5.01,5.53,38,29,40,14,"7",NA,NA,62
"39","Jalen Hurts","QB","PHI",22.1,1.06,0.817,19.9,23.8,4.22,2.86,4.07,39,57,50,4,"4",NA,NA,74
"40","Tony Pollard","RB","DAL",13.1,2.84,0.197,9.3,15.7,4.22,2.45,3.78,42,64,51,16,"9",NA,NA,96
"41","Michael Pittman","WR","IND",13.7,0.516,0.0265,11.9,16.9,4.22,4.21,5.64,41,41,37,15,"7",NA,NA,18
"42","Pat Freiermuth","TE","PIT",11,1.08,0.471,9.68,14.2,4.22,4.68,6.09,40,35,32,7,"5",NA,NA,65
"43","Deebo Samuel","WR","SF",13.7,0.712,0.393,12.4,15.8,4.19,4.67,4.59,43,36,45,16,"7",NA,NA,24
"44","Antonio Gibson","RB","WAS",12.9,1.17,0.0908,11.7,16.8,4.02,4.88,4.86,44,33,42,17,"9",NA,NA,68
"45","DOnta Foreman","RB","CAR",12.8,2.46,0.189,9.14,17,3.93,2.29,5.08,45,65,41,18,"9",NA,NA,93
"46","D.J. Moore","WR","CAR",13.3,1.19,0.105,11.6,15.4,3.8,3.92,4.19,46,45,48,17,"7",NA,NA,51
"47","Kyle Pitts","TE","ATL",10.5,1.24,1.05,8.78,12.4,3.75,3.78,4.27,47,46,47,8,"6",NA,NA,71
"48","David Montgomery","RB","CHI",12.6,0.605,0.09,9.12,14,3.74,2.27,2.08,48,66,66,19,"9",NA,NA,31
"49","Gabriel Davis","WR","BUF",13.2,1.77,0.108,11.6,16.9,3.69,3.95,5.74,49,43,35,18,"7",NA,NA,74
"50","Miles Sanders","RB","PHI",12.5,0.593,0.561,11.8,14.7,3.65,4.93,2.75,50,32,60,20,"10",NA,NA,28
"51","Courtland Sutton","WR","DEN",13.1,2.4,0.455,10.4,17.6,3.58,2.73,6.35,51,61,30,19,"8",NA,NA,92
"52","Justin Fields","QB","CHI",21.3,0.488,1.23,20.4,22.7,3.4,3.35,2.9,52,52,59,5,"5",NA,NA,18
"53","Rondale Moore","WR","ARI",12.6,0.964,0.132,11.2,14.2,3.13,3.49,3.02,53,48,57,20,"8",NA,NA,38
"54","Jamaal Williams","RB","DET",11.9,0.602,0.0665,9.91,12.6,3.09,3.07,0.689,54,54,87,21,"10",NA,NA,30
"55","Cordarrelle Patterson","RB","ATL",11.9,0.796,0.526,11.2,12.7,3.02,4.36,0.819,55,40,85,22,"11",NA,NA,49
"56","Jakobi Meyers","WR","NE",12.5,0.967,0.0625,11.6,15.4,3,3.93,4.19,56,44,49,21,"8",NA,NA,39
"57","Brandon Aiyuk","WR","SF",12.4,1.02,0.105,10.4,14.3,2.94,2.67,3.13,57,63,56,22,"8",NA,NA,43
"58","Garrett Wilson","WR","NYJ",12.3,0.76,0.0427,9.82,16,2.83,2.13,4.8,58,68,43,23,"8",NA,NA,28
"59","Diontae Johnson","WR","PIT",12.3,1.08,0.285,11.1,12.9,2.79,3.43,1.68,59,50,70,24,"8",NA,NA,46
"60","Greg Dulcich","TE","DEN",9.44,0.692,0.265,8.38,10.7,2.7,3.38,2.6,60,51,62,9,"7",NA,NA,44
"61","Najee Harris","RB","PIT",11.3,0.638,0.0852,9.87,12.8,2.5,3.02,0.922,62,55,82,23,"11",NA,NA,37
"62","Josh Palmer","WR","LAC",12,2.24,0.0298,9.52,16.9,2.5,1.83,5.72,61,73,36,25,"9",NA,NA,86
"63","Brandin Cooks","WR","HOU",12,0.178,0.233,11,14.9,2.47,3.3,3.71,63,53,52,26,"9",NA,NA,6
"64","Gerald Everett","TE","LAC",9.18,0.608,0.244,7.72,9.69,2.43,2.72,1.56,64,62,72,10,"7",NA,NA,35
"65","Brian Robinson","RB","WAS",11.3,1.36,1.07,9.69,13.2,2.41,2.85,1.35,65,58,74,24,"12",NA,NA,76
"66","Curtis Samuel","WR","WAS",11.7,0.726,0.0445,10.5,14.9,2.24,2.83,3.67,66,59,53,27,"9",NA,NA,25
