player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Thomas Davis Sr.,2231,LB,WAS,7,2,0,85.7,0,0,32,68.0,54.8,77.5,50.9,40.9,79.3,0,0,0,16,0.0,0,1,0,93.5,6,0,110,2,69,137,7,0,0,7,0,0,130,5,63,18,1,4,7,0,0,45,19,7.5
Johnathan Joseph,2969,CB,ARZ,11,3,0,63.2,0,0,1,63.1,65.4,84.9,55.7,71.7,47.5,0,0,1,71,11.8,4,5,1,112.6,24,0,25,361,260,423,4,0,0,4,0,2,419,4,159,31,4,27,38,0,4,308,98,12.8
Domata Peko Sr.,3068,DI,ARZ,5,3,0,100.0,0,0,1,58.9,41.5,83.0,55.9,38.8,53.7,0,2,0,3,16.7,2,0,0,79.2,1,0,1,0,1,150,148,44,104,0,0,0,2,67,82,0,5,7,1,2,0,3,6,3.0
Tramon Williams,3558,CB,BLT,5,2,0,75.0,0,0,3,50.6,51.9,81.9,59.6,58.4,89.5,1,0,0,14,0.0,0,1,0,113.0,12,0,4,8,113,158,0,0,0,0,0,0,158,11,34,145,0,12,16,1,1,106,54,8.8
Calais Campbell,4364,DI,BLT,11,5,5,0.0,0,0,3,65.9,71.2,49.9,66.5,68.1,53.1,3,15,0,,17.2,5,1,2,39.6,0,3,7,0,9,383,376,28,187,44,117,0,7,265,109,0,23,19,1,21,0,0,0,
Brandon Carr,4454,S,DAL,3,0,0,,0,0,9,49.2,54.4,74.9,,68.7,72.8,0,0,0,,0.0,0,0,1,0.0,0,0,9,3,12,21,0,0,0,0,0,7,21,0,9,2,1,1,0,0,0,0,0,
Matthew Slater,4467,WR,NE,2,0,0,,0,0,19,54.8,38.9,71.8,60.0,,,0,0,0,,,0,0,0,0.0,0,0,0,0,1,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,
Malcolm Jenkins,4937,S,NO,15,7,0,70.3,1,1,20,47.3,58.4,72.2,62.7,78.0,81.0,4,11,2,74,7.4,7,5,7,97.8,45,3,292,39,550,975,206,0,0,206,0,294,769,77,348,144,29,81,64,18,4,450,260,10.0
Jason McCourty,5127,CB,NE,15,8,0,64.5,0,0,19,52.3,56.2,85.9,51.8,71.1,86.0,0,0,0,41,2.4,1,3,3,137.0,20,0,100,377,397,636,6,0,0,6,0,46,630,5,234,107,5,32,31,0,4,309,67,15.5
Steve McLendon,5232,DI,TB,15,8,0,,0,0,30,52.1,65.5,54.6,62.5,68.6,61.8,0,8,0,,6.1,2,0,2,0.0,0,0,0,0,4,443,443,157,205,1,80,0,0,229,210,0,19,23,0,8,0,0,0,
Ndamukong Suh,5527,DI,TB,15,7,1,100.0,1,1,30,48.7,63.5,29.8,65.3,69.4,46.8,12,28,0,18,13.2,5,0,6,118.8,2,5,8,0,6,732,722,14,394,44,270,0,10,513,213,0,23,26,2,45,0,27,10,13.5
Joe Haden,5532,CB,PIT,14,6,0,51.5,0,0,25,69.6,66.6,86.0,,49.1,45.1,0,0,2,54,17.2,10,9,4,81.3,35,0,95,740,523,846,2,0,0,2,0,2,844,0,323,7,11,42,68,0,3,552,119,15.8
Tyson Alualu,5535,DI,PIT,14,12,4,,0,1,25,73.2,89.9,68.3,83.3,82.0,58.6,3,7,0,,5.7,2,0,1,0.0,0,2,4,0,0,397,393,180,180,4,29,0,4,207,190,0,17,21,0,12,0,0,0,
Brandon Graham,5538,ED,PHI,15,8,0,0.0,0,2,24,58.6,82.8,55.4,82.6,73.8,29.8,9,37,0,,19.6,9,0,4,39.6,0,8,5,0,11,710,704,0,1,676,27,0,6,402,297,0,28,29,1,54,0,0,0,
Jason Pierre-Paul,5540,ED,TB,15,13,2,69.2,0,4,30,70.1,71.5,57.7,73.4,58.8,38.3,4,33,2,40,19.6,10,2,4,55.8,9,10,15,0,75,877,847,0,28,794,25,0,30,535,267,15,31,28,13,47,0,111,106,12.3
Kareem Jackson,5545,S,DEN,15,19,0,76.7,0,0,10,73.7,75.7,73.7,48.4,79.5,66.5,0,1,0,35,12.0,13,3,1,102.9,33,0,260,5,621,1015,5,0,0,5,0,582,1010,6,388,163,26,76,43,1,1,300,182,9.1
Devin McCourty,5552,S,NE,15,13,0,78.9,0,0,19,66.0,66.4,60.4,47.5,69.4,68.3,0,1,2,24,10.9,7,3,1,95.9,15,0,246,15,499,897,6,0,0,6,0,565,891,12,386,65,6,44,19,1,2,154,77,10.3
Jerry Hughes,5556,ED,BUF,15,8,2,100.0,3,2,4,61.7,75.3,39.3,87.3,54.7,32.5,6,43,1,16,22.6,7,0,5,79.2,2,5,2,0,25,629,627,0,19,592,16,0,2,370,234,0,17,16,2,54,0,29,13,14.5
Patrick Robinson,5557,CB,NO,8,1,0,65.2,0,0,20,56.9,61.8,81.7,57.9,79.1,75.0,0,0,2,25,6.7,1,1,2,53.9,15,0,34,197,158,248,3,0,0,3,0,0,245,1,89,14,5,13,23,0,0,186,30,12.4
Linval Joseph,5571,DI,LAC,15,15,0,,0,0,27,60.2,70.2,89.2,66.7,65.1,34.5,2,24,0,,11.9,8,0,0,0.0,0,0,0,0,2,693,692,224,464,2,2,0,1,390,301,0,27,44,0,26,0,0,0,
Carlos Dunlap,5579,ED,SEA,14,6,3,100.0,0,0,29,50.7,58.8,67.8,60.9,58.4,54.0,9,20,0,18,14.3,4,0,3,143.1,6,8,3,0,19,557,553,0,6,539,8,0,4,383,155,1,17,18,6,37,1,53,24,8.8
Sean Lee,5580,LB,DAL,8,7,0,80.0,0,0,9,55.2,32.7,77.8,55.1,28.6,34.7,1,0,0,19,21.1,4,0,0,99.2,4,0,121,0,62,130,0,0,0,0,0,0,130,2,66,9,3,8,5,1,0,39,20,9.8
Corey Peters,5607,DI,ARZ,9,3,0,100.0,1,0,1,41.2,61.4,51.8,64.7,62.6,45.2,2,10,0,9,14.3,2,0,2,104.2,1,2,0,0,2,379,379,162,195,1,21,0,0,236,141,0,7,9,1,14,0,9,3,9.0
Everson Griffen,5624,ED,DET,13,7,3,100.0,0,0,11,49.0,62.5,36.1,72.9,52.7,59.2,7,15,0,21,10.7,3,0,4,118.8,1,7,3,0,12,492,487,0,18,422,47,0,5,299,181,1,15,18,1,29,0,21,22,21.0
Geno Atkins,5643,DI,CIN,8,0,0,,0,0,7,,54.0,33.8,61.4,44.7,66.8,0,3,0,,0.0,0,0,1,0.0,0,0,0,0,0,119,119,37,61,0,21,0,0,107,12,0,0,1,0,3,0,0,0,
Sherrick McManis,5667,S,CHI,6,0,0,50.0,0,0,6,30.1,29.4,74.0,60.0,60.0,77.3,0,0,1,12,0.0,0,0,0,29.2,1,0,6,1,22,26,2,0,0,2,0,9,24,1,3,7,0,1,2,0,0,12,15,12.0
Antonio Brown,5718,WR,TB,1,0,0,,0,0,30,60.0,61.2,60.0,,,,0,0,0,,,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Tramaine Brock Sr.,5903,CB,DET,1,0,0,75.0,0,0,11,47.2,49.1,76.6,,60.4,63.9,0,0,0,22,14.3,1,0,1,99.0,6,0,5,29,27,39,0,0,0,0,0,0,39,0,12,5,2,6,8,0,0,66,18,11.0
