player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Thomas Davis Sr.,2231,LB,WAS,3,1,0,50.0,0,0,32,81.4,62.1,73.4,57.9,47.0,76.1,0,0,0,4,0.0,0,1,0,56.3,1,0,54,0,20,62,3,0,0,3,0,0,59,1,41,5,0,1,2,0,0,4,7,4.0
Johnathan Joseph,2969,CB,TEN,4,3,0,66.7,0,0,31,66.3,65.2,82.1,56.5,57.0,33.4,0,0,1,71,11.8,2,2,0,118.1,10,0,8,174,119,196,2,0,0,2,0,1,194,2,75,11,3,12,15,0,2,175,61,17.5
Calais Campbell,4364,DI,BLT,5,4,4,0.0,0,0,3,67.0,72.3,55.7,59.9,77.4,50.6,2,5,0,,21.1,4,1,1,39.6,0,0,5,0,6,225,220,13,94,35,78,0,5,158,61,0,12,11,1,7,0,0,0,
Brandon Carr,4454,S,DAL,3,0,0,,0,0,9,49.2,54.4,74.9,,68.7,72.8,0,0,0,,0.0,0,0,1,0.0,0,0,9,3,12,21,0,0,0,0,0,7,21,0,9,2,1,1,0,0,0,0,0,
Malcolm Jenkins,4937,S,NO,5,3,0,63.6,0,0,20,52.7,54.7,84.5,66.1,54.1,69.5,1,7,0,31,11.1,4,2,2,111.4,14,1,116,14,180,343,97,0,0,97,0,73,246,29,134,43,10,29,22,9,2,137,84,9.8
Jason McCourty,5127,CB,NE,4,3,0,57.1,0,0,19,55.9,59.2,78.4,54.2,74.5,85.7,0,0,0,38,0.0,0,0,0,118.5,4,0,49,48,103,151,0,0,0,0,0,28,151,3,45,26,1,10,7,0,2,49,0,12.3
Steve McLendon,5232,DI,NYJ,5,2,0,,0,0,22,60.0,64.7,43.7,72.4,62.3,42.8,0,6,0,,14.3,2,0,1,0.0,0,0,0,0,0,154,154,59,58,0,37,0,0,64,90,0,8,10,0,6,0,0,0,
Ndamukong Suh,5527,DI,TB,5,2,0,,0,1,30,52.8,69.1,37.0,63.6,77.4,50.0,4,3,0,,12.5,2,0,2,0.0,0,2,3,0,1,255,251,3,155,8,85,0,4,174,80,0,9,12,0,9,0,0,0,
Joe Haden,5532,CB,PIT,4,1,0,47.4,0,0,25,53.8,51.1,81.4,,34.3,73.2,0,0,1,45,7.7,1,2,3,73.4,9,0,27,222,182,251,0,0,0,0,0,0,251,0,69,2,2,11,19,0,1,165,15,18.3
Tyson Alualu,5535,DI,PIT,4,2,2,,0,0,25,73.4,91.5,80.5,79.0,90.4,74.8,2,4,0,,0.0,0,0,0,0.0,0,1,1,0,0,109,108,63,33,1,11,0,1,67,42,0,7,8,0,7,0,0,0,
