player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Thomas Davis Sr.,2231,LB,WAS,3,1,0,50.0,0,0,32,81.4,62.1,73.4,57.9,47.0,76.1,0,0,0,4,0.0,0,1,0,56.3,1,0,54,0,20,62,3,0,0,3,0,0,59,1,41,5,0,1,2,0,0,4,7,4.0
Johnathan Joseph,2969,CB,TEN,5,3,0,64.7,0,0,31,68.3,67.5,83.0,56.5,59.4,35.9,0,0,1,71,11.1,2,2,0,115.8,11,0,13,234,162,263,3,0,0,3,0,1,260,2,99,12,3,13,17,0,2,184,63,16.7
Calais Campbell,4364,DI,BLT,6,4,4,0.0,0,0,3,66.8,74.2,36.9,66.3,74.7,55.6,3,9,0,,19.0,4,1,2,39.6,0,3,7,0,7,276,269,24,118,38,89,0,7,198,71,0,17,13,1,15,0,0,0,
Brandon Carr,4454,S,DAL,3,0,0,,0,0,9,49.2,54.4,74.9,,68.7,72.8,0,0,0,,0.0,0,0,1,0.0,0,0,9,3,12,21,0,0,0,0,0,7,21,0,9,2,1,1,0,0,0,0,0,
Malcolm Jenkins,4937,S,NO,5,3,0,63.6,0,0,20,52.7,54.7,84.5,66.1,54.1,69.5,1,7,0,31,11.1,4,2,2,111.4,14,1,116,14,180,343,97,0,0,97,0,73,246,29,134,43,10,29,22,9,2,137,84,9.8
Jason McCourty,5127,CB,NE,5,3,0,62.5,0,0,19,51.1,55.8,79.6,54.2,77.4,86.6,0,0,0,41,0.0,0,0,0,140.6,5,0,52,63,118,182,3,0,0,3,0,29,179,3,61,35,1,11,8,0,2,90,9,18.0
Steve McLendon,5232,DI,NYJ,6,5,0,,0,0,22,60.0,69.0,48.7,79.0,63.1,49.4,0,7,0,,11.1,2,0,1,0.0,0,0,0,0,0,178,178,66,67,0,45,0,0,74,104,0,9,11,0,7,0,0,0,
Ndamukong Suh,5527,DI,TB,6,2,0,,1,1,30,52.8,62.4,24.2,61.8,70.4,51.2,4,4,0,,12.5,2,0,3,0.0,0,3,4,0,1,298,293,7,180,11,95,0,5,206,91,0,10,12,0,11,0,0,0,
Joe Haden,5532,CB,PIT,5,1,0,48.1,0,0,25,53.6,50.2,82.1,,31.8,51.6,0,0,1,45,16.7,3,4,4,84.6,13,0,35,271,218,308,0,0,0,0,0,0,308,0,90,2,2,14,27,0,2,215,24,16.5
Tyson Alualu,5535,DI,PIT,5,3,3,,0,0,25,73.4,92.0,81.3,79.4,91.3,75.5,2,4,0,,0.0,0,0,0,0.0,0,1,1,0,0,135,134,76,45,1,12,0,1,82,53,0,8,9,0,7,0,0,0,
Brandon Graham,5538,ED,PHI,6,3,0,,0,0,24,61.0,70.6,50.2,68.3,68.5,28.1,5,16,0,,26.3,5,0,2,0.0,0,5,0,0,4,298,298,0,0,289,9,0,0,182,112,0,14,11,0,26,0,0,0,
Jason Pierre-Paul,5540,ED,TB,6,7,0,100.0,0,3,30,61.7,73.8,68.8,74.9,63.8,72.6,1,11,0,29,6.3,1,0,1,108.3,5,6,3,0,35,340,332,0,11,309,12,0,8,194,111,5,11,8,5,18,0,50,58,10.0
Kareem Jackson,5545,S,DEN,5,5,0,76.5,0,0,10,61.0,67.9,90.0,55.1,81.9,67.4,0,0,0,35,13.9,5,1,0,110.9,13,0,81,1,222,348,2,0,0,2,0,224,346,2,124,40,9,26,17,0,1,104,38,8.0
