player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Thomas Davis Sr.,2231,LB,WAS,4,1,0,50.0,0,0,32,79.8,62.0,75.6,53.0,44.3,77.0,0,0,0,4,0.0,0,1,0,56.3,1,0,66,1,34,81,6,0,0,6,0,0,75,3,44,8,0,2,2,0,0,4,7,4.0
Johnathan Joseph,2969,CB,ARZ,9,3,0,62.9,0,0,1,63.2,64.8,84.6,55.7,68.5,49.0,0,0,1,71,9.7,3,4,1,116.1,22,0,24,340,246,400,4,0,0,4,0,2,396,4,150,30,3,25,35,0,4,298,97,13.5
Tramon Williams,3558,CB,BLT,2,1,0,100.0,0,0,3,60.0,62.2,81.1,60.0,64.8,77.0,0,0,0,4,0.0,0,0,0,83.3,1,0,0,4,6,15,0,0,0,0,0,0,15,1,8,10,0,1,1,0,0,4,0,4.0
Calais Campbell,4364,DI,BLT,8,4,5,0.0,0,0,3,66.8,77.7,41.5,67.0,80.0,58.3,3,10,0,,16.7,4,1,2,39.6,0,3,7,0,7,307,300,27,137,39,97,0,7,218,82,0,20,16,1,16,0,0,0,
Brandon Carr,4454,S,DAL,3,0,0,,0,0,9,49.2,54.4,74.9,,68.7,72.8,0,0,0,,0.0,0,0,1,0.0,0,0,9,3,12,21,0,0,0,0,0,7,21,0,9,2,1,1,0,0,0,0,0,
Malcolm Jenkins,4937,S,NO,10,5,0,64.4,0,0,20,60.5,64.0,87.4,58.9,68.8,71.1,2,8,2,74,10.0,6,5,3,88.3,29,2,200,26,371,641,146,0,0,146,0,173,495,56,214,96,20,49,45,12,3,311,178,10.7
Jason McCourty,5127,CB,NE,10,6,0,59.1,0,0,19,50.0,54.6,84.0,54.2,73.0,82.6,0,0,0,41,3.1,1,2,1,132.2,13,0,78,256,257,423,6,0,0,6,0,38,417,3,163,45,3,25,22,0,3,218,55,16.8
Steve McLendon,5232,DI,TB,11,7,0,,0,0,30,52.1,67.5,44.6,67.0,69.4,60.8,0,7,0,,6.5,2,0,2,0.0,0,0,0,0,4,329,329,134,128,1,66,0,0,152,173,0,18,22,0,7,0,0,0,
Ndamukong Suh,5527,DI,TB,11,2,0,100.0,1,1,30,47.3,58.8,37.8,64.5,60.6,39.7,8,16,0,18,17.4,4,0,3,118.8,1,4,6,0,5,552,544,12,309,32,191,0,8,379,168,0,15,17,1,28,0,18,8,18.0
Joe Haden,5532,CB,PIT,10,5,0,51.8,0,0,25,64.6,63.1,84.6,,51.8,55.6,0,0,1,54,13.6,6,7,4,80.9,29,0,73,533,401,615,2,0,0,2,0,2,613,0,214,5,10,33,56,0,2,419,81,14.4
Tyson Alualu,5535,DI,PIT,9,5,4,,0,0,25,73.2,90.5,83.0,75.9,89.5,76.5,2,5,0,,0.0,0,0,0,0.0,0,1,1,0,0,225,224,122,80,3,19,0,1,132,93,0,10,12,0,8,0,0,0,
Brandon Graham,5538,ED,PHI,10,5,0,,0,2,24,57.6,80.5,52.2,81.9,71.5,29.5,6,24,0,,20.0,7,0,3,0.0,0,7,2,0,7,483,481,0,1,464,16,0,2,264,212,0,22,23,0,37,0,0,0,
