player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Thomas Davis Sr.,2231,LB,WAS,3,1,0,50.0,0,0,32,81.4,62.1,73.4,57.9,47.0,76.1,0,0,0,4,0.0,0,1,0,56.3,1,0,54,0,20,62,3,0,0,3,0,0,59,1,41,5,0,1,2,0,0,4,7,4.0
Johnathan Joseph,2969,CB,TEN,7,3,0,64.7,0,0,31,62.4,63.8,84.3,56.5,67.0,46.4,0,0,1,71,10.0,3,4,1,119.5,22,0,23,330,231,375,4,0,0,4,0,2,371,2,142,16,3,24,34,0,4,298,97,13.5
Calais Campbell,4364,DI,BLT,8,4,5,0.0,0,0,3,66.8,77.7,41.5,67.0,80.0,58.3,3,10,0,,16.7,4,1,2,39.6,0,3,7,0,7,307,300,27,137,39,97,0,7,218,82,0,20,16,1,16,0,0,0,
Brandon Carr,4454,S,DAL,3,0,0,,0,0,9,49.2,54.4,74.9,,68.7,72.8,0,0,0,,0.0,0,0,1,0.0,0,0,9,3,12,21,0,0,0,0,0,7,21,0,9,2,1,1,0,0,0,0,0,
Malcolm Jenkins,4937,S,NO,8,3,0,64.9,0,0,20,56.3,61.5,86.1,62.7,68.2,66.4,1,8,1,74,11.5,6,4,2,101.0,24,2,174,20,290,508,121,0,0,121,0,122,387,44,174,71,18,43,37,11,3,258,159,10.8
Jason McCourty,5127,CB,NE,8,6,0,64.7,0,0,19,47.1,51.8,82.7,54.2,71.1,89.3,0,0,0,41,0.0,0,1,1,141.2,11,0,63,190,189,330,6,0,0,6,0,29,324,3,138,42,3,19,17,0,3,186,41,16.9
Steve McLendon,5232,DI,TB,9,6,0,,0,0,30,60.0,68.9,38.9,71.1,67.9,58.3,0,7,0,,7.4,2,0,2,0.0,0,0,0,0,0,284,284,112,109,1,62,0,0,128,156,0,16,19,0,7,0,0,0,
Ndamukong Suh,5527,DI,TB,9,2,0,,1,1,30,47.9,66.2,28.5,66.4,71.3,33.8,8,13,0,,21.1,4,0,3,0.0,0,4,5,0,1,448,441,9,252,24,156,0,7,309,138,0,12,13,0,25,0,0,0,
Joe Haden,5532,CB,PIT,8,4,0,51.2,0,0,25,63.6,61.1,84.2,,46.5,62.5,0,0,1,45,11.4,4,5,4,79.6,22,0,57,454,335,518,2,0,0,2,0,2,516,0,183,3,7,27,43,0,2,300,35,13.6
Tyson Alualu,5535,DI,PIT,7,4,3,,0,0,25,73.4,91.0,82.2,81.3,87.8,75.8,2,5,0,,0.0,0,0,0,0.0,0,1,1,0,0,175,174,105,53,1,15,0,1,100,75,0,8,10,0,8,0,0,0,
Brandon Graham,5538,ED,PHI,8,3,0,,0,2,24,61.1,79.6,58.5,82.5,64.4,29.9,5,21,0,,20.8,5,0,2,0.0,0,7,1,0,7,384,383,0,1,372,10,0,1,228,149,0,18,16,0,33,0,0,0,
Jason Pierre-Paul,5540,ED,TB,9,9,0,80.0,0,3,30,57.8,70.2,76.6,70.1,64.5,62.3,1,20,0,40,10.0,3,1,1,109.2,8,7,11,0,50,524,503,0,15,471,17,0,21,302,172,10,20,18,10,28,0,102,102,12.8
Kareem Jackson,5545,S,DEN,8,12,0,71.4,0,0,10,66.1,72.0,55.7,52.1,84.0,73.0,0,1,0,35,10.3,6,1,1,102.1,15,0,138,3,339,556,2,0,0,2,0,337,554,3,214,76,14,40,21,1,1,124,56,8.3
Devin McCourty,5552,S,NE,8,9,0,62.5,0,0,19,69.4,66.9,40.6,49.3,61.5,54.7,0,1,2,18,16.2,6,2,1,47.4,5,0,152,6,247,473,4,0,0,4,0,288,469,8,218,23,3,22,8,1,0,63,42,12.6
Jerry Hughes,5556,ED,BUF,9,6,1,100.0,2,2,4,73.3,78.3,41.0,83.8,58.3,51.3,5,23,1,16,17.4,4,0,3,79.2,1,4,1,0,14,378,377,0,9,356,12,0,1,221,143,0,14,13,1,32,0,16,4,16.0
Patrick Robinson,5557,CB,NO,4,1,0,63.6,0,0,20,59.4,64.0,78.6,,75.2,81.7,0,0,1,17,0.0,0,1,1,44.5,7,0,25,103,83,136,2,0,0,2,0,0,134,0,53,6,2,8,11,0,0,72,9,10.3
Linval Joseph,5571,DI,LAC,8,4,0,,0,0,27,59.6,66.2,86.4,64.1,61.9,41.0,2,14,0,,11.1,3,0,0,0.0,0,0,0,0,2,386,386,96,287,2,1,0,0,245,139,0,14,20,0,16,0,0,0,
Carlos Dunlap,5579,ED,SEA,8,5,2,100.0,0,0,29,45.9,59.3,69.8,59.7,64.0,73.5,3,11,0,9,4.5,1,0,2,131.3,4,4,2,0,7,323,321,0,5,308,8,0,2,224,92,0,12,16,4,18,1,24,10,6.0
Sean Lee,5580,LB,DAL,2,1,0,100.0,0,0,9,78.0,81.8,72.1,,65.8,76.8,0,0,0,7,0.0,0,0,0,91.7,2,0,14,0,12,17,0,0,0,0,0,0,17,0,5,3,0,1,2,0,0,12,4,6.0
Corey Peters,5607,DI,ARZ,8,3,0,100.0,1,0,1,41.2,63.6,50.3,64.5,66.7,43.4,2,9,0,9,15.4,2,0,2,104.2,1,2,0,0,2,362,362,158,183,1,20,0,0,225,135,0,7,8,1,13,0,9,3,9.0
Everson Griffen,5624,ED,DET,8,7,2,,0,0,11,63.5,58.5,48.1,62.5,55.6,60.2,3,12,0,,8.3,2,0,2,0.0,0,3,2,0,8,306,303,0,14,251,38,0,3,169,129,0,11,15,0,18,0,0,0,
Geno Atkins,5643,DI,CIN,4,0,0,,0,0,7,,60.1,78.6,64.2,45.0,,0,2,0,,,0,0,0,0.0,0,0,0,0,0,68,68,35,29,0,4,0,0,63,5,0,0,0,0,2,0,0,0,
Sherrick McManis,5667,S,CHI,4,0,0,100.0,0,0,6,38.6,36.3,71.8,,60.0,,0,0,0,12,,0,0,0,116.7,1,0,4,1,13,14,1,0,0,1,0,3,13,0,1,5,0,0,1,0,0,12,15,12.0
Anthony Levine,6013,S,BLT,3,0,0,100.0,1,0,3,28.0,28.6,72.9,,60.0,,0,0,0,10,,0,0,1,147.9,1,0,4,2,14,18,0,0,0,0,0,7,18,0,4,4,0,0,1,0,1,10,0,10.0
Andrew Sendejo,6118,S,CLV,8,9,0,65.2,0,1,8,43.1,42.9,49.3,54.6,51.2,46.7,0,0,0,47,20.0,10,0,1,137.7,15,0,108,1,344,553,4,0,0,4,0,359,549,3,206,81,4,31,23,0,3,230,65,15.3
Patrick Peterson,6157,CB,ARZ,8,1,0,61.4,2,0,1,55.1,53.8,86.3,52.5,44.6,63.6,0,0,2,52,9.7,3,2,4,78.1,27,0,20,493,365,566,1,0,0,1,0,1,565,4,197,51,4,27,44,0,1,383,142,14.2
Aldon Smith,6159,ED,DAL,9,10,2,100.0,2,0,9,65.2,69.2,25.5,68.6,69.4,45.0,6,19,0,16,19.0,8,0,4,118.8,2,4,12,0,19,460,445,1,30,389,25,0,15,247,194,3,20,24,2,29,0,28,21,14.0
J.J. Watt,6163,ED,HST,8,4,3,,0,2,13,60.1,79.5,77.3,67.9,80.7,40.2,5,17,0,,18.5,5,0,1,0.0,0,4,5,0,1,498,493,8,8,397,80,0,5,296,201,0,16,18,0,26,0,0,0,
Robert Quinn,6166,ED,CHI,8,2,0,100.0,0,2,6,50.7,64.5,42.0,65.5,65.8,76.7,2,10,0,11,11.1,1,0,2,112.5,1,1,0,0,5,270,267,0,1,266,0,0,3,189,76,3,4,6,1,13,0,11,14,11.0
Ryan Kerrigan,6168,ED,WAS,8,2,0,,0,0,32,63.6,55.6,58.6,69.4,38.6,61.3,0,6,0,,20.0,1,0,1,0.0,0,5,0,0,5,189,188,0,0,185,3,0,1,99,85,0,5,2,0,11,0,0,0,
Corey Liuget,6170,DI,HST,1,0,0,,0,0,13,,60.4,73.2,58.4,60.4,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,13,13,0,13,0,0,0,0,5,8,0,0,0,0,0,0,0,0,
Adrian Clayborn,6172,ED,CLV,7,3,0,,0,0,8,60.1,63.0,83.2,53.8,71.2,76.3,0,2,0,,0.0,0,0,0,0.0,0,2,1,0,2,152,151,0,17,73,61,0,1,101,49,0,4,4,0,4,0,0,0,
Cameron Jordan,6176,ED,NO,8,9,0,100.0,0,0,20,65.1,80.4,29.9,71.5,86.0,56.0,3,23,0,6,9.1,3,0,4,91.7,1,3,0,0,10,425,425,0,2,414,9,0,0,272,143,0,19,21,1,29,0,6,7,6.0
Jimmy Smith,6179,CB,BLT,8,0,0,52.0,0,0,3,80.2,79.9,40.6,63.6,71.1,72.4,0,0,0,17,8.7,2,1,1,61.2,13,1,31,258,289,395,9,0,0,9,0,53,386,4,102,44,7,21,25,1,0,95,40,7.3
Cameron Heyward,6183,DI,PIT,8,7,0,100.0,0,0,25,60.7,88.7,85.3,71.3,90.0,64.3,8,17,1,-4,6.7,2,0,1,39.6,1,3,8,0,2,434,426,16,198,51,161,0,8,282,150,0,16,21,1,28,0,-4,1,-4.0
Jabaal Sheard,6189,ED,NYG,3,1,1,,0,0,21,77.4,56.2,15.2,54.4,61.2,75.1,2,1,0,,0.0,0,0,1,0.0,0,0,2,0,2,73,71,0,0,71,0,0,2,51,20,0,2,2,0,3,0,0,0,
Marcus Gilchrist,6202,S,BLT,2,0,0,66.7,0,0,3,55.8,56.1,73.1,60.0,62.1,78.8,0,1,0,16,0.0,0,0,0,93.8,2,0,13,5,37,42,0,0,0,0,0,21,42,1,4,3,0,3,3,1,0,26,2,13.0
Justin Houston,6222,ED,IND,8,3,0,,0,0,14,61.9,61.4,70.3,58.9,61.6,40.0,2,6,0,,33.3,5,0,0,0.0,0,4,1,0,7,313,312,0,1,298,13,0,1,198,108,0,10,7,0,12,0,0,0,
Jurrell Casey,6229,DI,DEN,3,3,3,,0,0,10,60.0,74.4,82.1,67.6,70.1,58.4,2,3,0,,7.1,1,0,0,0.0,0,0,2,0,0,156,154,4,71,9,70,0,2,94,62,0,6,10,0,5,0,0,0,
