player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Thomas Davis Sr.,2231,LB,WAS,2,1,0,,0,0,32,66.8,47.5,69.0,,40.5,76.1,0,0,0,,0.0,0,0,0,0.0,0,0,27,0,10,29,0,0,0,0,0,0,29,0,19,2,0,1,0,0,0,0,0,
Johnathan Joseph,2969,CB,TEN,3,3,0,66.7,0,0,31,61.3,60.2,81.0,56.5,55.4,29.7,0,0,1,71,13.3,2,1,0,112.5,8,0,7,124,82,142,2,0,0,2,0,1,140,2,58,8,3,10,12,0,2,144,59,18.0
Calais Campbell,4364,DI,BLT,4,4,4,0.0,0,0,3,67.5,73.3,50.9,61.2,76.9,47.4,2,3,0,,18.8,3,1,1,39.6,0,0,5,0,5,191,186,6,83,29,68,0,5,132,54,0,10,9,1,5,0,0,0,
Brandon Carr,4454,S,DAL,3,0,0,,0,0,9,49.2,54.4,74.9,,68.7,72.8,0,0,0,,0.0,0,0,1,0.0,0,0,9,3,12,21,0,0,0,0,0,7,21,0,9,2,1,1,0,0,0,0,0,
Malcolm Jenkins,4937,S,NO,4,2,0,63.2,0,0,20,46.5,48.5,83.7,75.3,45.4,75.7,1,4,0,31,6.9,2,2,2,118.3,12,1,91,14,145,273,77,0,0,77,0,58,196,24,104,33,8,25,19,6,2,130,72,10.8
Jason McCourty,5127,CB,NE,4,3,0,57.1,0,0,19,55.9,59.2,78.4,54.2,74.5,85.7,0,0,0,38,0.0,0,0,0,118.5,4,0,49,48,103,151,0,0,0,0,0,28,151,3,45,26,1,10,7,0,2,49,0,12.3
Steve McLendon,5232,DI,NYJ,4,2,0,,0,0,22,60.0,68.8,35.2,74.3,67.0,42.8,0,5,0,,14.3,2,0,1,0.0,0,0,0,0,0,124,124,53,38,0,33,0,0,50,74,0,8,10,0,5,0,0,0,
Ndamukong Suh,5527,DI,TB,4,2,0,,0,1,30,52.8,70.1,28.0,63.9,80.1,44.4,3,1,0,,15.4,2,0,2,0.0,0,2,1,0,1,202,200,3,125,6,66,0,2,135,66,0,7,9,0,6,0,0,0,
Joe Haden,5532,CB,PIT,3,1,0,45.5,0,0,25,59.6,55.9,80.4,,33.1,81.1,0,0,1,45,0.0,0,1,2,36.6,5,0,22,170,138,192,0,0,0,0,0,0,192,0,54,0,1,7,11,0,0,91,9,18.2
Tyson Alualu,5535,DI,PIT,3,1,2,,0,0,25,73.4,91.3,79.5,79.7,89.1,74.6,2,3,0,,0.0,0,0,0,0.0,0,1,0,0,0,88,88,50,29,0,9,0,0,54,34,0,7,8,0,6,0,0,0,
Brandon Graham,5538,ED,PHI,4,2,0,,0,0,24,60.9,64.9,59.4,67.5,57.2,26.7,4,8,0,,36.4,4,0,1,0.0,0,3,0,0,3,197,197,0,0,190,7,0,0,125,69,0,7,5,0,15,0,0,0,
Jason Pierre-Paul,5540,ED,TB,4,5,0,100.0,0,1,30,57.8,62.3,58.5,62.2,62.7,63.5,0,6,0,29,12.5,1,0,1,108.3,5,3,3,0,25,227,220,0,7,204,9,0,7,124,78,4,5,2,5,9,0,50,58,10.0
Kareem Jackson,5545,S,DEN,4,4,0,78.6,0,0,10,55.1,63.1,89.0,,83.2,66.8,0,0,0,35,13.8,4,1,0,120.5,11,0,67,1,189,291,2,0,0,2,0,186,289,0,102,35,6,21,14,0,1,101,26,9.2
Devin McCourty,5552,S,NE,4,2,0,50.0,0,0,19,71.6,71.2,80.2,53.0,59.8,51.5,0,0,1,18,20.0,2,1,0,37.5,2,0,70,3,147,239,1,0,0,1,0,150,238,3,89,15,1,6,4,0,0,32,0,16.0
Jerry Hughes,5556,ED,BUF,4,3,1,,1,0,4,70.2,72.4,55.3,73.5,55.6,35.2,3,8,0,,25.0,3,0,1,0.0,0,0,0,0,4,174,174,0,2,166,6,0,0,112,58,0,6,6,0,11,0,0,0,
Patrick Robinson,5557,CB,NO,3,0,0,57.1,0,0,20,67.1,70.9,76.6,,77.3,78.7,0,0,1,17,0.0,0,1,1,40.5,4,0,11,51,46,68,2,0,0,2,0,0,66,0,22,4,1,5,7,0,0,51,10,12.8
Linval Joseph,5571,DI,LAC,4,3,0,,0,0,27,60.0,61.6,83.3,60.7,58.8,35.9,1,7,0,,12.5,2,0,0,0.0,0,0,0,0,1,191,191,32,158,0,1,0,0,120,70,0,8,11,0,8,0,0,0,
Carlos Dunlap,5579,ED,CIN,4,5,2,100.0,0,0,7,38.3,55.4,86.1,58.8,57.8,69.4,2,7,0,9,5.6,1,0,0,136.8,3,0,2,0,5,208,206,0,4,199,3,0,2,128,75,0,6,12,3,9,1,22,8,7.3
Corey Peters,5607,DI,ARZ,4,2,0,,1,0,1,57.3,62.6,50.4,58.6,67.5,72.4,1,3,0,,0.0,0,0,1,0.0,0,2,0,0,1,174,174,91,78,0,5,0,0,101,72,0,4,3,0,6,0,0,0,
Everson Griffen,5624,ED,DAL,4,3,1,,0,0,9,62.8,49.7,24.7,55.6,52.8,58.9,1,8,0,,7.1,1,0,2,0.0,0,1,2,0,7,176,174,0,9,150,15,0,2,95,74,0,8,10,0,10,0,0,0,
Sherrick McManis,5667,S,CHI,2,0,0,,0,0,6,45.7,43.0,69.4,,,,0,0,0,,,0,0,0,0.0,0,0,3,0,9,9,0,0,0,0,0,3,9,0,0,3,0,0,0,0,0,0,0,
Anthony Levine,6013,S,BLT,2,0,0,100.0,1,0,3,26.0,26.9,72.8,,60.0,,0,0,0,10,,0,0,1,147.9,1,0,3,2,9,12,0,0,0,0,0,3,12,0,3,3,0,0,1,0,1,10,0,10.0
Andrew Sendejo,6118,S,CLV,4,4,0,61.5,0,1,8,47.9,46.9,22.9,56.1,58.9,65.1,0,0,0,47,13.6,3,0,1,130.1,8,0,62,1,206,297,2,0,0,2,0,181,295,2,89,51,2,15,13,0,2,116,35,14.5
Patrick Peterson,6157,CB,ARZ,4,1,0,60.0,1,0,1,48.7,48.0,83.1,54.8,45.5,29.6,0,0,1,24,27.3,3,1,1,84.4,12,0,15,222,160,268,1,0,0,1,0,1,267,3,105,29,1,7,20,0,1,175,87,14.6
Aldon Smith,6159,ED,DAL,4,5,1,100.0,1,0,9,57.4,61.4,26.9,70.8,55.9,50.0,5,7,0,16,18.2,4,0,2,118.8,2,4,12,0,17,229,214,0,9,201,4,0,15,113,99,3,12,13,2,16,0,28,21,14.0
J.J. Watt,6163,ED,HST,4,3,1,,0,0,13,60.0,69.4,60.7,58.7,75.1,29.4,4,3,0,,20.0,3,0,1,0.0,0,2,4,0,0,238,234,7,5,150,72,0,4,126,112,0,9,9,0,9,0,0,0,
