player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Thomas Davis Sr.,2231,LB,WAS,5,1,0,80.0,0,0,32,78.5,64.0,76.5,51.7,45.3,78.7,0,0,0,9,0.0,0,1,0,85.8,4,0,81,1,50,100,7,0,0,7,0,0,93,4,46,11,1,4,5,0,0,23,14,5.8
Johnathan Joseph,2969,CB,ARZ,10,3,0,61.1,0,0,1,65.4,67.3,84.7,55.7,71.7,50.1,0,0,1,71,9.4,3,5,1,113.0,22,0,24,350,250,410,4,0,0,4,0,2,406,4,156,30,4,26,36,0,4,298,97,13.5
Domata Peko Sr.,3068,DI,ARZ,1,0,0,,0,0,1,,55.7,77.5,60.7,54.3,67.3,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,33,33,9,24,0,0,0,0,11,22,0,1,1,0,1,0,0,0,
Tramon Williams,3558,CB,BLT,3,2,0,83.3,0,0,3,53.4,55.1,81.0,70.4,53.8,82.1,1,0,0,8,0.0,0,0,0,119.4,5,0,2,6,41,60,0,0,0,0,0,0,60,4,15,51,0,4,6,1,1,19,19,3.8
Calais Campbell,4364,DI,BLT,8,4,5,0.0,0,0,3,66.8,77.7,41.5,67.0,80.0,58.3,3,10,0,,16.7,4,1,2,39.6,0,3,7,0,7,307,300,27,137,39,97,0,7,218,82,0,20,16,1,16,0,0,0,
Brandon Carr,4454,S,DAL,3,0,0,,0,0,9,49.2,54.4,74.9,,68.7,72.8,0,0,0,,0.0,0,0,1,0.0,0,0,9,3,12,21,0,0,0,0,0,7,21,0,9,2,1,1,0,0,0,0,0,
Malcolm Jenkins,4937,S,NO,11,6,0,65.2,0,0,20,59.0,65.4,87.5,58.6,75.8,73.7,2,8,2,74,9.1,6,5,3,89.4,30,2,216,26,381,677,153,0,0,153,0,181,524,57,239,101,22,54,46,12,3,324,195,10.8
Jason McCourty,5127,CB,NE,11,6,0,62.5,0,0,19,49.1,53.9,84.4,54.2,73.4,83.9,0,0,0,41,2.9,1,2,2,135.8,15,0,83,269,276,454,6,0,0,6,0,38,448,3,175,58,5,28,24,0,3,242,60,16.1
Steve McLendon,5232,DI,TB,12,7,0,,0,0,30,52.1,66.1,47.5,64.8,68.6,61.3,0,7,0,,6.3,2,0,2,0.0,0,0,0,0,4,356,356,136,151,1,68,0,0,172,180,0,19,23,0,7,0,0,0,
Ndamukong Suh,5527,DI,TB,12,3,0,100.0,1,1,30,48.3,59.6,21.5,66.6,62.4,45.4,9,20,0,18,14.3,4,0,5,118.8,2,4,8,0,6,602,592,13,336,34,209,0,10,417,179,0,18,21,2,33,0,27,10,13.5
Joe Haden,5532,CB,PIT,11,5,0,50.0,0,0,25,71.9,70.0,84.9,,55.9,57.1,0,0,2,54,13.0,6,7,4,71.0,29,0,80,576,425,665,2,0,0,2,0,2,663,0,240,5,11,35,58,0,2,419,81,14.4
Tyson Alualu,5535,DI,PIT,10,5,4,,0,0,25,73.2,89.4,59.8,74.8,85.6,76.8,3,5,0,,0.0,0,0,1,0.0,0,1,1,0,0,269,268,136,106,3,23,0,1,153,116,0,11,13,0,9,0,0,0,
Brandon Graham,5538,ED,PHI,11,7,0,,0,2,24,57.6,84.5,55.3,82.8,76.7,30.0,7,28,0,,18.4,7,0,3,0.0,0,7,3,0,7,527,524,0,1,507,16,0,3,291,229,0,23,24,0,42,0,0,0,
Jason Pierre-Paul,5540,ED,TB,12,11,1,75.0,0,3,30,67.3,70.9,70.4,70.4,61.6,42.8,2,28,2,40,17.4,8,1,2,63.5,9,9,14,0,67,707,681,0,18,643,20,0,26,419,221,12,29,27,12,39,0,111,106,12.3
Kareem Jackson,5545,S,DEN,11,15,0,70.4,0,0,10,68.2,74.3,65.4,51.4,85.5,75.4,0,1,0,35,9.5,7,2,1,100.2,19,0,198,5,441,754,3,0,0,3,0,432,751,4,309,116,19,52,27,1,1,176,90,9.3
Devin McCourty,5552,S,NE,11,12,0,66.7,0,0,19,64.6,63.8,52.2,48.0,64.4,58.6,0,1,2,18,14.6,7,3,1,89.2,8,0,200,8,375,673,5,0,0,5,0,429,668,11,287,31,3,29,12,1,2,91,42,11.4
Jerry Hughes,5556,ED,BUF,11,7,2,100.0,2,2,4,67.8,75.5,38.1,85.0,54.9,44.5,6,31,1,16,19.2,5,0,4,79.2,1,5,1,0,18,484,483,0,16,453,14,0,1,286,180,0,16,14,1,42,0,16,4,16.0
Patrick Robinson,5557,CB,NO,7,1,0,63.6,0,0,20,54.8,60.0,81.7,57.9,79.3,74.3,0,0,2,25,7.1,1,1,2,52.1,14,0,31,195,154,242,3,0,0,3,0,0,239,1,87,13,4,12,22,0,0,184,30,13.1
Linval Joseph,5571,DI,LAC,11,7,0,,0,0,27,59.9,67.8,87.5,64.7,63.5,39.1,2,18,0,,10.3,4,0,0,0.0,0,0,0,0,2,507,507,121,383,2,1,0,0,300,205,0,18,28,0,20,0,0,0,
Carlos Dunlap,5579,ED,SEA,11,6,2,100.0,0,0,29,53.8,58.4,76.5,58.8,58.3,52.4,6,16,0,18,14.8,4,0,2,141.3,5,7,2,0,12,463,461,0,6,447,8,0,2,319,132,0,15,17,5,29,1,42,21,8.4
Sean Lee,5580,LB,DAL,4,3,0,100.0,0,0,9,69.1,62.7,74.4,55.1,53.9,34.5,1,0,0,8,25.0,2,0,0,94.4,3,0,43,0,25,49,0,0,0,0,0,0,49,2,22,6,0,3,3,1,0,20,8,6.7
Corey Peters,5607,DI,ARZ,9,3,0,100.0,1,0,1,41.2,61.4,51.8,64.7,62.6,45.2,2,10,0,9,14.3,2,0,2,104.2,1,2,0,0,2,379,379,162,195,1,21,0,0,236,141,0,7,9,1,14,0,9,3,9.0
Everson Griffen,5624,ED,DET,11,7,3,,0,0,11,63.8,64.8,58.5,70.0,54.2,56.8,7,14,0,,11.1,3,0,2,0.0,0,5,3,0,9,412,408,0,17,344,47,0,4,248,155,0,13,17,0,26,0,0,0,
Geno Atkins,5643,DI,CIN,6,0,0,,0,0,7,,50.6,27.1,59.5,43.4,66.8,0,2,0,,0.0,0,0,1,0.0,0,0,0,0,0,99,99,36,44,0,19,0,0,89,10,0,0,1,0,2,0,0,0,
Sherrick McManis,5667,S,CHI,4,0,0,100.0,0,0,6,38.6,36.3,71.8,,60.0,,0,0,0,12,,0,0,0,116.7,1,0,4,1,13,14,1,0,0,1,0,3,13,0,1,5,0,0,1,0,0,12,15,12.0
Antonio Brown,5718,WR,TB,1,0,0,,0,0,30,60.0,61.2,60.0,,,,0,0,0,,,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Anthony Levine,6013,S,BLT,4,0,0,100.0,1,0,3,24.8,26.1,73.2,,60.0,70.8,0,0,0,10,0.0,0,0,1,141.7,2,0,4,2,15,19,0,0,0,0,0,7,19,0,4,4,0,1,2,0,1,17,0,8.5
Andrew Sendejo,6118,S,CLV,11,12,0,61.8,0,1,8,45.4,44.4,29.8,63.8,47.9,45.7,0,0,0,47,20.3,13,1,2,126.3,21,0,126,2,453,731,7,0,0,7,0,484,724,4,274,112,5,39,34,0,5,271,97,12.9
Patrick Peterson,6157,CB,ARZ,11,2,0,66.7,3,0,1,50.8,51.1,61.0,52.5,56.6,58.2,0,0,3,52,13.3,6,2,7,97.0,38,0,25,661,485,757,1,0,0,1,0,1,756,4,268,69,7,37,57,0,4,519,176,13.7
Aldon Smith,6159,ED,DAL,11,10,2,100.0,2,0,9,65.2,67.6,34.1,72.0,61.4,49.9,8,27,0,16,18.0,9,0,4,118.8,2,4,13,0,20,561,545,1,41,458,45,0,16,300,241,3,27,31,2,39,0,28,21,14.0
J.J. Watt,6163,ED,HST,11,4,7,,0,2,13,61.0,83.2,82.1,73.2,79.8,40.5,6,19,1,,17.9,7,0,1,0.0,0,4,7,0,2,695,688,8,14,556,110,0,7,409,284,0,23,28,0,29,0,0,0,
Robert Quinn,6166,ED,CHI,10,3,0,100.0,0,2,6,43.4,61.4,51.5,62.4,65.4,47.6,3,11,0,11,20.0,3,0,2,112.5,1,1,2,0,11,355,348,0,1,347,0,0,7,227,117,5,6,9,1,15,0,11,14,11.0
Ryan Kerrigan,6168,ED,WAS,11,2,0,50.0,0,0,32,69.8,58.2,46.2,67.0,42.6,65.1,0,7,0,3,14.3,1,0,2,56.3,1,6,0,0,9,269,268,0,0,265,3,0,1,156,104,0,7,4,2,13,0,3,6,3.0
Corey Liuget,6170,DI,HST,3,0,0,,0,0,13,,67.5,76.6,70.8,61.4,69.8,0,2,0,,0.0,0,0,0,0.0,0,1,0,0,0,35,35,0,35,0,0,0,0,13,22,0,2,2,0,3,0,0,0,
Adrian Clayborn,6172,ED,CLV,10,3,0,,1,1,8,60.3,61.3,64.5,65.0,53.2,77.3,1,10,0,,0.0,0,0,1,0.0,0,4,1,0,3,270,269,0,24,175,70,0,1,178,89,0,6,4,0,15,0,0,0,
Cameron Jordan,6176,ED,NO,11,9,0,100.0,0,0,20,71.8,82.6,43.0,72.8,85.0,52.6,6,27,0,6,10.5,4,0,4,91.7,1,7,0,0,10,558,557,0,2,542,13,0,1,357,191,1,25,25,1,40,0,6,7,6.0
Jimmy Smith,6179,CB,BLT,10,0,0,53.6,0,0,3,79.0,77.6,44.4,63.6,62.3,58.3,0,0,0,17,14.3,4,1,1,63.5,15,1,31,293,319,435,9,0,0,9,0,53,426,4,112,49,7,24,28,1,0,113,48,7.5
Cameron Heyward,6183,DI,PIT,11,10,0,100.0,0,0,25,61.2,89.7,73.2,77.2,88.6,62.1,11,25,1,-4,7.7,3,0,2,39.6,1,4,11,0,2,568,557,19,282,66,190,0,11,364,202,0,21,26,1,40,0,-4,1,-4.0
Jabaal Sheard,6189,ED,NYG,5,1,1,,0,1,21,57.5,69.3,33.6,66.9,72.4,50.1,2,3,0,,0.0,0,0,1,0.0,0,1,5,0,4,116,111,0,0,109,2,0,5,84,28,0,5,4,0,6,0,0,0,
Marcus Gilchrist,6202,S,BLT,2,0,0,66.7,0,0,3,55.8,56.1,73.1,60.0,62.1,78.8,0,1,0,16,0.0,0,0,0,93.8,2,0,13,5,37,42,0,0,0,0,0,21,42,1,4,3,0,3,3,1,0,26,2,13.0
Justin Houston,6222,ED,IND,11,3,0,0.0,0,0,14,60.7,62.0,76.0,61.8,58.1,48.7,3,7,0,,26.3,5,0,0,39.6,0,5,2,0,10,420,418,0,1,401,16,0,2,260,150,0,12,11,1,15,0,0,0,
Jurrell Casey,6229,DI,DEN,3,3,3,,0,0,10,60.0,74.4,82.1,67.6,70.1,58.4,2,3,0,,7.1,1,0,0,0.0,0,0,2,0,0,156,154,4,71,9,70,0,2,94,62,0,6,10,0,5,0,0,0,
Allen Bailey,6238,DI,ATL,11,1,0,,0,0,2,57.5,52.9,85.8,61.2,43.2,36.9,2,6,0,,16.7,2,0,0,0.0,0,2,0,0,3,306,306,25,137,87,57,0,0,210,93,0,10,9,0,10,0,0,0,
K.J. Wright,6251,LB,SEA,11,14,3,76.6,0,1,29,73.0,70.8,71.3,66.2,63.6,52.0,0,6,1,40,14.5,10,3,1,102.4,49,2,284,12,411,718,330,0,0,330,0,1,388,84,223,91,28,45,64,8,3,421,313,8.6
Buster Skrine,6289,CB,CHI,11,6,0,77.0,1,1,6,50.1,55.6,85.0,43.5,81.1,71.4,0,0,0,40,10.6,7,2,4,121.2,47,0,32,15,337,507,2,0,0,2,0,1,505,9,161,456,20,53,61,0,4,484,183,10.3
Richard Sherman,6306,CB,SF,2,1,0,50.0,0,0,28,76.2,77.5,80.5,59.7,76.9,62.1,0,0,1,9,10.0,1,0,0,22.9,2,0,6,129,89,140,0,0,0,0,0,2,140,1,50,3,3,8,4,0,0,18,0,9.0
Pernell McPhee,6317,ED,BLT,10,4,1,100.0,0,0,3,44.4,67.7,43.1,70.5,68.5,35.1,9,17,0,8,21.4,6,0,2,89.6,2,2,13,0,19,337,322,7,6,238,71,0,15,220,98,2,15,18,2,28,0,11,17,5.5
Lawrence Guy,6385,DI,NE,10,8,0,,0,0,19,59.7,66.2,86.1,59.8,65.5,51.5,4,8,0,,10.8,4,0,0,0.0,0,1,1,0,1,364,363,25,213,42,83,0,1,172,191,0,17,25,0,13,0,0,0,
Malcolm Smith,6394,LB,CLV,11,12,0,81.6,0,0,8,71.1,65.1,82.4,53.0,53.5,61.9,0,2,1,26,10.7,6,1,0,93.4,31,0,309,7,239,380,27,0,0,27,0,2,353,28,113,35,17,38,38,2,1,264,169,8.5
Chris Harris Jr.,6457,CB,LAC,4,4,0,70.6,1,0,27,52.4,54.5,81.6,73.7,55.9,67.9,1,1,0,54,10.5,2,1,1,126.6,12,0,16,18,150,242,4,0,0,4,0,1,238,7,85,203,4,13,17,2,1,188,98,15.7
Josh Bynes,6503,LB,CIN,11,19,0,78.3,0,0,7,70.1,56.9,18.4,63.3,47.8,55.6,1,3,0,22,12.2,9,2,2,97.8,18,0,483,0,233,532,28,0,0,28,0,0,504,23,276,20,25,46,23,4,0,172,135,9.6
Nick Bellore,6515,FB,SEA,1,0,0,,0,0,29,,61.6,60.1,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Mario Addison,6558,ED,BUF,11,3,3,100.0,0,0,4,51.0,59.9,63.5,71.1,45.4,60.9,4,24,0,14,18.2,4,0,2,100.0,6,5,15,0,26,464,449,0,3,432,14,0,15,283,155,0,12,15,6,33,0,48,23,8.0
Craig Robertson,7003,LB,NO,4,0,0,50.0,0,0,20,31.6,35.2,73.0,53.4,62.0,25.3,0,0,0,8,50.0,2,0,0,60.4,1,0,20,0,7,21,1,0,0,1,0,0,20,4,10,0,2,2,2,0,0,8,7,8.0
Stephon Gilmore,7016,CB,NE,8,3,0,67.7,1,1,19,54.5,58.0,86.4,56.8,70.8,51.1,0,1,1,54,14.3,5,1,6,106.4,21,0,21,400,284,491,10,0,0,10,0,0,481,2,205,60,6,27,31,1,2,296,98,14.1
Dontari Poe,7017,DI,DAL,7,4,0,,0,0,9,59.5,55.9,84.9,48.6,60.4,32.3,0,1,0,,12.5,1,0,0,0.0,0,0,0,0,1,267,266,75,175,0,16,0,1,134,132,0,1,3,0,1,0,0,0,
Fletcher Cox,7018,DI,PHI,11,9,1,,0,2,24,57.8,73.1,75.8,73.4,65.4,70.1,4,23,0,,7.1,2,0,1,0.0,0,7,1,0,3,595,594,40,352,5,197,0,1,342,250,0,18,17,0,34,0,0,0,
Michael Brockers,7020,DI,LA,11,10,0,,0,0,26,58.0,62.9,86.6,64.0,57.8,78.8,3,15,0,,0.0,0,0,0,0.0,0,3,0,0,0,472,472,9,236,67,160,0,0,287,185,0,19,26,0,21,0,0,0,
Bruce Irvin,7021,ED,SEA,2,0,0,100.0,0,0,29,68.3,68.8,81.8,56.5,73.9,49.2,3,2,0,1,20.0,1,0,0,79.2,1,0,5,0,22,121,107,0,0,107,0,0,14,62,37,9,3,4,1,5,0,1,3,1.0
Dre Kirkpatrick,7023,CB,ARZ,10,4,0,71.4,2,0,1,49.0,51.7,16.8,74.6,74.0,42.3,0,1,3,31,18.5,10,1,6,84.5,45,0,24,449,350,516,0,0,0,0,0,0,516,3,163,43,8,40,63,1,2,486,233,10.8
Melvin Ingram III,7024,ED,LAC,7,3,1,,0,0,27,77.8,72.3,44.8,76.3,53.8,39.4,6,22,1,,15.4,2,0,2,0.0,0,0,28,0,9,361,333,0,0,333,0,0,28,236,116,0,6,8,0,28,0,0,0,
Chandler Jones,7027,ED,ARZ,5,0,0,100.0,0,0,1,76.8,62.6,61.6,63.1,56.7,29.0,4,5,0,5,27.3,3,0,1,87.5,1,1,2,0,4,286,284,0,2,276,6,0,2,166,116,0,8,8,1,10,0,5,4,5.0
Whitney Mercilus,7031,ED,HST,10,3,0,66.7,0,0,13,34.9,42.5,85.2,55.5,36.7,34.8,6,8,0,20,31.8,7,0,0,95.1,4,5,27,0,29,497,467,0,1,456,10,0,30,267,201,3,12,12,6,19,0,54,31,13.5
Derek Wolfe,7040,DI,BLT,9,8,0,,0,0,3,70.2,66.2,85.8,46.8,76.4,71.1,2,6,0,,5.7,2,0,0,0.0,0,1,1,0,4,401,400,50,215,31,104,0,1,244,153,0,17,25,0,9,0,0,0,
Jackrabbit Jenkins,7043,CB,NO,9,6,0,54.0,0,0,20,75.3,76.8,85.1,,75.3,60.6,0,0,3,50,12.5,5,3,5,57.3,27,0,44,438,348,521,2,0,0,2,0,0,519,0,173,37,9,29,50,0,1,342,83,12.7
Bobby Wagner,7050,LB,SEA,11,23,1,72.6,0,0,29,71.4,87.1,60.1,89.0,90.7,82.0,6,9,0,41,6.9,7,5,2,91.7,45,3,743,4,491,821,8,0,0,8,0,18,813,82,248,48,35,71,62,18,0,434,287,9.6
Tavon Wilson,7051,S,IND,6,1,0,66.7,0,0,14,67.9,70.8,76.9,,64.3,83.0,0,0,0,15,0.0,0,1,0,112.5,2,0,16,1,26,55,6,0,0,6,0,31,49,0,29,1,4,6,3,0,1,11,0,5.5
Lavonte David,7060,LB,TB,12,20,1,74.6,0,1,30,83.8,80.4,85.6,52.2,74.6,55.2,1,2,1,29,12.3,13,4,0,93.0,53,2,624,12,459,794,78,0,0,78,0,0,716,73,262,78,46,73,71,5,3,350,254,6.6
Vinny Curry,7061,ED,PHI,6,1,0,,0,0,24,59.2,66.3,85.3,76.6,44.9,42.1,2,7,0,,33.3,2,0,0,0.0,0,3,0,0,3,145,145,0,7,131,7,0,0,87,55,0,4,3,0,12,0,0,0,
Casey Hayward Jr.,7064,CB,LAC,10,4,0,45.6,0,0,27,59.8,58.6,86.9,55.5,49.4,50.8,0,1,0,53,16.2,6,6,1,103.5,26,0,34,521,369,592,31,0,0,31,0,0,561,2,221,6,8,27,57,1,5,468,98,18.0
Olivier Vernon,7074,ED,CLV,9,4,1,100.0,0,0,8,66.5,72.1,49.0,64.9,76.9,68.9,6,18,0,16,4.8,1,1,3,116.7,3,5,9,0,27,499,489,0,9,463,17,0,10,286,186,1,16,16,3,29,0,36,27,12.0
Demario Davis,7079,LB,NO,11,12,1,68.3,1,0,20,59.0,72.9,57.2,75.5,79.5,73.3,5,14,0,22,9.0,7,2,2,113.3,28,4,589,3,336,673,33,0,0,33,0,4,640,97,240,44,34,59,41,23,4,214,108,7.6
Tyrone Crawford,7083,DI,DAL,11,5,0,,0,0,9,59.8,46.7,64.8,65.4,31.4,74.4,1,14,0,,0.0,0,0,1,0.0,0,0,0,0,2,317,316,30,192,19,75,0,1,207,108,0,3,6,0,15,0,0,0,
Akiem Hicks,7090,DI,CHI,10,7,1,,2,0,6,67.4,62.9,0.0,73.3,61.1,34.3,10,21,0,,13.9,5,0,9,0.0,0,4,2,0,1,547,545,29,363,3,150,0,2,337,209,0,21,24,0,35,0,0,0,
Kyle Wilber,7113,LB,LV,6,0,0,,0,0,23,60.5,78.8,70.8,58.1,73.4,74.9,0,1,0,,0.0,0,0,0,0.0,0,0,13,0,2,15,2,0,0,2,0,0,13,2,11,0,1,1,0,1,0,0,0,
