"RK","Name","POS","Team","Opp","FPTS","ATT","CMP","YDS","TD","INT","ATT","YDS","TD","REC","YDS","TD","UP","DOWN","MOVE","WW","INJ"
"42","Malik Nabers","WR","NYG","ATL","16.2","","0","0","0","0","0.3","1.8","0.02","6.9","72.3","0.31","-","-","-","-","-"
"43","Matthew Stafford","QB","LA","NYJ","16.1","32","22","251","1.57","0.49","2.0","2.0","0.04","-","-","-","-","-","-","-","-"
"44","Cooper Rush","QB","DAL","TB","16.1","36","23","245","1.45","0.55","2.9","8.3","0.10","-","-","-","-","-","-","-","-"
"45","Jonathan Taylor","RB","IND","TEN","16.0","","0","0","0","0","21.1","89.6","0.73","1.2","10.9","0.08","-","-","-","-","-"
"46","Brian Thomas Jr.","WR","JAX","LV","15.9","","0","0","0","0","0.3","1.7","0.01","5.7","73.9","0.43","-","-","-","-","-"
"47","Ladd McConkey","WR","LAC","DEN","15.8","","0","0","0","0","-","-","-","5.8","79.0","0.35","-","-","-","-","-"
"48","A.J. Brown","WR","PHI","WAS","15.8","","0","0","0","0","-","-","-","5.4","77.2","0.45","-","-","-","-","-"
"49","Jaxon Smith-Njigba","WR","SEA","MIN","15.7","","0","0","0","0","0.3","1.6","0.02","6.0","71.8","0.38","-","-","-","-","-"
"50","Geno Smith","QB","SEA","MIN","15.7","35","24","259","1.27","0.91","2.0","9.8","0.07","-","-","-","-","-","-","-","-"
"51","Jakobi Meyers","WR","LV","JAX","15.7","","0","0","0","0","0.2","1.0","0.01","6.3","71.5","0.35","-","-","-","-","-"
"52","Drake Maye","QB","NE","BUF","15.6","31","20","208","1.04","0.91","4.5","33.5","0.16","-","-","-","-","-","-","-","-"
"53","DJ Moore","WR","CHI","DET","15.6","","0","0","0","0","0.9","5.0","0.04","5.9","66.5","0.38","-","-","-","-","-"
"54","Rico Dowdle","RB","DAL","TB","15.5","","0","0","0","0","16.7","78.0","0.42","2.7","18.5","0.13","-","-","-","-","-"
"55","Jauan Jennings","WR","SF","MIA","15.5","","0","0","0","0","-","-","-","5.9","70.5","0.44","-","-","-","-","-"
"56","Aidan O'Connell","QB","LV","JAX","15.5","39","26","265","1.37","0.81","1.3","1.5","0.04","-","-","-","-","-","-","-","-"
"57","Derrick Henry","RB","BLT","PIT","15.5","","0","0","0","0","18.8","95.0","0.73","0.8","7.0","0.03","-","-","-","-","-"
"58","C.J. Stroud","QB","HST","KC","15.4","35","22","239","1.17","0.81","4.0","15.7","0.12","-","-","-","-","-","-","-","-"
"59","Courtland Sutton","WR","DEN","LAC","15.3","","0","0","0","0","-","-","-","5.3","70.0","0.51","-","-","-","-","-"
"60","Drake London","WR","ATL","NYG","15.2","","0","0","0","0","0.1","0.6","0.01","5.3","68.1","0.50","-","-","-","-","-"
"61","Bryce Young","QB","CAR","ARZ","15.1","33","21","216","1.11","0.66","3.3","18.6","0.18","-","-","-","-","-","-","-","-"
"62","Mason Rudolph","QB","TEN","IND","15.1","35","22","230","1.33","1.01","2.8","13.5","0.09","-","-","-","-","-","-","-","-"
"63","Keenan Allen","WR","CHI","DET","15.1","","0","0","0","0","-","-","-","5.9","63.2","0.49","-","-","-","-","-"
"64","Cooper Kupp","WR","LA","NYJ","14.9","","0","0","0","0","0.1","0.4","-","5.4","62.2","0.55","-","-","-","-","-"
"65","Bucky Irving","RB","TB","DAL","14.8","","0","0","0","0","13.6","68.5","0.57","2.5","18.7","0.06","-","-","-","-","-"
"66","Jordan Addison","WR","MIN","SEA","14.8","","0","0","0","0","0.1","0.5","-","4.9","69.6","0.48","-","-","-","-","-"
"67","Dorian Thompson-Robinson","QB","CLV","CIN","14.7","38","20","198","1.24","1.30","3.9","25.7","0.14","-","-","-","-","-","-","-","-"
"68","Jonnu Smith","TE","MIA","SF","14.6","","0","0","0","0","0.1","0.8","0.01","5.6","62.9","0.45","-","-","-","-","-"
"69","Aaron Jones","RB","MIN","SEA","14.6","","0","0","0","0","15.0","68.8","0.47","2.5","18.3","0.11","-","-","-","-","-"
"70","Kendre Miller","RB","NO","GB","14.6","","0","0","0","0","16.8","72.7","0.44","2.5","18.5","0.06","-","-","-","-","-"
"71","Garrett Wilson","WR","NYJ","LA","14.4","","0","0","0","0","0.0","0.2","-","5.2","61.9","0.50","-","-","-","-","-"
"72","James Cook","RB","BUF","NE","14.3","","0","0","0","0","13.0","62.7","0.65","2.0","14.7","0.14","-","-","-","-","-"
"73","Russell Wilson","QB","PIT","BLT","14.3","32","20","220","1.16","0.55","3.9","9.8","0.11","-","-","-","-","-","-","-","-"
"74","Mac Jones","QB","JAX","LV","14.3","34","23","224","1.14","1.10","3.1","14.7","0.09","-","-","-","-","-","-","-","-"
"75","George Kittle","TE","SF","MIA","14.1","","0","0","0","0","-","-","-","5.0","66.8","0.42","-","-","-","-","-"
"76","Terry McLaurin","WR","WAS","PHI","14.1","","0","0","0","0","0.0","0.2","-","4.9","64.9","0.46","-","-","-","-","-"
"77","Brian Robinson","RB","WAS","PHI","14.1","","0","0","0","0","16.4","69.9","0.49","2.3","16.4","0.05","-","-","-","-","-"
"78","Zay Flowers","WR","BLT","PIT","14.0","","0","0","0","0","0.3","1.5","0.01","4.9","61.6","0.47","-","-","-","-","-"
"79","DK Metcalf","WR","SEA","MIN","14.0","","0","0","0","0","-","-","-","4.8","68.5","0.40","-","-","-","-","-"
"80","Adam Thielen","WR","CAR","ARZ","13.9","","0","0","0","0","-","-","-","5.5","65.2","0.33","-","-","-","-","-"
"81","Jerry Jeudy","WR","CLV","CIN","13.7","","0","0","0","0","-","-","-","5.0","64.9","0.38","-","-","-","-","-"
"82","Breece Hall","RB","NYJ","LA","13.6","","0","0","0","0","12.7","57.3","0.39","2.8","22.2","0.10","-","-","-","-","-"
"83","Calvin Ridley","WR","TEN","IND","13.4","","0","0","0","0","0.4","2.2","0.02","4.7","62.6","0.35","-","-","-","-","-"
"84","Drew Lock","QB","NYG","ATL","13.3","34","20","200","0.78","0.75","3.3","25.2","0.11","-","-","-","-","-","-","-","-"
"85","Kenneth Walker III","RB","SEA","MIN","13.3","","0","0","0","0","13.5","52.9","0.47","2.7","20.3","0.08","-","-","-","-","-"
"86","Tony Pollard","RB","TEN","IND","13.2","","0","0","0","0","15.9","67.5","0.39","2.4","14.1","0.06","-","-","-","-","-"
"87","Tyrone Tracy Jr.","RB","NYG","ATL","13.1","","0","0","0","0","13.4","58.0","0.43","2.6","18.5","0.07","-","-","-","-","-"
"88","Khalil Shakir","WR","BUF","NE","13.0","","0","0","0","0","0.1","0.3","-","5.0","59.3","0.33","-","-","-","-","-"
"89","D'Andre Swift","RB","CHI","DET","12.9","","0","0","0","0","14.5","58.3","0.46","2.1","19.0","0.07","-","-","-","-","-"
"90","Jerome Ford","RB","CLV","CIN","12.8","","0","0","0","0","13.3","61.8","0.38","2.4","16.1","0.07","-","-","-","-","-"
"91","DeVonta Smith","WR","PHI","WAS","12.8","","0","0","0","0","0.3","1.5","0.01","4.6","54.9","0.40","-","-","-","-","-"
"92","Travis Kelce","TE","KC","HST","12.6","","0","0","0","0","-","-","-","5.5","49.5","0.36","-","-","-","-","-"
"93","Rhamondre Stevenson","RB","NE","BUF","12.5","","0","0","0","0","15.0","61.2","0.39","2.3","14.5","0.08","-","-","-","-","-"
"94","Patrick Taylor","RB","SF","MIA","12.5","","0","0","0","0","12.1","54.1","0.47","2.2","16.8","0.08","-","-","-","-","-"
"95","Alexander Mattison","RB","LV","JAX","12.5","","0","0","0","0","15.1","54.9","0.36","2.4","19.9","0.09","-","-","-","-","-"
"96","Rachaad White","RB","TB","DAL","12.4","","0","0","0","0","10.4","44.5","0.35","2.8","20.6","0.19","-","-","-","-","-"
"97","Xavier Worthy","WR","KC","HST","12.1","","0","0","0","0","1.4","7.5","0.05","4.0","47.7","0.37","-","-","-","-","-"
"98","Deebo Samuel Sr.","WR","SF","MIA","12.0","","0","0","0","0","2.4","9.6","0.08","4.0","50.8","0.25","-","-","-","-","-"
"99","Marvin Harrison Jr.","WR","ARZ","CAR","11.8","","0","0","0","0","-","-","-","3.9","53.8","0.42","-","-","-","-","-"
"100","Jameson Williams","WR","DET","CHI","11.5","","0","0","0","0","0.6","3.1","0.02","3.4","55.1","0.36","-","-","-","-","-"
"101","Josh Downs","WR","IND","TEN","11.4","","0","0","0","0","0.0","0.2","-","4.3","55.0","0.27","-","-","-","-","-"
"102","Travis Etienne","RB","JAX","LV","11.4","","0","0","0","0","10.2","42.4","0.26","3.3","19.6","0.08","-","-","-","-","-"
"103","Javonte Williams","RB","DEN","LAC","11.3","","0","0","0","0","9.8","37.8","0.25","3.4","22.1","0.08","-","-","-","-","-"
"104","Jayden Reed","WR","GB","NO","11.3","","0","0","0","0","1.5","8.2","0.06","3.3","43.5","0.42","-","-","-","-","-"
"105","Pat Freiermuth","TE","PIT","BLT","11.2","","0","0","0","0","-","-","-","4.5","47.2","0.33","-","-","-","-","-"
"106","Michael Pittman","WR","IND","TEN","11.1","","0","0","0","0","-","-","-","4.3","54.9","0.23","-","-","-","-","-"
"107","Najee Harris","RB","PIT","BLT","11.1","","0","0","0","0","13.1","49.3","0.34","2.1","17.7","0.06","-","-","-","-","-"
"108","Quentin Johnston","WR","LAC","DEN","11.0","","0","0","0","0","0.1","0.4","-","3.9","45.6","0.42","-","-","-","-","-"
"109","T.J. Hockenson","TE","MIN","SEA","11.0","","0","0","0","0","-","-","-","4.4","51.6","0.24","-","-","-","-","-"
"110","Sam LaPorta","TE","DET","CHI","11.0","","0","0","0","0","-","-","-","4.0","47.6","0.37","-","-","-","-","-"
"111","Brenton Strange","TE","JAX","LV","11.0","","0","0","0","0","-","-","-","5.1","45.3","0.23","-","-","-","-","-"
"112","Mark Andrews","TE","BLT","PIT","10.9","","0","0","0","0","-","-","-","3.7","45.6","0.44","-","-","-","-","-"
"113","Darnell Mooney","WR","ATL","NYG","10.8","","0","0","0","0","-","-","-","3.4","55.5","0.31","-","-","-","-","-"
"114","Spencer Rattler","QB","NO","GB","10.8","32","19","191","0.56","0.68","2.4","13.7","0.08","-","-","-","-","-","-","-","-"
"115","DeAndre Hopkins","WR","KC","HST","10.7","","0","0","0","0","-","-","-","4.0","45.1","0.37","-","-","-","-","-"
"116","Tank Dell","WR","HST","KC","10.6","","0","0","0","0","0.7","3.8","0.03","4.0","47.8","0.22","-","-","-","-","-"
"117","Rome Odunze","WR","CHI","DET","10.4","","0","0","0","0","0.1","0.4","-","3.8","47.0","0.31","-","-","-","-","-"
"118","Hunter Henry","TE","NE","BUF","10.2","","0","0","0","0","-","-","-","4.4","44.0","0.24","-","-","-","-","-"
"119","Christian Watson","WR","GB","NO","9.8","","0","0","0","0","0.2","0.8","0.01","2.8","51.2","0.31","-","-","-","-","-"
"120","Jalen Coker","WR","CAR","ARZ","9.8","","0","0","0","0","-","-","-","3.6","47.9","0.23","-","-","-","-","-"
"121","Isiah Pacheco","RB","KC","HST","9.8","","0","0","0","0","11.2","45.3","0.27","2.0","13.5","0.06","-","-","-","-","-"
"122","Jalen McMillan","WR","TB","DAL","9.7","","0","0","0","0","0.1","0.8","0.01","3.4","41.3","0.34","-","-","-","-","-"
"123","Wan'Dale Robinson","WR","NYG","ATL","9.5","","0","0","0","0","0.2","0.9","0.01","4.4","40.5","0.16","-","-","-","-","-"
"124","Calvin Austin III","WR","PIT","BLT","9.4","","0","0","0","0","-","-","-","3.3","46.6","0.24","-","-","-","-","-"
"125","Rashod Bateman","WR","BLT","PIT","9.3","","0","0","0","0","-","-","-","2.9","46.5","0.30","-","-","-","-","-"
"126","Ray-Ray McCloud","WR","ATL","NYG","9.3","","0","0","0","0","0.5","2.6","0.02","3.7","41.3","0.18","-","-","-","-","-"
"127","Jaylen Warren","RB","PIT","BLT","9.3","","0","0","0","0","6.5","25.8","0.15","3.0","22.9","0.09","-","-","-","-","-"
"128","Elijah Moore","WR","CLV","CIN","9.2","","0","0","0","0","0.1","0.6","0.01","4.0","38.3","0.22","-","-","-","-","-"
"129","Romeo Doubs","WR","GB","NO","9.2","","0","0","0","0","-","-","-","3.0","41.6","0.34","-","-","-","-","-"
"130","Dalton Kincaid","TE","BUF","NE","9.1","","0","0","0","0","-","-","-","3.5","36.5","0.35","-","-","-","-","-"
"131","Dalton Schultz","TE","HST","KC","9.1","","0","0","0","0","-","-","-","4.1","39.9","0.17","-","-","-","-","-"
"132","Ameer Abdullah","RB","LV","JAX","9.1","","0","0","0","0","6.1","25.2","0.15","2.9","21.0","0.12","-","-","-","-","-"
"133","David Moore","WR","CAR","ARZ","8.8","","0","0","0","0","-","-","-","3.4","40.1","0.23","-","-","-","-","-"
"134","Zach Ertz","TE","WAS","PHI","8.6","","0","0","0","0","-","-","-","3.6","34.1","0.28","-","-","-","-","-"
"135","Chig Okonkwo","TE","TEN","IND","8.6","","0","0","0","0","-","-","-","3.7","36.1","0.23","-","-","-","-","-"
"136","Sterling Shepard","WR","TB","DAL","8.6","","0","0","0","0","0.3","1.7","0.01","3.6","37.1","0.17","-","-","-","-","-"
"137","Justice Hill","RB","BLT","PIT","8.5","","0","0","0","0","3.0","13.1","0.08","3.2","26.1","0.15","-","-","-","-","-"
"138","Zach Charbonnet","RB","SEA","MIN","8.4","","0","0","0","0","6.2","26.8","0.20","2.4","17.2","0.07","-","-","-","-","-"
"139","Demario Douglas","WR","NE","BUF","8.3","","0","0","0","0","0.1","0.7","0.00","3.6","36.3","0.16","-","-","-","-","-"
"140","Tucker Kraft","TE","GB","NO","8.3","","0","0","0","0","0.1","0.3","-","2.8","36.1","0.31","-","-","-","-","-"
"141","Marquez Valdes-Scantling","WR","NO","GB","8.3","","0","0","0","0","0.4","2.1","0.02","2.8","43.2","0.14","-","-","-","-","-"
"142","Brandin Cooks","WR","DAL","TB","8.2","","0","0","0","0","0.1","0.6","0.01","3.1","33.1","0.28","-","-","-","-","-"
"143","Jake Ferguson","TE","DAL","TB","8.2","","0","0","0","0","-","-","-","3.5","37.2","0.17","-","-","-","-","-"
"144","Tyjae Spears","RB","TEN","IND","8.2","","0","0","0","0","5.5","21.3","0.13","2.8","19.6","0.10","-","-","-","-","-"
"145","Tim Patrick","WR","DET","CHI","8.1","","0","0","0","0","-","-","-","3.0","36.8","0.24","-","-","-","-","-"
"146","Gus Edwards","RB","LAC","DEN","8.1","","0","0","0","0","13.0","48.2","0.47","0.4","1.3","0.01","-","-","-","-","-"
"147","Josh Palmer","WR","LAC","DEN","7.8","","0","0","0","0","-","-","-","2.9","37.2","0.20","-","-","-","-","-"
"148","Juwan Johnson","TE","NO","GB","7.8","","0","0","0","0","-","-","-","3.6","34.7","0.12","-","-","-","-","-"
"149","Kayshon Boutte","WR","NE","BUF","7.8","","0","0","0","0","-","-","-","3.0","37.5","0.18","-","-","-","-","-"
"150","Parker Washington","WR","JAX","LV","7.8","","0","0","0","0","-","-","-","3.0","36.9","0.18","-","-","-","-","-"
"151","Noah Fant","TE","SEA","MIN","7.7","","0","0","0","0","-","-","-","3.5","34.1","0.14","-","-","-","-","-"
"152","Malik Washington","WR","MIA","SF","7.7","","0","0","0","0","0.3","1.8","0.02","3.1","33.4","0.18","-","-","-","-","-"
"153","Isaiah Likely","TE","BLT","PIT","7.7","","0","0","0","0","-","-","-","2.8","31.7","0.28","-","-","-","-","-"
"154","Tre Tucker","WR","LV","JAX","7.6","","0","0","0","0","0.4","2.4","0.02","2.8","34.7","0.15","-","-","-","-","-"
"155","Mike Woods","WR","CLV","CIN","7.5","","0","0","0","0","-","-","-","2.9","33.0","0.23","-","-","-","-","-"
"156","Tank Bigsby","RB","JAX","LV","7.4","","0","0","0","0","9.6","42.6","0.33","0.7","4.5","0.02","-","-","-","-","-"
"157","Allen Lazard","WR","NYJ","LA","7.4","","0","0","0","0","-","-","-","2.6","34.0","0.23","-","-","-","-","-"
"158","Nick Westbrook-Ikhine","WR","TEN","IND","7.3","","0","0","0","0","-","-","-","2.4","36.4","0.23","-","-","-","-","-"
"159","Kimani Vidal","RB","LAC","DEN","7.3","","0","0","0","0","6.1","22.1","0.16","2.2","14.9","0.09","-","-","-","-","-"
"160","Mike Gesicki","TE","CIN","CLV","7.3","","0","0","0","0","-","-","-","3.2","30.0","0.19","-","-","-","-","-"
"161","Noah Gray","TE","KC","HST","7.3","","0","0","0","0","-","-","-","2.9","29.2","0.24","-","-","-","-","-"
"162","Kyle Pitts","TE","ATL","NYG","7.2","","0","0","0","0","-","-","-","2.7","32.2","0.22","-","-","-","-","-"
"163","Devaughn Vele","WR","DEN","LAC","7.1","","0","0","0","0","-","-","-","2.7","33.5","0.18","-","-","-","-","-"
"164","Marvin Mims Jr.","WR","DEN","LAC","7.1","","0","0","0","0","1.5","8.2","0.04","2.3","28.2","0.15","-","-","-","-","-"
"165","Dyami Brown","WR","WAS","PHI","7.1","","0","0","0","0","0.2","0.9","0.01","3.0","30.4","0.15","-","-","-","-","-"
"166","Michael Mayer","TE","LV","JAX","7.0","","0","0","0","0","-","-","-","3.1","27.6","0.20","-","-","-","-","-"
"167","Michael Wilson","WR","ARZ","CAR","7.0","","0","0","0","0","-","-","-","2.6","31.8","0.21","-","-","-","-","-"
"168","Amari Cooper","WR","BUF","NE","6.9","","0","0","0","0","-","-","-","2.1","32.0","0.26","-","-","-","-","-"
"169","Kareem Hunt","RB","KC","HST","6.9","","0","0","0","0","10.2","38.9","0.20","1.0","6.7","0.03","-","-","-","-","-"
"170","Keon Coleman","WR","BUF","NE","6.8","","0","0","0","0","-","-","-","1.9","34.6","0.24","-","-","-","-","-"
"171","Foster Moreau","TE","NO","GB","6.7","","0","0","0","0","-","-","-","3.0","32.0","0.09","-","-","-","-","-"
"172","Jordan Akins","TE","CLV","CIN","6.7","","0","0","0","0","-","-","-","3.0","25.0","0.22","-","-","-","-","-"
"173","Tyler Allgeier","RB","ATL","NYG","6.7","","0","0","0","0","9.1","42.3","0.32","0.3","2.1","0.01","-","-","-","-","-"
"174","Kendrick Bourne","WR","NE","BUF","6.5","","0","0","0","0","0.1","0.7","0.00","2.6","30.4","0.14","-","-","-","-","-"
"175","Devin Singletary","RB","NYG","ATL","6.4","","0","0","0","0","7.7","30.3","0.23","1.2","7.8","0.02","-","-","-","-","-"
"176","Tyler Boyd","WR","TEN","IND","6.4","","0","0","0","0","0.0","0.1","-","2.7","28.6","0.15","-","-","-","-","-"
"177","Austin Hooper","TE","NE","BUF","6.3","","0","0","0","0","-","-","-","2.7","27.0","0.16","-","-","-","-","-"
"178","Antonio Gibson","RB","NE","BUF","6.2","","0","0","0","0","6.4","29.2","0.13","1.3","10.3","0.04","-","-","-","-","-"
"179","Adonai Mitchell","WR","IND","TEN","6.2","","0","0","0","0","0.5","2.6","0.02","2.0","29.3","0.16","-","-","-","-","-"
"180","Andrei Iosivas","WR","CIN","CLV","6.1","","0","0","0","0","-","-","-","2.1","25.2","0.25","-","-","-","-","-"
"181","Isaiah Davis","RB","NYJ","LA","6.1","","0","0","0","0","5.2","24.5","0.13","1.5","11.0","0.05","-","-","-","-","-"
"182","Cole Kmet","TE","CHI","DET","6.0","","0","0","0","0","-","-","-","2.4","27.3","0.15","-","-","-","-","-"
"183","Raheem Mostert","RB","MIA","SF","6.0","","0","0","0","0","6.1","22.8","0.15","1.5","11.7","0.04","-","-","-","-","-"
"184","Grant Calcaterra","TE","PHI","WAS","6.0","","0","0","0","0","-","-","-","2.5","25.5","0.15","-","-","-","-","-"
"185","Tyler Lockett","WR","SEA","MIN","5.9","","0","0","0","0","-","-","-","2.2","29.3","0.12","-","-","-","-","-"
"186","Payne Durham","TE","TB","DAL","5.8","","0","0","0","0","-","-","-","2.5","25.5","0.14","-","-","-","-","-"
"187","Van Jefferson","WR","PIT","BLT","5.8","","0","0","0","0","-","-","-","2.1","26.6","0.17","-","-","-","-","-"
"188","Olamide Zaccheaus","WR","WAS","PHI","5.6","","0","0","0","0","-","-","-","2.6","24.0","0.11","-","-","-","-","-"
"189","Demarcus Robinson","WR","LA","NYJ","5.6","","0","0","0","0","-","-","-","1.8","24.0","0.23","-","-","-","-","-"
"190","Audric Estimé","RB","DEN","LAC","5.5","","0","0","0","0","8.6","36.8","0.19","0.4","2.9","0.01","-","-","-","-","-"
"191","Dontayvion Wicks","WR","GB","NO","5.5","","0","0","0","0","-","-","-","1.9","24.2","0.19","-","-","-","-","-"
"192","Darius Slayton","WR","NYG","ATL","5.4","","0","0","0","0","0.1","0.6","0.00","1.9","28.0","0.11","-","-","-","-","-"
"193","Tyler Conklin","TE","NYJ","LA","5.3","","0","0","0","0","-","-","-","2.4","20.9","0.14","-","-","-","-","-"
"194","Troy Franklin","WR","DEN","LAC","5.2","","0","0","0","0","0.1","0.3","-","2.0","21.6","0.17","-","-","-","-","-"
"195","Kevin Austin Jr.","WR","NO","GB","5.2","","0","0","0","0","0.1","0.7","0.01","2.3","24.4","0.06","-","-","-","-","-"
"196","Jalen Tolbert","WR","DAL","TB","5.2","","0","0","0","0","-","-","-","1.9","22.4","0.17","-","-","-","-","-"
"197","Craig Reynolds","RB","DET","CHI","5.2","","0","0","0","0","6.0","26.3","0.22","0.7","5.0","0.02","-","-","-","-","-"
"198","Mike Williams","WR","PIT","BLT","5.1","","0","0","0","0","-","-","-","1.8","25.6","0.12","-","-","-","-","-"
"199","Ray Davis","RB","BUF","NE","5.1","","0","0","0","0","6.5","27.3","0.19","0.6","4.3","0.03","-","-","-","-","-"
"200","KaVontae Turpin","WR","DAL","TB","5.0","","0","0","0","0","0.9","4.8","0.04","1.6","20.4","0.11","-","-","-","-","-"
"201","Ty Johnson","RB","BUF","NE","4.9","","0","0","0","0","1.9","9.3","0.05","1.5","16.2","0.10","-","-","-","-","-"
"202","Tutu Atwell","WR","LA","NYJ","4.6","","0","0","0","0","0.1","0.7","0.01","1.7","22.5","0.09","-","-","-","-","-"
"203","Cam Akers","RB","MIN","SEA","4.6","","0","0","0","0","6.5","27.1","0.16","0.5","3.2","0.02","-","-","-","-","-"
