"RK","Name","POS","Team","Opp","FPTS","ATT","CMP","YDS","TD","INT","ATT","YDS","TD","REC","YDS","TD","UP","DOWN","MOVE","WW","INJ"
"1","Josh Allen","QB","BUF","ARZ","23.7","32","22","232","1.8","1","7.8","41.4","0.6","-","-","-","-","-","-","-","-"
"2","Jalen Hurts","QB","PHI","GB","22.9","33","21","241","1.5","1","8.6","43.2","0.7","-","-","-","-","-","-","-","-"
"3","Christian McCaffrey","RB","SF","NYJ","22.3","","0","0","0","0","17.8","87.2","0.7","4.0","35.4","0.3","-","-","-","-","-"
"4","Tyreek Hill","WR","MIA","JAX","22.0","","0","0","0","0","0.5","2.6","0.0","7.3","103.2","0.7","-","-","-","-","-"
"5","Patrick Mahomes","QB","KC","BLT","21.7","40","25","275","2.0","1","4.8","27.8","0.2","-","-","-","-","-","-","-","-"
"6","Lamar Jackson","QB","BLT","KC","21.0","31","20","220","1.5","0","8.6","47.7","0.4","-","-","-","-","-","-","-","-"
"7","Amon-Ra St. Brown","WR","DET","LA","19.9","","0","0","0","0","0.4","2.2","0.0","6.9","88.1","0.6","-","-","-","-","-"
"8","CeeDee Lamb","WR","DAL","CLV","19.5","","0","0","0","0","1.0","6.3","0.0","6.9","80.6","0.6","-","-","-","-","-"
"9","C.J. Stroud","QB","HST","IND","19.4","36","23","286","1.7","1","2.6","13.6","0.1","-","-","-","-","-","-","-","-"
"10","Bijan Robinson","RB","ATL","PIT","19.3","","0","0","0","0","14.8","65.5","0.4","4.7","36.5","0.3","-","-","-","-","-"
"11","Breece Hall","RB","NYJ","SF","19.3","","0","0","0","0","13.1","57.8","0.4","5.5","44.2","0.3","-","-","-","-","-"
"12","Anthony Richardson","QB","IND","HST","19.2","33","21","237","1.2","1","7.3","39.8","0.3","-","-","-","-","-","-","-","-"
"13","Trevor Lawrence","QB","JAX","MIA","19.2","36","24","272","1.6","1","4.0","19.5","0.2","-","-","-","-","-","-","-","-"
"14","Joe Burrow","QB","CIN","NE","18.6","36","25","255","1.7","1","3.5","14.9","0.2","-","-","-","-","-","-","-","-"
"15","Jayden Daniels","QB","WAS","TB","18.6","31","20","214","1.2","1","7.4","42.9","0.3","-","-","-","-","-","-","-","-"
"16","Puka Nacua","WR","LA","DET","18.4","","0","0","0","0","1.8","9.2","0.1","5.9","85.2","0.4","-","-","-","-","-"
"17","Caleb Williams","QB","CHI","TEN","18.2","34","22","247","1.6","1","3.8","19.9","0.1","-","-","-","-","-","-","-","-"
"18","Tua Tagovailoa","QB","MIA","JAX","18.1","35","24","283","1.7","1","1.4","7.5","0.0","-","-","-","-","-","-","-","-"
"19","Jordan Love","QB","GB","PHI","18.1","34","22","240","1.7","1","2.6","13.0","0.2","-","-","-","-","-","-","-","-"
"20","Justin Fields","QB","PIT","ATL","17.8","27","16","184","1.0","0","8.4","51.9","0.3","-","-","-","-","-","-","-","-"
"21","Kyler Murray","QB","ARZ","BUF","17.8","35","24","238","1.2","1","4.9","27.1","0.3","-","-","-","-","-","-","-","-"
"22","Jared Goff","QB","DET","LA","17.7","36","24","268","1.9","1","1.0","2.5","0.0","-","-","-","-","-","-","-","-"
"23","Geno Smith","QB","SEA","DEN","17.7","35","23","264","1.6","1","2.2","10.8","0.1","-","-","-","-","-","-","-","-"
"24","Justin Jefferson","WR","MIN","NYG","17.6","","0","0","0","0","-","-","-","6.4","84.4","0.5","-","-","-","-","-"
"25","Baker Mayfield","QB","TB","WAS","17.6","34","22","251","1.8","1","2.6","8.2","0.1","-","-","-","-","-","-","-","-"
