"RK","Name","POS","Team","Opp","FPTS","ATT","CMP","YDS","TD","INT","ATT","YDS","TD","REC","YDS","TD","UP","DOWN","MOVE","WW","INJ"
"144","Sterling Shepard","WR","TB","KC","7.6","","0","0","0","0","0.3","1.4","0.01","3.0","32.5","0.19","-","-","-","-","-"
"145","Tank Bigsby","RB","JAX","PHI","7.5","","0","0","0","0","9.6","47.3","0.31","0.5","4.1","0.01","-","-","-","-","-"
"146","Nick Westbrook-Ikhine","WR","TEN","NE","7.5","","0","0","0","0","-","-","-","2.8","36.8","0.17","-","-","-","-","-"
"147","Tyler Conklin","TE","NYJ","HST","7.4","","0","0","0","0","-","-","-","3.2","29.2","0.23","-","-","-","-","-"
"148","Zach Charbonnet","RB","SEA","LA","7.4","","0","0","0","0","5.2","20.9","0.18","2.2","17.1","0.06","-","-","-","-","-"
"149","Josh Palmer","WR","LAC","CLV","7.3","","0","0","0","0","-","-","-","2.5","37.8","0.17","-","-","-","-","-"
"150","Jalen Nailor","WR","MIN","IND","7.2","","0","0","0","0","0.3","1.7","0.02","2.3","33.1","0.23","-","-","-","-","-"
"151","Alec Pierce","WR","IND","MIN","7.0","","0","0","0","0","-","-","-","2.2","34.7","0.23","-","-","-","-","-"
"152","Trey Palmer","WR","TB","KC","7.0","","0","0","0","0","-","-","-","2.7","32.8","0.17","-","-","-","-","-"
"153","Rashod Bateman","WR","BLT","DEN","7.0","","0","0","0","0","-","-","-","2.2","33.4","0.24","-","-","-","-","-"
"154","Colby Parkinson","TE","LA","SEA","7.0","","0","0","0","0","-","-","-","3.0","29.5","0.17","-","-","-","-","-"
"155","Parker Washington","WR","JAX","PHI","6.9","","0","0","0","0","-","-","-","2.7","32.1","0.17","-","-","-","-","-"
"156","Chig Okonkwo","TE","TEN","NE","6.9","","0","0","0","0","-","-","-","3.1","27.4","0.18","-","-","-","-","-"
"157","Demarcus Robinson","WR","LA","SEA","6.8","","0","0","0","0","-","-","-","2.4","31.1","0.23","-","-","-","-","-"
"158","KaVontae Turpin","WR","DAL","ATL","6.8","","0","0","0","0","0.7","4.0","0.03","2.3","26.8","0.21","-","-","-","-","-"
"159","AJ Barner","TE","SEA","LA","6.8","","0","0","0","0","-","-","-","2.6","30.8","0.19","-","-","-","-","-"
"160","Justice Hill","RB","BLT","DEN","6.5","","0","0","0","0","2.7","10.4","0.06","2.3","21.2","0.13","-","-","-","-","-"
"161","Devaughn Vele","WR","DEN","BLT","6.4","","0","0","0","0","-","-","-","2.5","30.2","0.15","-","-","-","-","-"
"162","Andrei Iosivas","WR","CIN","LV","6.3","","0","0","0","0","-","-","-","2.1","29.1","0.23","-","-","-","-","-"
"163","Will Dissly","TE","LAC","CLV","6.3","","0","0","0","0","-","-","-","2.7","26.9","0.15","-","-","-","-","-"
"164","Mason Tipton","WR","NO","CAR","6.2","","0","0","0","0","-","-","-","2.3","29.5","0.17","-","-","-","-","-"
"165","Noah Gray","TE","KC","TB","6.2","","0","0","0","0","-","-","-","2.5","28.6","0.14","-","-","-","-","-"
"166","Grant Calcaterra","TE","PHI","JAX","6.1","","0","0","0","0","-","-","-","2.5","26.2","0.17","-","-","-","-","-"
"167","Isaiah Likely","TE","BLT","DEN","6.1","","0","0","0","0","-","-","-","2.1","24.3","0.26","-","-","-","-","-"
"168","Juwan Johnson","TE","NO","CAR","6.1","","0","0","0","0","-","-","-","2.2","25.0","0.23","-","-","-","-","-"
"169","Diontae Johnson","WR","BLT","DEN","6.0","","0","0","0","0","-","-","-","2.1","26.8","0.21","-","-","-","-","-"
"170","Troy Franklin","WR","DEN","BLT","5.9","","0","0","0","0","0.4","1.9","0.02","2.3","24.0","0.15","-","-","-","-","-"
"171","Tim Patrick","WR","DET","GB","5.7","","0","0","0","0","-","-","-","1.8","29.4","0.17","-","-","-","-","-"
"172","Miles Sanders","RB","CAR","NO","5.7","","0","0","0","0","3.1","12.6","0.07","2.4","13.5","0.05","-","-","-","-","-"
"173","Kayshon Boutte","WR","NE","TEN","5.7","","0","0","0","0","-","-","-","2.1","27.7","0.14","-","-","-","-","-"
"174","Kalif Raymond","WR","DET","GB","5.7","","0","0","0","0","0.1","0.3","-","2.0","26.7","0.17","-","-","-","-","-"
"175","Julius Chestnut","RB","TEN","NE","5.7","","0","0","0","0","7.4","34.6","0.25","0.4","2.9","0.01","-","-","-","-","-"
"176","Jerome Ford","RB","CLV","LAC","5.6","","0","0","0","0","4.2","19.3","0.10","1.6","13.0","0.04","-","-","-","-","-"
"177","DJ Turner","WR","LV","CIN","5.5","","0","0","0","0","0.8","4.2","0.03","2.1","21.6","0.12","-","-","-","-","-"
"178","Ray Davis","RB","BUF","MIA","5.5","","0","0","0","0","6.4","29.6","0.21","0.7","4.8","0.02","-","-","-","-","-"
"179","Dalvin Cook","RB","DAL","ATL","5.4","","0","0","0","0","7.0","29.9","0.15","0.8","5.4","0.02","-","-","-","-","-"
"180","Roschon Johnson","RB","CHI","ARZ","5.2","","0","0","0","0","5.1","19.1","0.23","1.0","8.0","0.03","-","-","-","-","-"
"181","Jermaine Burton","WR","CIN","LV","5.1","","0","0","0","0","-","-","-","1.7","25.8","0.15","-","-","-","-","-"
"182","Mike Williams","WR","NYJ","HST","5.1","","0","0","0","0","-","-","-","1.9","24.5","0.13","-","-","-","-","-"
"183","Jaleel McLaughlin","RB","DEN","BLT","5.0","","0","0","0","0","5.2","21.0","0.11","1.3","6.5","0.05","-","-","-","-","-"
"184","Adonai Mitchell","WR","IND","MIN","5.0","","0","0","0","0","0.2","1.2","0.01","2.0","18.0","0.17","-","-","-","-","-"
"185","Tim Jones","WR","JAX","PHI","4.9","","0","0","0","0","-","-","-","1.9","24.0","0.11","-","-","-","-","-"
"186","Theo Johnson","TE","NYG","WAS","4.9","","0","0","0","0","-","-","-","2.0","21.4","0.12","-","-","-","-","-"
"187","Jalen Brooks","WR","DAL","ATL","4.9","","0","0","0","0","-","-","-","1.9","21.9","0.13","-","-","-","-","-"
"188","David Moore","WR","CAR","NO","4.8","","0","0","0","0","-","-","-","2.1","23.3","0.07","-","-","-","-","-"
"189","Antonio Gibson","RB","NE","TEN","4.8","","0","0","0","0","4.7","18.8","0.10","1.2","9.6","0.04","-","-","-","-","-"
"190","Robert Woods","WR","HST","NYJ","4.8","","0","0","0","0","-","-","-","2.0","22.4","0.11","-","-","-","-","-"
"191","Olamide Zaccheaus","WR","WAS","NYG","4.8","","0","0","0","0","-","-","-","2.0","21.9","0.10","-","-","-","-","-"
"192","Devin Singletary","RB","NYG","WAS","4.8","","0","0","0","0","2.6","11.3","0.09","1.8","12.0","0.03","-","-","-","-","-"
"193","Trayveon Williams","RB","CIN","LV","4.7","","0","0","0","0","5.3","23.4","0.15","0.8","5.3","0.02","-","-","-","-","-"
"194","Erick All","TE","CIN","LV","4.6","","0","0","0","0","-","-","-","2.1","18.5","0.11","-","-","-","-","-"
"195","Braelon Allen","RB","NYJ","HST","4.6","","0","0","0","0","5.6","22.3","0.17","0.7","5.1","0.02","-","-","-","-","-"
"196","Lil'Jordan Humphrey","WR","DEN","BLT","4.5","","0","0","0","0","-","-","-","2.0","19.5","0.10","-","-","-","-","-"
"197","Samaje Perine","RB","KC","TB","4.5","","0","0","0","0","1.9","8.1","0.05","1.7","13.6","0.07","-","-","-","-","-"
"198","Kendrick Bourne","WR","NE","TEN","4.5","","0","0","0","0","-","-","-","1.7","20.8","0.12","-","-","-","-","-"
"199","Kimani Vidal","RB","LAC","CLV","4.5","","0","0","0","0","5.5","22.5","0.14","0.7","6.0","0.02","-","-","-","-","-"
"200","Ja'Tavion Sanders","TE","CAR","NO","4.4","","0","0","0","0","-","-","-","2.0","19.3","0.08","-","-","-","-","-"
"201","Dontayvion Wicks","WR","GB","DET","4.4","","0","0","0","0","-","-","-","1.5","20.1","0.16","-","-","-","-","-"
"202","Hayden Hurst","TE","LAC","CLV","4.3","","0","0","0","0","-","-","-","1.9","17.6","0.11","-","-","-","-","-"
"203","Lucas Krull","TE","DEN","BLT","4.2","","0","0","0","0","-","-","-","1.8","18.6","0.10","-","-","-","-","-"
"204","Austin Hooper","TE","NE","TEN","4.2","","0","0","0","0","-","-","-","1.9","17.3","0.10","-","-","-","-","-"
