"RK","Name","POS","Team","Opp","FPTS","SACK","INT","FR","DTD","STD","UP","DOWN","MOVE","WW"
"1","Kansas City Chiefs","DST","KC","TB","8.9","2.6","1.0","0.5","0.2","0.0","-","-","-","-"
"2","New Orleans Saints","DST","NO","CAR","8.8","2.7","0.7","0.5","0.2","0.0","-","-","-","-"
"3","Washington Commanders","DST","WAS","NYG","8.4","3.5","0.7","0.5","0.2","0.0","-","-","-","-"
"4","Los Angeles Chargers","DST","LAC","CLV","8.2","2.7","1.0","0.5","0.2","0.0","-","-","-","-"
"5","Houston Texans","DST","HST","NYJ","8.2","3.1","1.0","0.5","0.2","0.0","-","-","-","-"
"6","Buffalo Bills","DST","BUF","MIA","8.0","2.2","1.1","0.6","0.2","0.0","-","-","-","-"
"7","Cincinnati Bengals","DST","CIN","LV","7.9","2.6","0.7","0.5","0.2","0.0","-","-","-","-"
"8","Philadelphia Eagles","DST","PHI","JAX","7.6","2.6","0.6","0.5","0.2","0.0","-","-","-","-"
"9","Tennessee Titans","DST","TEN","NE","7.5","2.9","0.3","0.5","0.1","0.0","-","-","-","-"
"10","Detroit Lions","DST","DET","GB","7.4","1.8","1.3","0.5","0.2","0.0","-","-","-","-"
"11","Minnesota Vikings","DST","MIN","IND","7.0","2.5","0.6","0.6","0.2","0.0","-","-","-","-"
"12","New York Jets","DST","NYJ","HST","7.0","2.6","0.5","0.4","0.1","0.0","-","-","-","-"
"13","Los Angeles Rams","DST","LA","SEA","6.8","2.5","0.8","0.4","0.2","0.0","-","-","-","-"
"14","Arizona Cardinals","DST","ARZ","CHI","6.6","2.4","0.7","0.5","0.2","0.0","-","-","-","-"
"15","Indianapolis Colts","DST","IND","MIN","6.5","2.7","0.7","0.6","0.2","0.0","-","-","-","-"
"16","Atlanta Falcons","DST","ATL","DAL","6.3","1.8","1.1","0.5","0.2","0.0","-","-","-","-"
"17","New England Patriots","DST","NE","TEN","6.3","1.7","0.5","0.6","0.1","0.0","-","-","-","-"
"18","Baltimore Ravens","DST","BLT","DEN","6.3","1.9","0.6","0.3","0.1","0.0","-","-","-","-"
"19","Chicago Bears","DST","CHI","ARZ","6.3","2.1","0.6","0.5","0.1","0.0","-","-","-","-"
"20","Seattle Seahawks","DST","SEA","LA","6.1","2.5","0.8","0.4","0.2","0.0","-","-","-","-"
"21","Tampa Bay Buccaneers","DST","TB","KC","6.0","2.3","1.0","0.4","0.2","0.0","-","-","-","-"
"22","Cleveland Browns","DST","CLV","LAC","5.8","2.6","0.4","0.4","0.1","0.0","-","-","-","-"
"23","New York Giants","DST","NYG","WAS","5.6","2.6","0.4","0.5","0.1","0.0","-","-","-","-"
"24","Green Bay Packers","DST","GB","DET","5.5","2.4","0.6","0.4","0.2","0.0","-","-","-","-"
"25","Las Vegas Raiders","DST","LV","CIN","5.3","2.4","0.6","0.5","0.1","0.0","-","-","-","-"
"26","Dallas Cowboys","DST","DAL","ATL","5.2","2.2","0.8","0.5","0.2","0.0","-","-","-","-"
"27","Carolina Panthers","DST","CAR","NO","4.5","1.2","0.8","0.4","0.2","0.0","-","-","-","-"
"28","Denver Broncos","DST","DEN","BLT","4.5","2.4","0.5","0.5","0.1","0.0","-","-","-","-"
"29","Jacksonville Jaguars","DST","JAX","PHI","4.4","2.1","0.4","0.5","0.1","0.0","-","-","-","-"
"30","Miami Dolphins","DST","MIA","BUF","3.2","1.4","0.4","0.4","0.1","0.0","-","-","-","-"
