"RK","Name","POS","Team","Opp","FPTS","ATT","CMP","YDS","TD","INT","ATT","YDS","TD","REC","YDS","TD","UP","DOWN","MOVE","WW","INJ"
"1","Jayden Daniels","QB","WAS","DAL","24.1","31","22","229","1.60","0.77","9.9","60.7","0.58","-","-","-","-","-","-","-","-"
"2","Jahmyr Gibbs","RB","DET","MIN","23.9","","0","0","0","0","19.3","94.7","0.93","4.0","36.7","0.22","-","-","-","-","-"
"3","Ja'Marr Chase","WR","CIN","PIT","23.3","","0","0","0","0","0.2","1.3","0.01","8.0","106.1","0.75","-","-","-","-","-"
"4","Bijan Robinson","RB","ATL","CAR","23.1","","0","0","0","0","20.8","101.1","1.02","3.5","26.3","0.14","-","-","-","-","-"
"5","Justin Jefferson","WR","MIN","DET","22.8","","0","0","0","0","-","-","-","7.3","103.4","0.86","-","-","-","-","-"
"6","Sam Darnold","QB","MIN","DET","21.5","37","24","293","2.27","0.85","3.7","14.2","0.08","-","-","-","-","-","-","-","-"
"7","Joe Burrow","QB","CIN","PIT","21.3","39","27","300","2.12","0.83","2.7","13.0","0.10","-","-","-","-","-","-","-","-"
"8","Jared Goff","QB","DET","MIN","21.1","37","26","303","2.30","0.79","2.1","4.8","0.05","-","-","-","-","-","-","-","-"
"9","Brian Thomas Jr.","WR","JAX","IND","20.7","","0","0","0","0","0.5","2.5","0.02","7.2","91.3","0.66","-","-","-","-","-"
"10","Amon-Ra St. Brown","WR","DET","MIN","20.6","","0","0","0","0","0.1","0.6","0.01","7.7","88.5","0.66","-","-","-","-","-"
"11","Lamar Jackson","QB","BLT","CLV","20.3","23","16","197","1.82","0.30","6.8","41.8","0.24","-","-","-","-","-","-","-","-"
"12","Derrick Henry","RB","BLT","CLV","19.5","","0","0","0","0","22.1","110.2","1.08","1.0","9.1","0.05","-","-","-","-","-"
"13","Mike Evans","WR","TB","NO","19.3","","0","0","0","0","-","-","-","6.0","84.1","0.82","-","-","-","-","-"
"14","Kyler Murray","QB","ARZ","SF","19.0","31","21","223","1.26","0.72","5.3","38.0","0.37","-","-","-","-","-","-","-","-"
"15","Baker Mayfield","QB","TB","NO","18.5","32","22","254","1.85","0.81","2.5","14.9","0.09","-","-","-","-","-","-","-","-"
"16","Bo Nix","QB","DEN","KC","18.5","33","22","227","1.63","0.84","5.0","23.5","0.25","-","-","-","-","-","-","-","-"
"17","Bucky Irving","RB","TB","NO","18.2","","0","0","0","0","17.6","89.4","0.75","2.5","21.4","0.05","-","-","-","-","-"
"18","Ladd McConkey","WR","LAC","LV","18.1","","0","0","0","0","-","-","-","6.1","86.4","0.57","-","-","-","-","-"
"19","Tee Higgins","WR","CIN","PIT","18.0","","0","0","0","0","-","-","-","6.2","77.9","0.67","-","-","-","-","-"
"20","Jonathan Taylor","RB","IND","JAX","17.9","","0","0","0","0","22.9","104.3","0.90","1.1","8.3","0.05","-","-","-","-","-"
"21","Justin Herbert","QB","LAC","LV","17.8","34","22","245","1.61","0.48","3.7","15.3","0.12","-","-","-","-","-","-","-","-"
"22","Drake Maye","QB","NE","BUF","17.8","31","21","223","1.28","0.84","5.6","36.4","0.21","-","-","-","-","-","-","-","-"
"23","Russell Wilson","QB","PIT","CIN","17.6","32","20","235","1.55","0.71","3.7","20.0","0.16","-","-","-","-","-","-","-","-"
"24","Anthony Richardson","QB","IND","JAX","17.5","28","15","195","1.02","0.85","7.4","37.1","0.51","-","-","-","-","-","-","-","-"
"25","Malik Nabers","WR","NYG","PHI","17.4","","0","0","0","0","0.3","1.3","0.01","6.5","78.4","0.48","-","-","-","-","-"
"26","Josh Jacobs","RB","GB","CHI","17.4","","0","0","0","0","19.2","85.2","0.82","2.0","18.2","0.05","-","-","-","-","-"
"27","Zach Charbonnet","RB","SEA","LA","17.3","","0","0","0","0","14.2","61.7","0.62","3.9","28.8","0.12","-","-","-","-","-"
"28","Tyler Huntley","QB","MIA","NYJ","16.9","31","20","200","1.00","0.48","6.1","36.0","0.35","-","-","-","-","-","-","-","-"
"29","Bryce Young","QB","CAR","ATL","16.9","33","20","224","1.48","0.80","3.5","24.4","0.11","-","-","-","-","-","-","-","-"
"30","Geno Smith","QB","SEA","LA","16.8","34","23","257","1.42","0.74","2.6","13.5","0.08","-","-","-","-","-","-","-","-"
"31","Drake London","WR","ATL","CAR","16.7","","0","0","0","0","0.1","0.6","0.01","6.0","74.5","0.54","-","-","-","-","-"
"32","Michael Carter","RB","ARZ","SF","16.7","","0","0","0","0","17.9","78.1","0.60","2.9","20.6","0.07","-","-","-","-","-"
"33","Davante Adams","WR","NYJ","MIA","16.7","","0","0","0","0","-","-","-","6.0","74.6","0.54","-","-","-","-","-"
"34","Jordan Addison","WR","MIN","DET","16.6","","0","0","0","0","0.1","0.4","-","5.5","70.3","0.67","-","-","-","-","-"
"35","Brock Bowers","TE","LV","LAC","16.3","","0","0","0","0","0.5","2.6","0.02","6.6","77.2","0.27","-","-","-","-","-"
"36","Tony Pollard","RB","TEN","HST","16.2","","0","0","0","0","17.4","72.6","0.42","3.5","25.2","0.10","-","-","-","-","-"
"37","Trey McBride","TE","ARZ","SF","16.1","","0","0","0","0","-","-","-","6.9","70.9","0.36","-","-","-","-","-"
"38","Jaxon Smith-Njigba","WR","SEA","LA","16.1","","0","0","0","0","0.4","2.0","0.01","6.0","73.5","0.42","-","-","-","-","-"
"39","Jameson Williams","WR","DET","MIN","16.1","","0","0","0","0","1.0","5.4","0.04","4.6","74.0","0.56","-","-","-","-","-"
"40","Joshua Dobbs","QB","SF","ARZ","16.0","32","20","209","0.98","0.71","4.1","26.3","0.36","-","-","-","-","-","-","-","-"
"41","Michael Penix Jr.","QB","ATL","CAR","15.9","32","21","241","1.54","0.82","2.4","8.7","0.07","-","-","-","-","-","-","-","-"
"42","Khalil Herbert","RB","CIN","PIT","15.9","","0","0","0","0","16.5","73.2","0.50","3.0","20.2","0.10","-","-","-","-","-"
"43","Caleb Williams","QB","CHI","GB","15.8","33","21","213","1.18","0.59","4.8","27.0","0.12","-","-","-","-","-","-","-","-"
"44","Aidan O'Connell","QB","LV","LAC","15.6","38","24","265","1.14","0.70","2.5","7.0","0.12","-","-","-","-","-","-","-","-"
"45","De'Von Achane","RB","MIA","NYJ","15.6","","0","0","0","0","13.0","52.6","0.33","4.3","31.9","0.16","-","-","-","-","-"
"46","DJ Moore","WR","CHI","GB","15.5","","0","0","0","0","1.2","6.5","0.04","6.3","62.7","0.35","-","-","-","-","-"
"47","Aaron Rodgers","QB","NYJ","MIA","15.5","35","23","241","1.41","0.64","1.5","7.6","0.04","-","-","-","-","-","-","-","-"
"48","Jordan Love","QB","GB","CHI","15.4","29","18","230","1.47","0.57","1.5","7.4","0.05","-","-","-","-","-","-","-","-"
"49","Mac Jones","QB","JAX","IND","15.4","33","22","232","1.39","0.95","3.0","12.0","0.07","-","-","-","-","-","-","-","-"
"50","Courtland Sutton","WR","DEN","KC","15.4","","0","0","0","0","-","-","-","5.1","67.4","0.59","-","-","-","-","-"
"51","Adam Thielen","WR","CAR","ATL","15.2","","0","0","0","0","-","-","-","5.4","68.9","0.48","-","-","-","-","-"
"52","Jakobi Meyers","WR","LV","LAC","15.1","","0","0","0","0","0.1","0.3","-","5.6","74.1","0.34","-","-","-","-","-"
"53","Tyrone Tracy Jr.","RB","NYG","PHI","14.6","","0","0","0","0","17.0","72.4","0.40","2.6","19.9","0.08","-","-","-","-","-"
"54","Aaron Jones","RB","MIN","DET","14.3","","0","0","0","0","11.7","50.0","0.46","3.1","26.0","0.15","-","-","-","-","-"
"55","Terry McLaurin","WR","WAS","DAL","14.1","","0","0","0","0","0.0","0.3","-","4.7","62.5","0.53","-","-","-","-","-"
"56","Sam LaPorta","TE","DET","MIN","14.1","","0","0","0","0","-","-","-","5.1","57.4","0.55","-","-","-","-","-"
"57","Rico Dowdle","RB","DAL","WAS","14.1","","0","0","0","0","18.3","86.9","0.35","1.7","12.2","0.08","-","-","-","-","-"
"58","Carson Wentz","QB","KC","DEN","14.1","36","22","235","1.00","0.84","2.6","13.1","0.08","-","-","-","-","-","-","-","-"
"59","Isaac Guerendo","RB","SF","ARZ","13.9","","0","0","0","0","13.5","64.8","0.54","2.4","15.3","0.07","-","-","-","-","-"
"60","Keenan Allen","WR","CHI","GB","13.8","","0","0","0","0","-","-","-","5.5","60.6","0.39","-","-","-","-","-"
"61","Drew Lock","QB","NYG","PHI","13.7","33","19","200","1.10","0.86","3.9","16.7","0.13","-","-","-","-","-","-","-","-"
"62","Cooper Rush","QB","DAL","WAS","13.7","32","19","206","1.47","0.58","2.3","1.1","0.06","-","-","-","-","-","-","-","-"
"63","Kenneth Gainwell","RB","PHI","NYG","13.7","","0","0","0","0","16.6","70.6","0.53","1.9","14.0","0.05","-","-","-","-","-"
"64","Ameer Abdullah","RB","LV","LAC","13.5","","0","0","0","0","12.4","57.0","0.20","3.4","24.7","0.14","-","-","-","-","-"
"65","George Pickens","WR","PIT","CIN","13.4","","0","0","0","0","0.1","0.7","0.01","4.2","65.9","0.43","-","-","-","-","-"
"66","Garrett Wilson","WR","NYJ","MIA","13.2","","0","0","0","0","0.0","0.1","-","5.1","60.1","0.36","-","-","-","-","-"
"67","Calvin Ridley","WR","TEN","HST","12.9","","0","0","0","0","0.6","3.4","0.03","4.1","61.0","0.37","-","-","-","-","-"
"68","Zay Flowers","WR","BLT","CLV","12.7","","0","0","0","0","0.4","2.1","0.02","4.0","56.7","0.46","-","-","-","-","-"
"69","DK Metcalf","WR","SEA","LA","12.6","","0","0","0","0","-","-","-","4.1","60.1","0.41","-","-","-","-","-"
"70","Jerry Jeudy","WR","CLV","BLT","12.3","","0","0","0","0","-","-","-","5.1","61.2","0.18","-","-","-","-","-"
"71","Blake Corum","RB","LA","SEA","12.3","","0","0","0","0","12.4","49.3","0.38","2.6","18.6","0.11","-","-","-","-","-"
"72","Mitchell Trubisky","QB","BUF","NE","12.3","27","18","179","1.12","0.72","3.3","7.5","0.12","-","-","-","-","-","-","-","-"
"73","Olamide Zaccheaus","WR","WAS","DAL","12.1","","0","0","0","0","0.3","1.5","0.01","4.5","53.3","0.34","-","-","-","-","-"
"74","George Kittle","TE","SF","ARZ","12.1","","0","0","0","0","-","-","-","5.1","56.5","0.23","-","-","-","-","-"
"75","Breece Hall","RB","NYJ","MIA","12.0","","0","0","0","0","11.7","50.5","0.31","2.6","21.1","0.10","-","-","-","-","-"
"76","Marvin Harrison Jr.","WR","ARZ","SF","12.0","","0","0","0","0","-","-","-","3.9","55.8","0.43","-","-","-","-","-"
"77","Chig Okonkwo","TE","TEN","HST","12.0","","0","0","0","0","-","-","-","5.0","48.3","0.36","-","-","-","-","-"
"78","J.K. Dobbins","RB","LAC","LV","11.9","","0","0","0","0","11.5","52.4","0.48","2.2","12.4","0.07","-","-","-","-","-"
"79","D'Andre Swift","RB","CHI","GB","11.9","","0","0","0","0","13.0","50.5","0.27","2.8","21.7","0.06","-","-","-","-","-"
"80","Spencer Rattler","QB","NO","TB","11.9","33","19","200","0.69","0.75","3.2","15.7","0.11","-","-","-","-","-","-","-","-"
"81","Brian Robinson","RB","WAS","DAL","11.8","","0","0","0","0","14.8","63.8","0.42","1.5","12.3","0.04","-","-","-","-","-"
"82","Jaylen Warren","RB","PIT","CIN","11.6","","0","0","0","0","9.4","42.3","0.31","2.9","23.7","0.07","-","-","-","-","-"
"83","Ray Davis","RB","BUF","NE","11.6","","0","0","0","0","13.7","55.8","0.53","1.4","9.9","0.07","-","-","-","-","-"
"84","Tanner McKee","QB","PHI","NYG","11.5","25","16","170","1.02","0.57","3.8","5.1","0.15","-","-","-","-","-","-","-","-"
"85","Michael Pittman","WR","IND","JAX","11.5","","0","0","0","0","-","-","-","4.2","57.0","0.26","-","-","-","-","-"
"86","Tyreek Hill","WR","MIA","NYJ","11.3","","0","0","0","0","0.3","1.7","0.01","4.1","52.3","0.28","-","-","-","-","-"
"87","Darnell Mooney","WR","ATL","CAR","11.3","","0","0","0","0","-","-","-","3.7","55.4","0.34","-","-","-","-","-"
"88","Brandin Cooks","WR","DAL","WAS","11.3","","0","0","0","0","0.1","0.5","-","4.0","46.7","0.42","-","-","-","-","-"
"89","Jauan Jennings","WR","SF","ARZ","11.2","","0","0","0","0","-","-","-","4.6","51.6","0.25","-","-","-","-","-"
"90","Najee Harris","RB","PIT","CIN","11.2","","0","0","0","0","11.7","50.4","0.33","2.2","16.9","0.05","-","-","-","-","-"
"91","Jimmy Garoppolo","QB","LA","SEA","11.1","29","19","192","0.94","0.69","1.5","3.1","0.04","-","-","-","-","-","-","-","-"
"92","Tutu Atwell","WR","LA","SEA","11.0","","0","0","0","0","0.1","0.7","0.01","4.3","50.7","0.25","-","-","-","-","-"
"93","Rachaad White","RB","TB","NO","11.0","","0","0","0","0","9.2","41.2","0.28","2.5","18.7","0.14","-","-","-","-","-"
"94","Quentin Johnston","WR","LAC","LV","10.8","","0","0","0","0","0.1","0.4","-","3.9","44.5","0.41","-","-","-","-","-"
"95","Mack Hollins","WR","BUF","NE","10.7","","0","0","0","0","-","-","-","4.1","46.2","0.33","-","-","-","-","-"
"96","Romeo Doubs","WR","GB","CHI","10.6","","0","0","0","0","-","-","-","3.8","48.0","0.34","-","-","-","-","-"
"97","Zach Ertz","TE","WAS","DAL","10.5","","0","0","0","0","-","-","-","4.2","42.4","0.35","-","-","-","-","-"
"98","T.J. Hockenson","TE","MIN","DET","10.5","","0","0","0","0","-","-","-","4.1","48.3","0.27","-","-","-","-","-"
"99","D'Onta Foreman","RB","CLV","BLT","10.5","","0","0","0","0","12.6","45.6","0.22","2.5","18.6","0.06","-","-","-","-","-"
"100","Josh Downs","WR","IND","JAX","10.5","","0","0","0","0","0.0","0.2","-","3.9","48.6","0.29","-","-","-","-","-"
"101","Pat Freiermuth","TE","PIT","CIN","10.5","","0","0","0","0","-","-","-","3.9","41.2","0.40","-","-","-","-","-"
