"RK","Name","POS","Team","Opp","FPTS","ATT","CMP","YDS","TD","INT","ATT","YDS","TD","REC","YDS","TD","UP","DOWN","MOVE","WW","INJ"
"1","CeeDee Lamb","WR","DAL","NO","23.1","","0","0","0","0","2.2","14.5","0.1","7.3","98.1","0.7","-","-","-","-","-"
"2","Breece Hall","RB","NYJ","TEN","22.3","","0","0","0","0","19.5","72.2","0.6","5.6","45.5","0.3","-","-","-","-","-"
"3","Josh Allen","QB","BUF","MIA","22.2","29","19","232","1.6","1","7.9","41.0","0.6","-","-","-","-","-","-","-","-"
"4","Jalen Hurts","QB","PHI","ATL","22.1","31","20","236","1.3","1","10.4","45.5","0.7","-","-","-","-","-","-","-","-"
"5","Lamar Jackson","QB","BLT","LV","21.6","31","20","220","1.3","0","9.9","60.6","0.4","-","-","-","-","-","-","-","-"
"6","Patrick Mahomes","QB","KC","CIN","21.3","37","26","296","1.9","1","4.5","20.2","0.1","-","-","-","-","-","-","-","-"
"7","Cooper Kupp","WR","LA","ARZ","21.2","","0","0","0","0","1.8","9.2","0.1","7.7","91.1","0.5","-","-","-","-","-"
"8","Tyreek Hill","WR","MIA","BUF","20.9","","0","0","0","0","0.2","1.2","0.0","6.6","103.7","0.6","-","-","-","-","-"
"9","Bijan Robinson","RB","ATL","PHI","20.8","","0","0","0","0","18.0","78.4","0.4","5.2","38.8","0.2","-","-","-","-","-"
"10","Jayden Daniels","QB","WAS","NYG","20.1","28","19","196","1.1","1","11.6","56.2","0.5","-","-","-","-","-","-","-","-"
"11","Deebo Samuel Sr.","WR","SF","MIN","19.7","","0","0","0","0","5.0","24.4","0.4","5.5","65.1","0.5","-","-","-","-","-"
"12","Kyler Murray","QB","ARZ","LA","19.5","34","23","238","1.6","1","5.2","32.4","0.2","-","-","-","-","-","-","-","-"
"13","Anthony Richardson","QB","IND","GB","19.4","25","15","218","1.4","1","7.2","44.5","0.3","-","-","-","-","-","-","-","-"
"14","C.J. Stroud","QB","HST","CHI","19.1","35","22","259","1.7","1","3.5","21.1","0.1","-","-","-","-","-","-","-","-"
"15","Justin Jefferson","WR","MIN","SF","18.7","","0","0","0","0","-","-","-","5.9","90.2","0.6","-","-","-","-","-"
"16","Amon-Ra St. Brown","WR","DET","TB","18.6","","0","0","0","0","0.1","0.4","-","6.6","82.9","0.6","-","-","-","-","-"
"17","Dak Prescott","QB","DAL","NO","18.6","37","24","273","1.9","1","2.2","8.8","0.0","-","-","-","-","-","-","-","-"
