"RK","Name","POS","Team","Opp","FPTS","ATT","CMP","YDS","TD","INT","ATT","YDS","TD","REC","YDS","TD","UP","DOWN","MOVE","WW","INJ"
"64","Brock Bowers","TE","LV","PIT","13.7","","0","0","0","0","0.2","0.9","0.01","6.0","60.8","0.26","-","-","-","-","-"
"65","Bo Nix","QB","DEN","LAC","13.6","32","21","198","0.69","0.81","6.3","23.7","0.24","-","-","-","-","-","-","-","-"
"66","Terry McLaurin","WR","WAS","BLT","13.6","","0","0","0","0","0.3","1.5","0.02","4.7","64.3","0.36","-","-","-","-","-"
"67","Marvin Harrison Jr.","WR","ARZ","GB","13.5","","0","0","0","0","-","-","-","4.3","60.9","0.52","-","-","-","-","-"
"68","Austin Ekeler","RB","WAS","BLT","13.4","","0","0","0","0","11.5","51.4","0.40","3.0","22.7","0.13","-","-","-","-","-"
"69","Darnell Mooney","WR","ATL","CAR","13.4","","0","0","0","0","-","-","-","4.6","60.7","0.45","-","-","-","-","-"
"70","Tyrone Tracy Jr.","RB","NYG","CIN","13.3","","0","0","0","0","15.4","74.0","0.47","1.7","11.9","0.05","-","-","-","-","-"
"71","Spencer Rattler","QB","NO","TB","13.3","28","18","199","0.93","0.48","3.0","16.6","0.10","-","-","-","-","-","-","-","-"
"72","Josh Downs","WR","IND","TEN","13.3","","0","0","0","0","-","-","-","5.6","56.3","0.35","-","-","-","-","-"
"73","Trey McBride","TE","ARZ","GB","13.2","","0","0","0","0","-","-","-","5.7","51.4","0.40","-","-","-","-","-"
"74","Brian Thomas Jr.","WR","JAX","CHI","13.2","","0","0","0","0","0.2","0.9","0.01","4.6","66.7","0.29","-","-","-","-","-"
"75","Tank Dell","WR","HST","NE","13.2","","0","0","0","0","1.3","7.2","0.05","4.5","57.6","0.31","-","-","-","-","-"
"76","George Kittle","TE","SF","SEA","13.1","","0","0","0","0","-","-","-","4.8","56.2","0.45","-","-","-","-","-"
"77","Javonte Williams","RB","DEN","LAC","12.9","","0","0","0","0","10.8","42.8","0.29","3.8","25.9","0.10","-","-","-","-","-"
"78","Justin Herbert","QB","LAC","DEN","12.8","28","18","178","1.30","0.46","3.5","7.1","0.07","-","-","-","-","-","-","-","-"
"79","Antonio Gibson","RB","NE","HST","12.7","","0","0","0","0","14.5","65.5","0.38","2.2","14.7","0.06","-","-","-","-","-"
"80","Trey Sermon","RB","IND","TEN","12.6","","0","0","0","0","14.0","53.2","0.48","2.2","15.5","0.11","-","-","-","-","-"
"81","Amari Cooper","WR","CLV","PHI","12.5","","0","0","0","0","-","-","-","4.8","54.8","0.37","-","-","-","-","-"
"82","Michael Pittman","WR","IND","TEN","12.4","","0","0","0","0","-","-","-","5.3","51.9","0.33","-","-","-","-","-"
"83","Najee Harris","RB","PIT","LV","12.4","","0","0","0","0","15.2","55.4","0.34","2.5","18.3","0.09","-","-","-","-","-"
"84","Aidan O'Connell","QB","LV","PIT","12.3","32","20","207","0.82","0.53","2.3","10.3","0.08","-","-","-","-","-","-","-","-"
"85","Travis Etienne","RB","JAX","CHI","12.2","","0","0","0","0","9.0","42.5","0.35","3.4","20.4","0.09","-","-","-","-","-"
"86","George Pickens","WR","PIT","LV","12.2","","0","0","0","0","0.2","0.9","0.01","4.4","58.9","0.31","-","-","-","-","-"
"87","Jameson Williams","WR","DET","DAL","12.1","","0","0","0","0","0.7","3.6","0.03","3.3","61.8","0.35","-","-","-","-","-"
"88","Rico Dowdle","RB","DAL","DET","12.1","","0","0","0","0","11.3","45.2","0.37","2.6","20.3","0.12","-","-","-","-","-"
"89","Jaxon Smith-Njigba","WR","SEA","SF","12.0","","0","0","0","0","-","-","-","5.0","50.8","0.33","-","-","-","-","-"
"90","Jerome Ford","RB","CLV","PHI","12.0","","0","0","0","0","9.3","48.4","0.20","3.5","20.9","0.08","-","-","-","-","-"
"91","Keenan Allen","WR","CHI","JAX","12.0","","0","0","0","0","-","-","-","5.0","50.3","0.33","-","-","-","-","-"
"92","Jalen Tolbert","WR","DAL","DET","11.9","","0","0","0","0","-","-","-","4.5","54.9","0.32","-","-","-","-","-"
"93","Alexander Mattison","RB","LV","PIT","11.9","","0","0","0","0","14.6","57.3","0.44","1.8","13.6","0.06","-","-","-","-","-"
"94","Rashid Shaheed","WR","NO","TB","11.8","","0","0","0","0","0.7","3.6","0.03","3.8","56.0","0.31","-","-","-","-","-"
"95","Zack Moss","RB","CIN","NYG","11.6","","0","0","0","0","10.3","43.0","0.34","2.6","20.2","0.11","-","-","-","-","-"
"96","Ladd McConkey","WR","LAC","DEN","11.4","","0","0","0","0","-","-","-","4.4","48.3","0.37","-","-","-","-","-"
"97","Courtland Sutton","WR","DEN","LAC","11.4","","0","0","0","0","-","-","-","4.7","55.1","0.21","-","-","-","-","-"
"98","Christian Kirk","WR","JAX","CHI","11.2","","0","0","0","0","-","-","-","4.2","55.0","0.26","-","-","-","-","-"
"99","Tre Tucker","WR","LV","PIT","10.9","","0","0","0","0","0.9","4.6","0.03","4.3","47.6","0.20","-","-","-","-","-"
"100","Chris Olave","WR","NO","TB","10.8","","0","0","0","0","0.1","0.8","0.01","4.1","51.1","0.24","-","-","-","-","-"
"101","Romeo Doubs","WR","GB","ARZ","10.7","","0","0","0","0","-","-","-","3.6","49.3","0.37","-","-","-","-","-"
"102","Ray-Ray McCloud","WR","ATL","CAR","10.5","","0","0","0","0","0.4","2.1","0.02","4.1","46.1","0.25","-","-","-","-","-"
"103","DeAndre Hopkins","WR","TEN","IND","10.5","","0","0","0","0","-","-","-","3.6","48.3","0.35","-","-","-","-","-"
"104","Tucker Kraft","TE","GB","ARZ","10.5","","0","0","0","0","-","-","-","3.9","43.5","0.39","-","-","-","-","-"
"105","Allen Lazard","WR","NYJ","BUF","10.4","","0","0","0","0","-","-","-","3.9","44.1","0.36","-","-","-","-","-"
"106","Rome Odunze","WR","CHI","JAX","10.4","","0","0","0","0","0.2","0.6","0.01","4.0","46.4","0.28","-","-","-","-","-"
"107","Chase Brown","RB","CIN","NYG","10.4","","0","0","0","0","9.2","46.4","0.33","2.0","13.8","0.09","-","-","-","-","-"
"108","Michael Wilson","WR","ARZ","GB","10.2","","0","0","0","0","-","-","-","3.9","46.7","0.27","-","-","-","-","-"
"109","Tyjae Spears","RB","TEN","IND","10.1","","0","0","0","0","9.3","36.5","0.24","2.7","19.4","0.07","-","-","-","-","-"
"110","Calvin Ridley","WR","TEN","IND","10.1","","0","0","0","0","0.5","2.8","0.02","3.4","43.2","0.34","-","-","-","-","-"
"111","Sam LaPorta","TE","DET","DAL","10.0","","0","0","0","0","-","-","-","3.9","43.3","0.30","-","-","-","-","-"
"112","Xavier Legette","WR","CAR","ATL","10.0","","0","0","0","0","0.4","1.9","0.01","3.8","41.6","0.30","-","-","-","-","-"
"113","Dallas Goedert","TE","PHI","CLV","9.8","","0","0","0","0","-","-","-","4.1","44.7","0.21","-","-","-","-","-"
"114","Tyler Lockett","WR","SEA","SF","9.8","","0","0","0","0","-","-","-","3.7","46.2","0.24","-","-","-","-","-"
"115","Evan Engram","TE","JAX","CHI","9.7","","0","0","0","0","-","-","-","4.2","40.2","0.25","-","-","-","-","-"
"116","Dontayvion Wicks","WR","GB","ARZ","9.2","","0","0","0","0","-","-","-","3.1","38.4","0.37","-","-","-","-","-"
"117","Kyle Pitts","TE","ATL","CAR","9.1","","0","0","0","0","-","-","-","3.3","42.8","0.24","-","-","-","-","-"
"118","Jerry Jeudy","WR","CLV","PHI","8.9","","0","0","0","0","-","-","-","3.6","39.9","0.22","-","-","-","-","-"
"119","Dalton Kincaid","TE","BUF","NYJ","8.9","","0","0","0","0","-","-","-","3.5","37.9","0.28","-","-","-","-","-"
"120","Pat Freiermuth","TE","PIT","LV","8.9","","0","0","0","0","-","-","-","3.9","35.5","0.25","-","-","-","-","-"
"121","Justice Hill","RB","BLT","WAS","8.8","","0","0","0","0","3.6","18.1","0.11","2.9","28.1","0.13","-","-","-","-","-"
"122","Rashod Bateman","WR","BLT","WAS","8.8","","0","0","0","0","-","-","-","2.7","40.8","0.33","-","-","-","-","-"
"123","Tyler Allgeier","RB","ATL","CAR","8.7","","0","0","0","0","8.4","39.9","0.31","1.4","12.0","0.05","-","-","-","-","-"
"124","Quentin Johnston","WR","LAC","DEN","8.7","","0","0","0","0","0.3","1.2","0.01","3.1","36.2","0.29","-","-","-","-","-"
"125","Cole Kmet","TE","CHI","JAX","8.6","","0","0","0","0","-","-","-","3.6","36.2","0.24","-","-","-","-","-"
"126","Jauan Jennings","WR","SF","SEA","8.5","","0","0","0","0","-","-","-","3.0","45.7","0.16","-","-","-","-","-"
"127","Keon Coleman","WR","BUF","NYJ","8.4","","0","0","0","0","-","-","-","2.7","41.8","0.27","-","-","-","-","-"
"128","Tyler Conklin","TE","NYJ","BUF","8.4","","0","0","0","0","-","-","-","3.8","35.0","0.19","-","-","-","-","-"
"129","Cade Otton","TE","TB","NO","8.3","","0","0","0","0","-","-","-","3.7","34.5","0.20","-","-","-","-","-"
"130","Zach Ertz","TE","WAS","BLT","8.2","","0","0","0","0","-","-","-","3.8","35.7","0.13","-","-","-","-","-"
"131","Dalton Schultz","TE","HST","NE","8.0","","0","0","0","0","-","-","-","3.3","34.7","0.21","-","-","-","-","-"
"132","Jaylen Warren","RB","PIT","LV","7.9","","0","0","0","0","6.9","33.0","0.19","1.8","12.3","0.07","-","-","-","-","-"
"133","Theo Johnson","TE","NYG","CIN","7.8","","0","0","0","0","-","-","-","3.2","33.6","0.21","-","-","-","-","-"
"134","Zach Charbonnet","RB","SEA","SF","7.8","","0","0","0","0","5.3","21.5","0.17","2.3","17.4","0.09","-","-","-","-","-"
"135","Tank Bigsby","RB","JAX","CHI","7.7","","0","0","0","0","9.3","46.5","0.33","0.6","4.4","0.01","-","-","-","-","-"
"136","Braelon Allen","RB","NYJ","BUF","7.5","","0","0","0","0","7.2","32.7","0.19","1.6","11.8","0.07","-","-","-","-","-"
"137","Gabe Davis","WR","JAX","CHI","7.5","","0","0","0","0","-","-","-","2.7","36.8","0.18","-","-","-","-","-"
"138","Josh Palmer","WR","LAC","DEN","7.4","","0","0","0","0","-","-","-","2.8","31.9","0.24","-","-","-","-","-"
"139","David Njoku","TE","CLV","PHI","7.2","","0","0","0","0","-","-","-","3.2","30.7","0.16","-","-","-","-","-"
"140","Tyler Goodson","RB","IND","TEN","7.2","","0","0","0","0","7.2","29.5","0.18","1.6","11.2","0.08","-","-","-","-","-"
"141","Isaiah Likely","TE","BLT","WAS","7.1","","0","0","0","0","-","-","-","2.6","30.3","0.25","-","-","-","-","-"
"142","Curtis Samuel","WR","BUF","NYJ","7.1","","0","0","0","0","1.0","4.9","0.03","2.8","27.2","0.16","-","-","-","-","-"
"143","Christian Watson","WR","GB","ARZ","7.0","","0","0","0","0","-","-","-","2.3","32.6","0.24","-","-","-","-","-"
"144","Jonathan Mingo","WR","CAR","ATL","7.0","","0","0","0","0","0.4","1.9","0.01","2.8","29.0","0.17","-","-","-","-","-"
"145","Mike Gesicki","TE","CIN","NYG","6.8","","0","0","0","0","-","-","-","3.0","29.5","0.15","-","-","-","-","-"
"146","DJ Turner","WR","LV","PIT","6.8","","0","0","0","0","0.7","3.6","0.03","2.6","31.2","0.10","-","-","-","-","-"
"147","KaVontae Turpin","WR","DAL","DET","6.8","","0","0","0","0","0.5","2.7","0.03","2.5","28.2","0.18","-","-","-","-","-"
"148","Jalen McMillan","WR","TB","NO","6.8","","0","0","0","0","-","-","-","2.6","31.3","0.17","-","-","-","-","-"
"149","Jaleel McLaughlin","RB","DEN","LAC","6.8","","0","0","0","0","6.4","24.4","0.14","2.1","10.4","0.06","-","-","-","-","-"
"150","Tyler Boyd","WR","TEN","IND","6.7","","0","0","0","0","-","-","-","2.8","29.7","0.17","-","-","-","-","-"
"151","Andrei Iosivas","WR","CIN","NYG","6.7","","0","0","0","0","-","-","-","2.3","27.2","0.27","-","-","-","-","-"
"152","Greg Dortch","WR","ARZ","GB","6.6","","0","0","0","0","0.1","0.8","0.01","2.9","27.5","0.14","-","-","-","-","-"
"153","Alec Pierce","WR","IND","TEN","6.5","","0","0","0","0","-","-","-","1.9","34.4","0.19","-","-","-","-","-"
"154","Ja'Lynn Polk","WR","NE","HST","6.4","","0","0","0","0","0.2","0.8","0.01","2.4","30.4","0.14","-","-","-","-","-"
"155","Demario Douglas","WR","NE","HST","6.4","","0","0","0","0","0.2","0.8","0.01","2.9","28.4","0.10","-","-","-","-","-"
"156","Roschon Johnson","RB","CHI","JAX","6.4","","0","0","0","0","7.4","27.4","0.26","1.2","8.2","0.03","-","-","-","-","-"
"157","Mike Williams","WR","NYJ","BUF","6.3","","0","0","0","0","-","-","-","2.3","30.5","0.17","-","-","-","-","-"
"158","Emanuel Wilson","RB","GB","ARZ","6.3","","0","0","0","0","6.6","29.9","0.17","1.2","8.4","0.06","-","-","-","-","-"
"159","Ameer Abdullah","RB","LV","PIT","6.2","","0","0","0","0","4.8","19.6","0.12","1.9","13.3","0.05","-","-","-","-","-"
"160","Miles Sanders","RB","CAR","ATL","6.2","","0","0","0","0","4.4","16.7","0.11","2.2","13.8","0.07","-","-","-","-","-"
"161","Jeremy McNichols","RB","WAS","BLT","6.2","","0","0","0","0","6.9","35.2","0.17","0.9","6.3","0.03","-","-","-","-","-"
"162","Lil'Jordan Humphrey","WR","DEN","LAC","6.1","","0","0","0","0","-","-","-","2.5","30.5","0.09","-","-","-","-","-"
"163","Hunter Henry","TE","NE","HST","6.1","","0","0","0","0","-","-","-","2.6","27.3","0.13","-","-","-","-","-"
"164","Xavier Hutchinson","WR","HST","NE","6.1","","0","0","0","0","-","-","-","2.5","29.4","0.12","-","-","-","-","-"
"165","Jalin Hyatt","WR","NYG","CIN","6.0","","0","0","0","0","-","-","-","2.1","31.1","0.13","-","-","-","-","-"
"166","Mark Andrews","TE","BLT","WAS","5.9","","0","0","0","0","-","-","-","2.1","26.2","0.20","-","-","-","-","-"
"167","Noah Fant","TE","SEA","SF","5.8","","0","0","0","0","-","-","-","2.4","24.3","0.16","-","-","-","-","-"
"168","Mack Hollins","WR","BUF","NYJ","5.8","","0","0","0","0","-","-","-","2.1","24.3","0.21","-","-","-","-","-"
"169","Elijah Moore","WR","CLV","PHI","5.7","","0","0","0","0","-","-","-","2.7","21.2","0.15","-","-","-","-","-"
"170","Adonai Mitchell","WR","IND","TEN","5.6","","0","0","0","0","0.6","3.0","0.02","2.0","24.3","0.13","-","-","-","-","-"
"171","Eric Gray","RB","NYG","CIN","5.6","","0","0","0","0","3.6","14.1","0.10","2.0","13.4","0.05","-","-","-","-","-"
"172","Calvin Austin III","WR","PIT","LV","5.6","","0","0","0","0","-","-","-","2.1","26.7","0.14","-","-","-","-","-"
"173","Chig Okonkwo","TE","TEN","IND","5.5","","0","0","0","0","-","-","-","2.3","23.2","0.15","-","-","-","-","-"
"174","Tim Patrick","WR","DET","DAL","5.5","","0","0","0","0","-","-","-","2.2","25.6","0.13","-","-","-","-","-"
"175","Noah Brown","WR","WAS","BLT","5.5","","0","0","0","0","-","-","-","2.0","27.5","0.12","-","-","-","-","-"
"176","Van Jefferson","WR","PIT","LV","5.4","","0","0","0","0","-","-","-","2.0","25.2","0.14","-","-","-","-","-"
"177","D'Onta Foreman","RB","CLV","PHI","5.3","","0","0","0","0","8.2","30.3","0.22","0.5","3.9","0.01","-","-","-","-","-"
"178","Luke McCaffrey","WR","WAS","BLT","5.3","","0","0","0","0","-","-","-","2.0","25.7","0.13","-","-","-","-","-"
"179","Hayden Hurst","TE","LAC","DEN","5.1","","0","0","0","0","-","-","-","2.1","20.3","0.17","-","-","-","-","-"
"180","Ezekiel Elliott","RB","DAL","DET","5.0","","0","0","0","0","4.3","16.0","0.12","1.5","9.4","0.04","-","-","-","-","-"
"181","JaMycal Hasty","RB","NE","HST","4.9","","0","0","0","0","5.7","24.5","0.15","0.9","6.0","0.02","-","-","-","-","-"
"182","Dare Ogunbowale","RB","HST","NE","4.8","","0","0","0","0","3.7","12.9","0.11","1.4","12.3","0.04","-","-","-","-","-"
"183","Juwan Johnson","TE","NO","TB","4.7","","0","0","0","0","-","-","-","2.0","21.4","0.09","-","-","-","-","-"
"184","Erick All","TE","CIN","NYG","4.6","","0","0","0","0","-","-","-","2.1","19.3","0.10","-","-","-","-","-"
"185","Tyreik McAllister","WR","LV","PIT","4.6","","0","0","0","0","-","-","-","1.9","22.3","0.08","-","-","-","-","-"
"186","Olamide Zaccheaus","WR","WAS","BLT","4.5","","0","0","0","0","-","-","-","1.8","21.5","0.09","-","-","-","-","-"
"187","Sean Tucker","RB","TB","NO","4.4","","0","0","0","0","4.5","17.6","0.12","1.2","6.5","0.03","-","-","-","-","-"
"188","Ja'Tavion Sanders","TE","CAR","ATL","4.4","","0","0","0","0","-","-","-","1.9","18.6","0.11","-","-","-","-","-"
"189","Devaughn Vele","WR","DEN","LAC","4.1","","0","0","0","0","-","-","-","1.6","21.5","0.05","-","-","-","-","-"
"190","Jalen Brooks","WR","DAL","DET","4.1","","0","0","0","0","-","-","-","1.4","20.1","0.10","-","-","-","-","-"
"191","Will Dissly","TE","LAC","DEN","4.0","","0","0","0","0","-","-","-","1.6","17.5","0.10","-","-","-","-","-"
"192","Jamaal Williams","RB","NO","TB","3.8","","0","0","0","0","5.3","20.2","0.12","0.6","3.9","0.01","-","-","-","-","-"
"193","Nelson Agholor","WR","BLT","WAS","3.7","","0","0","0","0","-","-","-","1.3","17.9","0.11","-","-","-","-","-"
"194","Marquez Valdes-Scantling","WR","BUF","NYJ","3.7","","0","0","0","0","-","-","-","1.3","18.7","0.08","-","-","-","-","-"
"195","Hunter Luepke","RB","DAL","DET","3.6","","0","0","0","0","1.2","4.6","0.04","1.5","12.2","0.05","-","-","-","-","-"
"196","Troy Franklin","WR","DEN","LAC","3.5","","0","0","0","0","-","-","-","1.6","15.1","0.06","-","-","-","-","-"
"197","Josh Whyle","TE","TEN","IND","3.4","","0","0","0","0","-","-","-","1.5","14.0","0.09","-","-","-","-","-"
"198","Jalen Coker","WR","CAR","ATL","3.2","","0","0","0","0","-","-","-","1.3","15.0","0.08","-","-","-","-","-"
"199","Ty Johnson","RB","BUF","NYJ","3.2","","0","0","0","0","3.6","15.1","0.07","0.6","5.6","0.02","-","-","-","-","-"
"200","Mason Tipton","WR","NO","TB","3.1","","0","0","0","0","-","-","-","1.2","14.7","0.07","-","-","-","-","-"
"201","Hassan Haskins","RB","LAC","DEN","3.0","","0","0","0","0","4.3","17.8","0.09","0.4","2.7","0.01","-","-","-","-","-"
"202","Austin Hooper","TE","NE","HST","3.0","","0","0","0","0","-","-","-","1.4","12.6","0.06","-","-","-","-","-"
"203","Trey Benson","RB","ARZ","GB","2.9","","0","0","0","0","5.2","18.5","0.10","0.3","2.1","0.01","-","-","-","-","-"
"204","Dyami Brown","WR","WAS","BLT","2.8","","0","0","0","0","-","-","-","1.0","14.6","0.05","-","-","-","-","-"
