"RK","Name","POS","Team","Opp","FPTS","ATT","CMP","YDS","TD","INT","ATT","YDS","TD","REC","YDS","TD","UP","DOWN","MOVE","WW","INJ"
"94","Brian Thomas Jr.","WR","JAX","HST","11.4","","0","0","0","0","-","-","-","3.9","56.9","0.30","-","-","-","-","-"
"95","Keenan Allen","WR","CHI","LA","11.4","","0","0","0","0","-","-","-","4.5","49.5","0.33","-","-","-","-","-"
"96","Demarcus Robinson","WR","LA","CHI","11.3","","0","0","0","0","-","-","-","4.6","56.6","0.17","-","-","-","-","-"
"97","Rico Dowdle","RB","DAL","NYG","11.3","","0","0","0","0","10.2","45.2","0.27","2.7","20.0","0.09","-","-","-","-","-"
"98","George Kittle","TE","SF","NE","11.2","","0","0","0","0","-","-","-","4.3","50.1","0.33","-","-","-","-","-"
"99","Christian Kirk","WR","JAX","HST","11.1","","0","0","0","0","-","-","-","4.1","53.4","0.29","-","-","-","-","-"
"100","Ladd McConkey","WR","LAC","KC","11.0","","0","0","0","0","-","-","-","4.5","46.4","0.32","-","-","-","-","-"
"101","Michael Wilson","WR","ARZ","WAS","11.0","","0","0","0","0","-","-","-","3.9","44.2","0.45","-","-","-","-","-"
"102","Romeo Doubs","WR","GB","MIN","10.9","","0","0","0","0","-","-","-","3.8","52.4","0.32","-","-","-","-","-"
"103","Wan'Dale Robinson","WR","NYG","DAL","10.8","","0","0","0","0","0.3","1.5","0.02","4.6","44.0","0.27","-","-","-","-","-"
"104","Tyreek Hill","WR","MIA","TEN","10.8","","0","0","0","0","0.3","1.4","0.01","4.3","48.8","0.23","-","-","-","-","-"
"105","Courtland Sutton","WR","DEN","NYJ","10.8","","0","0","0","0","-","-","-","4.6","50.4","0.19","-","-","-","-","-"
"106","Rashid Shaheed","WR","NO","ATL","10.7","","0","0","0","0","0.7","3.4","0.02","3.4","50.2","0.31","-","-","-","-","-"
"107","Javonte Williams","RB","DEN","NYJ","10.4","","0","0","0","0","10.3","36.8","0.26","2.9","19.0","0.08","-","-","-","-","-"
"108","Tyler Lockett","WR","SEA","DET","10.4","","0","0","0","0","-","-","-","4.1","48.3","0.25","-","-","-","-","-"
"109","Rome Odunze","WR","CHI","LA","10.4","","0","0","0","0","0.3","1.7","0.02","3.6","49.6","0.27","-","-","-","-","-"
"110","Jacoby Brissett","QB","NE","SF","10.3","26","16","165","0.57","0.38","2.7","16.3","0.07","-","-","-","-","-","-","-","-"
"111","Tutu Atwell","WR","LA","CHI","10.3","","0","0","0","0","-","-","-","4.1","52.6","0.15","-","-","-","-","-"
"112","Carson Steele","RB","KC","LAC","10.2","","0","0","0","0","13.0","54.1","0.39","1.4","9.3","0.05","-","-","-","-","-"
"113","Jerry Jeudy","WR","CLV","LV","10.2","","0","0","0","0","-","-","-","4.3","44.4","0.25","-","-","-","-","-"
"114","Greg Dortch","WR","ARZ","WAS","10.2","","0","0","0","0","0.2","0.9","0.01","3.9","41.5","0.33","-","-","-","-","-"
"115","Zamir White","RB","LV","CLV","10.1","","0","0","0","0","14.0","57.4","0.38","1.3","7.4","0.03","-","-","-","-","-"
"116","Calvin Ridley","WR","TEN","MIA","10.0","","0","0","0","0","0.3","1.6","0.02","3.4","46.0","0.29","-","-","-","-","-"
"117","D'Andre Swift","RB","CHI","LA","10.0","","0","0","0","0","11.8","44.1","0.32","2.0","14.0","0.05","-","-","-","-","-"
"118","Quentin Johnston","WR","LAC","KC","9.9","","0","0","0","0","0.1","0.4","-","3.8","44.3","0.28","-","-","-","-","-"
"119","Xavier Legette","WR","CAR","CIN","9.8","","0","0","0","0","-","-","-","3.5","46.5","0.29","-","-","-","-","-"
"120","Ray-Ray McCloud","WR","ATL","NO","9.8","","0","0","0","0","0.7","3.7","0.03","3.7","42.2","0.23","-","-","-","-","-"
"121","Josh Downs","WR","IND","PIT","9.5","","0","0","0","0","-","-","-","3.6","45.4","0.24","-","-","-","-","-"
"122","Sam LaPorta","TE","DET","SEA","9.5","","0","0","0","0","-","-","-","3.8","38.1","0.31","-","-","-","-","-"
"123","Tre Tucker","WR","LV","CLV","9.4","","0","0","0","0","-","-","-","3.6","47.6","0.19","-","-","-","-","-"
"124","Jordan Addison","WR","MIN","GB","9.3","","0","0","0","0","-","-","-","3.3","43.8","0.26","-","-","-","-","-"
"125","Travis Kelce","TE","KC","LAC","9.2","","0","0","0","0","0.2","0.8","0.01","3.6","36.0","0.33","-","-","-","-","-"
"126","Dalton Kincaid","TE","BUF","BLT","9.1","","0","0","0","0","-","-","-","3.7","40.1","0.24","-","-","-","-","-"
"127","Braelon Allen","RB","NYJ","DEN","9.0","","0","0","0","0","8.5","39.5","0.31","1.6","11.6","0.09","-","-","-","-","-"
"128","Andrei Iosivas","WR","CIN","CAR","9.0","","0","0","0","0","-","-","-","3.4","34.7","0.35","-","-","-","-","-"
"129","Gabe Davis","WR","JAX","HST","8.9","","0","0","0","0","-","-","-","3.2","43.7","0.22","-","-","-","-","-"
"130","Bucky Irving","RB","TB","PHI","8.9","","0","0","0","0","10.4","47.4","0.26","1.4","9.3","0.05","-","-","-","-","-"
"131","Zach Ertz","TE","WAS","ARZ","8.8","","0","0","0","0","-","-","-","3.6","38.1","0.23","-","-","-","-","-"
"132","Colby Parkinson","TE","LA","CHI","8.8","","0","0","0","0","-","-","-","3.9","38.5","0.17","-","-","-","-","-"
"133","Demario Douglas","WR","NE","SF","8.7","","0","0","0","0","1.1","5.8","0.04","3.4","38.3","0.12","-","-","-","-","-"
"134","Xavier Worthy","WR","KC","LAC","8.7","","0","0","0","0","2.1","11.0","0.06","2.5","33.3","0.23","-","-","-","-","-"
"135","Pat Freiermuth","TE","PIT","IND","8.6","","0","0","0","0","-","-","-","3.8","35.3","0.21","-","-","-","-","-"
"136","Jahan Dotson","WR","PHI","TB","8.6","","0","0","0","0","-","-","-","3.5","40.8","0.17","-","-","-","-","-"
"137","Tyjae Spears","RB","TEN","MIA","8.5","","0","0","0","0","5.6","23.3","0.16","2.7","20.8","0.08","-","-","-","-","-"
"138","Christian Watson","WR","GB","MIN","8.4","","0","0","0","0","0.2","0.8","0.01","2.8","38.9","0.26","-","-","-","-","-"
"139","Kyle Pitts","TE","ATL","NO","8.4","","0","0","0","0","-","-","-","3.1","37.7","0.25","-","-","-","-","-"
"140","Brandin Cooks","WR","DAL","NYG","8.3","","0","0","0","0","0.4","2.5","0.02","2.8","35.6","0.25","-","-","-","-","-"
"141","Josh Palmer","WR","LAC","KC","8.3","","0","0","0","0","-","-","-","3.3","35.8","0.24","-","-","-","-","-"
"142","Roschon Johnson","RB","CHI","LA","8.2","","0","0","0","0","6.7","29.3","0.19","2.3","16.4","0.05","-","-","-","-","-"
"143","Jonathan Mingo","WR","CAR","CIN","8.2","","0","0","0","0","0.6","3.2","0.03","2.9","34.8","0.22","-","-","-","-","-"
"144","Mike Gesicki","TE","CIN","CAR","8.1","","0","0","0","0","-","-","-","3.5","34.2","0.21","-","-","-","-","-"
"145","Justice Hill","RB","BLT","BUF","7.9","","0","0","0","0","3.5","16.7","0.07","2.8","24.7","0.10","-","-","-","-","-"
"146","Dalton Schultz","TE","HST","JAX","7.8","","0","0","0","0","-","-","-","3.1","33.0","0.24","-","-","-","-","-"
"147","Elijah Higgins","TE","ARZ","WAS","7.8","","0","0","0","0","-","-","-","3.1","32.5","0.25","-","-","-","-","-"
"148","Cole Kmet","TE","CHI","LA","7.8","","0","0","0","0","-","-","-","3.4","32.4","0.20","-","-","-","-","-"
"149","Tyler Johnson","WR","LA","CHI","7.7","","0","0","0","0","-","-","-","3.4","37.0","0.11","-","-","-","-","-"
"150","Noah Brown","WR","WAS","ARZ","7.7","","0","0","0","0","-","-","-","2.9","36.7","0.19","-","-","-","-","-"
"151","Hunter Henry","TE","NE","SF","7.6","","0","0","0","0","-","-","-","3.4","34.7","0.13","-","-","-","-","-"
"152","Isaiah Likely","TE","BLT","BUF","7.6","","0","0","0","0","-","-","-","2.8","34.4","0.23","-","-","-","-","-"
"153","Rashod Bateman","WR","BLT","BUF","7.6","","0","0","0","0","-","-","-","2.7","36.7","0.21","-","-","-","-","-"
"154","Jauan Jennings","WR","SF","NE","7.5","","0","0","0","0","-","-","-","2.8","34.7","0.21","-","-","-","-","-"
"155","DeAndre Hopkins","WR","TEN","MIA","7.5","","0","0","0","0","-","-","-","2.8","34.1","0.21","-","-","-","-","-"
"156","Brenton Strange","TE","JAX","HST","7.5","","0","0","0","0","-","-","-","3.2","30.7","0.21","-","-","-","-","-"
"157","Elijah Moore","WR","CLV","LV","7.4","","0","0","0","0","-","-","-","3.3","30.5","0.17","-","-","-","-","-"
"158","Keon Coleman","WR","BUF","BLT","7.3","","0","0","0","0","-","-","-","2.5","34.6","0.22","-","-","-","-","-"
"159","Tommy Tremble","TE","CAR","CIN","7.3","","0","0","0","0","-","-","-","2.9","31.6","0.20","-","-","-","-","-"
"160","Jalen Tolbert","WR","DAL","NYG","7.3","","0","0","0","0","-","-","-","2.6","34.0","0.21","-","-","-","-","-"
"161","Tyler Conklin","TE","NYJ","DEN","7.2","","0","0","0","0","-","-","-","2.9","32.6","0.18","-","-","-","-","-"
"162","Tucker Kraft","TE","GB","MIN","7.2","","0","0","0","0","-","-","-","3.0","32.0","0.16","-","-","-","-","-"
"163","Cade Otton","TE","TB","PHI","7.1","","0","0","0","0","0.2","0.9","0.01","3.0","29.8","0.17","-","-","-","-","-"
"164","Noah Fant","TE","SEA","DET","7.1","","0","0","0","0","-","-","-","3.3","30.7","0.13","-","-","-","-","-"
"165","Josh Reynolds","WR","DEN","NYJ","7.1","","0","0","0","0","-","-","-","2.9","35.0","0.11","-","-","-","-","-"
"166","Alec Pierce","WR","IND","PIT","7.1","","0","0","0","0","-","-","-","2.1","38.9","0.19","-","-","-","-","-"
"167","Chase Brown","RB","CIN","CAR","7.1","","0","0","0","0","7.4","38.4","0.17","1.2","8.1","0.03","-","-","-","-","-"
"168","Allen Lazard","WR","NYJ","DEN","7.0","","0","0","0","0","-","-","-","2.5","30.3","0.25","-","-","-","-","-"
"169","Dontayvion Wicks","WR","GB","MIN","7.0","","0","0","0","0","-","-","-","2.6","30.5","0.23","-","-","-","-","-"
"170","Jaylen Waddle","WR","MIA","TEN","7.0","","0","0","0","0","0.4","2.2","0.01","2.9","31.3","0.11","-","-","-","-","-"
"171","Jordan Akins","TE","CLV","LV","6.9","","0","0","0","0","-","-","-","3.4","28.8","0.11","-","-","-","-","-"
"172","Jalen Nailor","WR","MIN","GB","6.8","","0","0","0","0","0.4","2.4","0.02","2.2","31.9","0.18","-","-","-","-","-"
"173","Samaje Perine","RB","KC","LAC","6.7","","0","0","0","0","4.6","18.0","0.11","2.3","14.6","0.09","-","-","-","-","-"
"174","Alexander Mattison","RB","LV","CLV","6.7","","0","0","0","0","5.6","20.3","0.14","1.9","15.3","0.07","-","-","-","-","-"
"175","Antonio Gibson","RB","NE","SF","6.6","","0","0","0","0","7.6","33.1","0.20","1.1","8.0","0.04","-","-","-","-","-"
"176","Johnny Wilson","WR","PHI","TB","6.6","","0","0","0","0","-","-","-","2.6","31.7","0.15","-","-","-","-","-"
"177","Lil'Jordan Humphrey","WR","DEN","NYJ","6.6","","0","0","0","0","-","-","-","3.2","30.0","0.08","-","-","-","-","-"
"178","Tyler Boyd","WR","TEN","MIA","6.6","","0","0","0","0","-","-","-","2.8","29.2","0.15","-","-","-","-","-"
"179","Zach Charbonnet","RB","SEA","DET","6.6","","0","0","0","0","6.4","22.0","0.18","1.8","11.8","0.06","-","-","-","-","-"
"180","Parris Campbell","WR","PHI","TB","6.5","","0","0","0","0","-","-","-","3.2","27.5","0.11","-","-","-","-","-"
"181","Ezekiel Elliott","RB","DAL","NYG","6.5","","0","0","0","0","6.4","25.5","0.23","1.4","9.3","0.04","-","-","-","-","-"
"182","Miles Sanders","RB","CAR","CIN","6.4","","0","0","0","0","5.8","22.6","0.17","1.8","10.9","0.04","-","-","-","-","-"
"183","Raheem Mostert","RB","MIA","TEN","6.4","","0","0","0","0","6.7","25.7","0.20","1.5","9.5","0.04","-","-","-","-","-"
"184","Ty Chandler","RB","MIN","GB","6.3","","0","0","0","0","7.7","33.5","0.20","0.9","6.5","0.03","-","-","-","-","-"
"185","Mark Andrews","TE","BLT","BUF","6.2","","0","0","0","0","-","-","-","2.4","29.3","0.16","-","-","-","-","-"
"186","Jaleel McLaughlin","RB","DEN","NYJ","6.2","","0","0","0","0","6.6","26.5","0.15","1.6","8.6","0.04","-","-","-","-","-"
"187","Emanuel Wilson","RB","GB","MIN","6.1","","0","0","0","0","6.9","31.2","0.17","1.0","7.6","0.04","-","-","-","-","-"
"188","Hayden Hurst","TE","LAC","KC","6.0","","0","0","0","0","-","-","-","2.4","25.8","0.16","-","-","-","-","-"
"189","Cordarrelle Patterson","RB","PIT","IND","5.9","","0","0","0","0","4.9","21.4","0.09","1.9","11.0","0.04","-","-","-","-","-"
"190","Jordan Whittington","WR","LA","CHI","5.9","","0","0","0","0","-","-","-","2.4","29.8","0.09","-","-","-","-","-"
"191","Calvin Austin III","WR","PIT","IND","5.8","","0","0","0","0","-","-","-","2.2","27.8","0.14","-","-","-","-","-"
"192","D'Onta Foreman","RB","CLV","LV","5.8","","0","0","0","0","9.6","38.4","0.24","0.3","2.0","0.01","-","-","-","-","-"
"193","Mike Williams","WR","NYJ","DEN","5.7","","0","0","0","0","-","-","-","2.1","25.6","0.17","-","-","-","-","-"
"194","Tyler Allgeier","RB","ATL","NO","5.7","","0","0","0","0","6.9","33.8","0.23","0.4","4.7","0.02","-","-","-","-","-"
"195","Darius Slayton","WR","NYG","DAL","5.6","","0","0","0","0","-","-","-","2.1","27.0","0.13","-","-","-","-","-"
"196","Taysom Hill","TE","NO","ATL","5.6","","0","0","0","0","3.1","16.9","0.09","1.5","12.2","0.11","-","-","-","-","-"
"197","Trey Palmer","WR","TB","PHI","5.5","","0","0","0","0","-","-","-","2.1","24.4","0.17","-","-","-","-","-"
"198","Robert Woods","WR","HST","JAX","5.2","","0","0","0","0","-","-","-","2.0","24.2","0.12","-","-","-","-","-"
"199","Johnny Mundt","TE","MIN","GB","5.1","","0","0","0","0","-","-","-","2.1","19.2","0.18","-","-","-","-","-"
"200","Curtis Samuel","WR","BUF","BLT","5.0","","0","0","0","0","0.7","2.3","0.02","2.0","20.0","0.11","-","-","-","-","-"
"201","Jonnu Smith","TE","MIA","TEN","5.0","","0","0","0","0","-","-","-","2.4","21.6","0.08","-","-","-","-","-"
"202","Chig Okonkwo","TE","TEN","MIA","4.8","","0","0","0","0","-","-","-","2.0","18.7","0.16","-","-","-","-","-"
"203","Luke McCaffrey","WR","WAS","ARZ","4.8","","0","0","0","0","-","-","-","1.9","21.6","0.12","-","-","-","-","-"
"204","Theo Johnson","TE","NYG","DAL","4.7","","0","0","0","0","-","-","-","2.1","20.1","0.10","-","-","-","-","-"
"205","Greg Dulcich","TE","DEN","NYJ","4.6","","0","0","0","0","-","-","-","2.2","19.6","0.08","-","-","-","-","-"
