"RK","Name","POS","Team","Opp","FPTS","ATT","CMP","YDS","TD","INT","ATT","YDS","TD","REC","YDS","TD","UP","DOWN","MOVE","WW","INJ"
"1","Lamar Jackson","QB","BLT","CLV","22.0","26","17","212","1.46","0.36","9.9","63.3","0.33","-","-","-","-","-","-","-","-"
"2","Jalen Hurts","QB","PHI","CIN","21.6","32","21","232","1.29","0.72","10.3","42.8","0.64","-","-","-","-","-","-","-","-"
"3","Josh Allen","QB","BUF","SEA","20.8","31","20","235","1.69","0.38","5.5","29.3","0.39","-","-","-","-","-","-","-","-"
"4","Breece Hall","RB","NYJ","NE","20.7","","0","0","0","0","16.7","70.6","0.60","4.7","42.0","0.20","-","-","-","-","-"
"5","Ja'Marr Chase","WR","CIN","PHI","20.6","","0","0","0","0","0.3","1.6","0.01","6.3","97.2","0.73","-","-","-","-","-"
"6","Joe Mixon","RB","HST","IND","20.4","","0","0","0","0","20.6","99.8","0.78","2.9","23.3","0.10","-","-","-","-","-"
"7","Justin Jefferson","WR","MIN","LA","20.0","","0","0","0","0","-","-","-","6.2","95.3","0.71","-","-","-","-","-"
"8","Jordan Love","QB","GB","JAX","19.9","35","23","276","2.17","0.93","1.8","9.2","0.06","-","-","-","-","-","-","-","-"
"9","Aaron Jones","RB","MIN","LA","19.8","","0","0","0","0","17.9","87.3","0.58","3.7","31.3","0.17","-","-","-","-","-"
"10","Joe Burrow","QB","CIN","PHI","19.2","35","23","263","1.92","0.48","2.9","10.5","0.11","-","-","-","-","-","-","-","-"
"11","Kenneth Walker III","RB","SEA","BUF","18.8","","0","0","0","0","14.5","69.3","0.67","3.9","29.5","0.17","-","-","-","-","-"
"12","Sam Darnold","QB","MIN","LA","18.6","31","20","253","1.78","0.90","4.0","18.2","0.13","-","-","-","-","-","-","-","-"
"13","Amon-Ra St. Brown","WR","DET","TEN","18.3","","0","0","0","0","0.3","1.6","0.02","6.6","79.8","0.59","-","-","-","-","-"
"14","Bo Nix","QB","DEN","CAR","18.3","30","19","203","1.27","0.55","7.4","38.6","0.31","-","-","-","-","-","-","-","-"
"15","Brock Purdy","QB","SF","DAL","18.3","30","20","243","1.47","0.83","5.7","24.1","0.22","-","-","-","-","-","-","-","-"
"16","Jayden Daniels","QB","WAS","CHI","18.2","29","21","222","0.99","0.58","7.7","43.4","0.31","-","-","-","-","-","-","-","-"
"17","Tyreek Hill","WR","MIA","ARZ","18.2","","0","0","0","0","0.8","4.6","0.03","6.0","83.2","0.53","-","-","-","-","-"
"18","A.J. Brown","WR","PHI","CIN","18.0","","0","0","0","0","-","-","-","6.1","89.0","0.52","-","-","-","-","-"
"19","Caleb Williams","QB","CHI","WAS","18.0","32","21","227","1.63","0.78","4.0","25.7","0.14","-","-","-","-","-","-","-","-"
"20","J.K. Dobbins","RB","LAC","NO","17.8","","0","0","0","0","18.1","89.9","0.72","2.4","16.3","0.08","-","-","-","-","-"
"21","Derrick Henry","RB","BLT","CLV","17.7","","0","0","0","0","19.3","102.0","0.95","0.9","7.3","0.04","-","-","-","-","-"
"22","Drake London","WR","ATL","TB","17.7","","0","0","0","0","-","-","-","6.7","77.6","0.56","-","-","-","-","-"
"23","Saquon Barkley","RB","PHI","CIN","17.7","","0","0","0","0","17.0","89.5","0.59","2.9","18.6","0.09","-","-","-","-","-"
"24","CeeDee Lamb","WR","DAL","SF","17.7","","0","0","0","0","1.3","7.4","0.05","5.8","82.5","0.44","-","-","-","-","-"
"25","C.J. Stroud","QB","HST","IND","17.7","34","22","252","1.57","0.56","3.3","14.6","0.10","-","-","-","-","-","-","-","-"
"26","Geno Smith","QB","SEA","BUF","17.5","38","26","265","1.39","0.86","3.1","18.3","0.11","-","-","-","-","-","-","-","-"
"27","Alvin Kamara","RB","NO","LAC","17.5","","0","0","0","0","12.6","52.7","0.35","5.4","39.1","0.16","-","-","-","-","-"
"28","Jahmyr Gibbs","RB","DET","TEN","17.4","","0","0","0","0","14.1","68.5","0.69","2.9","25.5","0.18","-","-","-","-","-"
"29","Kyren Williams","RB","LA","MIN","17.3","","0","0","0","0","17.7","68.9","0.87","2.7","17.2","0.15","-","-","-","-","-"
"30","Kyler Murray","QB","ARZ","MIA","17.3","30","20","205","1.19","0.60","5.2","36.4","0.27","-","-","-","-","-","-","-","-"
"31","Anthony Richardson","QB","IND","HST","17.2","29","15","207","1.10","1.19","7.2","41.9","0.31","-","-","-","-","-","-","-","-"
"32","Cooper Kupp","WR","LA","MIN","17.2","","0","0","0","0","0.6","3.2","0.03","7.1","71.0","0.42","-","-","-","-","-"
"33","Malik Nabers","WR","NYG","PIT","17.1","","0","0","0","0","0.5","2.6","0.02","6.7","77.6","0.38","-","-","-","-","-"
"34","Baker Mayfield","QB","TB","ATL","17.1","36","25","240","1.51","0.94","3.4","20.0","0.11","-","-","-","-","-","-","-","-"
"35","Tua Tagovailoa","QB","MIA","ARZ","17.1","35","23","273","1.57","1.13","1.5","9.3","0.05","-","-","-","-","-","-","-","-"
"36","Patrick Mahomes","QB","KC","LV","17.0","31","21","231","1.35","0.84","4.8","24.1","0.17","-","-","-","-","-","-","-","-"
"37","Aaron Rodgers","QB","NYJ","NE","17.0","38","24","265","1.64","0.91","1.5","6.3","0.05","-","-","-","-","-","-","-","-"
"38","Trevor Lawrence","QB","JAX","GB","16.8","35","23","248","1.53","0.77","2.5","13.3","0.07","-","-","-","-","-","-","-","-"
"39","Bijan Robinson","RB","ATL","TB","16.7","","0","0","0","0","13.9","66.6","0.48","3.6","29.3","0.13","-","-","-","-","-"
"40","Jared Goff","QB","DET","TEN","16.7","30","21","252","1.62","0.55","2.1","4.9","0.06","-","-","-","-","-","-","-","-"
"41","Javonte Williams","RB","DEN","CAR","16.7","","0","0","0","0","14.9","66.2","0.64","3.2","22.7","0.13","-","-","-","-","-"
"42","De'Von Achane","RB","MIA","ARZ","16.5","","0","0","0","0","11.0","48.5","0.42","4.0","36.9","0.24","-","-","-","-","-"
"43","Kareem Hunt","RB","KC","LV","16.4","","0","0","0","0","17.4","74.0","0.89","1.9","13.6","0.08","-","-","-","-","-"
"44","Dak Prescott","QB","DAL","SF","16.3","38","24","271","1.39","1.01","1.5","7.8","0.05","-","-","-","-","-","-","-","-"
"45","Davante Adams","WR","NYJ","NE","16.2","","0","0","0","0","-","-","-","5.8","71.8","0.53","-","-","-","-","-"
"46","Kirk Cousins","QB","ATL","TB","16.1","37","25","276","1.50","0.92","1.4","0.4","0.04","-","-","-","-","-","-","-","-"
"47","Jordan Mason","RB","SF","DAL","16.1","","0","0","0","0","18.8","92.3","0.64","1.5","13.1","0.06","-","-","-","-","-"
"48","Garrett Wilson","WR","NYJ","NE","16.1","","0","0","0","0","0.1","0.4","-","5.9","69.9","0.53","-","-","-","-","-"
"49","Brock Bowers","TE","LV","KC","16.0","","0","0","0","0","0.1","0.7","0.01","6.7","73.0","0.32","-","-","-","-","-"
"50","Jonathan Taylor","RB","IND","HST","15.9","","0","0","0","0","18.4","81.9","0.67","1.7","16.2","0.09","-","-","-","-","-"
"51","Stefon Diggs","WR","HST","IND","15.9","","0","0","0","0","0.1","0.3","-","5.9","70.5","0.48","-","-","-","-","-"
"52","Jameis Winston","QB","CLV","BLT","15.8","38","22","251","1.19","0.93","2.8","15.1","0.10","-","-","-","-","-","-","-","-"
"53","James Conner","RB","ARZ","MIA","15.7","","0","0","0","0","16.9","77.2","0.57","2.4","18.9","0.08","-","-","-","-","-"
