"RK","Name","POS","Team","Opp","FPTS","ATT","CMP","YDS","TD","INT","ATT","YDS","TD","REC","YDS","TD","UP","DOWN","MOVE","WW","INJ"
"1","Lamar Jackson","QB","BLT","LAC","22.4","31","20","242","1.80","0.48","7.6","46.1","0.27","-","-","-","-","-","-","-","-"
"2","Jalen Hurts","QB","PHI","LA","22.1","26","17","217","1.25","0.59","9.6","42.3","0.84","-","-","-","-","-","-","-","-"
"3","De'Von Achane","RB","MIA","NE","20.9","","0","0","0","0","15.9","73.0","0.60","4.6","36.9","0.30","-","-","-","-","-"
"4","Jayden Daniels","QB","WAS","DAL","20.6","29","20","227","1.33","0.42","7.4","41.6","0.45","-","-","-","-","-","-","-","-"
"5","Christian McCaffrey","RB","SF","GB","20.1","","0","0","0","0","17.9","78.9","0.56","4.1","37.7","0.18","-","-","-","-","-"
"6","Anthony Richardson","QB","IND","DET","20.0","32","17","227","0.96","1.06","9.4","49.2","0.61","-","-","-","-","-","-","-","-"
"7","Justin Herbert","QB","LAC","BLT","19.4","33","22","264","1.62","0.38","3.8","21.9","0.13","-","-","-","-","-","-","-","-"
"8","Joe Mixon","RB","HST","TEN","19.4","","0","0","0","0","20.1","83.0","0.85","3.0","23.9","0.13","-","-","-","-","-"
"9","Bo Nix","QB","DEN","LV","19.0","33","22","233","1.48","0.57","5.3","26.1","0.31","-","-","-","-","-","-","-","-"
"10","Patrick Mahomes","QB","KC","CAR","18.8","35","25","251","1.74","0.80","3.4","19.2","0.14","-","-","-","-","-","-","-","-"
"11","Puka Nacua","WR","LA","PHI","18.6","","0","0","0","0","0.5","2.4","0.02","7.2","83.6","0.45","-","-","-","-","-"
"12","Saquon Barkley","RB","PHI","LA","18.6","","0","0","0","0","20.6","102.6","0.67","2.1","18.1","0.09","-","-","-","-","-"
"13","Kyler Murray","QB","ARZ","SEA","18.2","29","19","218","1.38","0.50","4.7","27.8","0.33","-","-","-","-","-","-","-","-"
"14","Geno Smith","QB","SEA","ARZ","18.1","37","25","269","1.44","0.92","4.1","17.5","0.17","-","-","-","-","-","-","-","-"
"15","Amon-Ra St. Brown","WR","DET","IND","18.1","","0","0","0","0","0.3","1.5","0.01","6.5","75.1","0.64","-","-","-","-","-"
"16","Kenneth Walker III","RB","SEA","ARZ","17.6","","0","0","0","0","15.2","63.7","0.68","3.8","26.3","0.13","-","-","-","-","-"
"17","Josh Jacobs","RB","GB","SF","17.5","","0","0","0","0","16.9","73.8","0.66","3.1","23.9","0.13","-","-","-","-","-"
"18","A.J. Brown","WR","PHI","LA","17.4","","0","0","0","0","-","-","-","5.4","86.6","0.56","-","-","-","-","-"
"19","Tua Tagovailoa","QB","MIA","NE","17.3","33","24","255","1.81","0.67","1.5","6.7","0.03","-","-","-","-","-","-","-","-"
"20","Kareem Hunt","RB","KC","CAR","17.3","","0","0","0","0","20.9","85.0","0.84","1.9","14.9","0.07","-","-","-","-","-"
"21","C.J. Stroud","QB","HST","TEN","17.2","34","22","244","1.43","0.60","3.1","19.6","0.10","-","-","-","-","-","-","-","-"
"22","Jared Goff","QB","DET","IND","17.1","31","21","259","1.75","0.89","2.1","5.9","0.04","-","-","-","-","-","-","-","-"
"23","Drake Maye","QB","NE","MIA","17.0","33","22","212","1.09","0.88","4.6","37.2","0.26","-","-","-","-","-","-","-","-"
"24","Cooper Kupp","WR","LA","PHI","16.9","","0","0","0","0","0.1","0.7","0.01","6.7","70.8","0.50","-","-","-","-","-"
"25","James Conner","RB","ARZ","SEA","16.9","","0","0","0","0","16.0","71.6","0.60","3.1","26.6","0.08","-","-","-","-","-"
"26","Jordan Love","QB","GB","SF","16.9","32","21","248","1.67","1.11","2.6","9.4","0.11","-","-","-","-","-","-","-","-"
"27","Justin Jefferson","WR","MIN","CHI","16.7","","0","0","0","0","-","-","-","5.4","86.2","0.45","-","-","-","-","-"
"28","CeeDee Lamb","WR","DAL","WAS","16.7","","0","0","0","0","1.2","7.5","0.05","6.2","75.1","0.33","-","-","-","-","-"
"29","Baker Mayfield","QB","TB","NYG","16.7","30","21","225","1.58","0.69","3.5","17.4","0.10","-","-","-","-","-","-","-","-"
"30","Travis Kelce","TE","KC","CAR","16.5","","0","0","0","0","-","-","-","6.8","64.6","0.54","-","-","-","-","-"
"31","Jahmyr Gibbs","RB","DET","IND","16.4","","0","0","0","0","13.8","72.7","0.70","2.2","21.9","0.09","-","-","-","-","-"
"32","Nico Collins","WR","HST","TEN","16.2","","0","0","0","0","-","-","-","5.3","79.5","0.50","-","-","-","-","-"
"33","Sam Darnold","QB","MIN","CHI","16.1","30","20","239","1.31","1.00","4.7","17.4","0.14","-","-","-","-","-","-","-","-"
"34","Kyren Williams","RB","LA","PHI","16.0","","0","0","0","0","18.3","76.2","0.69","2.3","15.1","0.10","-","-","-","-","-"
"35","Tyreek Hill","WR","MIA","NE","15.8","","0","0","0","0","0.4","2.0","0.02","5.4","70.6","0.52","-","-","-","-","-"
"36","DK Metcalf","WR","SEA","ARZ","15.7","","0","0","0","0","-","-","-","5.4","76.4","0.46","-","-","-","-","-"
"37","Malik Nabers","WR","NYG","TB","15.6","","0","0","0","0","0.5","2.8","0.02","6.2","67.5","0.36","-","-","-","-","-"
"38","Caleb Williams","QB","CHI","MIN","15.5","31","19","204","1.06","0.64","5.5","30.1","0.17","-","-","-","-","-","-","-","-"
"39","Brock Bowers","TE","LV","DEN","15.5","","0","0","0","0","0.3","1.3","0.01","6.6","66.5","0.34","-","-","-","-","-"
"40","Matthew Stafford","QB","LA","PHI","15.4","36","24","251","1.54","0.81","1.0","0.4","0.03","-","-","-","-","-","-","-","-"
"41","Derrick Henry","RB","BLT","LAC","15.2","","0","0","0","0","14.8","83.0","0.91","0.7","6.3","0.03","-","-","-","-","-"
"42","Jaxon Smith-Njigba","WR","SEA","ARZ","15.1","","0","0","0","0","0.3","1.8","0.02","6.0","67.6","0.36","-","-","-","-","-"
"43","Will Levis","QB","TEN","HST","15.1","31","19","205","1.20","1.14","4.9","27.1","0.15","-","-","-","-","-","-","-","-"
"44","Brian Robinson","RB","WAS","DAL","15.0","","0","0","0","0","17.3","78.8","0.92","0.8","6.9","0.04","-","-","-","-","-"
"45","Ladd McConkey","WR","LAC","BLT","14.9","","0","0","0","0","-","-","-","5.1","70.8","0.47","-","-","-","-","-"
"46","Tony Pollard","RB","TEN","HST","14.7","","0","0","0","0","15.6","65.4","0.33","3.3","23.7","0.11","-","-","-","-","-"
"47","Jonathan Taylor","RB","IND","DET","14.7","","0","0","0","0","17.2","76.5","0.54","1.9","16.8","0.05","-","-","-","-","-"
"48","Courtland Sutton","WR","DEN","LV","14.7","","0","0","0","0","-","-","-","5.1","69.7","0.44","-","-","-","-","-"
"49","David Montgomery","RB","DET","IND","14.7","","0","0","0","0","13.9","59.1","0.75","2.2","18.6","0.05","-","-","-","-","-"
"50","Rhamondre Stevenson","RB","NE","MIA","14.6","","0","0","0","0","15.4","62.7","0.51","2.9","17.9","0.11","-","-","-","-","-"
"51","Zay Flowers","WR","BLT","LAC","14.2","","0","0","0","0","0.3","1.4","0.01","4.7","64.0","0.48","-","-","-","-","-"
"52","Najee Harris","RB","PIT","CLV","14.2","","0","0","0","0","17.9","81.7","0.53","1.5","11.9","0.04","-","-","-","-","-"
"53","Aaron Jones","RB","MIN","CHI","14.1","","0","0","0","0","15.3","69.2","0.48","2.2","18.2","0.06","-","-","-","-","-"
"54","Calvin Ridley","WR","TEN","HST","13.9","","0","0","0","0","0.2","1.2","0.01","5.0","64.6","0.38","-","-","-","-","-"
"55","Chuba Hubbard","RB","CAR","KC","13.9","","0","0","0","0","14.3","59.5","0.45","3.1","17.2","0.09","-","-","-","-","-"
"56","Tommy DeVito","QB","NYG","TB","13.8","32","20","198","0.95","0.62","4.0","22.6","0.10","-","-","-","-","-","-","-","-"
"57","Tyrone Tracy Jr.","RB","NYG","TB","13.6","","0","0","0","0","15.1","70.0","0.37","2.2","16.6","0.09","-","-","-","-","-"
"58","Jameis Winston","QB","CLV","PIT","13.5","35","20","234","1.01","0.96","2.0","8.8","0.07","-","-","-","-","-","-","-","-"
"59","Rico Dowdle","RB","DAL","WAS","13.5","","0","0","0","0","13.1","60.4","0.35","2.9","21.0","0.07","-","-","-","-","-"
"60","George Pickens","WR","PIT","CLV","13.4","","0","0","0","0","0.2","0.9","0.01","4.0","68.7","0.40","-","-","-","-","-"
"61","J.K. Dobbins","RB","LAC","BLT","13.4","","0","0","0","0","12.9","55.1","0.50","2.8","16.5","0.08","-","-","-","-","-"
"62","Gardner Minshew","QB","LV","DEN","13.2","34","22","216","1.15","0.98","1.8","8.8","0.06","-","-","-","-","-","-","-","-"
"63","Brandon Allen","QB","SF","GB","13.2","30","19","223","1.13","0.80","1.8","4.7","0.05","-","-","-","-","-","-","-","-"
"64","Russell Wilson","QB","PIT","CLV","13.1","27","16","194","1.15","0.44","3.2","9.3","0.08","-","-","-","-","-","-","-","-"
