"RK","Name","POS","Team","Opp","FPTS","ATT","CMP","YDS","TD","INT","ATT","YDS","TD","REC","YDS","TD","UP","DOWN","MOVE","WW","INJ"
"17","Jahmyr Gibbs","RB","DET","JAX","18.2","","0","0","0","0","16.0","80.4","0.68","2.7","24.9","0.15","-","-","-","-","-"
"18","Justin Jefferson","WR","MIN","TEN","18.0","","0","0","0","0","-","-","-","5.9","86.8","0.57","-","-","-","-","-"
"19","Nico Collins","WR","HST","DAL","17.9","","0","0","0","0","-","-","-","6.0","89.1","0.52","-","-","-","-","-"
"20","Kenneth Walker III","RB","SEA","SF","17.8","","0","0","0","0","15.2","60.2","0.66","4.1","30.1","0.13","-","-","-","-","-"
"21","Patrick Mahomes","QB","KC","BUF","17.8","37","25","255","1.41","1.00","3.9","22.6","0.14","-","-","-","-","-","-","-","-"
"22","Breece Hall","RB","NYJ","IND","17.7","","0","0","0","0","14.8","64.7","0.49","4.0","35.3","0.14","-","-","-","-","-"
"23","Amon-Ra St. Brown","WR","DET","JAX","17.5","","0","0","0","0","-","-","-","6.4","72.6","0.65","-","-","-","-","-"
"24","Ja'Marr Chase","WR","CIN","LAC","17.5","","0","0","0","0","0.1","0.6","0.01","6.0","80.5","0.56","-","-","-","-","-"
"25","Puka Nacua","WR","LA","NE","17.4","","0","0","0","0","0.5","2.7","0.02","6.5","81.4","0.41","-","-","-","-","-"
"26","Drake Maye","QB","NE","LA","17.2","30","20","206","1.22","0.97","5.3","42.7","0.17","-","-","-","-","-","-","-","-"
"27","Russell Wilson","QB","PIT","BLT","17.2","32","20","247","1.60","0.48","3.1","9.7","0.11","-","-","-","-","-","-","-","-"
"28","Geno Smith","QB","SEA","SF","17.2","37","23","254","1.37","1.08","4.0","19.5","0.14","-","-","-","-","-","-","-","-"
"29","Jared Goff","QB","DET","JAX","17.1","29","20","243","1.83","0.57","1.9","5.1","0.05","-","-","-","-","-","-","-","-"
"30","Tee Higgins","WR","CIN","LAC","17.1","","0","0","0","0","-","-","-","6.3","75.0","0.55","-","-","-","-","-"
"31","C.J. Stroud","QB","HST","DAL","16.8","31","20","240","1.46","0.61","3.1","16.7","0.10","-","-","-","-","-","-","-","-"
"32","Anthony Richardson","QB","IND","NYJ","16.8","27","15","194","0.87","0.95","7.7","41.3","0.46","-","-","-","-","-","-","-","-"
"33","Jameis Winston","QB","CLV","NO","16.8","38","24","260","1.52","1.15","2.7","12.9","0.08","-","-","-","-","-","-","-","-"
"34","Jonathan Taylor","RB","IND","NYJ","16.7","","0","0","0","0","20.2","95.5","0.66","1.6","14.9","0.04","-","-","-","-","-"
"35","A.J. Brown","WR","PHI","WAS","16.6","","0","0","0","0","-","-","-","5.3","81.3","0.53","-","-","-","-","-"
"36","Garrett Wilson","WR","NYJ","IND","16.6","","0","0","0","0","0.0","0.3","-","6.0","73.4","0.55","-","-","-","-","-"
"37","Davante Adams","WR","NYJ","IND","16.5","","0","0","0","0","-","-","-","6.0","72.2","0.55","-","-","-","-","-"
"38","Deebo Samuel Sr.","WR","SF","SEA","16.5","","0","0","0","0","3.2","15.7","0.11","4.5","70.4","0.46","-","-","-","-","-"
"39","Travis Kelce","TE","KC","BUF","16.5","","0","0","0","0","-","-","-","7.5","67.2","0.38","-","-","-","-","-"
"40","Jordan Love","QB","GB","CHI","16.5","35","22","261","1.55","1.14","2.6","6.7","0.09","-","-","-","-","-","-","-","-"
"41","Sam Darnold","QB","MIN","TEN","16.5","31","20","233","1.45","0.94","4.3","17.4","0.15","-","-","-","-","-","-","-","-"
"42","Tua Tagovailoa","QB","MIA","LV","16.4","33","23","243","1.68","0.76","2.0","7.2","0.04","-","-","-","-","-","-","-","-"
"43","George Pickens","WR","PIT","BLT","16.4","","0","0","0","0","0.3","1.4","0.01","5.1","80.7","0.51","-","-","-","-","-"
"44","Aaron Rodgers","QB","NYJ","IND","16.0","35","23","243","1.62","0.73","1.1","4.2","0.04","-","-","-","-","-","-","-","-"
"45","Cooper Kupp","WR","LA","NE","16.0","","0","0","0","0","0.4","2.0","0.01","6.3","71.6","0.39","-","-","-","-","-"
"46","Aaron Jones","RB","MIN","TEN","15.8","","0","0","0","0","15.9","68.2","0.57","2.6","22.4","0.13","-","-","-","-","-"
"47","Matthew Stafford","QB","LA","NE","15.7","36","25","265","1.48","0.81","1.3","0.5","0.02","-","-","-","-","-","-","-","-"
"48","Kareem Hunt","RB","KC","BUF","15.6","","0","0","0","0","18.0","68.4","0.57","2.6","22.1","0.10","-","-","-","-","-"
"49","CeeDee Lamb","WR","DAL","HST","15.6","","0","0","0","0","1.2","6.7","0.05","5.8","66.1","0.37","-","-","-","-","-"
"50","David Montgomery","RB","DET","JAX","15.6","","0","0","0","0","14.5","61.4","0.78","2.2","20.8","0.09","-","-","-","-","-"
"51","Derrick Henry","RB","BLT","PIT","15.5","","0","0","0","0","16.5","81.9","0.90","0.9","8.4","0.05","-","-","-","-","-"
"52","Drake London","WR","ATL","DEN","15.4","","0","0","0","0","-","-","-","5.8","67.6","0.47","-","-","-","-","-"
"53","Tyreek Hill","WR","MIA","LV","15.3","","0","0","0","0","1.0","5.7","0.04","4.7","69.1","0.50","-","-","-","-","-"
"54","Kirk Cousins","QB","ATL","DEN","15.2","34","23","249","1.48","0.75","1.7","1.9","0.03","-","-","-","-","-","-","-","-"
"55","Zay Flowers","WR","BLT","PIT","15.2","","0","0","0","0","0.4","1.9","0.02","5.2","73.6","0.40","-","-","-","-","-"
"56","Khalil Shakir","WR","BUF","KC","15.2","","0","0","0","0","0.1","0.7","0.01","6.0","68.2","0.38","-","-","-","-","-"
"57","D'Andre Swift","RB","CHI","GB","15.0","","0","0","0","0","17.2","72.8","0.48","2.5","20.6","0.06","-","-","-","-","-"
"58","Derek Carr","QB","NO","CLV","14.9","33","21","231","1.35","0.60","2.1","7.9","0.04","-","-","-","-","-","-","-","-"
"59","Josh Jacobs","RB","GB","CHI","14.8","","0","0","0","0","15.2","72.7","0.51","2.4","16.6","0.08","-","-","-","-","-"
"60","Jakobi Meyers","WR","LV","MIA","14.8","","0","0","0","0","0.1","0.3","-","6.0","68.7","0.31","-","-","-","-","-"
"61","Courtland Sutton","WR","DEN","ATL","14.7","","0","0","0","0","-","-","-","5.5","63.6","0.49","-","-","-","-","-"
"62","J.K. Dobbins","RB","LAC","CIN","14.4","","0","0","0","0","12.8","53.0","0.47","3.7","20.7","0.10","-","-","-","-","-"
"63","Caleb Williams","QB","CHI","GB","14.4","31","19","198","1.04","0.60","4.0","24.1","0.13","-","-","-","-","-","-","-","-"
"64","Ladd McConkey","WR","LAC","CIN","14.2","","0","0","0","0","-","-","-","4.9","67.3","0.43","-","-","-","-","-"
"65","Rhamondre Stevenson","RB","NE","LA","14.2","","0","0","0","0","15.5","62.7","0.54","2.6","16.5","0.10","-","-","-","-","-"
"66","Calvin Ridley","WR","TEN","MIN","14.0","","0","0","0","0","0.3","1.6","0.01","5.2","62.5","0.40","-","-","-","-","-"
"67","DK Metcalf","WR","SEA","SF","13.7","","0","0","0","0","-","-","-","4.6","67.7","0.39","-","-","-","-","-"
"68","Darnell Mooney","WR","ATL","DEN","13.7","","0","0","0","0","-","-","-","4.9","65.1","0.39","-","-","-","-","-"
"69","Jauan Jennings","WR","SF","SEA","13.7","","0","0","0","0","-","-","-","4.4","66.1","0.46","-","-","-","-","-"
"70","James Cook","RB","BUF","KC","13.6","","0","0","0","0","13.6","58.5","0.42","2.4","21.6","0.13","-","-","-","-","-"
"71","Evan Engram","TE","JAX","DET","13.5","","0","0","0","0","-","-","-","6.3","56.6","0.26","-","-","-","-","-"
"72","Will Levis","QB","TEN","MIN","13.3","30","20","191","1.13","1.25","3.9","20.7","0.11","-","-","-","-","-","-","-","-"
"73","Cedric Tillman","WR","CLV","NO","13.3","","0","0","0","0","0.1","0.8","0.01","4.8","62.7","0.36","-","-","-","-","-"
"74","Mac Jones","QB","JAX","DET","13.1","31","21","217","1.03","0.97","2.8","9.5","0.09","-","-","-","-","-","-","-","-"
"75","Terry McLaurin","WR","WAS","PHI","12.9","","0","0","0","0","0.1","0.7","0.01","4.2","64.7","0.35","-","-","-","-","-"
"76","Brock Bowers","TE","LV","MIA","12.8","","0","0","0","0","0.0","0.2","-","5.5","57.0","0.27","-","-","-","-","-"
"77","DeAndre Hopkins","WR","KC","BUF","12.5","","0","0","0","0","-","-","-","4.6","57.7","0.36","-","-","-","-","-"
"78","Jaxon Smith-Njigba","WR","SEA","SF","12.5","","0","0","0","0","-","-","-","5.1","55.4","0.32","-","-","-","-","-"
"79","Tony Pollard","RB","TEN","MIN","12.4","","0","0","0","0","13.2","57.6","0.33","2.6","17.1","0.08","-","-","-","-","-"
"80","Cooper Rush","QB","DAL","HST","12.4","33","20","211","1.04","0.81","2.0","4.8","0.05","-","-","-","-","-","-","-","-"
"81","David Njoku","TE","CLV","NO","12.3","","0","0","0","0","-","-","-","5.0","52.0","0.36","-","-","-","-","-"
"82","Nick Chubb","RB","CLV","NO","12.3","","0","0","0","0","16.9","67.5","0.62","1.0","7.2","0.03","-","-","-","-","-"
"83","Jayden Reed","WR","GB","CHI","12.1","","0","0","0","0","0.8","4.3","0.03","4.0","58.1","0.29","-","-","-","-","-"
"84","Travis Etienne","RB","JAX","DET","11.9","","0","0","0","0","12.0","51.4","0.36","2.5","17.2","0.07","-","-","-","-","-"
"85","Najee Harris","RB","PIT","BLT","11.7","","0","0","0","0","15.4","61.7","0.43","1.4","12.8","0.06","-","-","-","-","-"
"86","Gardner Minshew","QB","LV","MIA","11.7","32","20","207","0.92","1.00","1.9","6.6","0.06","-","-","-","-","-","-","-","-"
"87","DeVonta Smith","WR","PHI","WAS","11.7","","0","0","0","0","-","-","-","4.0","53.5","0.38","-","-","-","-","-"
"88","Rico Dowdle","RB","DAL","HST","11.6","","0","0","0","0","12.6","49.9","0.26","2.5","19.8","0.10","-","-","-","-","-"
"89","Alexander Mattison","RB","LV","MIA","11.5","","0","0","0","0","11.6","46.8","0.37","2.3","18.4","0.09","-","-","-","-","-"
"90","Jameson Williams","WR","DET","JAX","11.3","","0","0","0","0","0.4","2.2","0.02","3.0","55.3","0.40","-","-","-","-","-"
"91","Jerry Jeudy","WR","CLV","NO","11.2","","0","0","0","0","-","-","-","3.9","53.7","0.32","-","-","-","-","-"
"92","Quentin Johnston","WR","LAC","CIN","11.1","","0","0","0","0","0.4","1.9","0.02","3.5","53.3","0.33","-","-","-","-","-"
"93","DJ Moore","WR","CHI","GB","10.9","","0","0","0","0","0.7","3.9","0.03","4.1","46.3","0.28","-","-","-","-","-"
"94","Brian Thomas Jr.","WR","JAX","DET","10.9","","0","0","0","0","0.3","1.3","0.01","3.5","55.9","0.27","-","-","-","-","-"
"95","Brian Robinson","RB","WAS","PHI","10.9","","0","0","0","0","13.2","57.9","0.56","0.9","7.4","0.03","-","-","-","-","-"
"96","Josh Downs","WR","IND","NYJ","10.7","","0","0","0","0","0.1","0.8","0.01","4.1","49.5","0.27","-","-","-","-","-"
"97","Will Dissly","TE","LAC","CIN","10.7","","0","0","0","0","-","-","-","4.7","42.8","0.29","-","-","-","-","-"
"98","Tank Dell","WR","HST","DAL","10.5","","0","0","0","0","0.6","3.5","0.03","3.7","44.2","0.32","-","-","-","-","-"
"99","Elijah Moore","WR","CLV","NO","10.4","","0","0","0","0","-","-","-","4.3","45.8","0.26","-","-","-","-","-"
"100","Romeo Doubs","WR","GB","CHI","10.3","","0","0","0","0","-","-","-","3.8","47.5","0.29","-","-","-","-","-"
"101","Taysom Hill","TE","NO","CLV","10.1","","0","0","0","0","4.1","18.1","0.26","2.8","27.9","0.20","-","-","-","-","-"
"102","Ricky Pearsall","WR","SF","SEA","10.1","","0","0","0","0","0.3","1.4","0.02","3.2","47.5","0.32","-","-","-","-","-"
"103","Jaylen Waddle","WR","MIA","LV","10.0","","0","0","0","0","0.5","2.5","0.02","3.5","46.6","0.25","-","-","-","-","-"
"104","Hunter Henry","TE","NE","LA","10.0","","0","0","0","0","-","-","-","3.9","44.4","0.28","-","-","-","-","-"
"105","Tucker Kraft","TE","GB","CHI","10.0","","0","0","0","0","-","-","-","3.7","45.4","0.29","-","-","-","-","-"
"106","T.J. Hockenson","TE","MIN","TEN","9.7","","0","0","0","0","-","-","-","4.1","41.2","0.25","-","-","-","-","-"
"107","Demario Douglas","WR","NE","LA","9.6","","0","0","0","0","0.0","0.2","-","4.0","42.0","0.23","-","-","-","-","-"
"108","Jonnu Smith","TE","MIA","LV","9.6","","0","0","0","0","0.1","0.6","0.00","4.0","40.3","0.25","-","-","-","-","-"
"109","Noah Brown","WR","WAS","PHI","9.5","","0","0","0","0","-","-","-","3.6","48.1","0.19","-","-","-","-","-"
"110","Kyle Pitts","TE","ATL","DEN","9.5","","0","0","0","0","-","-","-","3.6","43.3","0.26","-","-","-","-","-"
"111","Keenan Allen","WR","CHI","GB","9.5","","0","0","0","0","-","-","-","3.9","40.6","0.26","-","-","-","-","-"
"112","Dawson Knox","TE","BUF","KC","9.4","","0","0","0","0","-","-","-","3.4","40.0","0.33","-","-","-","-","-"
"113","Tyjae Spears","RB","TEN","MIN","9.2","","0","0","0","0","8.5","35.2","0.21","2.5","16.3","0.06","-","-","-","-","-"
"114","Rome Odunze","WR","CHI","GB","9.2","","0","0","0","0","0.3","1.5","0.01","3.3","44.5","0.21","-","-","-","-","-"
"115","Christian Watson","WR","GB","CHI","9.0","","0","0","0","0","0.1","0.7","0.01","3.0","43.1","0.28","-","-","-","-","-"
"116","Dallas Goedert","TE","PHI","WAS","9.0","","0","0","0","0","-","-","-","3.4","39.9","0.27","-","-","-","-","-"
"117","Jake Ferguson","TE","DAL","HST","9.0","","0","0","0","0","-","-","-","3.9","37.3","0.22","-","-","-","-","-"
"118","Rashod Bateman","WR","BLT","PIT","8.9","","0","0","0","0","-","-","-","3.1","42.9","0.27","-","-","-","-","-"
"119","Zach Ertz","TE","WAS","PHI","8.9","","0","0","0","0","-","-","-","4.0","39.9","0.15","-","-","-","-","-"
"120","Audric Estimé","RB","DEN","ATL","8.8","","0","0","0","0","12.9","57.8","0.36","0.5","3.5","0.02","-","-","-","-","-"
"121","Mark Andrews","TE","BLT","PIT","8.8","","0","0","0","0","-","-","-","3.2","37.6","0.31","-","-","-","-","-"
"122","Jaylen Warren","RB","PIT","BLT","8.7","","0","0","0","0","7.9","31.1","0.18","2.3","17.5","0.11","-","-","-","-","-"
"123","Kayshon Boutte","WR","NE","LA","8.7","","0","0","0","0","-","-","-","3.1","40.8","0.26","-","-","-","-","-"
"124","Austin Ekeler","RB","WAS","PHI","8.4","","0","0","0","0","6.0","26.0","0.19","2.4","19.4","0.06","-","-","-","-","-"
"125","Mike Gesicki","TE","CIN","LAC","8.4","","0","0","0","0","-","-","-","3.4","36.6","0.21","-","-","-","-","-"
"126","AJ Barner","TE","SEA","SF","8.3","","0","0","0","0","-","-","-","3.6","35.8","0.20","-","-","-","-","-"
"127","Amari Cooper","WR","BUF","KC","8.3","","0","0","0","0","-","-","-","2.9","37.7","0.27","-","-","-","-","-"
"128","Tyler Lockett","WR","SEA","SF","8.2","","0","0","0","0","-","-","-","3.0","39.5","0.21","-","-","-","-","-"
"129","Josh Palmer","WR","LAC","CIN","8.2","","0","0","0","0","-","-","-","2.8","42.0","0.20","-","-","-","-","-"
"130","Jordan Addison","WR","MIN","TEN","8.1","","0","0","0","0","0.4","2.3","0.02","2.8","35.4","0.24","-","-","-","-","-"
"131","Michael Pittman","WR","IND","NYJ","8.1","","0","0","0","0","-","-","-","2.9","39.4","0.21","-","-","-","-","-"
"132","Pat Freiermuth","TE","PIT","BLT","8.0","","0","0","0","0","-","-","-","3.2","33.2","0.26","-","-","-","-","-"
"133","Gabe Davis","WR","JAX","DET","8.0","","0","0","0","0","-","-","-","3.0","36.4","0.24","-","-","-","-","-"
"134","Devaughn Vele","WR","DEN","ATL","7.9","","0","0","0","0","-","-","-","3.1","36.5","0.20","-","-","-","-","-"
"135","Demarcus Robinson","WR","LA","NE","7.7","","0","0","0","0","-","-","-","2.8","35.4","0.24","-","-","-","-","-"
"136","Marquez Valdes-Scantling","WR","NO","CLV","7.5","","0","0","0","0","-","-","-","2.4","38.0","0.22","-","-","-","-","-"
"137","Xavier Worthy","WR","KC","BUF","7.5","","0","0","0","0","0.6","3.4","0.02","2.6","28.9","0.25","-","-","-","-","-"
"138","Juwan Johnson","TE","NO","CLV","7.4","","0","0","0","0","-","-","-","2.9","32.9","0.21","-","-","-","-","-"
"139","Ray-Ray McCloud","WR","ATL","DEN","7.2","","0","0","0","0","0.7","3.5","0.03","2.9","29.9","0.14","-","-","-","-","-"
"140","Tre Tucker","WR","LV","MIA","7.2","","0","0","0","0","0.5","3.0","0.02","2.8","32.3","0.13","-","-","-","-","-"
"141","Calvin Austin III","WR","PIT","BLT","7.2","","0","0","0","0","-","-","-","2.5","34.0","0.23","-","-","-","-","-"
"142","Dalton Schultz","TE","HST","DAL","7.2","","0","0","0","0","-","-","-","2.8","30.4","0.22","-","-","-","-","-"
"143","Javonte Williams","RB","DEN","ATL","7.1","","0","0","0","0","3.6","14.7","0.10","2.7","17.1","0.12","-","-","-","-","-"
"144","Jalen Tolbert","WR","DAL","HST","6.9","","0","0","0","0","-","-","-","2.9","31.7","0.15","-","-","-","-","-"
"145","Davis Allen","TE","LA","NE","6.9","","0","0","0","0","-","-","-","3.1","27.8","0.17","-","-","-","-","-"
"146","Jerome Ford","RB","CLV","NO","6.9","","0","0","0","0","3.3","15.5","0.09","2.5","17.0","0.09","-","-","-","-","-"
"147","Cole Kmet","TE","CHI","GB","6.8","","0","0","0","0","-","-","-","2.9","29.9","0.16","-","-","-","-","-"
"148","Tyler Allgeier","RB","ATL","DEN","6.6","","0","0","0","0","9.1","40.0","0.24","0.6","4.8","0.02","-","-","-","-","-"
"149","Braelon Allen","RB","NYJ","IND","6.5","","0","0","0","0","8.5","34.0","0.25","0.9","6.4","0.02","-","-","-","-","-"
"150","Raheem Mostert","RB","MIA","LV","6.3","","0","0","0","0","5.4","23.9","0.17","1.4","10.6","0.08","-","-","-","-","-"
"151","Nick Westbrook-Ikhine","WR","TEN","MIN","6.3","","0","0","0","0","-","-","-","2.3","26.0","0.24","-","-","-","-","-"
"152","Alec Pierce","WR","IND","NYJ","6.2","","0","0","0","0","-","-","-","1.8","35.8","0.14","-","-","-","-","-"
"153","Curtis Samuel","WR","BUF","KC","6.1","","0","0","0","0","0.2","0.9","0.01","2.3","25.3","0.18","-","-","-","-","-"
"154","Justice Hill","RB","BLT","PIT","6.1","","0","0","0","0","2.5","8.8","0.05","2.1","20.8","0.12","-","-","-","-","-"
"155","Dontayvion Wicks","WR","GB","CHI","6.0","","0","0","0","0","-","-","-","2.2","25.0","0.23","-","-","-","-","-"
"156","Mack Hollins","WR","BUF","KC","5.9","","0","0","0","0","-","-","-","1.9","28.0","0.21","-","-","-","-","-"
"157","Lil'Jordan Humphrey","WR","DEN","ATL","5.8","","0","0","0","0","-","-","-","2.5","24.3","0.16","-","-","-","-","-"
"158","Troy Franklin","WR","DEN","ATL","5.8","","0","0","0","0","0.1","0.6","0.01","2.0","25.8","0.18","-","-","-","-","-"
"159","Isaiah Likely","TE","BLT","PIT","5.7","","0","0","0","0","-","-","-","2.1","25.0","0.18","-","-","-","-","-"
"160","Tyler Conklin","TE","NYJ","IND","5.6","","0","0","0","0","-","-","-","2.4","22.0","0.17","-","-","-","-","-"
"161","Zach Charbonnet","RB","SEA","SF","5.6","","0","0","0","0","4.1","15.1","0.15","1.7","12.5","0.06","-","-","-","-","-"
"162","Mason Tipton","WR","NO","CLV","5.6","","0","0","0","0","-","-","-","2.0","26.5","0.16","-","-","-","-","-"
"163","Brock Wright","TE","DET","JAX","5.4","","0","0","0","0","-","-","-","2.0","21.7","0.20","-","-","-","-","-"
"164","Tyler Boyd","WR","TEN","MIN","5.2","","0","0","0","0","-","-","-","2.2","21.6","0.13","-","-","-","-","-"
"165","Chig Okonkwo","TE","TEN","MIN","5.1","","0","0","0","0","-","-","-","2.3","21.4","0.11","-","-","-","-","-"
"166","Marvin Mims Jr.","WR","DEN","ATL","5.0","","0","0","0","0","2.0","10.2","0.07","1.6","13.2","0.11","-","-","-","-","-"
"167","Emanuel Wilson","RB","GB","CHI","4.9","","0","0","0","0","4.8","22.0","0.13","1.0","7.2","0.03","-","-","-","-","-"
"168","Mike Williams","WR","PIT","BLT","4.7","","0","0","0","0","-","-","-","1.5","22.8","0.15","-","-","-","-","-"
"169","Kalif Raymond","WR","DET","JAX","4.7","","0","0","0","0","0.2","1.0","0.01","1.5","19.5","0.17","-","-","-","-","-"
"170","Gus Edwards","RB","LAC","CIN","4.6","","0","0","0","0","7.7","28.8","0.24","0.2","1.3","0.00","-","-","-","-","-"
"171","Roschon Johnson","RB","CHI","GB","4.6","","0","0","0","0","4.4","16.3","0.15","1.1","8.2","0.03","-","-","-","-","-"
"172","Ameer Abdullah","RB","LV","MIA","4.6","","0","0","0","0","1.8","7.7","0.05","2.0","12.3","0.05","-","-","-","-","-"
"173","Eric Saubert","TE","SF","SEA","4.5","","0","0","0","0","-","-","-","1.9","18.5","0.14","-","-","-","-","-"
"174","Cedrick Wilson Jr.","WR","NO","CLV","4.5","","0","0","0","0","-","-","-","1.6","21.2","0.13","-","-","-","-","-"
"175","Noah Gray","TE","KC","BUF","4.5","","0","0","0","0","-","-","-","1.9","21.1","0.07","-","-","-","-","-"
"176","Austin Hooper","TE","NE","LA","4.4","","0","0","0","0","-","-","-","1.9","18.5","0.11","-","-","-","-","-"
"177","Darnell Washington","TE","PIT","BLT","4.3","","0","0","0","0","-","-","-","1.8","18.4","0.12","-","-","-","-","-"
"178","Jalen Nailor","WR","MIN","TEN","4.3","","0","0","0","0","0.3","1.7","0.02","1.4","19.2","0.11","-","-","-","-","-"
"179","Andrei Iosivas","WR","CIN","LAC","4.2","","0","0","0","0","-","-","-","1.7","17.9","0.13","-","-","-","-","-"
"180","Foster Moreau","TE","NO","CLV","4.2","","0","0","0","0","-","-","-","1.6","18.5","0.13","-","-","-","-","-"
"181","D'Ernest Johnson","RB","JAX","DET","4.2","","0","0","0","0","4.5","18.4","0.11","0.9","7.0","0.02","-","-","-","-","-"
"182","Tim Patrick","WR","DET","JAX","4.2","","0","0","0","0","-","-","-","1.5","20.2","0.11","-","-","-","-","-"
"183","Nelson Agholor","WR","BLT","PIT","4.0","","0","0","0","0","-","-","-","1.4","19.6","0.12","-","-","-","-","-"
"184","Lucas Krull","TE","DEN","ATL","4.0","","0","0","0","0","-","-","-","1.7","17.5","0.10","-","-","-","-","-"
"185","Parker Washington","WR","JAX","DET","3.9","","0","0","0","0","-","-","-","1.7","18.5","0.07","-","-","-","-","-"
"186","Olamide Zaccheaus","WR","WAS","PHI","3.9","","0","0","0","0","-","-","-","1.6","17.8","0.08","-","-","-","-","-"
"187","Samaje Perine","RB","KC","BUF","3.9","","0","0","0","0","1.2","5.3","0.02","1.4","14.6","0.06","-","-","-","-","-"
"188","Jalen Brooks","WR","DAL","HST","3.9","","0","0","0","0","-","-","-","1.5","18.9","0.08","-","-","-","-","-"
"189","John Metchie III","WR","HST","DAL","3.8","","0","0","0","0","-","-","-","1.6","17.6","0.09","-","-","-","-","-"
"190","Ezekiel Elliott","RB","DAL","HST","3.8","","0","0","0","0","6.5","22.6","0.15","0.4","2.5","0.01","-","-","-","-","-"
"191","Van Jefferson","WR","PIT","BLT","3.8","","0","0","0","0","-","-","-","1.4","16.9","0.12","-","-","-","-","-"
"192","Josh Oliver","TE","MIN","TEN","3.6","","0","0","0","0","-","-","-","1.6","15.5","0.09","-","-","-","-","-"
"193","Zamir White","RB","LV","MIA","3.6","","0","0","0","0","5.9","21.8","0.16","0.3","2.1","0.01","-","-","-","-","-"
"194","JaMycal Hasty","RB","NE","LA","3.6","","0","0","0","0","3.6","13.2","0.08","1.0","7.2","0.03","-","-","-","-","-"
"195","Kenneth Gainwell","RB","PHI","WAS","3.6","","0","0","0","0","3.8","16.9","0.10","0.8","4.8","0.01","-","-","-","-","-"
"196","KaVontae Turpin","WR","DAL","HST","3.6","","0","0","0","0","0.5","2.6","0.02","1.4","15.0","0.06","-","-","-","-","-"
"197","Jordan Akins","TE","CLV","NO","3.6","","0","0","0","0","-","-","-","1.5","15.5","0.08","-","-","-","-","-"
"198","JuJu Smith-Schuster","WR","KC","BUF","3.6","","0","0","0","0","-","-","-","1.5","16.6","0.08","-","-","-","-","-"
"199","Ja'Lynn Polk","WR","NE","LA","3.5","","0","0","0","0","0.0","0.2","-","1.3","16.1","0.10","-","-","-","-","-"
"200","Ray Davis","RB","BUF","KC","3.5","","0","0","0","0","3.3","13.3","0.09","0.8","6.4","0.03","-","-","-","-","-"
"201","Cam Akers","RB","MIN","TEN","3.5","","0","0","0","0","4.9","19.6","0.11","0.4","2.9","0.02","-","-","-","-","-"
"202","Jaylen Wright","RB","MIA","LV","3.4","","0","0","0","0","5.0","22.9","0.15","0.2","1.0","0.01","-","-","-","-","-"
"203","Brenton Strange","TE","JAX","DET","3.4","","0","0","0","0","-","-","-","1.5","14.7","0.07","-","-","-","-","-"
"204","Michael Mayer","TE","LV","MIA","3.4","","0","0","0","0","-","-","-","1.4","14.8","0.07","-","-","-","-","-"
"205","Odell Beckham Jr.","WR","MIA","LV","3.3","","0","0","0","0","-","-","-","1.2","14.7","0.09","-","-","-","-","-"
