"RK","Name","POS","Team","Opp","FPTS","ATT","CMP","YDS","TD","INT","ATT","YDS","TD","REC","YDS","TD","UP","DOWN","MOVE","WW","INJ"
"43","De'Von Achane","RB","MIA","CLV","16.5","","0","0","0","0","17.0","72.3","0.50","3.2","25.4","0.09","-","-","-","-","-"
"44","Davante Adams","WR","NYJ","BUF","16.4","","0","0","0","0","-","-","-","6.1","74.0","0.48","-","-","-","-","-"
"45","C.J. Stroud","QB","HST","BLT","16.4","34","22","239","1.37","0.74","3.4","16.7","0.10","-","-","-","-","-","-","-","-"
"46","Trey McBride","TE","ARZ","LA","16.1","","0","0","0","0","-","-","-","7.2","72.9","0.28","-","-","-","-","-"
"47","Isaac Guerendo","RB","SF","DET","15.8","","0","0","0","0","15.0","69.1","0.63","2.4","21.6","0.11","-","-","-","-","-"
"48","Jordan Addison","WR","MIN","GB","15.8","","0","0","0","0","0.1","0.4","-","5.4","72.5","0.52","-","-","-","-","-"
"49","Breece Hall","RB","NYJ","BUF","15.8","","0","0","0","0","14.7","60.7","0.40","3.5","30.5","0.14","-","-","-","-","-"
"50","Josh Downs","WR","IND","NYG","15.6","","0","0","0","0","0.0","0.2","-","6.1","67.8","0.45","-","-","-","-","-"
"51","Zay Flowers","WR","BLT","HST","15.6","","0","0","0","0","0.5","2.7","0.02","5.4","73.4","0.41","-","-","-","-","-"
"52","DJ Moore","WR","CHI","SEA","15.6","","0","0","0","0","1.1","6.3","0.04","5.9","65.5","0.37","-","-","-","-","-"
"53","George Kittle","TE","SF","DET","15.4","","0","0","0","0","-","-","-","5.5","73.0","0.44","-","-","-","-","-"
"54","James Conner","RB","ARZ","LA","15.3","","0","0","0","0","14.9","69.3","0.46","3.0","23.0","0.08","-","-","-","-","-"
"55","Malik Nabers","WR","NYG","IND","15.3","","0","0","0","0","0.2","1.3","0.02","6.6","67.0","0.31","-","-","-","-","-"
"56","Russell Wilson","QB","PIT","KC","15.3","32","20","230","1.31","0.61","3.2","12.0","0.09","-","-","-","-","-","-","-","-"
"57","Courtland Sutton","WR","DEN","CIN","15.3","","0","0","0","0","-","-","-","4.8","72.1","0.55","-","-","-","-","-"
"58","Terry McLaurin","WR","WAS","ATL","15.2","","0","0","0","0","0.1","0.3","-","4.9","68.2","0.59","-","-","-","-","-"
"59","Mason Rudolph","QB","TEN","JAX","14.9","34","21","222","1.38","1.03","3.6","11.7","0.10","-","-","-","-","-","-","-","-"
"60","Ladd McConkey","WR","LAC","NE","14.9","","0","0","0","0","-","-","-","5.2","72.9","0.41","-","-","-","-","-"
"61","Aaron Rodgers","QB","NYJ","BUF","14.8","35","22","234","1.34","0.65","1.4","6.9","0.04","-","-","-","-","-","-","-","-"
"62","Joe Flacco","QB","IND","NYG","14.8","35","23","235","1.50","0.96","0.9","4.7","0.02","-","-","-","-","-","-","-","-"
"63","J.K. Dobbins","RB","LAC","NE","14.4","","0","0","0","0","12.8","59.3","0.58","2.7","16.4","0.12","-","-","-","-","-"
"64","Keenan Allen","WR","CHI","SEA","14.3","","0","0","0","0","-","-","-","5.4","62.0","0.46","-","-","-","-","-"
"65","Aidan O'Connell","QB","LV","NO","14.2","37","23","254","1.00","0.55","2.6","3.8","0.08","-","-","-","-","-","-","-","-"
"66","Jauan Jennings","WR","SF","DET","14.2","","0","0","0","0","-","-","-","5.1","67.0","0.40","-","-","-","-","-"
"67","Drake London","WR","ATL","WAS","14.2","","0","0","0","0","0.1","0.5","-","5.3","66.5","0.36","-","-","-","-","-"
"68","Mac Jones","QB","JAX","TEN","14.1","35","22","221","1.24","1.04","2.4","11.6","0.06","-","-","-","-","-","-","-","-"
"69","Jakobi Meyers","WR","LV","NO","14.0","","0","0","0","0","0.1","0.4","-","5.4","68.4","0.29","-","-","-","-","-"
"70","Michael Penix Jr.","QB","ATL","WAS","14.0","31","20","218","1.11","0.60","3.4","9.4","0.11","-","-","-","-","-","-","-","-"
"71","George Pickens","WR","PIT","KC","13.9","","0","0","0","0","0.1","0.6","0.01","4.5","70.1","0.40","-","-","-","-","-"
"72","Kenny Pickett","QB","PHI","DAL","13.9","28","17","183","1.13","0.61","3.6","23.2","0.10","-","-","-","-","-","-","-","-"
"73","DK Metcalf","WR","SEA","CHI","13.8","","0","0","0","0","-","-","-","4.7","66.7","0.41","-","-","-","-","-"
"74","Brian Robinson","RB","WAS","ATL","13.8","","0","0","0","0","14.6","62.3","0.46","2.3","19.5","0.11","-","-","-","-","-"
"75","Calvin Ridley","WR","TEN","JAX","13.8","","0","0","0","0","0.2","1.2","0.01","4.8","64.2","0.40","-","-","-","-","-"
"76","Jayden Reed","WR","GB","MIN","13.8","","0","0","0","0","0.8","4.5","0.03","4.2","63.3","0.44","-","-","-","-","-"
"77","Cooper Kupp","WR","LA","ARZ","13.8","","0","0","0","0","0.1","0.4","-","5.0","56.8","0.50","-","-","-","-","-"
"78","Adam Thielen","WR","CAR","TB","13.7","","0","0","0","0","-","-","-","5.5","62.3","0.34","-","-","-","-","-"
"79","Michael Pittman","WR","IND","NYG","13.7","","0","0","0","0","-","-","-","5.8","59.8","0.32","-","-","-","-","-"
"80","James Cook","RB","BUF","NYJ","13.7","","0","0","0","0","12.1","58.8","0.61","2.0","16.3","0.10","-","-","-","-","-"
"81","Rico Dowdle","RB","DAL","PHI","13.6","","0","0","0","0","17.3","75.8","0.23","2.6","17.9","0.07","-","-","-","-","-"
"82","Alexander Mattison","RB","LV","NO","13.1","","0","0","0","0","14.7","50.8","0.43","2.9","21.8","0.08","-","-","-","-","-"
"83","Spencer Rattler","QB","NO","LV","13.1","31","18","188","1.10","0.62","2.9","15.8","0.09","-","-","-","-","-","-","-","-"
"84","Dorian Thompson-Robinson","QB","CLV","MIA","13.1","33","19","151","0.62","1.54","8.0","48.2","0.27","-","-","-","-","-","-","-","-"
"85","Jerome Ford","RB","CLV","MIA","13.0","","0","0","0","0","13.8","66.5","0.42","2.3","14.1","0.04","-","-","-","-","-"
"86","Khalil Shakir","WR","BUF","NYJ","13.0","","0","0","0","0","0.1","0.3","-","4.9","60.0","0.34","-","-","-","-","-"
"87","D'Andre Swift","RB","CHI","SEA","12.9","","0","0","0","0","15.4","63.3","0.37","2.2","19.2","0.05","-","-","-","-","-"
"88","Garrett Wilson","WR","NYJ","BUF","12.9","","0","0","0","0","0.0","0.1","-","5.1","58.0","0.34","-","-","-","-","-"
"89","Deebo Samuel Sr.","WR","SF","DET","12.9","","0","0","0","0","3.4","14.1","0.11","4.2","52.1","0.25","-","-","-","-","-"
"90","Xavier Worthy","WR","KC","PIT","12.8","","0","0","0","0","1.4","7.7","0.05","4.7","49.3","0.36","-","-","-","-","-"
"91","Tyrone Tracy Jr.","RB","NYG","IND","12.8","","0","0","0","0","11.8","51.4","0.36","2.8","22.2","0.09","-","-","-","-","-"
"92","Drew Lock","QB","NYG","IND","12.7","36","21","194","0.88","0.87","3.2","20.5","0.10","-","-","-","-","-","-","-","-"
"93","Marvin Harrison Jr.","WR","ARZ","LA","12.7","","0","0","0","0","-","-","-","4.4","59.5","0.40","-","-","-","-","-"
"94","Jameson Williams","WR","DET","SF","12.7","","0","0","0","0","0.8","4.3","0.03","3.9","58.4","0.39","-","-","-","-","-"
"95","DeVonta Smith","WR","PHI","DAL","12.2","","0","0","0","0","0.1","0.5","0.00","4.8","52.1","0.36","-","-","-","-","-"
"96","Travis Kelce","TE","KC","PIT","12.0","","0","0","0","0","-","-","-","5.2","48.5","0.33","-","-","-","-","-"
"97","Tyler Huntley","QB","MIA","CLV","12.0","26","15","151","0.51","0.44","5.0","28.9","0.27","-","-","-","-","-","-","-","-"
"98","Rachaad White","RB","TB","CAR","11.9","","0","0","0","0","8.5","38.1","0.27","3.0","23.2","0.20","-","-","-","-","-"
"99","Cooper Rush","QB","DAL","PHI","11.8","35","21","207","0.86","0.57","3.4","5.2","0.07","-","-","-","-","-","-","-","-"
"100","Kendre Miller","RB","NO","LV","11.7","","0","0","0","0","13.3","56.5","0.41","1.9","13.5","0.08","-","-","-","-","-"
"101","Jalen McMillan","WR","TB","CAR","11.6","","0","0","0","0","0.1","0.4","-","3.9","49.8","0.45","-","-","-","-","-"
"102","Jaylen Warren","RB","PIT","KC","11.4","","0","0","0","0","9.5","40.2","0.23","3.2","25.1","0.06","-","-","-","-","-"
"103","Mark Andrews","TE","BLT","HST","11.3","","0","0","0","0","-","-","-","4.1","44.2","0.47","-","-","-","-","-"
"104","Rhamondre Stevenson","RB","NE","LAC","11.3","","0","0","0","0","14.5","61.8","0.29","1.9","11.7","0.07","-","-","-","-","-"
"105","Sam LaPorta","TE","DET","SF","11.3","","0","0","0","0","-","-","-","4.3","45.8","0.40","-","-","-","-","-"
"106","Hunter Henry","TE","NE","LAC","11.2","","0","0","0","0","-","-","-","4.9","49.1","0.23","-","-","-","-","-"
"107","T.J. Hockenson","TE","MIN","GB","11.1","","0","0","0","0","-","-","-","4.5","48.9","0.30","-","-","-","-","-"
"108","Jake Ferguson","TE","DAL","PHI","11.1","","0","0","0","0","-","-","-","5.1","45.0","0.25","-","-","-","-","-"
"109","Romeo Doubs","WR","GB","MIN","11.1","","0","0","0","0","-","-","-","3.7","50.2","0.39","-","-","-","-","-"
"110","Travis Etienne","RB","JAX","TEN","10.8","","0","0","0","0","10.7","43.2","0.24","2.8","17.3","0.10","-","-","-","-","-"
"111","Wan'Dale Robinson","WR","NYG","IND","10.6","","0","0","0","0","0.2","0.9","0.01","5.0","42.7","0.21","-","-","-","-","-"
"112","Darnell Mooney","WR","ATL","WAS","10.4","","0","0","0","0","-","-","-","3.8","50.3","0.26","-","-","-","-","-"
"113","Chig Okonkwo","TE","TEN","JAX","10.3","","0","0","0","0","-","-","-","4.6","42.3","0.26","-","-","-","-","-"
"114","Dontayvion Wicks","WR","GB","MIN","10.3","","0","0","0","0","-","-","-","3.6","44.9","0.38","-","-","-","-","-"
"115","Jalen Coker","WR","CAR","TB","10.1","","0","0","0","0","-","-","-","3.5","51.3","0.24","-","-","-","-","-"
"116","Jerry Jeudy","WR","CLV","MIA","10.1","","0","0","0","0","-","-","-","4.4","45.7","0.19","-","-","-","-","-"
"117","Javonte Williams","RB","DEN","CIN","10.0","","0","0","0","0","5.0","19.8","0.15","3.8","26.5","0.12","-","-","-","-","-"
"118","Zach Ertz","TE","WAS","ATL","10.0","","0","0","0","0","-","-","-","4.0","40.3","0.33","-","-","-","-","-"
"119","Quentin Johnston","WR","LAC","NE","10.0","","0","0","0","0","0.1","0.5","-","3.4","39.7","0.42","-","-","-","-","-"
"120","Rome Odunze","WR","CHI","SEA","9.9","","0","0","0","0","0.1","0.4","-","3.5","45.6","0.30","-","-","-","-","-"
"121","Raheem Blackshear","RB","CAR","TB","9.7","","0","0","0","0","10.6","43.6","0.30","2.0","12.9","0.05","-","-","-","-","-"
"122","Tucker Kraft","TE","GB","MIN","9.7","","0","0","0","0","0.1","0.2","0.00","3.3","45.2","0.31","-","-","-","-","-"
"123","Ameer Abdullah","RB","LV","NO","9.6","","0","0","0","0","6.9","28.4","0.20","3.0","21.7","0.08","-","-","-","-","-"
"124","DeAndre Hopkins","WR","KC","PIT","9.5","","0","0","0","0","-","-","-","3.6","43.2","0.27","-","-","-","-","-"
"125","Rashod Bateman","WR","BLT","HST","9.5","","0","0","0","0","-","-","-","2.8","43.8","0.40","-","-","-","-","-"
"126","Dalton Schultz","TE","HST","BLT","9.5","","0","0","0","0","-","-","-","4.0","39.6","0.25","-","-","-","-","-"
"127","Pat Freiermuth","TE","PIT","KC","9.4","","0","0","0","0","-","-","-","3.5","39.3","0.32","-","-","-","-","-"
"128","Olamide Zaccheaus","WR","WAS","ATL","9.3","","0","0","0","0","-","-","-","3.8","41.2","0.24","-","-","-","-","-"
"129","Tyreek Hill","WR","MIA","CLV","9.1","","0","0","0","0","0.5","3.1","0.02","3.5","42.5","0.15","-","-","-","-","-"
"130","Isiah Pacheco","RB","KC","PIT","9.0","","0","0","0","0","10.3","41.6","0.29","1.8","12.1","0.04","-","-","-","-","-"
"131","Noah Fant","TE","SEA","CHI","8.9","","0","0","0","0","-","-","-","3.9","38.7","0.18","-","-","-","-","-"
"132","Kayshon Boutte","WR","NE","LAC","8.8","","0","0","0","0","-","-","-","3.1","42.7","0.24","-","-","-","-","-"
"133","Najee Harris","RB","PIT","KC","8.8","","0","0","0","0","11.0","44.6","0.30","1.4","10.2","0.02","-","-","-","-","-"
"134","Ray-Ray McCloud","WR","ATL","WAS","8.8","","0","0","0","0","0.6","3.4","0.02","3.5","38.4","0.16","-","-","-","-","-"
"135","Josh Palmer","WR","LAC","NE","8.7","","0","0","0","0","-","-","-","3.2","40.0","0.25","-","-","-","-","-"
"136","Dalton Kincaid","TE","BUF","NYJ","8.7","","0","0","0","0","-","-","-","3.6","36.3","0.24","-","-","-","-","-"
"137","Michael Wilson","WR","ARZ","LA","8.6","","0","0","0","0","-","-","-","3.2","39.8","0.25","-","-","-","-","-"
"138","Demario Douglas","WR","NE","LAC","8.6","","0","0","0","0","0.4","2.4","0.01","3.6","35.2","0.19","-","-","-","-","-"
"139","Brandin Cooks","WR","DAL","PHI","8.6","","0","0","0","0","0.1","0.5","-","3.6","37.6","0.19","-","-","-","-","-"
"140","Tank Bigsby","RB","JAX","TEN","8.6","","0","0","0","0","11.5","52.9","0.44","0.4","2.5","0.01","-","-","-","-","-"
"141","Parker Washington","WR","JAX","TEN","8.4","","0","0","0","0","-","-","-","3.4","39.3","0.18","-","-","-","-","-"
"142","Payne Durham","TE","TB","CAR","8.3","","0","0","0","0","-","-","-","3.5","33.4","0.25","-","-","-","-","-"
"143","Isaiah Likely","TE","BLT","HST","8.3","","0","0","0","0","-","-","-","3.0","34.5","0.30","-","-","-","-","-"
"144","Brenton Strange","TE","JAX","TEN","8.1","","0","0","0","0","-","-","-","3.6","32.4","0.20","-","-","-","-","-"
"145","Marvin Mims Jr.","WR","DEN","CIN","8.0","","0","0","0","0","1.2","5.5","0.04","2.5","35.9","0.20","-","-","-","-","-"
"146","Kareem Hunt","RB","KC","PIT","8.0","","0","0","0","0","9.4","35.4","0.27","1.6","11.5","0.03","-","-","-","-","-"
"147","Xavier Legette","WR","CAR","TB","7.8","","0","0","0","0","-","-","-","3.0","33.5","0.23","-","-","-","-","-"
"148","Will Dissly","TE","LAC","NE","7.7","","0","0","0","0","-","-","-","3.3","33.0","0.19","-","-","-","-","-"
"149","Jonnu Smith","TE","MIA","CLV","7.7","","0","0","0","0","0.2","1.0","0.01","3.5","32.8","0.13","-","-","-","-","-"
"150","Antonio Gibson","RB","NE","LAC","7.5","","0","0","0","0","7.4","34.0","0.15","1.5","14.3","0.06","-","-","-","-","-"
"151","Juwan Johnson","TE","NO","LV","7.5","","0","0","0","0","-","-","-","3.1","30.7","0.22","-","-","-","-","-"
"152","Marquez Valdes-Scantling","WR","NO","LV","7.5","","0","0","0","0","0.2","0.9","0.01","2.4","38.5","0.18","-","-","-","-","-"
"153","Devaughn Vele","WR","DEN","CIN","7.4","","0","0","0","0","-","-","-","2.9","33.4","0.20","-","-","-","-","-"
"154","Elijah Moore","WR","CLV","MIA","7.3","","0","0","0","0","0.1","0.6","0.00","3.6","30.6","0.10","-","-","-","-","-"
"155","Marquise Brown","WR","KC","PIT","7.2","","0","0","0","0","0.1","0.4","-","2.7","33.3","0.20","-","-","-","-","-"
"156","Keon Coleman","WR","BUF","NYJ","7.1","","0","0","0","0","-","-","-","2.0","36.9","0.23","-","-","-","-","-"
"157","Tre Tucker","WR","LV","NO","7.0","","0","0","0","0","0.6","3.4","0.03","2.4","33.6","0.12","-","-","-","-","-"
"158","Kenny McIntosh","RB","SEA","CHI","6.9","","0","0","0","0","7.4","32.9","0.26","1.1","8.4","0.03","-","-","-","-","-"
"159","Nick Westbrook-Ikhine","WR","TEN","JAX","6.9","","0","0","0","0","-","-","-","2.2","31.3","0.25","-","-","-","-","-"
"160","Austin Hooper","TE","NE","LAC","6.8","","0","0","0","0","-","-","-","2.9","29.1","0.18","-","-","-","-","-"
"161","Jalen Tolbert","WR","DAL","PHI","6.8","","0","0","0","0","-","-","-","2.9","31.5","0.13","-","-","-","-","-"
"162","Andrei Iosivas","WR","CIN","DEN","6.8","","0","0","0","0","-","-","-","2.5","29.7","0.22","-","-","-","-","-"
"163","Jordan Akins","TE","CLV","MIA","6.6","","0","0","0","0","-","-","-","3.3","24.8","0.15","-","-","-","-","-"
"164","Noah Gray","TE","KC","PIT","6.6","","0","0","0","0","-","-","-","2.5","27.7","0.21","-","-","-","-","-"
"165","Kendrick Bourne","WR","NE","LAC","6.5","","0","0","0","0","0.1","0.7","0.00","2.5","28.2","0.19","-","-","-","-","-"
"166","Kyle Pitts","TE","ATL","WAS","6.5","","0","0","0","0","-","-","-","2.5","29.2","0.18","-","-","-","-","-"
"167","Mike Gesicki","TE","CIN","DEN","6.3","","0","0","0","0","-","-","-","2.7","27.7","0.15","-","-","-","-","-"
"168","Allen Lazard","WR","NYJ","BUF","6.3","","0","0","0","0","-","-","-","2.3","29.4","0.17","-","-","-","-","-"
"169","KaVontae Turpin","WR","DAL","PHI","6.3","","0","0","0","0","1.9","9.6","0.06","2.1","24.3","0.08","-","-","-","-","-"
"170","Alec Pierce","WR","IND","NYG","6.2","","0","0","0","0","-","-","-","2.1","28.8","0.21","-","-","-","-","-"
"171","Amari Cooper","WR","BUF","NYJ","6.2","","0","0","0","0","-","-","-","1.9","30.4","0.21","-","-","-","-","-"
"172","Calvin Austin III","WR","PIT","KC","6.2","","0","0","0","0","-","-","-","2.1","30.2","0.19","-","-","-","-","-"
"173","John Metchie III","WR","HST","BLT","6.2","","0","0","0","0","-","-","-","2.6","27.7","0.13","-","-","-","-","-"
"174","Tyler Lockett","WR","SEA","CHI","6.2","","0","0","0","0","-","-","-","2.4","29.5","0.14","-","-","-","-","-"
"175","Tim Patrick","WR","DET","SF","6.1","","0","0","0","0","-","-","-","2.3","26.3","0.21","-","-","-","-","-"
"176","Jaleel McLaughlin","RB","DEN","CIN","6.1","","0","0","0","0","7.0","30.9","0.17","1.1","6.0","0.05","-","-","-","-","-"
"177","Tyler Conklin","TE","NYJ","BUF","6.0","","0","0","0","0","-","-","-","2.7","25.3","0.13","-","-","-","-","-"
"178","Foster Moreau","TE","NO","LV","6.0","","0","0","0","0","-","-","-","2.4","24.8","0.18","-","-","-","-","-"
"179","Tyler Allgeier","RB","ATL","WAS","5.9","","0","0","0","0","7.9","35.4","0.21","0.6","4.5","0.01","-","-","-","-","-"
"180","Robert Woods","WR","HST","BLT","5.8","","0","0","0","0","-","-","-","2.6","25.6","0.12","-","-","-","-","-"
"181","Cole Kmet","TE","CHI","SEA","5.8","","0","0","0","0","-","-","-","2.3","25.7","0.15","-","-","-","-","-"
"182","Ty Johnson","RB","BUF","NYJ","5.7","","0","0","0","0","3.9","17.8","0.10","1.4","14.4","0.09","-","-","-","-","-"
"183","Devin Singletary","RB","NYG","IND","5.7","","0","0","0","0","6.7","27.1","0.22","1.0","6.6","0.02","-","-","-","-","-"
"184","Mike Boone","RB","CAR","TB","5.7","","0","0","0","0","7.6","31.2","0.14","1.1","6.2","0.02","-","-","-","-","-"
"185","Raheem Mostert","RB","MIA","CLV","5.7","","0","0","0","0","7.8","29.7","0.16","0.9","7.0","0.02","-","-","-","-","-"
"186","Tyler Boyd","WR","TEN","JAX","5.4","","0","0","0","0","0.0","0.1","-","2.3","24.7","0.11","-","-","-","-","-"
"187","Kevin Austin Jr.","WR","NO","LV","5.4","","0","0","0","0","0.1","0.7","0.00","2.2","23.1","0.15","-","-","-","-","-"
"188","Darius Slayton","WR","NYG","IND","5.4","","0","0","0","0","0.5","2.5","0.02","2.1","23.5","0.10","-","-","-","-","-"
"189","Jamison Crowder","WR","WAS","ATL","5.4","","0","0","0","0","-","-","-","2.4","21.5","0.14","-","-","-","-","-"
"190","Mack Hollins","WR","BUF","NYJ","5.4","","0","0","0","0","-","-","-","1.9","21.7","0.22","-","-","-","-","-"
"191","Tutu Atwell","WR","LA","ARZ","5.4","","0","0","0","0","0.1","0.7","0.01","2.0","26.3","0.11","-","-","-","-","-"
"192","Jordan Mims","RB","NO","LV","5.3","","0","0","0","0","3.0","12.0","0.08","1.9","13.5","0.08","-","-","-","-","-"
"193","Tommy Tremble","TE","CAR","TB","5.3","","0","0","0","0","-","-","-","2.3","22.6","0.12","-","-","-","-","-"
"194","Kenneth Gainwell","RB","PHI","DAL","5.3","","0","0","0","0","6.1","26.9","0.15","0.9","6.7","0.02","-","-","-","-","-"
"195","Michael Carter","RB","ARZ","LA","5.1","","0","0","0","0","4.4","19.0","0.10","1.5","10.2","0.03","-","-","-","-","-"
"196","Troy Franklin","WR","DEN","CIN","5.1","","0","0","0","0","0.1","0.3","-","1.9","21.2","0.17","-","-","-","-","-"
"197","Ryan Miller","WR","TB","CAR","5.0","","0","0","0","0","-","-","-","1.9","23.1","0.14","-","-","-","-","-"
"198","Dante Pettis","WR","NO","LV","5.0","","0","0","0","0","-","-","-","2.1","22.5","0.12","-","-","-","-","-"
"199","Demarcus Robinson","WR","LA","ARZ","5.0","","0","0","0","0","-","-","-","1.4","21.1","0.25","-","-","-","-","-"
"200","Ricky Pearsall","WR","SF","DET","4.9","","0","0","0","0","0.0","0.2","-","1.8","24.0","0.12","-","-","-","-","-"
"201","Mike Woods","WR","CLV","MIA","4.8","","0","0","0","0","-","-","-","2.5","19.5","0.06","-","-","-","-","-"
"202","Ja'Tavion Sanders","TE","CAR","TB","4.8","","0","0","0","0","-","-","-","2.1","20.3","0.11","-","-","-","-","-"
"203","Ray Davis","RB","BUF","NYJ","4.7","","0","0","0","0","5.8","23.4","0.18","0.7","5.5","0.02","-","-","-","-","-"
"204","Audric Estimé","RB","DEN","CIN","4.7","","0","0","0","0","6.8","29.9","0.19","0.4","2.2","0.01","-","-","-","-","-"
