"gameTime","offTeam","offPressureRate","offSackRate","offYardsBco","offRunsInsideFive","offTdPctInsideFive","passBlockAdv","runBlockAdv","defTeam","defPressureRate","defSackRate","defYardsBco","defRunsInsideFive","defTdPctInsideFive"
"2023-11-26T21:05:00Z","ARZ","30","14","1.27","10","50","-20","-40","LA","33","15","1.4","12","50"
"2023-11-26T18:00:00Z","ATL","22","20","1.3","12","42","19","47","NO","31","9","1.22","12","33"
"2023-11-27T01:20:00Z","BLT","26","15","1.75","22","59","16","25","LAC","33","20","1.91","20","35"
"2023-11-26T21:25:00Z","BUF","26","6","1.55","20","30","-31","-2","PHI","36","16","1.58","4","25"
"2023-11-26T18:00:00Z","CAR","31","14","1.06","6","17","-20","-11","TEN","31","17","1.13","7","43"
"2023-11-28T01:15:00Z","CHI","29","12","1.38","13","54","28","1","MIN","25","21","1.09","17","41"
"2023-11-26T18:00:00Z","CIN","26","15","1.22","8","38","-18","-13","PIT","33","15","1.28","8","50"
"2023-11-26T21:05:00Z","CLV","25","12","1.21","11","73","14","-8","DEN","33","13","1.48","13","31"
"2023-11-23T21:30:00Z","DAL","26","16","1.38","20","20","20","29","WAS","26","18","1.4","10","30"
"2023-11-26T21:05:00Z","DEN","23","9","1.42","5","20","-48","19","CLV","37","19","1.06","6","67"
"2023-11-23T17:30:00Z","DET","25","7","1.52","22","50","7","31","GB","36","15","1.2","11","55"
"2023-11-23T17:30:00Z","GB","23","14","1.39","12","33","15","4","DET","32","10","1.4","16","38"
"2023-11-26T18:00:00Z","HST","25","10","1.16","16","19","5","-14","JAX","34","12","1.33","14","29"
"2023-11-26T18:00:00Z","IND","23","8","1.41","17","41","8","44","TB","31","16","1.12","8","25"
"2023-11-26T18:00:00Z","JAX","25","19","1.21","8","62","-3","-18","HST","33","13","1.1","14","57"
"2023-11-26T21:25:00Z","KC","25","8","1.33","10","30","1","-2","LV","31","13","1.41","19","42"
"2023-11-26T21:05:00Z","LA","27","11","1.3","16","56","2","21","ARZ","38","21","1.39","20","45"
"2023-11-27T01:20:00Z","LAC","30","12","1.07","21","33","-1","-24","BLT","34","15","1.42","5","40"
"2023-11-26T21:25:00Z","LV","27","20","1.49","13","46","-2","38","KC","32","20","1.46","4","50"
"2023-11-24T20:00:00Z","MIA","22","13","1.43","15","53","-17","-20","NYJ","42","13","1.26","17","18"
"2023-11-28T01:15:00Z","MIN","24","11","1.21","13","8","51","6","CHI","29","8","1.19","13","46"
"2023-11-26T18:00:00Z","NE","24","14","1.28","7","57","-11","13","NYG","32","14","1.54","21","48"
"2023-11-26T18:00:00Z","NO","23","17","1.23","15","33","15","-9","ATL","30","14","1.1","8","25"
"2023-11-26T18:00:00Z","NYG","30","18","1.42","4","25","-18","-22","NE","28","10","1.16","14","43"
"2023-11-24T20:00:00Z","NYJ","29","18","1.33","2","50","-35","-25","MIA","32","16","1.21","12","58"
"2023-11-26T21:25:00Z","PHI","23","11","1.77","23","52","37","38","BUF","33","19","1","7","43"
"2023-11-26T18:00:00Z","PIT","25","9","1.3","5","60","-16","-7","CIN","34","13","1.58","13","38"
"2023-11-24T01:20:00Z","SEA","31","12","1.26","19","32","-84","-10","SF","38","13","1.19","5","60"
"2023-11-24T01:20:00Z","SF","26","8","1.53","13","62","-5","19","SEA","30","14","1.25","15","53"
"2023-11-26T18:00:00Z","TB","25","11","1.06","9","44","9","-14","IND","27","20","1.33","16","44"
"2023-11-26T18:00:00Z","TEN","27","18","1.27","6","33","-4","11","CAR","26","13","1.29","30","40"
"2023-11-23T21:30:00Z","WAS","28","15","1.38","9","33","-47","4","DAL","42","16","1.41","11","36"
