"gameTime","offTeam","offPressureRate","offSackRate","offYardsBco","offRunsInsideFive","offTdPctInsideFive","passBlockAdv","runBlockAdv","defTeam","defPressureRate","defSackRate","defYardsBco","defRunsInsideFive","defTdPctInsideFive"
"2023-12-31T18:00:00Z","ARZ","27","17","1.31","17","47","-31","-17","PHI","33","15","1.48","8","38"
"2023-12-31T18:00:00Z","ATL","23","17","1.14","14","43","27","43","CHI","28","12","1.02","14","43"
"2023-12-31T18:00:00Z","BLT","27","13","1.72","31","48","-22","-10","MIA","37","18","1.14","19","53"
"2023-12-31T18:00:00Z","BUF","26","6","1.51","27","37","15","-2","NE","29","12","1.02","20","40"
"2023-12-31T18:00:00Z","CAR","32","14","1.12","18","28","-7","-5","JAX","35","12","1.45","26","35"
"2023-12-31T18:00:00Z","CHI","30","9","1.56","16","44","10","-17","ATL","30","16","1.12","16","25"
"2023-12-31T21:25:00Z","CIN","27","15","1.31","22","36","-18","7","KC","33","18","1.37","5","40"
"2023-12-29T01:15:00Z","CLV","27","13","0.99","17","65","-32","-32","NYJ","41","15","1.2","25","32"
"2023-12-31T01:15:00Z","DAL","27","13","1.42","26","23","-15","12","DET","33","10","1.38","24","46"
"2023-12-31T21:25:00Z","DEN","25","10","1.25","15","47","17","27","LAC","33","17","1.87","26","42"
"2023-12-31T01:15:00Z","DET","25","10","1.79","29","48","-37","51","DAL","42","15","1.29","19","42"
"2024-01-01T01:20:00Z","GB","25","12","1.43","19","32","39","-2","MIN","24","19","1.06","25","40"
"2023-12-31T18:00:00Z","HST","30","12","1.27","23","22","-20","-1","TEN","30","18","1.06","18","33"
"2023-12-31T18:00:00Z","IND","26","10","1.34","27","37","-9","-8","LV","32","14","1.38","22","45"
"2023-12-31T18:00:00Z","JAX","23","13","1.03","17","53","-6","-28","CAR","32","10","1.2","38","42"
"2023-12-31T21:25:00Z","KC","27","9","1.26","17","35","8","12","CIN","33","15","1.56","21","48"
"2023-12-31T18:00:00Z","LA","28","10","1.43","25","44","4","25","NYG","28","16","1.47","24","50"
"2023-12-31T21:25:00Z","LAC","28","14","1.1","24","38","8","-34","DEN","32","14","1.48","18","33"
"2023-12-31T18:00:00Z","LV","22","17","1.31","14","50","-6","3","IND","27","22","1.31","31","35"
"2023-12-31T18:00:00Z","MIA","25","17","1.34","28","54","-27","-24","BLT","38","14","1.39","8","25"
"2024-01-01T01:20:00Z","MIN","28","12","1.09","15","20","10","-4","GB","34","15","1.27","17","59"
"2023-12-31T18:00:00Z","NE","27","15","1.11","8","50","-4","7","BUF","35","17","1.14","11","55"
"2023-12-31T18:00:00Z","NO","27","15","1.27","20","40","-26","19","TB","31","14","1.1","18","39"
"2023-12-31T18:00:00Z","NYG","30","17","1.36","6","50","-41","-48","LA","33","13","1.29","17","41"
"2023-12-29T01:15:00Z","NYJ","29","19","1.13","3","67","-68","-22","CLV","36","14","1.02","16","50"
"2023-12-31T18:00:00Z","PHI","26","8","1.66","34","53","24","53","ARZ","36","16","1.61","25","40"
"2023-12-31T21:05:00Z","PIT","28","9","1.25","15","47","-37","10","SEA","31","14","1.32","27","56"
"2023-12-31T21:05:00Z","SEA","30","14","1.2","22","32","-42","-10","PIT","32","16","1.27","11","45"
"2023-12-31T18:00:00Z","SF","28","10","1.61","22","64","13","43","WAS","28","16","1.24","17","47"
"2023-12-31T18:00:00Z","TB","27","12","0.99","15","47","30","-23","NO","32","11","1.32","17","29"
"2023-12-31T18:00:00Z","TEN","33","19","1.1","17","47","-32","15","HST","32","14","0.95","23","57"
"2023-12-31T18:00:00Z","WAS","27","14","1.07","17","41","-47","10","SF","38","16","1.21","14","43"
