"gameTime","offTeam","offPressureRate","offSackRate","offYardsBco","offRunsInsideFive","offTdPctInsideFive","passBlockAdv","runBlockAdv","defTeam","defPressureRate","defSackRate","defYardsBco","defRunsInsideFive","defTdPctInsideFive"
"2023-12-03T18:00:00Z","ARZ","30","16","1.28","12","50","-23","-30","PIT","33","16","1.23","8","50"
"2023-12-03T18:00:00Z","ATL","22","19","1.29","12","42","-9","48","NYJ","41","14","1.27","17","18"
"2023-12-03T21:05:00Z","CAR","34","15","0.9","8","25","-45","12","TB","32","16","1.11","11","36"
"2023-12-05T01:15:00Z","CIN","27","15","1.22","8","38","-9","-2","JAX","35","12","1.3","16","25"
"2023-12-03T21:25:00Z","CLV","22","13","1.21","13","62","-3","-15","LA","34","15","1.41","14","50"
"2023-12-01T01:15:00Z","DAL","25","15","1.37","20","20","-3","26","SEA","31","13","1.25","18","56"
"2023-12-03T18:00:00Z","DEN","23","8","1.4","8","38","12","24","HST","32","12","1.09","18","50"
"2023-12-03T18:00:00Z","DET","27","7","1.53","22","50","18","24","NO","31","9","1.26","12","33"
"2023-12-04T01:20:00Z","GB","23","12","1.42","12","33","15","3","KC","31","20","1.45","4","50"
"2023-12-03T18:00:00Z","HST","26","11","1.12","18","17","16","-10","DEN","35","13","1.46","15","27"
"2023-12-03T18:00:00Z","IND","23","7","1.44","20","45","18","28","TEN","32","17","1.08","9","44"
"2023-12-05T01:15:00Z","JAX","24","18","1.19","12","50","-14","-18","CIN","35","13","1.61","14","43"
"2023-12-04T01:20:00Z","KC","25","7","1.37","13","38","1","1","GB","37","14","1.22","11","55"
"2023-12-03T21:25:00Z","LA","27","11","1.36","16","56","-55","18","CLV","38","18","1.12","9","67"
"2023-12-03T18:00:00Z","LAC","30","13","1.06","22","32","2","-15","NE","31","12","1.17","14","43"
"2023-12-03T18:00:00Z","MIA","21","16","1.43","15","53","24","-1","WAS","27","17","1.38","10","30"
"2023-12-03T18:00:00Z","NE","23","16","1.3","7","57","5","30","LAC","34","19","1.91","21","33"
"2023-12-03T18:00:00Z","NO","23","17","1.34","15","33","-13","-1","DET","33","9","1.42","16","38"
"2023-12-03T18:00:00Z","NYJ","29","19","1.24","2","50","16","-37","ATL","29","15","1.18","8","25"
"2023-12-03T21:25:00Z","PHI","23","10","1.76","25","52","-58","37","SF","39","16","1.21","5","60"
"2023-12-03T18:00:00Z","PIT","25","9","1.3","6","67","-14","9","ARZ","39","20","1.45","20","45"
"2023-12-01T01:15:00Z","SEA","32","15","1.25","19","32","-53","3","DAL","41","16","1.28","12","42"
"2023-12-03T21:25:00Z","SF","27","7","1.53","16","62","-51","4","PHI","35","16","1.53","4","25"
"2023-12-03T21:05:00Z","TB","25","13","1","11","36","21","-8","CAR","31","12","1.16","32","41"
"2023-12-03T18:00:00Z","TEN","29","18","1.12","8","38","-16","16","IND","26","23","1.25","18","39"
"2023-12-03T18:00:00Z","WAS","30","15","1.34","10","40","-19","-15","MIA","33","19","1.21","12","58"
