"gameTime","offTeam","offPressureRate","offSackRate","offYardsBco","offRunsInsideFive","offTdPctInsideFive","passBlockAdv","runBlockAdv","defTeam","defPressureRate","defSackRate","defYardsBco","defRunsInsideFive","defTdPctInsideFive"
"2023-09-24T20:25:00Z","ARZ","25","6","1.38","2","50","-31","-27","DAL","37","19","1.34","0","0"
"2023-09-24T17:00:00Z","ATL","22","18","1.48","4","50","14","45","DET","29","0","1.58","5","40"
"2023-09-24T17:00:00Z","BLT","25","12","1.83","5","80","14","-7","IND","30","23","1.14","4","25"
"2023-09-24T17:00:00Z","BUF","27","9","1.64","6","33","-26","-28","WAS","34","26","1.33","2","50"
"2023-09-24T20:05:00Z","CAR","28","10","1.29","0","0","14","-35","SEA","28","5","1.26","4","75"
"2023-09-24T20:25:00Z","CHI","30","11","1.37","2","50","-17","-3","KC","29","28","1.43","1","0"
"2023-09-26T00:15:00Z","CIN","23","11","1.29","1","0","8","-41","LA","36","14","1.36","1","100"
"2023-09-24T17:00:00Z","CLV","24","12","1.27","2","50","4","-23","TEN","33","24","0.98","0","0"
"2023-09-24T20:25:00Z","DAL","25","0","1.35","10","20","8","8","ARZ","32","36","1.3","1","100"
"2023-09-24T17:00:00Z","DEN","22","12","1.59","3","33","-3","-34","MIA","30","18","1.19","7","57"
"2023-09-24T17:00:00Z","DET","21","7","1.21","1","100","19","-2","ATL","29","7","1.31","0","0"
"2023-09-24T17:00:00Z","GB","21","0","1.34","3","33","26","-43","NO","32","15","1.41","0","0"
"2023-09-24T17:00:00Z","HST","25","12","0.99","2","0","14","-30","JAX","30","20","1.16","4","25"
"2023-09-24T17:00:00Z","IND","24","0","1.39","2","50","29","-5","BLT","27","9","1.2","1","0"
"2023-09-24T17:00:00Z","JAX","26","30","1.49","3","33","11","-29","HST","29","10","1.49","3","100"
"2023-09-24T20:25:00Z","KC","21","0","1.54","2","0","56","-19","CHI","29","4","1.23","4","50"
"2023-09-26T00:15:00Z","LA","26","3","1.26","4","75","-2","-21","CIN","32","9","1.62","2","50"
"2023-09-24T17:00:00Z","LAC","24","28","1.35","6","50","22","-35","MIN","32","29","1.34","5","60"
"2023-09-25T00:20:00Z","LV","26","0","1.53","4","0","8","-15","PIT","29","19","1.15","2","50"
"2023-09-24T17:00:00Z","MIA","24","7","1.29","4","25","7","-19","DEN","30","18","1.2","6","17"
"2023-09-24T17:00:00Z","MIN","28","12","1.05","1","0","15","42","LAC","35","23","1.9","5","40"
"2023-09-24T17:00:00Z","NE","24","17","1.28","1","100","-6","-47","NYJ","38","15","1.25","6","0"
"2023-09-24T17:00:00Z","NO","27","28","1.32","3","67","-3","-8","GB","37","13","1.4","3","33"
"2023-09-22T00:15:00Z","NYG","30","21","1.35","1","100","-62","-39","SF","34","10","1.22","1","100"
"2023-09-24T17:00:00Z","NYJ","28","12","1.1","0","0","-14","-30","NE","37","11","1.46","2","0"
"2023-09-25T23:15:00Z","PHI","21","6","1.92","5","60","36","15","TB","28","24","1.17","1","0"
"2023-09-25T00:20:00Z","PIT","25","6","1.33","0","0","12","-15","LV","25","12","1.46","7","29"
"2023-09-24T20:05:00Z","SEA","34","11","1.27","5","40","-12","-14","CAR","31","40","1.45","6","67"
"2023-09-22T00:15:00Z","SF","24","16","1.79","1","100","-22","-24","NYG","32","0","1.8","6","50"
"2023-09-25T23:15:00Z","TB","20","7","1.08","1","100","-12","-45","PHI","35","12","1.39","0","0"
"2023-09-24T17:00:00Z","TEN","27","27","1.29","3","33","-72","-3","CLV","37","13","1.3","0","0"
"2023-09-24T17:00:00Z","WAS","29","24","1.39","2","50","6","-27","BUF","34","14","0.91","0","0"
