"gameTime","offTeam","offPressureRate","offSackRate","offYardsBco","offRunsInsideFive","offTdPctInsideFive","passBlockAdv","runBlockAdv","defTeam","defPressureRate","defSackRate","defYardsBco","defRunsInsideFive","defTdPctInsideFive"
"2023-10-29T20:25:00Z","ARZ","28","14","1.48","4","50","8","-39","BLT","30","14","1.36","2","0"
"2023-10-29T17:00:00Z","ATL","21","18","1.29","8","38","11","40","TEN","33","16","1.17","5","40"
"2023-10-29T20:25:00Z","BLT","27","14","1.73","11","55","26","44","ARZ","31","25","1.48","16","31"
"2023-10-27T00:15:00Z","BUF","26","6","1.59","16","31","7","-11","TB","34","16","1.17","5","40"
"2023-10-29T17:00:00Z","CAR","26","9","1.19","3","33","8","-15","HST","31","8","1.26","5","80"
"2023-10-30T00:20:00Z","CHI","28","12","1.58","6","67","-3","-3","LAC","35","23","2","12","33"
"2023-10-29T20:25:00Z","CIN","23","19","1.28","5","0","-45","-38","SF","35","10","1.07","3","33"
"2023-10-29T20:05:00Z","CLV","25","13","1.16","6","67","24","-19","SEA","28","16","1.15","5","80"
"2023-10-29T17:00:00Z","DAL","25","11","1.41","16","19","-10","-3","LA","32","12","1.31","10","50"
"2023-10-29T20:25:00Z","DEN","22","10","1.51","5","20","-7","1","KC","33","21","1.47","2","0"
"2023-10-31T00:15:00Z","DET","21","10","1.42","13","54","16","15","LV","28","13","1.36","17","47"
"2023-10-29T17:00:00Z","GB","22","9","1.3","9","33","41","-45","MIN","28","18","1.17","12","50"
"2023-10-29T17:00:00Z","HST","23","9","1.11","9","11","15","-10","CAR","31","20","1.39","21","43"
"2023-10-29T17:00:00Z","IND","27","9","1.42","11","45","11","0","NO","32","11","1.17","9","22"
"2023-10-29T17:00:00Z","JAX","22","19","1.21","7","57","-2","-49","PIT","31","16","1.29","5","40"
"2023-10-29T20:25:00Z","KC","23","5","1.33","10","30","39","-33","DEN","28","16","1.42","10","30"
"2023-10-29T17:00:00Z","LA","26","13","1.41","10","70","-35","-4","DAL","42","13","1.32","5","40"
"2023-10-30T00:20:00Z","LAC","28","14","1.19","12","33","33","-29","CHI","27","9","1.1","9","44"
"2023-10-31T00:15:00Z","LV","24","25","1.35","10","30","24","-3","DET","31","9","1.76","7","43"
"2023-10-29T17:00:00Z","MIA","28","14","1.39","14","50","5","-35","NE","25","11","1.2","11","36"
"2023-10-29T17:00:00Z","MIN","26","12","1.21","8","0","23","27","GB","37","17","1.4","9","56"
"2023-10-29T17:00:00Z","NE","23","14","1.27","5","80","-3","-42","MIA","31","17","1.26","11","64"
"2023-10-29T17:00:00Z","NO","24","18","1.25","9","44","-7","-30","IND","27","19","1.31","11","55"
"2023-10-29T17:00:00Z","NYG","31","17","1.31","2","50","-35","-46","NYJ","34","9","1.21","13","8"
"2023-10-29T17:00:00Z","NYJ","27","17","1.51","2","50","-22","-28","NYG","31","14","1.65","14","50"
"2023-10-29T17:00:00Z","PHI","24","7","1.88","15","60","2","13","WAS","34","19","1.53","7","43"
"2023-10-29T17:00:00Z","PIT","26","5","1.38","3","67","-11","-18","JAX","33","14","1.27","12","33"
"2023-10-29T20:05:00Z","SEA","28","12","1.31","16","31","-75","-25","CLV","37","19","1.13","3","67"
"2023-10-29T20:25:00Z","SF","26","9","1.4","11","64","-9","-31","CIN","33","18","1.49","8","25"
"2023-10-27T00:15:00Z","TB","22","8","1.02","4","25","42","-44","BUF","28","21","1.07","6","33"
"2023-10-29T17:00:00Z","TEN","28","22","1.43","4","25","13","-29","ATL","29","17","1.12","3","33"
"2023-10-29T17:00:00Z","WAS","27","17","1.28","8","38","-4","-42","PHI","31","19","1.4","4","25"
