"gameTime","offTeam","offPressureRate","offSackRate","offYardsBco","offRunsInsideFive","offTdPctInsideFive","passBlockAdv","runBlockAdv","defTeam","defPressureRate","defSackRate","defYardsBco","defRunsInsideFive","defTdPctInsideFive"
"2024-12-01T18:00:00Z","ARZ","24","13","1.27","11","64","-7","-6","MIN","37","19","1.04","7","29"
"2024-12-01T18:00:00Z","ATL","24","13","1.23","11","45","6","7","LAC","31","18","1.14","7","29"
"2024-12-01T21:25:00Z","BLT","25","5","1.97","17","47","-1","16","PHI","30","18","1.28","17","35"
"2024-12-02T01:20:00Z","BUF","26","4","1.38","15","53","22","20","SF","33","17","1.38","21","48"
"2024-12-01T21:05:00Z","CAR","26","11","1.16","15","40","12","31","TB","31","16","1.56","20","40"
"2024-11-28T17:30:00Z","CHI","25","21","1.5","21","43","8","15","DET","31","12","1.45","7","57"
"2024-12-01T18:00:00Z","CIN","25","13","1.32","18","33","-55","-29","PIT","32","18","1.34","17","47"
"2024-12-03T01:15:00Z","CLV","29","14","1.15","13","38","-22","2","DEN","32","19","1.16","8","25"
"2024-11-28T21:30:00Z","DAL","26","21","1.15","7","43","-12","1","NYG","33","20","1.27","21","38"
"2024-12-03T01:15:00Z","DEN","20","13","1.28","13","31","-5","-12","CLV","32","17","1.08","18","50"
"2024-11-28T17:30:00Z","DET","25","16","1.59","23","57","-1","58","CHI","33","14","1.39","17","41"
"2024-11-29T01:20:00Z","GB","25","8","1.35","18","44","19","-27","MIA","33","13","1.15","11","45"
"2024-12-01T18:00:00Z","HST","23","18","1.18","11","55","13","-22","JAX","32","13","1.39","17","47"
"2024-12-01T18:00:00Z","IND","26","16","1.41","27","30","25","-5","NE","21","18","1.16","12","67"
"2024-12-01T18:00:00Z","JAX","23","19","1.19","15","40","-23","-17","HST","37","21","1.19","12","42"
"2024-11-29T20:00:00Z","KC","24","13","1.3","25","28","33","12","LV","31","16","1.08","19","32"
"2024-12-01T21:05:00Z","LA","23","17","1.44","18","44","25","30","NO","29","15","1.55","16","56"
"2024-12-01T18:00:00Z","LAC","24","21","1.15","11","55","41","6","ATL","26","9","1.29","14","29"
"2024-11-29T20:00:00Z","LV","25","17","1.16","14","43","-22","7","KC","35","11","1.13","18","33"
"2024-11-29T01:20:00Z","MIA","24","17","1.2","12","42","26","24","GB","28","17","1.11","16","31"
"2024-12-01T18:00:00Z","MIN","28","15","1.33","15","27","35","4","ARZ","28","18","1.24","9","33"
"2024-12-01T18:00:00Z","NE","31","16","0.93","13","38","-24","-46","IND","33","17","1.15","17","24"
"2024-12-01T21:05:00Z","NO","25","10","1.24","16","44","-25","19","LA","37","16","1.35","12","42"
"2024-11-28T21:30:00Z","NYG","26","15","1.35","13","31","-40","19","DAL","34","15","1.61","15","67"
"2024-12-01T18:00:00Z","NYJ","23","19","1.11","8","38","-1","7","SEA","36","12","1.42","19","32"
"2024-12-01T21:25:00Z","PHI","27","17","1.81","26","42","-5","39","BLT","33","18","1.21","15","47"
"2024-12-01T18:00:00Z","PIT","28","18","1.21","18","22","-23","-1","CIN","31","14","1.21","33","36"
"2024-12-01T18:00:00Z","SEA","29","16","0.9","19","37","-13","13","NYJ","36","18","1.02","20","60"
"2024-12-02T01:20:00Z","SF","27","4","1.56","19","37","-18","35","BUF","35","16","1.48","18","11"
"2024-12-01T21:05:00Z","TB","26","10","1.32","18","39","12","4","CAR","30","16","1.44","21","48"
"2024-12-01T18:00:00Z","TEN","33","18","0.99","4","25","0","1","WAS","31","16","1.69","15","47"
"2024-12-01T18:00:00Z","WAS","25","11","1.39","25","48","9","-7","TEN","28","17","1.2","20","30"
