"gameTime","offTeam","offPressureRate","offSackRate","offYardsBco","offRunsInsideFive","offTdPctInsideFive","passBlockAdv","runBlockAdv","defTeam","defPressureRate","defSackRate","defYardsBco","defRunsInsideFive","defTdPctInsideFive"
"2024-10-06T20:05:00Z","ARZ","28","19","1.3","3","67","-23","-5","SF","32","22","1.37","4","75"
"2024-10-04T00:15:00Z","ATL","22","12","1.16","2","50","12","6","TB","27","11","1.22","14","36"
"2024-10-06T17:00:00Z","BLT","27","12","2.16","8","38","23","30","CIN","29","14","1.39","15","27"
"2024-10-06T17:00:00Z","BUF","26","7","1.41","5","60","-15","-2","HST","37","20","1.23","8","25"
"2024-10-06T17:00:00Z","CAR","26","6","1.24","6","33","6","12","CHI","32","16","1.22","9","33"
"2024-10-06T17:00:00Z","CHI","30","19","1.41","7","29","5","20","CAR","29","15","1.26","7","57"
"2024-10-06T17:00:00Z","CIN","27","17","1.24","8","50","-26","1","BLT","37","22","1.41","4","100"
"2024-10-06T17:00:00Z","CLV","30","9","1.17","6","33","-6","6","WAS","32","18","1.5","3","33"
"2024-10-07T00:20:00Z","DAL","26","26","1.24","2","100","-26","-19","PIT","29","23","1.33","3","33"
"2024-10-06T20:05:00Z","DEN","23","6","1.11","4","25","31","-5","LV","26","17","1.32","5","40"
"2024-10-06T20:25:00Z","GB","25","4","1.58","6","17","11","-3","LA","36","9","1.46","7","57"
"2024-10-06T17:00:00Z","HST","24","20","1.2","3","33","0","-7","BUF","36","18","1.51","5","20"
"2024-10-06T17:00:00Z","IND","23","18","1.47","12","33","8","16","JAX","38","9","1.21","5","60"
"2024-10-06T17:00:00Z","JAX","23","23","1.3","6","33","2","-5","IND","32","23","1.17","9","11"
"2024-10-08T00:15:00Z","KC","26","10","1.33","9","22","17","28","NO","31","13","1.46","1","100"
"2024-10-06T20:25:00Z","LA","27","22","1.39","9","56","-9","23","GB","33","18","1.2","6","17"
"2024-10-06T20:05:00Z","LV","24","27","1.28","3","100","7","-2","DEN","37","20","1.36","3","0"
"2024-10-06T17:00:00Z","MIA","26","18","1.3","5","40","13","18","NE","25","20","1.09","4","100"
"2024-10-06T13:30:00Z","MIN","28","15","1.19","7","14","15","20","NYJ","31","21","1.25","3","67"
"2024-10-06T17:00:00Z","NE","33","18","1.11","3","67","-35","10","MIA","33","13","1.11","6","67"
"2024-10-08T00:15:00Z","NO","25","4","1.47","12","50","-39","3","KC","32","15","1.28","5","40"
"2024-10-06T20:25:00Z","NYG","24","5","1.26","5","20","11","9","SEA","31","18","1.35","9","44"
"2024-10-06T13:30:00Z","NYJ","26","18","1.21","4","50","1","-28","MIN","34","19","1.08","2","0"
"2024-10-07T00:20:00Z","PIT","28","23","1.2","5","20","1","36","DAL","32","10","1.56","5","80"
"2024-10-06T20:25:00Z","SEA","33","13","1.18","4","100","-37","-2","NYG","31","16","1.35","2","50"
"2024-10-06T20:05:00Z","SF","29","7","1.61","8","38","18","43","ARZ","31","18","1.39","6","33"
"2024-10-04T00:15:00Z","TB","29","14","1.12","8","25","20","-21","ATL","28","11","1.05","11","36"
"2024-10-06T17:00:00Z","WAS","22","4","1.19","8","50","-41","-2","CLV","36","21","1.05","9","44"
