Player,Position,Injuries,Practice Status,Game Status
Zack Martin,G,,Full Participation in Practice,
Demarcus Lawrence,DE,,Full Participation in Practice,
Micah Parsons,LB,Hand,Limited Participation in Practice,Questionable
Tony Pollard,RB,Thigh,Did Not Participate In Practice,Questionable
Sam Williams,DE,,Full Participation in Practice,
Noah Brown,WR,,Full Participation in Practice,
Leighton Vander Esch,LB,Neck,Did Not Participate In Practice,Out
Dorance Armstrong,DE,,Did Not Participate In Practice,
Jayron Kearse,S,,Full Participation in Practice,
Titans,,,,
Player,Position,Injuries,Practice Status,Game Status
Dylan Cole,LB,Ankle,Did Not Participate In Practice,Out
Derrick Henry,RB,Hip,Limited Participation in Practice,Doubtful
Kristian Fulton,CB,Groin,Limited Participation in Practice,Doubtful
Jeffery Simmons,DT,Ankle,Did Not Participate In Practice,Out
Aaron Brewer,G,,Full Participation in Practice,
Bud Dupree,LB,Pectoral,Did Not Participate In Practice,Out
Nicholas Petit-Frere,T,Ankle,Did Not Participate In Practice,Out
Zach Cunningham,LB,Elbow,Did Not Participate In Practice,Out
Ryan Tannehill,QB,Ankle,Did Not Participate In Practice,Out
Denico Autry,DE,Biceps,Limited Participation in Practice,Doubtful
Amani Hooker,S,Knee,Did Not Participate In Practice,Out
Josh Thompson,CB,Concussion,Did Not Participate In Practice,Out
"SUNDAY, JANUARY 1ST",,,,
1:00 PM,,,,
EST,,,,
,,,,
CBS,,,,
,,,,
,,,,
Colts,,,,
,,,,
(4-10-1),,,,
@,,,,
,,,,
Giants,,,,
,,,,
(8-6-1),,,,
Colts,,,,
Player,Position,Injuries,Practice Status,Game Status
Ashton Dulin,WR,Concussion,Did Not Participate In Practice,Out
Kenny Moore II,CB,Ankle,Did Not Participate In Practice,Out
Yannick Ngakoue,DE,Throat,Full Participation in Practice,Questionable
Kylen Granson,TE,Ankle,Did Not Participate In Practice,Out
Rodney McLeod,S,,Full Participation in Practice,
Giants,,,,
Player,Position,Injuries,Practice Status,Game Status
Adoree' Jackson,CB,Knee,Limited Participation in Practice,Doubtful
Azeez Ojulari,LB,Ankle,Limited Participation in Practice,Questionable
Leonard Williams,DT,,Limited Participation in Practice,
Dexter Lawrence,DT,,Full Participation in Practice,
1:00 PM,,,,
EST,,,,
,,,,
CBS,,,,
,,,,
,,,,
Dolphins,,,,
,,,,
(8-7),,,,
@,,,,
,,,,
Patriots,,,,
,,,,
(7-8),,,,
Dolphins,,,,
Player,Position,Injuries,Practice Status,Game Status
Tua Tagovailoa,QB,Concussion,Did Not Participate In Practice,Out
Kader Kohou,CB,,Full Participation in Practice,
Xavien Howard,CB,Knee,Did Not Participate In Practice,Questionable
Alec Ingold,FB,Thumb,Limited Participation in Practice,Questionable
Raheem Mostert,RB,,Limited Participation in Practice,
Eric Rowe,S,,Full Participation in Practice,
Greg Little,T,Foot,Limited Participation in Practice,Questionable
Jaelan Phillips,LB,,Full Participation in Practice,
Eric Fisher,T,Calf,Did Not Participate In Practice,Doubtful
River Cracraft,WR,Calf,Limited Participation in Practice,Questionable
Clayton Fejedelem,S,,Full Participation in Practice,
Melvin Ingram,LB,,Did Not Participate In Practice,
Bradley Chubb,LB,"Ankle, Hand",Limited Participation in Practice,Questionable
Brandon Shell,T,,Full Participation in Practice,
Terron Armstead,T,"Toe, Pec, Knee, Hip",Did Not Participate In Practice,Questionable
Teddy Bridgewater,QB,,Full Participation in Practice,
Patriots,,,,
Player,Position,Injuries,Practice Status,Game Status
Matthew Slater,WR,,Full Participation in Practice,
Damien Harris,RB,,Full Participation in Practice,
Yodny Cajuste,T,,Full Participation in Practice,
Jack Jones,CB,Knee,Did Not Participate In Practice,Out
Adrian Phillips,S,,Full Participation in Practice,
Jonnu Smith,TE,Concussion,Did Not Participate In Practice,Out
Rhamondre Stevenson,RB,Ankle,Limited Participation in Practice,Questionable
Jonathan Jones,CB,Chest,Limited Participation in Practice,Questionable
DeVante Parker,WR,Concussion,Did Not Participate In Practice,Out
Hunter Henry,TE,Knee,Limited Participation in Practice,Questionable
Marcus Jones,CB,Concussion,Did Not Participate In Practice,Out
Tyquan Thornton,WR,Knee,Limited Participation in Practice,Questionable
Jalen Mills,CB,Groin,Limited Participation in Practice,Questionable
1:00 PM,,,,
EST,,,,
,,,,
FOX,,,,
,,,,
,,,,
Bears,,,,
,,,,
(3-12),,,,
@,,,,
,,,,
Lions,,,,
,,,,
(7-8),,,,
Bears,,,,
Player,Position,Injuries,Practice Status,Game Status
Chase Claypool,WR,,Limited Participation in Practice,
Teven Jenkins,T,,Full Participation in Practice,
Ja'Tyre Carter,G,,Did Not Participate In Practice,
Equanimeous St. Brown,WR,,Limited Participation in Practice,
Sterling Weatherford,LB,,Did Not Participate In Practice,
Andrew Brown,DT,,Full Participation in Practice,
Dante Pettis,WR,,Did Not Participate In Practice,
Cody Whitehair,G,,Full Participation in Practice,
Justin Jones,DT,,Full Participation in Practice,
Trevon Wesco,TE,,Limited Participation in Practice,
Lions,,,,
Player,Position,Injuries,Practice Status,Game Status
Justin Jackson,RB,Hip,Limited Participation in Practice,Questionable
Kerby Joseph,S,,Full Participation in Practice,
Kayode Awosika,G,Ankle,Did Not Participate In Practice,Out
Frank Ragnow,C,Foot,Limited Participation in Practice,Questionable
Josh Woods,LB,Biceps,Limited Participation in Practice,Questionable
Jason Cabinda,FB,,Full Participation in Practice,
Josh Reynolds,WR,,Full Participation in Practice,
DeShon Elliott,S,Shoulder,Did Not Participate In Practice,Out
Logan Stenberg,G,,Full Participation in Practice,
1:00 PM,,,,
EST,,,,
