Player,Position,Injuries,Practice Status,Game Status
Foley Fatukasi,DT,Ankle,Did Not Participate In Practice,Out
Cam Robinson,T,Knee,Did Not Participate In Practice,Out
Trevor Lawrence,QB,Toe,Limited Participation in Practice,Questionable
Brandon Scherff,G,Abdomen,Limited Participation in Practice,Questionable
Travon Walker,LB,Ankle,Did Not Participate In Practice,Out
Andrew Wingard,S,Shoulder,Limited Participation in Practice,Questionable
Chad Muma,LB,Ankle,Limited Participation in Practice,Questionable
Jawaan Taylor,T,Hamstring,Limited Participation in Practice,Questionable
Jets,,,,
Player,Position,Injuries,Practice Status,Game Status
George Fant,T,,Full Participation in Practice,
Jeff Smith,WR,Knee,Did Not Participate In Practice,Out
Brandin Echols,CB,Quadricep,Did Not Participate In Practice,Out
Quinnen Williams,DT,Calf,Full Participation in Practice,Questionable
Lamarcus Joyner,S,Hip,Limited Participation in Practice,Questionable
Bam Knight,RB,Ankle,Full Participation in Practice,Questionable
Denzel Mims,WR,Concussion,Did Not Participate In Practice,Out
Corey Davis,WR,,Full Participation in Practice,
Mike White,QB,Rib,Limited Participation in Practice,Out
Duane Brown,T,,Full Participation in Practice,
"SATURDAY, DECEMBER 24TH",,,,
1:00 PM,,,,
EST,,,,
,,,,
CBS,,,,
,,,,
,,,,
Texans,,,,
,,,,
(1-12-1),,,,
@,,,,
,,,,
Titans,,,,
,,,,
(7-7),,,,
Texans,,,,
Player,Position,Injuries,Practice Status,Game Status
Jerry Hughes,DE,,Did Not Participate In Practice,
Maliek Collins,DT,,Did Not Participate In Practice,
Mario Addison,DE,,Did Not Participate In Practice,
Nico Collins,WR,Foot,Did Not Participate In Practice,Out
Ogbo Okoronkwo,DE,,Full Participation in Practice,
Laremy Tunsil,T,,Full Participation in Practice,
Christian Kirksey,LB,,Full Participation in Practice,
Chris Moore,WR,Foot,Limited Participation in Practice,Questionable
Steven Nelson,CB,"Foot, Knee",Full Participation in Practice,Questionable
Kenyon Green,G,Ankle,Did Not Participate In Practice,Out
Brandin Cooks,WR,Calf,Full Participation in Practice,Questionable
Justin McCray,C,Hamstring,Limited Participation in Practice,Questionable
Titans,,,,
Player,Position,Injuries,Practice Status,Game Status
Dennis Daley,T,,Full Participation in Practice,
Treylon Burks,WR,Concussion,Full Participation in Practice,Questionable
Dylan Cole,LB,Ankle,Did Not Participate In Practice,Out
Terrance Mitchell,CB,Hamstring,Did Not Participate In Practice,Out
Derrick Henry,RB,,Full Participation in Practice,
Kristian Fulton,CB,Groin,Did Not Participate In Practice,Out
Andrew Adams,S,,Full Participation in Practice,
Jeffery Simmons,DT,,Full Participation in Practice,
Aaron Brewer,G,Rib,Limited Participation in Practice,Questionable
Dillon Radunz,T,,Did Not Participate In Practice,
Nate Davis,G,Ankle,Did Not Participate In Practice,Out
Nicholas Petit-Frere,T,Ankle,Limited Participation in Practice,Questionable
Ben Jones,C,Concussion,Did Not Participate In Practice,Out
Ryan Tannehill,QB,Ankle,Did Not Participate In Practice,Out
Denico Autry,DE,,Full Participation in Practice,
Tre Avery,CB,Concussion,Full Participation in Practice,Questionable
Amani Hooker,S,Knee,Limited Participation in Practice,Questionable
Josh Thompson,CB,Concussion,Did Not Participate In Practice,Out
1:00 PM,,,,
EST,,,,
,,,,
FOX,,,,
,,,,
,,,,
Lions,,,,
,,,,
(7-7),,,,
@,,,,
,,,,
Panthers,,,,
,,,,
(5-9),,,,
Lions,,,,
Player,Position,Injuries,Practice Status,Game Status
Derrick Barnes,LB,Knee,Limited Participation in Practice,Questionable
Michael Brockers,DE,,Full Participation in Practice,
Evan Brown,G,,Full Participation in Practice,
Matt Nelson,T,,Full Participation in Practice,
Kayode Awosika,G,Ankle,Did Not Participate In Practice,Out
Taylor Decker,T,,Full Participation in Practice,
Frank Ragnow,C,Foot,Limited Participation in Practice,Questionable
Jason Cabinda,FB,Illness,Did Not Participate In Practice,Out
DeShon Elliott,CB,Shoulder,Did Not Participate In Practice,Out
Panthers,,,,
Player,Position,Injuries,Practice Status,Game Status
C.J. Henderson,CB,,Full Participation in Practice,
Jaycee Horn,CB,,Full Participation in Practice,
Taylor Moton,T,,Did Not Participate In Practice,
