"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Derrick Henry",TEN,"at JAC"," 8.6","A+","21.4","+3.7","52% (9/17)","1%","Awful"
"2","Alvin Kamara",NO,"at WAS"," 6.0","A+","20.3","-0.6","40% (6/15)","18%","Great"
"3","Aaron Jones",GB,"at CIN"," 4.0","A+","18.5","-1.1","35% (5/14)","16%","Great"
"4","Austin Ekeler",LAC,"vs. CLE"," 2.8","A","18.2","-2.9","41% (5/12)","13%","Great"
"5","Ezekiel Elliott",DAL,"vs. NYG"," 6.2","A","18.2","-2.3","40% (6/15)","14%","Awful"
"6","Saquon Barkley",NYG,"at DAL"," 6.0","A","17.8","+0.5","50% (2/4)","6%","Great"
"7","D'Andre Swift",DET,"at MIN"," 8.6","A","17.8","+1.5","53% (7/13)","12%","Average"
"8","Dalvin Cook",MIN,"vs. DET"," 9.9","A","17.6","+1.2","38% (5/13)","5%","Awful"
"9","Najee Harris",PIT,"vs. DEN"," 2.8","A","17.0","-0.1","75% (3/4)","17%","Poor"
"10","Nick Chubb",CLE,"at LAC"," 7.8","A","17.0","+1.8","50% (6/12)","0%","N/A"
"11","James Robinson",JAC,"vs. TEN"," 7.8","A-","16.8","+0.6","35% (5/14)","2%","Awful"
"12","Darrell Henderson Jr.",LAR,"at SEA"," 7.8","A-","15.6","-0.2","42% (6/14)","4%","Awful"
"13","Jonathan Taylor",IND,"at BAL"," 5.8","A-","15.2","+1.4","57% (8/14)","5%","Awful"
"14","Antonio Gibson",WAS,"vs. NO"," 4.0","B+","14.9","-0.6","42% (6/14)","7%","Great"
"15","Damien Williams",CHI,"at LV"," 8.0","B+","14.4","-0.1","50% (2/4)","1%","Awful"
"16","Kareem Hunt",CLE,"at LAC"," 7.2","B","14.0","-0.4","43% (7/16)","3%","Awful"
"17","Cordarrelle Patterson",ATL,"vs. NYJ"," 3.8","B","13.7","-","-","10%","Great"
"18","Chase Edmonds",ARI,"vs. SF"," 4.4","B","13.6","+0.5","37% (6/16)","12%","Awful"
