"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES "
"1","Philadelphia Eagles",PHI,"at NYJ"," 5.8","A+","9.0","+0.6","52% (9/17)"
"2","Indianapolis Colts",IND,"at HOU"," 4.7","A","7.7","+1.6","64% (11/17)"
"3","Tampa Bay Buccaneers",TB,"at ATL"," 5.3","A","7.7","+1.3","53% (8/15)"
"4","Arizona Cardinals",ARI,"at CHI"," 7.6","A","7.7","+2.2","62% (10/16)"
"5","Miami Dolphins",MIA,"vs. NYG"," 5.8","A-","7.6","+1.3","41% (7/17)"
"6","Los Angeles Rams",LAR,"vs. JAC"," 5.5","A-","7.5","+0.7","37% (6/16)"
"7","Minnesota Vikings",MIN,"at DET"," 5.6","B+","7.3","-0.2","43% (7/16)"
"8","Dallas Cowboys",DAL,"at NO"," 4.3","B","7.3","+3.0","68% (11/16)"
"9","Buffalo Bills",BUF,"vs. NE"," 9.9","B","7.3","+3.6","62% (10/16)"
"10","Baltimore Ravens",BAL,"at PIT"," 7.0","B","6.7","-1.0","35% (6/17)"
"11","Kansas City Chiefs",KC,"vs. DEN"," 9.9","B-","6.7","-0.3","50% (8/16)"
"12","San Francisco 49ers",SF,"at SEA"," 5.6","C+","6.7","-0.8","37% (6/16)"
"13","New England Patriots",NE,"at BUF"," 8.0","C+","6.6","+3.9","58% (10/17)"
"14","New York Giants",NYG,"at MIA"," 5.8","C","6.4","+0.3","43% (7/16)"
"15","Pittsburgh Steelers",PIT,"vs. BAL"," 9.9","C","6.4","-2.2","31% (5/16)"
"16","Las Vegas Raiders",LV,"vs. WAS"," 3.7","C-","6.0","-2.6","23% (4/17)"
"17","New Orleans Saints",NO,"vs. DAL"," 5.1","C-","5.9","+0.7","37% (6/16)"
"18","Cincinnati Bengals",CIN,"vs. LAC"," 3.3","D+","5.6","-0.2","37% (6/16)"
"19","Denver Broncos",DEN,"at KC"," 7.0","D","5.6","+1.1","50% (8/16)"
"20","Washington Football Team",WAS,"at LV"," 4.5","D","5.5","-0.3","37% (6/16)"
"21","Los Angeles Chargers",LAC,"at CIN"," 9.9","D","5.5","-1.9","25% (4/16)"
"22","Chicago Bears",CHI,"vs. ARI"," 8.0","D","5.5","0.0","37% (6/16)"
"23","Seattle Seahawks",SEA,"vs. SF"," 5.1","D-","5.4","-0.2","37% (6/16)"
"24","New York Jets",NYJ,"vs. PHI"," 6.2","F","5.4","-2.2","25% (4/16)"
"25","Houston Texans",HOU,"vs. IND"," 3.3","F","5.2","-2.2","31% (5/16)"
"26","Jacksonville Jaguars",JAC,"at LAR"," 6.4","F","4.8","-1.5","25% (4/16)"
"27","Atlanta Falcons",ATL,"vs. TB"," 3.3","F","4.5","-2.7","25% (4/16)"
"28","Detroit Lions",DET,"vs. MIN"," 2.2","F","4.4","-2.7","25% (4/16)"
