"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Derrick Henry",TEN,"at IND"," 3.4","A+","20.7","+3.9","52% (9/17)","25%","Great"
"2","Dalvin Cook",MIN,"vs. DAL"," 7.2","A+","19.9","+1.6","38% (5/13)","20%","Average"
"3","Austin Ekeler",LAC,"vs. NE"," 5.2","A","19.3","-2.2","42% (6/14)","23%","Great"
"4","Alvin Kamara",NO,"vs. TB"," 4.6","A","18.8","+1.1","53% (8/15)","27%","Good"
"5","Jonathan Taylor",IND,"vs. TEN"," 6.8","A","18.6","+3.5","66% (10/15)","35%","Poor"
"6","D'Andre Swift",DET,"vs. PHI"," 8.2","A","18.5","+1.2","57% (8/14)","22%","Average"
"7","Ezekiel Elliott",DAL,"at MIN"," 7.8","A","18.2","-0.5","50% (7/14)","26%","Poor"
"8","Aaron Jones",GB,"at ARI"," 4.0","A","17.1","-1.2","37% (6/16)","18%","Average"
"9","Darrell Henderson Jr.",LAR,"at HOU"," 6.8","A","16.6","-0.7","50% (7/14)","24%","Average"
"10","Joe Mixon",CIN,"at NYJ"," 7.0","A-","16.4","-0.1","42% (3/7)","14%","Great"
"11","James Robinson",JAC,"at SEA"," 6.8","A-","16.2","+0.9","46% (6/13)","19%","Great"
"12","Najee Harris",PIT,"at CLE"," 3.0","A-","16.0","+1.4","83% (5/6)","32%","Poor"
"13","Cordarrelle Patterson",ATL,"vs. CAR"," 7.2","B+","15.8","-","-","18%","Great"
"14","Darrel Williams",KC,"vs. NYG"," 5.6","B+","15.6","+0.8","56% (9/16)","13%","Good"
"15","Nick Chubb",CLE,"vs. PIT"," 2.8","B","15.1","+2.4","53% (7/13)","18%","Average"
"16","Chuba Hubbard",CAR,"at ATL"," 9.9","B","13.5","-0.7","28% (2/7)","8%","Awful"
"17","Leonard Fournette",TB,"at NO"," 6.4","B","13.3","+0.7","46% (7/15)","17%","Awful"
"18","Elijah Mitchell",SF,"at CHI"," 3.0","B","13.2","+2.7","50% (2/4)","8%","Great"
"19","Damien Harris",NE,"at LAC"," 8.0","B","12.6","-0.1","35% (5/14)","20%","Good"
"20","Khalil Herbert",CHI,"vs. SF"," 5.0","B","12.5","+2.0","42% (3/7)","13%","Poor"
"21","Chase Edmonds",ARI,"vs. GB"," 8.2","B-","12.4","-1.3","25% (4/16)","9%","Awful"
"22","Antonio Gibson",WAS,"at DEN"," 5.4","B-","12.2","-0.9","42% (6/14)","16%","Average"
"23","Kenneth Gainwell",PHI,"at DET"," 9.6","C+","11.6","+2.0","57% (4/7)","8%","Great"
"24","Alex Collins",SEA,"vs. JAC"," 8.0","C+","11.5","+1.5","33% (3/9)","18%","Average"
"25","Devontae Booker",NYG,"at KC"," 6.2","C+","10.8","+0.7","35% (6/17)","16%","Poor"
"26","Zack Moss",BUF,"vs. MIA"," 7.2","C+","10.7","+1.8","57% (8/14)","16%","Good"
"27","Javonte Williams",DEN,"vs. WAS"," 5.6","C+","10.3","-0.4","42% (3/7)","9%","Poor"
"28","Melvin Gordon III",DEN,"vs. WAS"," 5.2","C","10.1","-0.6","41% (7/17)","10%","Average"
"29","Michael Carter",NYJ,"vs. CIN"," 3.8","C","10.0","+1.1","66% (4/6)","14%","Average"
"30","J.D. McKissic",WAS,"at DEN"," 4.4","C","9.9","+2.2","50% (8/16)","7%","Good"
"31","Myles Gaskin",MIA,"at BUF"," 4.6","C","9.9","+1.4","36% (4/11)","12%","Good"
"32","James Conner",ARI,"vs. GB"," 9.4","C","9.9","-0.8","53% (8/15)","14%","Great"
"33","Tony Pollard",DAL,"at MIN"," 7.6","C","9.6","+2.5","53% (8/15)","5%","Poor"
"34","Devin Singletary",BUF,"vs. MIA"," 7.2","C","9.2","-0.8","46% (7/15)","7%","Awful"
"35","Jamaal Williams",DET,"vs. PHI"," 9.0","C","8.8","-0.2","26% (4/15)","9%","Average"
"36","Mike Davis",ATL,"vs. CAR"," 3.2","C-","8.3","-3.2","14% (2/14)","12%","Average"
"37","David Johnson",HOU,"vs. LAR"," 8.0","C-","8.0","+0.6","58% (7/12)","8%","Great"
"38","Boston Scott",PHI,"at DET"," 9.4","C-","7.8","-0.1","31% (5/16)","17%","Average"
"39","Nyheim Hines",IND,"vs. TEN"," 7.4","C-","7.4","+0.8","41% (7/17)","3%","Great"
