"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","George Kittle",SF,"vs. ATL"," 9.9","A+","16.8","+1.2","50% (6/12)","9%","Great"
"2","Travis Kelce",KC,"at LAC"," 9.0","A","16.7","-2.8","43% (7/16)","7%","Great"
"3","Rob Gronkowski",TB,"vs. NO"," 3.4","A","15.3","+3.0","54% (6/11)","11%","Great"
"4","Mark Andrews",BAL,"vs. GB"," 8.4","A","14.5","-0.3","41% (7/17)","12%","Good"
"5","Dawson Knox",BUF,"vs. CAR"," 4.8","A-","12.8","+3.4","71% (10/14)","10%","Great"
"6","Dallas Goedert",PHI,"vs. WAS"," 5.0","B+","12.5","-0.6","50% (7/14)","6%","Great"
"7","Zach Ertz",ARI,"at DET"," 4.0","B","11.9","+0.8","37% (6/16)","12%","Great"
"8","Mike Gesicki",MIA,"vs. NYJ"," 8.0","B","11.6","-0.9","33% (5/15)","8%","Awful"
"9","Kyle Pitts",ATL,"at SF"," 5.6","B-","11.5","-1.9","23% (3/13)","10%","Awful"
"10","Dalton Schultz",DAL,"at NYG"," 4.4","B-","11.2","+0.7","50% (8/16)","6%","Good"
"11","Pat Freiermuth",PIT,"vs. TEN"," 2.8","C+","9.0","+2.0","69% (9/13)","13%","Good"
"12","Noah Fant",DEN,"vs. CIN"," 4.8","C","8.8","-0.3","46% (7/15)","8%","Poor"
"13","Tyler Conklin",MIN,"at CHI"," 5.6","C-","8.5","+1.5","62% (10/16)","9%","Poor"
"14","Hunter Henry",NE,"at IND"," 6.4","D+","8.2","+0.8","57% (8/14)","13%","Good"
"15","Gerald Everett",SEA,"at LAR"," 4.2","D+","8.1","+0.1","42% (6/14)","4%","Great"
"16","Jared Cook",LAC,"vs. KC"," 6.0","D+","8.0","-0.5","43% (7/16)","9%","Average"
"17","Cole Kmet",CHI,"vs. MIN"," 3.8","D","7.5","-1.2","37% (6/16)","7%","Awful"
"18","C.J. Uzomah",CIN,"at DEN"," 3.8","D","7.4","+1.5","38% (5/13)","6%","Great"
"19","Foster Moreau",LV,"at CLE"," 8.2","D","7.0","-0.1","35% (6/17)","10%","Average"
"20","Ricky Seals-Jones",WAS,"at PHI"," 8.4","D-","6.9","-0.4","33% (4/12)","10%","Awful"
"21","James O'Shaughnessy",JAC,"vs. HOU"," 8.2","D-","6.9","-0.4","30% (3/10)","4%","Awful"
"22","David Njoku",CLE,"vs. LV"," 8.0","D","6.9","+1.1","40% (6/15)","9%","Poor"
"23","Evan Engram",NYG,"vs. DAL"," 6.6","F","6.8","-0.6","42% (6/14)","5%","Average"
"24","Brevin Jordan",HOU,"at JAC"," 7.4","F","6.4","+2.3","42% (3/7)","10%","Great"
