"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Josh Allen",BUF,"at JAC"," 6.8","A+","27.3","+4.3","66% (10/15)","11%","Good"
"2","Lamar Jackson",BAL,"vs. MIN"," 4.4","A","25.3","0.0","43% (7/16)","17%","Poor"
"3","Patrick Mahomes II",KC,"vs. GB"," 7.2","A","23.9","-2.3","37% (6/16)","3%","Good"
"4","Matthew Stafford",LAR,"vs. TEN"," 5.8","A","22.6","+0.2","52% (9/17)","3%","Good"
"5","Dak Prescott",DAL,"vs. DEN"," 7.2","A","21.6","+1.1","66% (4/6)","8%","Average"
"6","Justin Herbert",LAC,"at PHI"," 5.0","B+","21.1","+0.5","37% (6/16)","4%","Great"
"7","Jalen Hurts",PHI,"vs. LAC"," 4.4","B+","20.7","+1.8","56% (9/16)","13%","Average"
"8","Joe Burrow",CIN,"vs. CLE"," 8.8","B+","20.2","+0.7","70% (7/10)","3%","Great"
"9","Kyler Murray",ARI,"at SF"," 6.4","B","19.7","-1.5","35% (6/17)","7%","Good"
"10","Kirk Cousins",MIN,"at BAL"," 5.4","B-","19.3","+4.1","81% (13/16)","1%","Great"
"11","Derek Carr",LV,"at NYG"," 5.2","B-","19.0","-1.1","58% (10/17)","3%","Awful"
"12","Tua Tagovailoa",MIA,"vs. HOU"," 8.0","B-","18.7","+0.2","61% (8/13)","9%","Great"
"13","Daniel Jones",NYG,"vs. LV"," 6.0","C+","18.6","-1.2","50% (7/14)","5%","Awful"
"14","Carson Wentz",IND,"vs. NYJ"," 7.4","C","18.1","-0.5","46% (7/15)","5%","Average"
"15","Ryan Tannehill",TEN,"at LAR"," 3.2","C","17.6","+1.4","52% (9/17)","5%","Average"
"16","Teddy Bridgewater",DEN,"at DAL"," 7.2","C-","17.0","-0.9","46% (7/15)","4%","Awful"
"17","Jordan Love",GB,"at KC","-","D+","16.4","-2.6","0% (0/8)","0%","Awful"
"18","Matt Ryan",ATL,"at NO"," 3.8","D","15.8","-1.7","43% (7/16)","1%","Good"
"19","Mac Jones",NE,"at CAR"," 8.0","D","15.5","-1.6","25% (2/8)","1%","Awful"
"20","Taysom Hill",NO,"vs. ATL"," 9.9","D","15.2","+4.2","71% (10/14)","8%","Great"
"21","Jimmy Garoppolo",SF,"vs. ARI"," 3.8","D","14.9","-0.3","33% (2/6)","7%","Good"
"22","Ben Roethlisberger",PIT,"vs. CHI"," 6.2","D","14.7","-1.0","33% (5/15)","1%","Awful"
"23","Tyrod Taylor",HOU,"at MIA"," 7.4","D-","14.5","-1.5","18% (2/11)","4%","Great"
"24","Justin Fields",CHI,"at PIT"," 5.4","D-","14.3","-2.5","37% (3/8)","3%","Awful"
"25","Mike White",NYJ,"at IND"," 6.6","F","14.0","+14.7","100% (1/1)","0%","Great"
"26","Baker Mayfield",CLE,"at CIN"," 4.8","F","13.5","-0.3","46% (7/15)","2%","Awful"
"27","Trevor Lawrence",JAC,"vs. BUF"," 4.0","F","12.5","-1.4","42% (3/7)","7%","Average"
"28","Sam Darnold",CAR,"vs. NE"," 4.2","F","11.5","-0.2","50% (7/14)","8%","Average"
"29","Trevor Siemian",NO,"vs. ATL"," 9.9","F","9.5","+1.6","100% (1/1)","2%","Awful"
"30","P.J. Walker",CAR,"vs. NE","-","F","4.2","-0.8","6% (1/15)","0%","Awful"
"31","Colt McCoy",ARI,"at SF"," 5.8","F","2.7","-1.3","6% (1/15)","1%","Awful"
"32","Trey Lance",SF,"vs. ARI","-","F","1.4","+2.0","50% (3/6)","8%","Good"
"33","Davis Mills",HOU,"at MIA"," 7.6","F","1.1","-0.9","33% (2/6)","0%","Average"
"34","Cooper Rush",DAL,"vs. DEN","-","F","1.0","+0.6","12% (1/8)","0%","Good"
"35","Case Keenum",CLE,"at CIN","-","F","0.9","-0.9","0% (0/15)","4%","Awful"
"36","Jacoby Brissett",MIA,"vs. HOU","-","F","0.9","+1.3","41% (7/17)","8%","Awful"
"37","Marcus Mariota",LV,"at NYG","-","F","0.9","+0.9","18% (2/11)","0%","N/A"
"38","Drew Lock",DEN,"at DAL","-","F","0.9","+0.9","31% (5/16)","0%","Awful"
"39","Gardner Minshew II",PHI,"vs. LAC","-","F","0.9","+2.1","40% (2/5)","0%","Awful"
"40","Mitchell Trubisky",BUF,"at JAC","-","F","0.9","+0.6","38% (5/13)","3%","Great"
"41","Blake Bortles",GB,"at KC","-","F","0.8","-0.2","0% (0/1)","0%","N/A"
"42","Josh Johnson",NYJ,"at IND","-","F","0.8","-","-","0%","Great"
"43","John Wolford",LAR,"vs. TEN","-","F","0.8","-0.7","0% (0/16)","0%","Awful"
