"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Jonathan Taylor",IND,"at HOU"," 5.6","A+","23.4","+7.5","82% (14/17)","27%","Good"
"2","Austin Ekeler",LAC,"at CIN"," 6.0","A+","19.6","+0.6","50% (8/16)","25%","Great"
"3","Joe Mixon",CIN,"vs. LAC"," 7.2","A","19.5","+4.1","63% (7/11)","28%","Great"
"4","Alexander Mattison",MIN,"at DET"," 8.8","A","18.0","+0.9","46% (6/13)","10%","Awful"
"5","Elijah Mitchell",SF,"at SEA"," 5.4","A","18.0","+3.6","62% (5/8)","10%","Great"
"6","Leonard Fournette",TB,"at ATL"," 8.2","A","16.8","+2.8","50% (7/14)","18%","Poor"
"7","Cordarrelle Patterson",ATL,"vs. TB"," 3.4","A","16.6","-","-","16%","Great"
"8","Antonio Gibson",WAS,"at LV"," 8.4","A","15.9","-1.9","35% (5/14)","19%","Poor"
"9","James Conner",ARI,"at CHI"," 6.0","A","15.8","+4.0","71% (10/14)","16%","Great"
"10","Najee Harris",PIT,"vs. BAL"," 7.8","A-","15.8","-1.0","54% (6/11)","21%","Poor"
"11","Javonte Williams",DEN,"at KC"," 4.8","A-","15.6","+0.3","45% (5/11)","12%","Awful"
"12","Saquon Barkley",NYG,"at MIA"," 5.4","B+","14.9","-3.6","28% (2/7)","8%","Great"
"13","Ezekiel Elliott",DAL,"at NO"," 3.0","B","14.9","-0.1","46% (7/15)","23%","Average"
"14","Josh Jacobs",LV,"vs. WAS"," 5.2","B+","14.9","-0.5","50% (7/14)","17%","Good"
"15","Jamaal Williams",DET,"vs. MIN"," 7.2","B","14.8","-0.6","23% (3/13)","9%","Average"
"16","James Robinson",JAC,"at LAR"," 3.2","B","14.7","+0.3","46% (6/13)","20%","Great"
"17","David Montgomery",CHI,"vs. ARI"," 5.8","B","14.5","+3.0","66% (8/12)","13%","Average"
"18","Myles Gaskin",MIA,"vs. NYG"," 6.2","B","14.4","+1.1","46% (7/15)","14%","Average"
"19","Mark Ingram II",NO,"vs. DAL"," 7.6","B","14.4","0.0","38% (5/13)","10%","Good"
