"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Josh Allen",BUF,"at TB"," 5.6","A+","22.3","+1.0","50% (8/16)","8%","Good"
"2","Kyler Murray",ARI,"vs. LAR"," 5.2","A","22.1","-0.7","38% (5/13)","10%","Good"
"3","Tom Brady",TB,"vs. BUF"," 3.0","A","21.8","+2.4","62% (10/16)","2%","Good"
"4","Lamar Jackson",BAL,"at CLE"," 6.6","A","21.5","-1.2","37% (6/16)","14%","Awful"
"5","Justin Herbert",LAC,"vs. NYG"," 4.0","B+","21.2","+2.7","50% (8/16)","5%","Good"
"6","Patrick Mahomes II",KC,"vs. LV"," 6.0","A","20.9","-2.7","33% (5/15)","2%","Good"
"7","Dak Prescott",DAL,"at WAS"," 8.6","B+","20.6","-1.1","54% (6/11)","6%","Average"
"8","Aaron Rodgers",GB,"vs. CHI"," 9.2","B+","20.3","+1.6","66% (10/15)","3%","Average"
"9","Taysom Hill",NO,"at NYJ"," 3.8","B","19.8","+2.5","57% (8/14)","6%","Great"
"10","Matthew Stafford",LAR,"at ARI"," 3.0","B","19.4","0.0","56% (9/16)","2%","Average"
"11","Russell Wilson",SEA,"at HOU"," 6.6","B-","18.9","-2.7","46% (6/13)","0%","Great"
"12","Cam Newton",CAR,"vs. ATL"," 9.2","B-","18.5","+0.6","42% (3/7)","15%","Great"
"13","Kirk Cousins",MIN,"vs. PIT"," 6.4","C+","18.2","+3.0","68% (11/16)","2%","Good"
"14","Joe Burrow",CIN,"vs. SF"," 4.4","C+","18.0","0.0","66% (8/12)","3%","Great"
"15","Taylor Heinicke",WAS,"vs. DAL"," 5.2","C","17.8","+2.2","53% (7/13)","5%","Average"
"16","Derek Carr",LV,"at KC"," 5.0","C","17.7","-1.5","58% (10/17)","2%","Awful"
"17","Ryan Tannehill",TEN,"vs. JAC"," 6.4","C","17.5","0.0","43% (7/16)","4%","Awful"
"18","Jimmy Garoppolo",SF,"at CIN"," 5.2","C-","17.1","-0.3","36% (4/11)","3%","Good"
"19","Teddy Bridgewater",DEN,"vs. DET"," 8.2","D+","16.6","-1.7","43% (7/16)","4%","Poor"
"20","Ben Roethlisberger",PIT,"at MIN"," 6.4","D+","16.1","-1.2","35% (5/14)","1%","Awful"
"21","Matt Ryan",ATL,"at CAR"," 7.0","D","15.5","-0.9","43% (7/16)","4%","Average"
"22","Justin Fields",CHI,"at GB"," 5.0","D-","14.9","-2.8","40% (4/10)","3%","Awful"
"23","Baker Mayfield",CLE,"vs. BAL"," 8.6","D-","14.5","-1.0","40% (6/15)","1%","Poor"
"24","Trevor Lawrence",JAC,"at TEN"," 7.2","F","14.1","-3.0","33% (4/12)","6%","Awful"
"25","Zach Wilson",NYJ,"vs. NO"," 5.2","F","13.6","-2.6","37% (3/8)","7%","Poor"
"26","Jared Goff",DET,"at DEN"," 6.2","F","12.7","-2.0","28% (4/14)","1%","Awful"
"27","Davis Mills",HOU,"vs. SEA"," 5.6","F","11.7","-0.5","30% (3/10)","0%","Good"
"28","Mike Glennon",NYG,"at LAC"," 8.4","F","10.5","-1.7","12% (2/16)","0%","Awful"
"29","Jake Fromm",NYG,"at LAC"," 7.8","F","8.8","-0.3","0% (0/1)","0%","N/A"
"30","Marcus Mariota",LV,"at KC"," 5.0","F","1.6","+1.5","25% (3/12)","3%","Great"
"31","Tyrod Taylor",HOU,"vs. SEA"," 5.2","F","1.3","-3.0","30% (3/10)","6%","Average"
"32","Andy Dalton",CHI,"at GB"," 6.2","F","1.2","+0.7","35% (5/14)","6%","Average"
"33","Trey Lance",SF,"at CIN","-","F","0.9","+0.1","27% (3/11)","5%","Good"
