"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Derrick Henry",TEN,"vs. KC"," 6.0","A+","22.6","+4.0","52% (9/17)","27%","Great"
"2","Alvin Kamara",NO,"at SEA"," 7.2","A+","21.5","+0.4","46% (7/15)","26%","Great"
"3","Aaron Jones",GB,"vs. WAS"," 5.6","A","18.3","-0.6","40% (6/15)","23%","Good"
"4","Darrell Henderson Jr.",LAR,"vs. DET"," 9.4","A","17.7","-0.2","50% (7/14)","26%","Average"
"5","Jonathan Taylor",IND,"at SF"," 5.6","A","16.7","+3.6","64% (9/14)","35%","Poor"
"6","D'Andre Swift",DET,"at LAR"," 4.8","A","16.0","+0.4","57% (8/14)","25%","Average"
"7","Cordarrelle Patterson",ATL,"at MIA"," 9.4","A","15.7","-","-","16%","Great"
"8","Leonard Fournette",TB,"vs. CHI"," 5.0","A","15.7","+1.1","46% (7/15)","15%","Poor"
"9","Joe Mixon",CIN,"at BAL"," 8.0","A-","15.0","+0.2","50% (3/6)","18%","Great"
"10","Darrel Williams",KC,"at TEN"," 7.8","A-","14.9","+1.1","56% (9/16)","14%","Good"
"11","Chuba Hubbard",CAR,"at NYG"," 6.8","A-","14.1","+0.4","33% (2/6)","8%","Poor"
"12","Elijah Mitchell",SF,"vs. IND"," 3.8","B+","13.7","+1.8","33% (1/3)","10%","Good"
"13","Josh Jacobs",LV,"vs. PHI"," 7.4","B+","13.0","-0.6","42% (6/14)","18%","Great"
"14","Chase Edmonds",ARI,"vs. HOU"," 6.8","B+","12.7","-0.6","31% (5/16)","11%","Awful"
"15","Mike Davis",ATL,"at MIA"," 8.0","B","12.5","-3.4","14% (2/14)","14%","Average"
"16","Damien Harris",NE,"vs. NYJ"," 7.2","B","12.3","-1.0","28% (4/14)","23%","Average"
"17","James Conner",ARI,"vs. HOU"," 7.8","B","12.0","-1.0","46% (7/15)","17%","Good"
"18","Antonio Gibson",WAS,"at GB"," 8.6","B","12.0","-0.1","50% (7/14)","16%","Great"
"19","Devontae Booker",NYG,"vs. CAR"," 3.0","B","11.9","+0.6","29% (5/17)","14%","Poor"
"20","Miles Sanders",PHI,"at LV"," 7.6","B","11.9","-2.8","23% (3/13)","20%","Awful"
"21","J.D. McKissic",WAS,"at GB"," 7.6","B","11.7","+2.1","50% (8/16)","8%","Great"
"22","D'Ernest Johnson",CLE,"vs. DEN"," 4.0","B-","11.7","-1.0","20% (3/15)","7%","Good"
"23","Alex Collins",SEA,"vs. NO"," 6.4","B-","11.6","+2.3","37% (3/8)","19%","Average"
"24","Melvin Gordon III",DEN,"at CLE"," 3.2","B-","10.9","-0.8","35% (6/17)","9%","Average"
"25","Javonte Williams",DEN,"at CLE"," 3.6","B-","10.1","-1.4","33% (2/6)","9%","Poor"
"26","Myles Gaskin",MIA,"vs. ATL"," 9.4","C+","9.8","+0.9","30% (3/10)","10%","Average"
"27","Khalil Herbert",CHI,"at TB"," 3.6","C+","9.5","+1.1","33% (2/6)","12%","Average"
"28","Michael Carter",NYJ,"at NE"," 5.4","C+","9.4","+0.6","60% (3/5)","14%","Good"
"29","Nyheim Hines",IND,"at SF"," 4.2","C","9.3","+1.1","43% (7/16)","3%","Great"
"30","AJ Dillon",GB,"vs. WAS"," 5.8","C","8.9","+1.5","30% (4/13)","5%","Average"
"31","Jamaal Williams",DET,"at LAR"," 5.4","C","7.7","+0.2","33% (5/15)","10%","Average"
"32","Mark Ingram II",HOU,"at ARI"," 5.8","C","7.7","-1.4","20% (2/10)","30%","Awful"
"33","Kenneth Gainwell",PHI,"at LV"," 8.2","C","7.6","+1.4","50% (3/6)","10%","Great"
"34","Devonta Freeman",BAL,"vs. CIN"," 3.8","C","7.5","-1.5","37% (3/8)","4%","Great"
"35","David Johnson",HOU,"at ARI"," 3.8","C-","7.2","+0.4","50% (6/12)","6%","Great"
"36","Kenyan Drake",LV,"vs. PHI"," 8.4","C-","7.1","-0.1","53% (8/15)","6%","Great"
"37","Damien Williams",CHI,"at TB"," 5.0","C","7.0","+0.2","60% (3/5)","15%","Average"
"38","Rhamondre Stevenson",NE,"vs. NYJ"," 6.8","C-","6.9","+1.3","33% (1/3)","11%","Good"
"39","Demetric Felton",CLE,"vs. DEN"," 4.0","C-","6.7","-","-","2%","Great"
"40","Le'Veon Bell",BAL,"vs. CIN"," 3.4","D+","6.6","-1.0","28% (4/14)","9%","Great"
