"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Davante Adams",GB,"vs. PIT"," 5.0","A+","21.7","+2.1","53% (8/15)","33%","Awful"
"2","Cooper Kupp",LAR,"vs. ARI"," 7.4","A+","20.1","-0.3","40% (6/15)","39%","Great"
"3","Tyreek Hill",KC,"at PHI"," 8.4","A+","20.1","+2.0","53% (8/15)","15%","Average"
"4","Stefon Diggs",BUF,"vs. HOU"," 8.6","A+","19.2","+0.2","37% (6/16)","21%","Awful"
"5","D.K. Metcalf",SEA,"at SF"," 5.0","A+","18.9","-1.1","31% (5/16)","38%","Great"
"6","Justin Jefferson",MIN,"vs. CLE"," 5.2","A","18.4","+1.5","62% (10/16)","28%","Great"
"7","D.J. Moore",CAR,"at DAL"," 8.2","A","18.3","+0.5","60% (9/15)","20%","Great"
"8","Keenan Allen",LAC,"vs. LV"," 6.4","A","18.2","-1.2","35% (5/14)","22%","Poor"
"9","CeeDee Lamb",DAL,"vs. CAR"," 6.2","A","18.1","+1.4","43% (7/16)","18%","Poor"
"10","Calvin Ridley",ATL,"vs. WAS"," 4.8","A","18.0","-2.6","33% (5/15)","38%","Awful"
"11","Tyler Lockett",SEA,"at SF"," 4.0","A","17.7","-1.1","31% (5/16)","24%","Great"
"12","Terry McLaurin",WAS,"at ATL"," 8.4","A","17.4","-1.5","33% (5/15)","13%","Great"
"13","DeAndre Hopkins",ARI,"at LAR"," 4.4","A","17.3","-3.0","43% (7/16)","13%","Great"
"14","Mike Williams",LAC,"vs. LV"," 6.6","A","16.7","+2.1","46% (7/15)","39%","Great"
"15","Ja'Marr Chase",CIN,"vs. JAC"," 6.0","A-","16.7","+6.0","100% (3/3)","23%","Great"
"16","Chris Godwin",TB,"at NE"," 8.0","A-","16.5","+1.4","76% (10/13)","13%","Great"
"17","Deebo Samuel",SF,"vs. SEA"," 4.6","A-","16.4","-0.3","30% (3/10)","13%","Great"
"18","Amari Cooper",DAL,"vs. CAR"," 6.2","A-","16.3","-1.1","43% (7/16)","24%","Average"
"19","Adam Thielen",MIN,"vs. CLE"," 5.2","A-","16.2","+0.9","46% (7/15)","39%","Great"
"20","Tyler Boyd",CIN,"vs. JAC"," 6.4","B+","16.0","-2.2","33% (5/15)","14%","Great"
"21","Mike Evans",TB,"at NE"," 6.4","B+","15.4","+0.6","56% (9/16)","23%","Average"
"22","Courtland Sutton",DEN,"vs. BAL"," 4.4","B+","15.3","-1.3","33% (1/3)","13%","Awful"
"23","Brandin Cooks",HOU,"at BUF"," 5.0","B+","15.1","+2.8","53% (8/15)","21%","Poor"
"24","Allen Robinson II",CHI,"vs. DET"," 7.4","B","14.9","-1.7","37% (6/16)","28%","Average"
"25","Robert Woods",LAR,"vs. ARI"," 7.4","B","14.8","-2.1","25% (4/16)","29%","Awful"
"26","Odell Beckham Jr.",CLE,"at MIN"," 8.0","B","14.4","-0.8","40% (2/5)","30%","Awful"
"27","Chase Claypool",PIT,"at GB"," 3.8","B-","14.1","+1.5","50% (8/16)","17%","Awful"
"28","Marvin Jones Jr.",JAC,"at CIN"," 8.4","B-","14.1","+1.5","56% (9/16)","28%","Average"
"29","Jakobi Meyers",NE,"vs. TB"," 4.6","B-","14.1","-0.1","46% (6/13)","31%","Awful"
"30","Cole Beasley",BUF,"vs. HOU"," 8.2","C+","14.0","+1.7","60% (9/15)","14%","Awful"
"31","Marquise Brown",BAL,"at DEN"," 4.6","C+","14.0","+0.3","50% (8/16)","33%","Average"
"32","Corey Davis",NYJ,"vs. TEN"," 5.8","C+","13.7","+0.6","46% (7/15)","31%","Great"
"33","Michael Pittman Jr.",IND,"at MIA"," 5.8","C+","13.6","-1.1","30% (4/13)","30%","Awful"
"34","Antonio Brown",TB,"at NE"," 7.8","C+","13.6","+2.2","60% (6/10)","11%","Good"
"35","DeVonta Smith",PHI,"vs. KC"," 7.0","C+","13.4","-3.1","33% (1/3)","25%","Average"
"36","Emmanuel Sanders",BUF,"vs. HOU"," 9.0","C","13.4","+1.4","50% (7/14)","12%","Great"
"37","Robby Anderson",CAR,"at DAL"," 8.0","C","13.1","-3.4","31% (5/16)","13%","Great"
"38","Kenny Golladay",NYG,"at NO"," 6.4","C","11.7","-3.5","14% (1/7)","19%","Awful"
"39","Brandon Aiyuk",SF,"vs. SEA"," 4.8","C","11.6","+1.8","69% (9/13)","18%","Great"
"40","Jaylen Waddle",MIA,"vs. IND"," 5.6","C","11.5","+1.7","66% (2/3)","19%","Good"
"41","D.J. Chark Jr.",JAC,"at CIN"," 8.4","C","11.3","-0.8","35% (5/14)","18%","Great"
"42","Tim Patrick",DEN,"vs. BAL"," 4.4","C","11.3","+1.5","60% (9/15)","26%","Good"
"43","Christian Kirk",ARI,"at LAR"," 3.2","C","11.1","+1.8","60% (9/15)","20%","Good"
"44","JuJu Smith-Schuster",PIT,"at GB"," 4.0","C","11.0","-0.4","56% (9/16)","2%","Awful"
"45","Henry Ruggs III",LV,"at LAC"," 5.8","C-","10.9","-0.6","35% (5/14)","11%","Average"
"46","DeVante Parker",MIA,"vs. IND"," 5.2","C-","10.8","-2.5","35% (5/14)","11%","Awful"
"47","Darnell Mooney",CHI,"vs. DET"," 6.6","C-","10.7","+0.3","37% (6/16)","40%","Awful"
"48","Rondale Moore",ARI,"at LAR"," 3.8","C-","10.5","+2.5","66% (2/3)","20%","Poor"
"49","Hunter Renfrow",LV,"at LAC"," 4.8","C-","10.4","-0.7","31% (5/16)","16%","Poor"
"50","Laviska Shenault Jr.",JAC,"at CIN"," 9.6","C-","10.3","-0.5","42% (6/14)","5%","Awful"
"51","Diontae Johnson",PIT,"at GB","-","C","10.2","+0.8","71% (10/14)","32%","Poor"
"52","Terrace Marshall Jr.",CAR,"at DAL"," 8.0","C-","10.2","-1.6","33% (1/3)","28%","Awful"
"53","Mecole Hardman",KC,"at PHI"," 8.6","D+","10.0","-0.3","43% (7/16)","9%","Good"
"54","Will Fuller V",MIA,"vs. IND"," 5.4","D+","9.8","+2.7","55% (5/9)","18%","Awful"
"55","Sammy Watkins",BAL,"at DEN"," 4.8","D","9.7","-1.6","30% (3/10)","18%","Awful"
"56","Jalen Reagor",PHI,"vs. KC"," 7.0","D","9.6","-0.7","41% (5/12)","11%","Great"
"57","Nelson Agholor",NE,"vs. TB"," 5.2","D","9.6","+2.4","50% (8/16)","27%","Average"
"58","Marquez Callaway",NO,"vs. NYG"," 7.0","D","9.6","-0.7","45% (5/11)","8%","Great"
"59","Bryan Edwards",LV,"at LAC"," 5.4","D-","9.4","+0.2","25% (3/12)","9%","Awful"
"60","Zach Pascal",IND,"at MIA"," 7.2","D-","9.3","+1.6","50% (8/16)","23%","Great"
"61","A.J. Green",ARI,"at LAR"," 3.4","D-","9.3","-1.1","50% (8/16)","17%","Poor"
"62","Van Jefferson",LAR,"vs. ARI"," 7.2","F","8.5","-0.7","31% (5/16)","6%","Great"
"63","K.J. Osborn",MIN,"vs. CLE"," 5.2","F","8.3","+4.3","50% (2/4)","6%","Great"
"64","Marquez Valdes-Scantling",GB,"vs. PIT"," 4.4","F","8.3","+0.2","31% (5/16)","17%","Poor"
"65","Kendrick Bourne",NE,"vs. TB"," 5.0","F","8.1","+1.6","53% (8/15)","7%","Great"
"66","Quintez Cephus",DET,"at CHI"," 5.2","F","8.0","+1.0","38% (5/13)","26%","Good"
"67","Adam Humphries",WAS,"at ATL"," 8.8","F","7.9","-2.0","28% (2/7)","6%","Awful"
"68","Nick Westbrook-Ikhine",TEN,"at NYJ"," 7.0","F","7.7","+0.2","30% (4/13)","14%","Great"
"69","Quez Watkins",PHI,"vs. KC"," 7.0","F","7.7","+2.1","62% (5/8)","4%","Awful"
"70","Cedrick Wilson Jr.",DAL,"vs. CAR"," 5.8","F","7.6","-1.0","25% (4/16)","1%","Great"
"71","DeSean Jackson",LAR,"vs. ARI"," 6.8","F","7.5","+1.9","33% (2/6)","6%","Great"
"72","Kalif Raymond",DET,"at CHI"," 5.2","F","7.5","-1.7","21% (3/14)","11%","Awful"
"73","Deonte Harris",NO,"vs. NYG"," 7.0","F","7.4","-0.3","36% (4/11)","2%","Great"
"74","James Washington",PIT,"at GB"," 4.0","F","7.3","-0.4","25% (4/16)","8%","Awful"
"75","Braxton Berrios",NYJ,"vs. TEN"," 5.4","F","7.3","+0.2","37% (6/16)","9%","Awful"
"76","Allen Lazard",GB,"vs. PIT"," 3.8","F","7.3","-2.7","20% (2/10)","3%","Awful"
"77","Chester Rogers",TEN,"at NYJ"," 7.0","F","7.3","+2.8","66% (2/3)","13%","Great"
"78","Gabriel Davis",BUF,"vs. HOU"," 8.0","F","7.2","+1.2","50% (8/16)","11%","Good"
"79","Parris Campbell",IND,"at MIA"," 6.6","F","6.8","-4.5","0% (0/4)","7%","Awful"
"80","Anthony Miller",HOU,"at BUF"," 5.0","F","6.7","-1.6","21% (3/14)","34%","Good"
"81","Olamide Zaccheaus",ATL,"vs. WAS"," 4.4","F","6.7","-0.1","36% (4/11)","15%","Good"
"82","Amon-Ra St. Brown",DET,"at CHI"," 5.4","F","6.6","-3.8","0% (0/3)","14%","Awful"
"83","Dyami Brown",WAS,"at ATL"," 8.0","F","6.6","-3.6","0% (0/3)","13%","Awful"
"84","Collin Johnson",NYG,"at NO"," 6.0","F","6.5","+1.9","41% (5/12)","11%","Awful"
"85","Byron Pringle",KC,"at PHI"," 8.8","F","6.4","+1.9","54% (6/11)","5%","Great"
"86","Donovan Peoples-Jones",CLE,"at MIN"," 8.8","F","6.3","-0.5","30% (4/13)","4%","Awful"
"87","Demarcus Robinson",KC,"at PHI"," 9.2","F","6.3","+1.1","56% (9/16)","5%","Great"
"88","Jalen Guyton",LAC,"vs. LV"," 7.2","F","6.3","0.0","37% (6/16)","10%","Awful"
"89","Kadarius Toney",NYG,"at NO"," 6.4","F","6.3","-0.9","33% (1/3)","1%","Awful"
"90","Chris Conley",HOU,"at BUF"," 4.8","F","6.3","-0.6","40% (6/15)","1%","Awful"
"91","Freddie Swain",SEA,"at SF"," 4.6","F","6.1","-0.2","25% (4/16)","3%","Great"
"92","Cordarrelle Patterson",ATL,"vs. WAS"," 5.0","F","6.1","-","-","6%","Great"
"93","Rashard Higgins",CLE,"at MIN"," 8.6","F","6.1","+2.3","57% (8/14)","2%","Awful"
"94","Randall Cobb",GB,"vs. PIT"," 4.6","F","6.0","-0.6","40% (4/10)","6%","Awful"
"95","Anthony Schwartz",CLE,"at MIN"," 8.2","F","6.0","-1.0","33% (1/3)","10%","Awful"
"96","Auden Tate",CIN,"vs. JAC"," 5.4","F","6.0","-1.1","18% (2/11)","1%","Awful"
"97","Mohamed Sanu Sr.",SF,"vs. SEA"," 5.0","F","5.7","-0.1","36% (4/11)","10%","Awful"
"98","Devin Duvernay",BAL,"at DEN"," 4.2","F","5.4","-0.9","31% (5/16)","19%","Good"
"99","Tyler Johnson",TB,"at NE"," 8.2","F","5.4","+0.9","50% (7/14)","4%","Awful"
"100","Greg Ward",PHI,"vs. KC"," 7.6","F","5.3","+0.4","37% (6/16)","6%","Great"
"101","Trinity Benson",DET,"at CHI"," 5.4","F","5.2","-1.5","33% (1/3)","4%","Awful"
"102","Kenny Stills",NO,"vs. NYG"," 7.0","F","5.1","-1.8","12% (1/8)","19%","Awful"
"103","Joshua Palmer",LAC,"vs. LV"," 6.6","F","5.0","-0.4","33% (1/3)","4%","Awful"
"104","Trent Sherfield",SF,"vs. SEA"," 5.4","F","4.9","-0.1","23% (3/13)","16%","Great"
"105","Jamison Crowder",NYJ,"vs. TEN","-","F","4.7","+0.3","54% (6/11)","0%","N/A"
"106","Marquise Goodwin",CHI,"vs. DET"," 7.0","F","4.6","-0.3","33% (1/3)","5%","Awful"
"107","Keelan Cole Sr.",NYJ,"vs. TEN"," 5.2","F","4.5","-0.7","33% (5/15)","2%","Awful"
"108","Mike Thomas",CIN,"vs. JAC"," 5.6","F","4.4","-1.6","14% (2/14)","5%","Awful"
"109","Chris Hogan",NO,"vs. NYG"," 6.8","F","4.4","-1.4","16% (1/6)","3%","Great"
"110","Zay Jones",LV,"at LAC","-","F","4.3","-0.3","31% (5/16)","3%","Great"
"111","Damiere Byrd",CHI,"vs. DET","-","F","4.3","-1.2","25% (4/16)","2%","Awful"
"112","Cameron Batson",TEN,"at NYJ"," 6.2","F","4.1","-0.8","23% (3/13)","1%","Awful"
"113","Diontae Spencer",DEN,"vs. BAL","-","F","4.1","+0.1","30% (3/10)","1%","Awful"
"114","Preston Williams",MIA,"vs. IND"," 5.6","F","4.1","+1.4","50% (3/6)","0%","N/A"
"115","Cam Sims",WAS,"at ATL","-","F","3.9","+0.8","43% (7/16)","0%","N/A"
"116","Ray-Ray McCloud",PIT,"at GB","-","F","3.9","-0.1","31% (5/16)","1%","Awful"
"117","Albert Wilson",MIA,"vs. IND"," 5.6","F","3.7","-2.2","50% (1/2)","12%","Awful"
"118","Tajae Sharpe",ATL,"vs. WAS","-","F","3.7","-0.8","16% (1/6)","1%","Awful"
"119","D'Wayne Eskridge",SEA,"at SF","-","F","3.7","-1.8","0% (0/1)","0%","N/A"
"120","Brandon Zylstra",CAR,"at DAL","-","F","3.5","+0.5","22% (2/9)","0%","N/A"
"121","James Proche II",BAL,"at DEN","-","F","3.3","-0.1","10% (1/10)","3%","Awful"
"122","Penny Hart",SEA,"at SF","-","F","3.3","+0.1","28% (2/7)","17%","Awful"
"123","C.J. Board",NYG,"at NO","-","F","3.2","-0.8","23% (3/13)","7%","Awful"
"124","David Moore",DEN,"vs. BAL"," 4.8","F","3.1","+1.0","42% (6/14)","0%","N/A"
"125","Kendall Hinton",DEN,"vs. BAL","-","F","3.0","-1.2","0% (0/3)","1%","Awful"
"126","Isaiah McKenzie",BUF,"vs. HOU","-","F","3.0","+1.7","43% (7/16)","5%","Awful"
"127","Josh Reynolds",TEN,"at NYJ","-","F","2.9","-0.2","40% (6/15)","0%","N/A"
"128","Noah Brown",DAL,"vs. CAR","-","F","2.8","-0.1","38% (5/13)","0%","N/A"
"129","Curtis Samuel",WAS,"at ATL","-","F","2.7","+3.4","66% (8/12)","0%","N/A"
"130","K.J. Hill Jr.",LAC,"vs. LV","-","F","2.6","-0.7","23% (3/13)","0%","N/A"
"131","Alex Erickson",CAR,"at DAL","-","F","2.6","-0.6","26% (4/15)","1%","Awful"
"132","Willie Snead IV",LV,"at LAC","-","F","2.5","0.0","28% (4/14)","0%","N/A"
"133","Jamal Agnew",JAC,"at CIN","-","F","2.5","-0.6","33% (5/15)","3%","Awful"
"134","Dede Westbrook",MIN,"vs. CLE","-","F","2.1","-0.4","0% (0/3)","0%","N/A"
"135","Jeff Smith",NYJ,"vs. TEN","-","F","1.9","-1.1","15% (2/13)","4%","Awful"
"136","Amari Rodgers",GB,"vs. PIT","-","F","1.7","-0.7","33% (1/3)","0%","N/A"
"137","KhaDarel Hodge",DET,"at CHI","-","F","1.7","-0.6","30% (3/10)","9%","Awful"
"138","Gunner Olszewski",NE,"vs. TB","-","F","1.6","+0.1","15% (2/13)","0%","N/A"
"139","J.J. Arcega-Whiteside",PHI,"vs. KC","-","F","1.6","+0.6","25% (1/4)","0%","N/A"
"140","Mack Hollins",MIA,"vs. IND","-","F","1.4","-0.3","28% (4/14)","0%","N/A"
"141","Trenton Irwin",CIN,"vs. JAC","-","F","1.4","+0.2","33% (1/3)","5%","Awful"
"142","Ashton Dulin",IND,"at MIA","-","F","1.4","-0.7","18% (2/11)","8%","Awful"
"143","Denzel Mims",NYJ,"vs. TEN"," 5.4","F","1.4","-2.0","27% (3/11)","19%","Awful"
"144","Marcus Kemp",KC,"at PHI","-","F","1.3","-0.2","0% (0/7)","6%","Awful"
"145","Jody Fortson",KC,"at PHI","-","F","1.2","-","-","14%","Good"
"146","Jake Kumerow",BUF,"vs. HOU","-","F","1.2","+0.4","14% (1/7)","6%","Awful"
"147","Tyron Johnson",JAC,"at CIN","-","F","1.2","+0.7","37% (6/16)","5%","Awful"
"148","Christian Blake",ATL,"vs. WAS","-","F","1.1","-1.2","15% (2/13)","1%","Awful"
"149","Jauan Jennings",SF,"vs. SEA","-","F","1.0","+1.9","33% (1/3)","14%","Great"
"150","Andre Roberts",HOU,"at BUF"," 5.0","F","0.7","-1.0","14% (2/14)","2%","Awful"
"151","Lil'Jordan Humphrey",NO,"vs. NYG"," 6.8","F","0.7","-0.4","28% (2/7)","6%","Awful"
"152","Ihmir Smith-Marsette",MIN,"vs. CLE","-","F","0.7","-1.3","0% (0/3)","0%","N/A"
"153","Tylan Wallace",BAL,"at DEN","-","F","0.6","-0.8","0% (0/3)","0%","N/A"
"154","Tavon Austin",JAC,"at CIN","-","F","0.6","-1.1","0% (0/3)","1%","Awful"
"155","Breshad Perriman",CHI,"vs. DET"," 7.2","F","0.6","+0.2","50% (5/10)","0%","N/A"
"156","Tre'Quan Smith",NO,"vs. NYG","-","F","0.6","-0.6","33% (4/12)","0%","N/A"
"157","DeAndre Carter",WAS,"at ATL","-","F","0.6","-0.5","10% (1/10)","0%","N/A"
"158","Tutu Atwell",LAR,"vs. ARI"," 7.0","F","0.5","-1.5","0% (0/3)","0%","N/A"
"159","Jakeem Grant Sr.",MIA,"vs. IND","-","F","0.5","-0.5","42% (6/14)","12%","Awful"
"160","John Ross",NYG,"at NO","-","F","0.5","-0.1","0% (0/1)","0%","N/A"
"161","Racey McMath",TEN,"at NYJ","-","F","0.4","-1.2","0% (0/3)","0%","N/A"
"162","Danny Amendola",HOU,"at BUF","-","F","0.4","-0.8","46% (6/13)","4%","Great"
"163","Dax Milne",WAS,"at ATL","-","F","0.4","-0.6","0% (0/3)","0%","N/A"
"164","Tom Kennedy",DET,"at CHI","-","F","0.4","-0.6","0% (0/2)","0%","N/A"
"165","Chris Moore",HOU,"at BUF","-","F","0.4","-0.8","0% (0/5)","0%","N/A"
"166","Nsimba Webster",CHI,"vs. DET","-","F","0.4","-0.2","0% (0/4)","0%","N/A"
"167","Jaydon Mickens",TB,"at NE","-","F","0.4","-0.2","16% (1/6)","0%","N/A"
"168","Rashod Bateman",BAL,"at DEN","-","F","0.4","-","-","0%","N/A"
"169","Malik Taylor",GB,"vs. PIT","-","F","0.4","+0.2","45% (5/11)","10%","Awful"
"170","Antoine Wesley",ARI,"at LAR","-","F","0.4","-0.2","0% (0/1)","0%","N/A"
"171","Jaelon Darden",TB,"at NE","-","F","0.4","+0.4","100% (1/1)","0%","N/A"
"172","Frank Darby",ATL,"vs. WAS","-","F","0.4","-0.2","0% (0/1)","0%","N/A"
"173","Mike Strachan",IND,"at MIA","-","F","0.4","-0.9","50% (1/2)","5%","Awful"
"174","Andy Isabella",ARI,"at LAR","-","F","0.3","-2.6","0% (0/13)","0%","N/A"
"175","Simi Fehoko",DAL,"vs. CAR","-","F","0.3","-0.9","0% (0/3)","0%","N/A"
"176","Stanley Morgan Jr.",CIN,"vs. JAC","-","F","0.3","-0.6","0% (0/7)","0%","N/A"
"177","Ben Skowronek",LAR,"vs. ARI","-","F","0.2","-0.2","0% (0/1)","0%","N/A"
"178","Equanimeous St. Brown",GB,"vs. PIT","-","F","0.1","-1.0","8% (1/12)","0%","N/A"
"179","Shi Smith",CAR,"at DAL","-","F","0.1","-","-","0%","N/A"
"180","Daurice Fountain",KC,"at PHI","-","F","0.1","-2.6","0% (0/4)","0%","N/A"
"181","Matthew Slater",NE,"vs. TB","-","F","0.1","-0.5","0% (0/3)","0%","N/A"
"182","Cody White",PIT,"at GB","-","F","0.1","-","-","0%","N/A"
