"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Davante Adams",GB,"at CHI"," 8.2","A+","23.0","+2.1","52% (9/17)","26%","Awful"
"2","Tyreek Hill",KC,"at WAS"," 5.8","A+","20.7","+3.1","46% (7/15)","14%","Great"
"3","Cooper Kupp",LAR,"at NYG"," 5.4","A+","20.5","-0.9","33% (5/15)","27%","Average"
"4","Stefon Diggs",BUF,"at TEN"," 6.2","A+","18.9","-0.4","31% (5/16)","16%","Awful"
"5","Justin Jefferson",MIN,"at CAR"," 7.4","A+","18.4","+2.2","62% (10/16)","14%","Great"
"6","D.J. Moore",CAR,"vs. MIN"," 6.4","A+","17.9","+0.9","60% (9/15)","12%","Great"
"7","Terry McLaurin",WAS,"vs. KC"," 7.4","A+","17.8","-0.8","33% (5/15)","19%","Average"
"8","Ja'Marr Chase",CIN,"at DET"," 5.0","A","17.8","+5.4","80% (4/5)","20%","Great"
"9","DeAndre Hopkins",ARI,"at CLE"," 3.6","A","17.7","-2.9","43% (7/16)","15%","Good"
"10","Keenan Allen",LAC,"at BAL"," 4.4","A","17.6","-1.4","35% (5/14)","12%","Awful"
"11","Diontae Johnson",PIT,"vs. SEA"," 7.4","A","17.3","+2.1","80% (12/15)","21%","Good"
"12","Mike Williams",LAC,"at BAL"," 4.2","A","16.5","+1.4","43% (7/16)","22%","Great"
"13","Chris Godwin",TB,"at PHI"," 6.0","A","16.5","+0.5","66% (10/15)","13%","Poor"
"14","D.K. Metcalf",SEA,"at PIT"," 6.8","A","16.5","-1.1","31% (5/16)","26%","Great"
"15","CeeDee Lamb",DAL,"at NE"," 3.4","A","16.4","-0.3","37% (6/16)","13%","Poor"
"16","Mike Evans",TB,"at PHI"," 6.0","A","16.3","+0.8","56% (9/16)","11%","Good"
"17","Antonio Brown",TB,"at PHI"," 5.8","A-","16.3","+3.4","66% (8/12)","10%","Great"
"18","Courtland Sutton",DEN,"vs. LV"," 7.0","A-","15.9","+0.1","40% (2/5)","12%","Awful"
"19","Chase Claypool",PIT,"vs. SEA"," 6.6","A-","15.7","0.0","50% (8/16)","17%","Awful"
"20","Amari Cooper",DAL,"at NE"," 3.8","A-","15.3","-1.1","50% (8/16)","14%","Good"
"21","Robert Woods",LAR,"at NYG"," 5.8","A-","15.2","-1.1","31% (5/16)","16%","Poor"
"22","DeVonta Smith",PHI,"vs. TB"," 7.8","A-","15.0","-0.9","40% (2/5)","10%","Poor"
"23","Marquise Brown",BAL,"vs. LAC"," 5.6","B+","15.0","+1.5","56% (9/16)","20%","Great"
"24","A.J. Brown",TEN,"vs. BUF"," 5.4","B+","14.9","-0.9","43% (7/16)","7%","Average"
"25","Brandin Cooks",HOU,"at IND"," 5.0","B","14.9","+1.3","46% (7/15)","15%","Awful"
"26","Tyler Lockett",SEA,"at PIT"," 8.2","B","14.6","-0.9","31% (5/16)","15%","Great"
"27","Michael Pittman Jr.",IND,"vs. HOU"," 7.0","B","14.5","-0.7","33% (5/15)","17%","Awful"
"28","Tyler Boyd",CIN,"at DET"," 4.2","B-","14.4","-2.1","33% (5/15)","7%","Great"
"29","Tee Higgins",CIN,"at DET"," 4.0","B","14.4","-0.1","50% (7/14)","20%","Great"
"30","Emmanuel Sanders",BUF,"at TEN"," 5.8","B-","14.2","+1.3","50% (7/14)","10%","Great"
"31","Adam Thielen",MIN,"at CAR"," 7.2","B-","14.1","-1.4","33% (5/15)","19%","Great"
"32","Jakobi Meyers",NE,"vs. DAL"," 6.0","C+","13.7","-0.3","46% (7/15)","13%","Awful"
"33","Allen Robinson II",CHI,"vs. GB"," 6.2","C+","13.2","-2.7","25% (4/16)","8%","Average"
"34","Marvin Jones Jr.",JAC,"vs. MIA"," 9.4","C+","13.2","+0.9","52% (9/17)","17%","Poor"
"35","Kadarius Toney",NYG,"vs. LAR"," 5.4","C+","13.0","+3.9","60% (3/5)","8%","Awful"
"36","Odell Beckham Jr.",CLE,"vs. ARI"," 5.2","C+","13.0","-7.8","20% (1/5)","15%","Awful"
"37","Tim Patrick",DEN,"vs. LV"," 7.4","C+","12.9","+0.5","56% (9/16)","12%","Poor"
"38","Jaylen Waddle",MIA,"at JAC"," 4.4","C","12.7","-1.0","40% (2/5)","6%","Average"
"39","Laviska Shenault Jr.",JAC,"vs. MIA"," 9.6","C","12.3","-0.8","35% (5/14)","6%","Awful"
"40","Darnell Mooney",CHI,"vs. GB"," 5.6","C","12.1","+0.6","37% (6/16)","13%","Awful"
"41","Hunter Renfrow",LV,"at DEN"," 4.6","C","11.6","-0.1","37% (6/16)","9%","Average"
"42","Rondale Moore",ARI,"at CLE"," 4.2","C","11.5","+2.2","60% (3/5)","13%","Awful"
"43","Cole Beasley",BUF,"at TEN"," 5.6","C","11.0","+0.3","46% (7/15)","6%","Awful"
"44","Robby Anderson",CAR,"vs. MIN"," 5.8","C","11.0","-4.1","18% (3/16)","9%","Poor"
"45","Henry Ruggs III",LV,"at DEN"," 4.2","C","11.0","-1.7","26% (4/15)","6%","Poor"
"46","Christian Kirk",ARI,"at CLE"," 6.0","C","10.9","+1.1","53% (8/15)","9%","Average"
"47","A.J. Green",ARI,"at CLE"," 8.4","C-","10.7","-0.1","56% (9/16)","11%","Average"
"48","Mecole Hardman",KC,"at WAS"," 5.4","C-","10.5","-0.3","43% (7/16)","9%","Awful"
