"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Cooper Kupp",LAR,"at HOU"," 6.2","A+","23.6","+1.8","46% (7/15)","30%","Average"
"2","Tyreek Hill",KC,"vs. NYG"," 6.2","A+","20.2","+3.4","53% (8/15)","15%","Good"
"3","Ja'Marr Chase",CIN,"at NYJ"," 7.6","A+","20.2","+6.0","71% (5/7)","17%","Great"
"4","Stefon Diggs",BUF,"vs. MIA"," 8.8","A+","20.2","+0.5","40% (6/15)","16%","Awful"
"5","Justin Jefferson",MIN,"vs. DAL"," 5.8","A+","19.3","+0.5","56% (9/16)","21%","Average"
"6","Deebo Samuel",SF,"at CHI"," 9.2","A+","19.0","+2.2","44% (4/9)","13%","Great"
"7","D.J. Moore",CAR,"at ATL"," 7.4","A","18.5","-0.8","46% (7/15)","14%","Average"
"8","A.J. Brown",TEN,"at IND"," 7.2","A","17.9","-1.5","43% (7/16)","11%","Poor"
"9","DeAndre Hopkins",ARI,"vs. GB"," 7.8","A","17.8","-2.1","43% (7/16)","13%","Great"
"10","Diontae Johnson",PIT,"at CLE"," 4.0","A","17.5","+1.2","73% (11/15)","19%","Average"
"11","CeeDee Lamb",DAL,"at MIN"," 6.4","A","17.3","+1.8","46% (7/15)","11%","Good"
"12","Chris Godwin",TB,"at NO"," 7.0","A","17.1","+0.5","66% (10/15)","14%","Poor"
"13","Keenan Allen",LAC,"vs. NE"," 5.0","A","17.1","-2.1","28% (4/14)","11%","Awful"
"14","Terry McLaurin",WAS,"at DEN"," 5.2","A","16.7","-1.0","33% (5/15)","20%","Poor"
"15","Mike Williams",LAC,"vs. NE"," 5.0","A","16.7","+1.3","43% (7/16)","23%","Great"
"16","Calvin Ridley",ATL,"vs. CAR"," 7.0","A","16.6","-2.6","15% (2/13)","26%","Awful"
"17","Mike Evans",TB,"at NO"," 7.2","A","16.3","+2.4","62% (10/16)","13%","Good"
"18","Amari Cooper",DAL,"at MIN"," 6.2","A-","16.3","-1.7","46% (7/15)","12%","Average"
"19","D.K. Metcalf",SEA,"vs. JAC"," 5.4","A-","16.3","-0.3","35% (6/17)","17%","Great"
"20","Adam Thielen",MIN,"vs. DAL"," 5.2","A-","16.1","-0.3","40% (6/15)","23%","Great"
"21","Michael Pittman Jr.",IND,"vs. TEN"," 6.8","A-","16.1","-0.6","35% (6/17)","14%","Poor"
