"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES "
"1","New England Patriots",NE,"vs. TEN"," 6.6","A+","8.5","+3.5","52% (9/17)"
"2","Chicago Bears",CHI,"at DET"," 5.8","A","7.4","-0.3","37% (6/16)"
"3","Buffalo Bills",BUF,"at NO"," 4.9","A","7.4","+3.3","56% (9/16)"
"4","Houston Texans",HOU,"vs. NYJ"," 6.4","A","6.9","-1.4","37% (6/16)"
"5","Carolina Panthers",CAR,"at MIA"," 5.5","A-","6.8","+1.6","68% (11/16)"
"6","Philadelphia Eagles",PHI,"at NYG"," 5.7","A","6.7","+0.5","52% (9/17)"
"7","Dallas Cowboys",DAL,"vs. LV"," 6.0","B+","6.6","+2.7","68% (11/16)"
"8","Baltimore Ravens",BAL,"vs. CLE"," 5.3","B","6.5","-1.2","35% (6/17)"
"9","Miami Dolphins",MIA,"vs. CAR"," 8.4","B-","6.5","+0.7","41% (7/17)"
"10","Pittsburgh Steelers",PIT,"at CIN"," 9.9","B-","6.4","-1.5","37% (6/16)"
"11","Tampa Bay Buccaneers",TB,"at IND"," 2.9","C+","6.4","+0.9","46% (7/15)"
"12","Jacksonville Jaguars",JAC,"vs. ATL"," 5.3","C","6.2","-1.4","25% (4/16)"
"13","Detroit Lions",DET,"vs. CHI"," 8.4","C","6.2","-2.9","25% (4/16)"
"14","Atlanta Falcons",ATL,"at JAC"," 5.8","C","6.0","-1.3","25% (4/16)"
"15","Cincinnati Bengals",CIN,"vs. PIT"," 5.7","C","6.0","-0.9","37% (6/16)"
"16","Los Angeles Chargers",LAC,"at DEN"," 9.9","C-","6.0","-1.5","31% (5/16)"
"17","San Francisco 49ers",SF,"vs. MIN"," 2.1","D+","5.9","-0.1","43% (7/16)"
"18","Indianapolis Colts",IND,"vs. TB"," 3.3","D","5.8","+1.3","64% (11/17)"
"19","Green Bay Packers",GB,"vs. LAR"," 5.7","D+","5.8","+0.8","58% (10/17)"
"20","Minnesota Vikings",MIN,"at SF"," 5.3","D","5.6","-0.4","37% (6/16)"
"21","Tennessee Titans",TEN,"at NE"," 9.9","D-","5.5","0.0","35% (6/17)"
"22","Seattle Seahawks",SEA,"at WAS"," 4.3","D-","5.4","-0.3","37% (6/16)"
"23","New York Jets",NYJ,"at HOU"," 4.3","F","5.4","-2.1","25% (4/16)"
"24","Denver Broncos",DEN,"vs. LAC"," 2.1","F","5.4","+0.3","43% (7/16)"
"25","Washington Football Team",WAS,"vs. SEA"," 5.8","F","5.3","+0.3","43% (7/16)"
"26","Cleveland Browns",CLE,"at BAL"," 9.2","F","5.3","-1.7","23% (4/17)"
"27","Los Angeles Rams",LAR,"at GB"," 4.9","F","5.2","+1.3","43% (7/16)"
"28","New Orleans Saints",NO,"vs. BUF"," 6.8","F","5.1","+1.0","43% (7/16)"
"29","New York Giants",NYG,"vs. PHI"," 5.1","F","5.1","-0.2","43% (7/16)"
"30","Las Vegas Raiders",LV,"at DAL"," 6.6","F","5.0","-2.7","23% (4/17)"
