"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Travis Kelce",KC,"vs. CLE"," 5.2","A+","19.4","+2.1","62% (10/16)","14%","Great"
"2","George Kittle",SF,"at DET"," 5.2","A","18.0","0.0","37% (3/8)","8%","Average"
"3","Darren Waller",LV,"vs. BAL"," 4.8","A","16.2","+0.8","37% (6/16)","19%","Poor"
"4","Mark Andrews",BAL,"at LV"," 3.8","A","14.4","-2.1","33% (5/15)","19%","Poor"
"5","Kyle Pitts",ATL,"vs. PHI"," 8.4","A-","12.9","-","-","0%","N/A"
"6","T.J. Hockenson",DET,"vs. SF"," 5.8","B+","12.4","-0.9","56% (9/16)","34%","Poor"
"7","Logan Thomas",WAS,"vs. LAC"," 4.4","B","11.5","+2.0","50% (8/16)","16%","Average"
"8","Noah Fant",DEN,"at NYG"," 4.8","B","11.1","-0.4","40% (6/15)","12%","Poor"
"9","Dallas Goedert",PHI,"at ATL"," 3.2","B-","10.8","-0.4","36% (4/11)","8%","Average"
"10","Robert Tonyan",GB,"at NO"," 4.4","C+","9.9","+1.8","50% (8/16)","11%","Great"
"11","Tyler Higbee",LAR,"vs. CHI"," 8.0","C","9.4","+0.3","40% (6/15)","9%","Good"
"12","Mike Gesicki",MIA,"at NE"," 4.4","C","9.2","+0.9","33% (5/15)","13%","Poor"
"13","Jonnu Smith",NE,"vs. MIA"," 7.2","C-","8.3","-0.4","53% (8/15)","0%","N/A"
"14","Austin Hooper",CLE,"at KC"," 6.8","D+","7.9","-0.1","53% (7/13)","8%","Poor"
"15","Rob Gronkowski",TB,"vs. DAL"," 7.4","D+","7.8","+0.2","43% (7/16)","11%","Average"
"16","Gerald Everett",SEA,"at IND"," 5.2","D+","7.6","+0.7","50% (8/16)","0%","N/A"
"17","Hunter Henry",NE,"vs. MIA"," 6.4","D+","7.5","-1.5","42% (6/14)","0%","N/A"
"18","Zach Ertz",PHI,"at ATL"," 2.8","D","7.1","-3.6","9% (1/11)","7%","Awful"
"19","Anthony Firkser",TEN,"vs. ARI"," 8.0","D","7.1","-0.4","31% (5/16)","5%","Awful"
"20","Jared Cook",LAC,"at WAS"," 6.8","D-","7.0","-0.7","53% (8/15)","0%","N/A"
"21","Cole Kmet",CHI,"at LAR"," 5.0","D-","6.8","-0.1","31% (5/16)","6%","Poor"
"22","Blake Jarwin",DAL,"at TB"," 4.8","D-","6.7","-8.3","0% (0/1)","0%","N/A"
"23","Eric Ebron",PIT,"at BUF"," 7.0","D-","6.6","+0.1","60% (9/15)","15%","Poor"
