"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Austin Ekeler",LAC,"at BAL"," 7.4","A+","22.6","-1.7","46% (6/13)","25%","Great"
"2","Derrick Henry",TEN,"vs. BUF"," 4.2","A+","20.1","+4.2","52% (9/17)","28%","Great"
"3","Ezekiel Elliott",DAL,"at NE"," 6.6","A+","19.8","-2.0","40% (6/15)","31%","Average"
"4","Najee Harris",PIT,"vs. SEA"," 6.2","A","19.1","+1.0","80% (4/5)","32%","Poor"
"5","Jonathan Taylor",IND,"vs. HOU"," 7.2","A","18.2","+2.6","57% (8/14)","33%","Awful"
"6","Aaron Jones",GB,"at CHI"," 4.4","A","17.8","-1.2","33% (5/15)","24%","Average"
"7","D'Andre Swift",DET,"vs. CIN"," 3.4","A","17.2","+1.7","57% (8/14)","23%","Average"
"8","James Robinson",JAC,"vs. MIA"," 8.4","A","17.0","+1.7","42% (6/14)","17%","Great"
"9","Antonio Gibson",WAS,"vs. KC"," 6.6","A-","16.3","+0.2","50% (7/14)","17%","Great"
"10","Kareem Hunt",CLE,"vs. ARI"," 6.2","A-","16.1","+0.3","43% (7/16)","15%","Great"
"11","Darrell Henderson Jr.",LAR,"at NYG"," 8.2","A-","15.8","-0.9","42% (6/14)","23%","Average"
"12","Dalvin Cook",MIN,"at CAR"," 3.6","A-","15.5","+1.3","33% (4/12)","21%","Poor"
"13","Joe Mixon",CIN,"at DET"," 9.9","B+","15.5","-1.6","33% (2/6)","25%","Great"
"14","Leonard Fournette",TB,"at PHI"," 6.2","B","15.1","+0.2","42% (6/14)","16%","Poor"
"15","Darrel Williams",KC,"at WAS"," 4.8","B","14.6","+0.9","56% (9/16)","11%","Average"
"16","Josh Jacobs",LV,"at DEN"," 3.6","B","13.8","-0.9","38% (5/13)","16%","Great"
"17","Zack Moss",BUF,"at TEN"," 7.8","B","13.8","+1.9","60% (9/15)","19%","Great"
"18","Chase Edmonds",ARI,"at CLE"," 3.8","B","13.2","-0.7","31% (5/16)","11%","Awful"
"19","Myles Gaskin",MIA,"at JAC"," 8.6","B","13.1","+2.1","40% (4/10)","10%","Great"
