"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Darren Waller",LV,"at DAL"," 7.2","A+","17.7","-0.9","31% (5/16)","16%","Awful"
"2","Mark Andrews",BAL,"vs. CLE"," 5.8","A","14.8","-1.3","31% (5/16)","12%","Average"
"3","George Kittle",SF,"vs. MIN"," 2.6","A+","14.6","-1.1","44% (4/9)","8%","Great"
"4","Kyle Pitts",ATL,"at JAC"," 7.6","A","14.5","-1.2","30% (3/10)","13%","Awful"
"5","Dalton Schultz",DAL,"vs. LV"," 7.6","A-","13.4","+1.0","50% (8/16)","6%","Great"
"6","T.J. Hockenson",DET,"vs. CHI"," 4.8","B+","12.1","-2.1","43% (7/16)","8%","Average"
"7","Rob Gronkowski",TB,"at IND"," 7.0","A-","11.9","+2.5","50% (5/10)","11%","Great"
"8","Mike Gesicki",MIA,"vs. CAR"," 4.2","B","11.6","+1.4","50% (8/16)","9%","Awful"
"9","Dallas Goedert",PHI,"at NYG"," 5.0","B","11.3","-0.7","53% (8/15)","7%","Poor"
"10","Pat Freiermuth",PIT,"at CIN"," 5.0","B-","10.7","+2.4","70% (7/10)","14%","Average"
"11","Dawson Knox",BUF,"at NO"," 3.2","C+","10.4","+3.6","71% (10/14)","9%","Great"
"12","Noah Fant",DEN,"vs. LAC"," 9.9","C","10.4","-0.4","53% (8/15)","10%","Average"
"13","Tyler Higbee",LAR,"at GB"," 9.4","C","9.4","-0.2","43% (7/16)","12%","Poor"
"14","Evan Engram",NYG,"vs. PHI"," 7.0","D+","9.3","-0.5","42% (6/14)","7%","Average"
"15","Hunter Henry",NE,"vs. TEN"," 2.6","C-","9.2","+0.8","60% (9/15)","12%","Great"
"16","Dan Arnold",JAC,"vs. ATL"," 8.4","D+","9.0","+1.1","62% (10/16)","6%","Awful"
"17","Cole Kmet",CHI,"at DET"," 4.6","D","8.8","-0.6","43% (7/16)","7%","Awful"
"18","Tyler Conklin",MIN,"at SF"," 6.4","D","8.5","+2.2","62% (10/16)","8%","Great"
"19","Logan Thomas",WAS,"vs. SEA"," 7.2","D","7.5","+2.1","60% (6/10)","8%","Great"
"20","Austin Hooper",CLE,"at BAL"," 6.4","D-","7.4","0.0","50% (8/16)","8%","Poor"
"21","Jared Cook",LAC,"at DEN"," 5.4","D-","7.3","-0.2","50% (8/16)","7%","Average"
"22","C.J. Uzomah",CIN,"vs. PIT"," 4.8","D-","7.0","+2.2","40% (4/10)","5%","Great"
"23","Gerald Everett",SEA,"at WAS"," 4.6","F","7.0","-0.2","35% (5/14)","5%","Average"
"24","David Njoku",CLE,"at BAL"," 6.6","F","7.0","+0.4","35% (6/17)","8%","Poor"
"25","Jack Doyle",IND,"vs. TB"," 6.0","F","6.9","+0.1","41% (7/17)","6%","Poor"
"26","Mo Alie-Cox",IND,"vs. TB"," 6.4","F","5.9","0.0","23% (4/17)","7%","Good"
"27","Jonnu Smith",NE,"vs. TEN"," 3.8","F","5.7","-1.6","33% (5/15)","8%","Awful"
"28","Anthony Firkser",TEN,"at NE"," 4.4","F","5.6","-2.1","13% (2/15)","3%","Awful"
"29","Ryan Griffin",NYJ,"at HOU"," 7.2","F","5.3","0.0","25% (4/16)","4%","Good"
"30","Donald Parham Jr.",LAC,"at DEN"," 4.2","F","5.1","+1.0","43% (7/16)","7%","Great"
"31","Albert Okwuegbunam",DEN,"vs. LAC"," 9.9","F","5.1","+0.4","42% (3/7)","3%","Good"
"32","Brevin Jordan",HOU,"vs. NYJ"," 8.6","F","4.7","+1.4","25% (1/4)","7%","Great"
"33","Durham Smythe",MIA,"vs. CAR"," 4.6","F","4.7","+0.5","64% (11/17)","5%","Awful"
"34","Geoff Swaim",TEN,"at NE"," 6.6","F","4.3","+1.3","40% (6/15)","3%","Great"
