"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Josh Allen",BUF,"at KC"," 7.8","A+","24.4","+1.4","43% (7/16)","0%","Poor"
"2","Kyler Murray",ARI,"vs. SF"," 6.6","A","24.2","+1.2","50% (8/16)","0%","Average"
"3","Patrick Mahomes II",KC,"vs. BUF"," 4.6","A","23.6","-0.1","50% (8/16)","0%","Great"
"4","Lamar Jackson",BAL,"vs. IND"," 7.0","A","23.0","+0.6","46% (7/15)","0%","Awful"
"5","Dak Prescott",DAL,"vs. NYG"," 3.8","A-","22.3","-2.2","40% (2/5)","0%","Great"
"6","Tom Brady",TB,"vs. MIA"," 6.6","B+","21.6","+2.1","56% (9/16)","0%","Poor"
"7","Matthew Stafford",LAR,"at SEA"," 8.6","B+","21.0","-0.5","43% (7/16)","0%","Good"
"8","Jalen Hurts",PHI,"at CAR"," 9.2","B","20.8","+2.0","43% (7/16)","6%","Average"
"9","Russell Wilson",SEA,"vs. LAR"," 4.4","B","20.6","-1.4","50% (8/16)","0%","Great"
"10","Kirk Cousins",MIN,"vs. DET"," 7.8","B","20.4","+4.2","81% (13/16)","0%","Great"
"11","Aaron Rodgers",GB,"at CIN"," 5.0","B-","20.1","+1.6","75% (12/16)","2%","Poor"
"12","Justin Herbert",LAC,"vs. CLE"," 6.4","B-","19.9","+1.9","50% (8/16)","0%","Good"
"13","Sam Darnold",CAR,"vs. PHI"," 5.4","C+","19.7","+0.8","58% (7/12)","0%","Good"
"14","Trey Lance",SF,"at ARI"," 9.6","C","19.4","+4.8","75% (3/4)","0%","Great"
"15","Daniel Jones",NYG,"at DAL"," 5.8","C","19.1","+0.7","57% (8/14)","0%","Awful"
"16","Joe Burrow",CIN,"vs. GB"," 9.0","C","18.8","-0.5","50% (5/10)","0%","Great"
"17","Derek Carr",LV,"vs. CHI"," 3.8","C-","18.4","+0.7","62% (10/16)","0%","Poor"
"18","Ryan Tannehill",TEN,"at JAC"," 7.0","C-","18.0","+2.9","52% (9/17)","0%","Awful"
"19","Taylor Heinicke",WAS,"vs. NO"," 3.4","D+","17.7","+8.4","100% (5/5)","0%","Great"
"20","Trevor Lawrence",JAC,"vs. TEN"," 5.2","D","17.4","-2.9","50% (2/4)","0%","Average"
"21","Matt Ryan",ATL,"vs. NYJ"," 4.0","D","17.0","-1.4","47% (8/17)","0%","Average"
"22","Justin Fields",CHI,"at LV"," 7.2","D-","16.5","-4.1","50% (2/4)","0%","Awful"
"23","Mac Jones",NE,"at HOU"," 8.0","F","16.2","-2.2","25% (1/4)","0%","Awful"
"24","Jared Goff",DET,"at MIN"," 6.2","F","15.8","-0.4","46% (7/15)","0%","Awful"
"25","Zach Wilson",NYJ,"at ATL"," 9.0","F","15.4","-2.6","50% (2/4)","0%","Good"
"26","Baker Mayfield",CLE,"at LAC"," 3.4","F","15.3","-0.2","50% (8/16)","0%","Awful"
"27","Jacoby Brissett",MIA,"at TB"," 6.0","F","15.1","+1.4","31% (5/16)","0%","Awful"
"28","Jameis Winston",NO,"at WAS"," 8.6","F","14.7","-0.4","14% (2/14)","0%","Great"
"29","Carson Wentz",IND,"at BAL"," 5.0","F","14.4","-0.1","46% (7/15)","0%","Awful"
"30","Ben Roethlisberger",PIT,"vs. DEN"," 4.2","F","13.8","-1.3","31% (5/16)","0%","Awful"
"31","Davis Mills",HOU,"vs. NE"," 5.0","F","13.1","-8.1","0% (0/2)","0%","Awful"
"32","Teddy Bridgewater",DEN,"at PIT"," 7.6","F","12.1","-1.4","46% (7/15)","0%","Poor"
"33","Taysom Hill",NO,"at WAS"," 8.8","F","7.5","+4.9","75% (12/16)","0%","Awful"
"34","Drew Lock",DEN,"at PIT"," 8.2","F","5.3","+1.3","46% (7/15)","0%","Awful"
"35","Tyler Huntley",BAL,"vs. IND"," 8.4","F","3.3","-0.2","16% (1/6)","0%","N/A"
"36","Andy Dalton",CHI,"at LV","-","F","1.0","-1.5","41% (5/12)","0%","Awful"
"37","Mason Rudolph",PIT,"vs. DEN","-","F","1.0","-0.5","5% (1/17)","0%","N/A"
"38","Chad Henne",KC,"vs. BUF","-","F","1.0","-0.3","12% (2/16)","0%","N/A"
"39","Mitchell Trubisky",BUF,"at KC","-","F","0.9","+0.5","35% (5/14)","0%","Awful"
"40","Chase Daniel",LAC,"vs. CLE","-","F","0.9","-0.7","25% (4/16)","0%","N/A"
"41","Blaine Gabbert",TB,"vs. MIA","-","F","0.9","+0.1","6% (1/15)","0%","N/A"
"42","Mike Glennon",NYG,"at DAL","-","F","0.9","-1.6","14% (2/14)","0%","N/A"
"43","John Wolford",LAR,"at SEA","-","F","0.9","-0.6","0% (0/16)","0%","N/A"
"44","Brandon Allen",CIN,"vs. GB","-","F","0.9","-2.0","22% (2/9)","0%","N/A"
"45","Colt McCoy",ARI,"vs. SF","-","F","0.9","-1.2","6% (1/15)","0%","N/A"
"46","Case Keenum",CLE,"at LAC","-","F","0.9","-0.7","6% (1/15)","0%","N/A"
"47","Joe Flacco",PHI,"at CAR","-","F","0.8","-0.7","12% (2/16)","0%","N/A"
"48","P.J. Walker",CAR,"vs. PHI","-","F","0.8","-0.7","0% (0/14)","0%","N/A"
"49","Brett Hundley",IND,"at BAL","-","F","0.8","-0.7","0% (0/6)","0%","N/A"
"50","C.J. Beathard",JAC,"vs. TEN","-","F","0.8","+0.4","20% (3/15)","0%","N/A"
"51","Nick Foles",CHI,"at LV","-","F","0.7","-1.8","25% (3/12)","0%","N/A"
"52","Logan Woodside",TEN,"at JAC","-","F","0.6","-0.4","6% (1/16)","0%","N/A"
"53","Geno Smith",SEA,"vs. LAR","-","F","0.6","-0.5","6% (1/15)","0%","Great"
"54","Cooper Rush",DAL,"vs. NYG","-","F","0.3","-0.8","0% (0/5)","0%","N/A"
"55","Josh Rosen",ATL,"vs. NYJ","-","F","0.2","-0.8","0% (0/5)","0%","Awful"
"56","Mike White",NYJ,"at ATL","-","F","0.2","-","-","0%","N/A"
"57","Kyle Allen",WAS,"vs. NO","-","F","-","-1.9","28% (2/7)","0%","N/A"
