"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES "
"1","Buffalo Bills",BUF,"vs. MIA"," 3.0","A+","8.7","+3.7","46% (7/15)"
"2","Los Angeles Rams",LAR,"at HOU"," 4.3","A","8.7","+2.1","50% (8/16)"
"3","Cincinnati Bengals",CIN,"at NYJ"," 9.9","A","8.1","-1.4","25% (4/16)"
"4","Tampa Bay Buccaneers",TB,"at NO"," 7.7","A-","7.8","+0.3","37% (6/16)"
"5","San Francisco 49ers",SF,"at CHI"," 9.9","B+","7.7","-1.4","40% (6/15)"
"6","Pittsburgh Steelers",PIT,"at CLE"," 4.7","B+","7.1","+0.3","50% (8/16)"
"7","Dallas Cowboys",DAL,"at MIN"," 3.4","B","6.7","+2.0","66% (10/15)"
"8","Chicago Bears",CHI,"vs. SF"," 5.9","B","6.6","-0.5","31% (5/16)"
"9","Arizona Cardinals",ARI,"vs. GB"," 3.6","B","6.4","+1.8","56% (9/16)"
"10","Carolina Panthers",CAR,"at ATL"," 4.0","B-","6.3","+1.2","56% (9/16)"
"11","Cleveland Browns",CLE,"vs. PIT"," 6.3","C+","6.2","-1.4","18% (3/16)"
"12","Denver Broncos",DEN,"vs. WAS"," 2.2","B-","6.2","-0.9","35% (6/17)"
"13","Los Angeles Chargers",LAC,"vs. NE"," 8.9","C","6.2","-1.3","37% (6/16)"
"14","Philadelphia Eagles",PHI,"at DET"," 4.3","C","6.2","-0.4","50% (8/16)"
"15","Atlanta Falcons",ATL,"vs. CAR"," 8.7","C","6.1","-0.9","33% (5/15)"
"16","Seattle Seahawks",SEA,"vs. JAC"," 7.3","C-","6.1","-0.6","35% (6/17)"
"17","Indianapolis Colts",IND,"vs. TEN"," 7.5","C-","6.0","+1.8","70% (12/17)"
"18","Kansas City Chiefs",KC,"vs. NYG"," 4.7","D","5.9","-2.2","25% (4/16)"
"19","New Orleans Saints",NO,"vs. TB"," 2.0","D","5.9","+2.9","62% (10/16)"
"20","New England Patriots",NE,"at LAC"," 2.4","D+","5.8","-0.1","29% (5/17)"
"21","Minnesota Vikings",MIN,"vs. DAL"," 4.3","D","5.8","-0.4","37% (6/16)"
"22","Tennessee Titans",TEN,"at IND"," 4.7","D","5.8","-1.1","29% (5/17)"
"23","Washington Football Team",WAS,"at DEN"," 9.9","D-","5.7","+0.2","43% (7/16)"
"24","Jacksonville Jaguars",JAC,"at SEA"," 3.8","F","5.5","-1.6","26% (4/15)"
"25","Green Bay Packers",GB,"at ARI"," 9.9","F","5.5","-0.3","47% (8/17)"
"26","Detroit Lions",DET,"vs. PHI"," 5.5","F","5.4","-3.5","11% (2/17)"
"27","New York Giants",NYG,"at KC"," 7.9","F","5.4","-0.3","37% (6/16)"
"28","New York Jets",NYJ,"vs. CIN"," 9.7","F","5.4","-2.0","33% (5/15)"
"29","Miami Dolphins",MIA,"at BUF"," 7.7","F","5.3","+1.0","41% (7/17)"
"30","Houston Texans",HOU,"vs. LAR"," 3.2","F","4.8","-2.4","25% (4/16)"
