"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES "
"1","Philadelphia Eagles",PHI,"vs. NYG"," 5.6","A+","8.5","-0.1","43% (7/16)"
"2","Dallas Cowboys",DAL,"vs. WAS"," 5.6","A","8.5","+4.4","75% (12/16)"
"3","Tampa Bay Buccaneers",TB,"at CAR"," 9.0","A","8.4","+1.4","50% (8/16)"
"4","Los Angeles Chargers",LAC,"at HOU"," 4.2","A-","7.7","-0.8","25% (4/16)"
"5","Kansas City Chiefs",KC,"vs. PIT"," 6.0","B+","7.5","+1.0","56% (9/16)"
"6","Seattle Seahawks",SEA,"vs. CHI"," 9.0","B","7.4","-0.3","37% (6/16)"
"7","Miami Dolphins",MIA,"at NO"," 6.6","B","7.4","+0.7","31% (5/16)"
"8","Green Bay Packers",GB,"vs. CLE"," 5.4","B","7.1","+0.7","56% (9/16)"
"9","Cincinnati Bengals",CIN,"vs. BAL"," 9.9","B","7.1","+0.2","43% (7/16)"
"10","New Orleans Saints",NO,"vs. MIA"," 6.8","B","7.1","+1.6","37% (6/16)"
"11","New England Patriots",NE,"vs. BUF"," 6.8","B-","6.9","+2.8","62% (10/16)"
"12","San Francisco 49ers",SF,"at TEN"," 9.2","B-","6.9","+0.4","50% (8/16)"
"13","Denver Broncos",DEN,"at LV"," 5.8","C","6.9","+1.5","50% (8/16)"
"14","Atlanta Falcons",ATL,"vs. DET"," 5.8","C","6.8","-2.0","37% (6/16)"
"15","Buffalo Bills",BUF,"at NE"," 8.8","C","6.6","+2.4","50% (8/16)"
"16","Jacksonville Jaguars",JAC,"at NYJ"," 4.8","C","6.4","-2.3","18% (3/16)"
"17","Indianapolis Colts",IND,"at ARI"," 7.0","C-","6.3","+1.9","62% (10/16)"
"18","New York Jets",NYJ,"vs. JAC"," 5.2","D+","6.3","-2.0","25% (4/16)"
"19","Los Angeles Rams",LAR,"at MIN"," 2.0","D+","6.1","+0.3","43% (7/16)"
"20","Las Vegas Raiders",LV,"vs. DEN"," 9.9","D","5.9","-2.5","17% (3/17)"
"21","Arizona Cardinals",ARI,"vs. IND"," 4.0","D","5.9","+1.2","56% (9/16)"
"22","Tennessee Titans",TEN,"vs. SF"," 5.2","D","5.8","+0.3","31% (5/16)"
"23","Baltimore Ravens",BAL,"at CIN"," 9.9","D-","5.8","-1.1","29% (5/17)"
"24","Detroit Lions",DET,"at ATL"," 4.6","F","5.7","-2.2","37% (6/16)"
"25","Minnesota Vikings",MIN,"vs. LAR"," 6.0","F","5.6","+0.4","50% (8/16)"
"26","Chicago Bears",CHI,"at SEA"," 5.8","F","5.4","-0.6","43% (7/16)"
"27","Pittsburgh Steelers",PIT,"at KC"," 7.0","F","5.4","-0.7","43% (7/16)"
"28","Carolina Panthers",CAR,"vs. TB"," 4.2","F","5.4","+0.4","56% (9/16)"
"29","Washington Football Team",WAS,"at DAL"," 6.2","F","5.3","-0.4","43% (7/16)"
"30","Cleveland Browns",CLE,"at GB"," 2.4","F","5.3","-0.3","43% (7/16)"
"31","New York Giants",NYG,"at PHI"," 5.6","F","5.2","-0.2","37% (6/16)"
"32","Houston Texans",HOU,"vs. LAC"," 3.4","F","4.9","-1.8","37% (6/16)"
