"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES "
"1","New England Patriots",NE,"vs. JAC"," 4.8","A+","9.7","+3.0","62% (10/16)"
"2","Tampa Bay Buccaneers",TB,"at NYJ"," 4.4","A+","8.8","+1.6","50% (8/16)"
"3","New Orleans Saints",NO,"vs. CAR"," 8.8","A","8.2","+1.9","37% (6/16)"
"4","San Francisco 49ers",SF,"vs. HOU"," 3.8","A-","7.9","0.0","43% (7/16)"
"5","Chicago Bears",CHI,"vs. NYG"," 6.2","A","7.3","-0.7","43% (7/16)"
"6","Buffalo Bills",BUF,"vs. ATL"," 4.6","A","7.3","+2.4","50% (8/16)"
"7","Indianapolis Colts",IND,"vs. LV"," 6.6","B+","7.3","+2.1","62% (10/16)"
"8","Green Bay Packers",GB,"vs. MIN"," 2.0","B+","7.1","+0.9","56% (9/16)"
"9","Dallas Cowboys",DAL,"vs. ARI"," 6.0","B","6.9","+5.1","75% (12/16)"
"10","Philadelphia Eagles",PHI,"at WAS"," 5.2","B-","6.8","+0.8","50% (8/16)"
"11","Los Angeles Chargers",LAC,"vs. DEN"," 9.9","C+","6.8","-1.5","18% (3/16)"
"12","Seattle Seahawks",SEA,"vs. DET"," 5.4","C+","6.8","-0.7","31% (5/16)"
"13","Los Angeles Rams",LAR,"at BAL"," 8.8","C","6.7","+0.7","50% (8/16)"
"14","Tennessee Titans",TEN,"vs. MIA"," 7.6","C","6.6","+0.7","37% (6/16)"
"15","Miami Dolphins",MIA,"at TEN"," 9.2","C","6.4","+1.9","37% (6/16)"
"16","Kansas City Chiefs",KC,"at CIN"," 9.9","C-","6.4","+1.3","56% (9/16)"
"17","New York Giants",NYG,"at CHI"," 8.2","C-","6.4","-0.3","37% (6/16)"
"18","Cleveland Browns",CLE,"at PIT"," 5.6","C-","6.0","-0.5","43% (7/16)"
"19","Pittsburgh Steelers",PIT,"vs. CLE"," 6.6","D+","6.0","-1.4","37% (6/16)"
"20","Carolina Panthers",CAR,"at NO"," 7.6","D","5.7","-0.8","50% (8/16)"
"21","Arizona Cardinals",ARI,"at DAL"," 6.0","D","5.6","+1.0","56% (9/16)"
"22","Denver Broncos",DEN,"at LAC"," 3.4","D-","5.4","+1.8","56% (9/16)"
"23","Detroit Lions",DET,"at SEA"," 5.4","F","5.3","-2.1","43% (7/16)"
"24","Cincinnati Bengals",CIN,"vs. KC"," 6.8","F","5.1","+0.1","43% (7/16)"
"25","Houston Texans",HOU,"at SF"," 5.4","F","5.1","-0.6","43% (7/16)"
"26","Washington Football Team",WAS,"vs. PHI"," 5.2","F","5.1","-1.0","37% (6/16)"
"27","Baltimore Ravens",BAL,"vs. LAR"," 6.8","F","5.1","-1.6","23% (4/17)"
"28","Las Vegas Raiders",LV,"at IND"," 3.8","F","5.0","-2.3","23% (4/17)"
"29","Minnesota Vikings",MIN,"at GB"," 2.0","F","4.9","+0.7","50% (8/16)"
"30","Atlanta Falcons",ATL,"at BUF"," 5.6","F","4.8","-2.2","31% (5/16)"
"31","New York Jets",NYJ,"vs. TB"," 4.4","F","4.8","-2.1","25% (4/16)"
"32","Jacksonville Jaguars",JAC,"at NE"," 8.4","F","4.5","-2.1","18% (3/16)"
