"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES "
"1","Arizona Cardinals",ARI,"vs. HOU"," 4.8","A+","9.1","+1.7","56% (9/16)"
"2","Los Angeles Rams",LAR,"vs. DET"," 4.5","A","8.8","+2.6","56% (9/16)"
"3","New England Patriots",NE,"vs. NYJ"," 9.9","A","8.7","-0.5","23% (4/17)"
"4","New Orleans Saints",NO,"at SEA"," 2.9","A-","8.0","+2.5","56% (9/16)"
"5","Tampa Bay Buccaneers",TB,"vs. CHI"," 8.5","A-","7.5","-0.4","31% (5/16)"
"6","Carolina Panthers",CAR,"at NYG"," 3.7","B+","7.4","+1.5","56% (9/16)"
"7","Baltimore Ravens",BAL,"vs. CIN"," 9.9","B","6.6","-0.2","43% (7/16)"
"8","Denver Broncos",DEN,"at CLE"," 6.4","B","6.5","-1.0","35% (6/17)"
"9","Cleveland Browns",CLE,"vs. DEN"," 9.9","B","6.5","-1.4","18% (3/16)"
"10","Green Bay Packers",GB,"vs. WAS"," 2.1","B-","6.5","-0.8","41% (7/17)"
"11","Indianapolis Colts",IND,"at SF"," 5.0","B-","6.4","+1.6","68% (11/16)"
"12","San Francisco 49ers",SF,"vs. IND"," 5.0","C+","6.3","-0.6","46% (7/15)"
"13","Las Vegas Raiders",LV,"vs. PHI"," 5.6","C","6.2","-1.8","35% (6/17)"
"14","New York Giants",NYG,"vs. CAR"," 7.5","C","6.1","-1.2","31% (5/16)"
"15","Atlanta Falcons",ATL,"at MIA"," 3.3","C","6.1","-1.2","26% (4/15)"
"16","Miami Dolphins",MIA,"vs. ATL"," 4.8","C-","5.9","+1.1","43% (7/16)"
"17","Philadelphia Eagles",PHI,"at LV"," 4.3","C-","5.9","0.0","56% (9/16)"
"18","Kansas City Chiefs",KC,"at TEN"," 5.8","D+","5.8","-1.0","31% (5/16)"
"19","New York Jets",NYJ,"at NE"," 9.9","D","5.8","-1.4","33% (5/15)"
"20","Seattle Seahawks",SEA,"vs. NO"," 6.2","D","5.5","-1.1","29% (5/17)"
"21","Chicago Bears",CHI,"at TB"," 2.1","D","5.4","+0.2","37% (6/16)"
"22","Cincinnati Bengals",CIN,"at BAL"," 9.9","D","5.4","-1.9","25% (4/16)"
"23","Tennessee Titans",TEN,"vs. KC"," 6.4","D-","5.3","-1.8","29% (5/17)"
"24","Washington Football Team",WAS,"at GB"," 2.5","F","5.2","+0.7","43% (7/16)"
"25","Houston Texans",HOU,"at ARI"," 8.9","F","4.7","-3.0","18% (3/16)"
"26","Detroit Lions",DET,"at LAR"," 4.5","F","4.7","-3.3","11% (2/17)"
