player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Kelvin Beachum,7229,T,ARZ,8,100.0,0,1,68.0,71.2,60.9,3,15,360,100.0,100.0,96.4,4,22,4,586,0,0,0,586,391,391,0,585,195,1
Will Hernandez,46180,G,ARZ,8,100.0,1,1,63.7,72.7,60.7,1,9,356,100.0,100.0,97.8,4,13,3,568,0,0,0,568,385,385,568,0,183,0
Quenton Nelson,12954,G,IND,8,100.0,1,14,62.1,74.4,56.8,1,8,354,100.0,100.0,98.2,3,11,2,560,0,560,0,560,375,375,0,0,185,0
Ethan Pocic,11813,C,CLV,8,100.0,0,8,82.6,72.6,81.8,0,6,283,100.0,100.0,98.6,0,7,1,560,560,0,0,560,304,304,0,0,256,0
Braden Smith,46794,T,IND,8,100.0,0,14,72.8,74.7,69.6,5,6,354,100.0,100.0,97.9,4,13,2,560,0,0,0,560,375,375,79,479,185,2
Joel Bitonio,8670,G,CLV,8,100.0,0,8,91.3,81.7,89.6,3,5,283,100.0,100.0,98.2,1,9,1,560,0,560,0,560,304,304,0,0,256,0
Charles Leno Jr.,8880,T,WAS,8,100.0,0,32,79.8,86.2,64.4,2,12,340,100.0,100.0,97.1,1,17,3,557,0,0,556,557,362,362,0,1,195,0
Andrew Norwell,9126,G,WAS,8,100.0,1,32,60.0,64.4,59.9,2,11,338,100.0,100.0,96.9,4,17,4,554,0,554,0,554,360,360,0,0,194,0
Jedrick Wills Jr.,58467,T,CLV,8,100.0,2,8,65.8,64.3,67.7,4,13,277,100.0,100.0,95.5,6,21,4,552,0,0,549,552,298,298,0,0,254,3
Luke Fortner,42028,C,JAX,8,100.0,0,15,54.7,58.8,53.2,2,15,299,100.0,100.0,97.2,3,17,0,544,544,0,0,544,321,321,0,0,223,0
Robert Hainsey,59980,C,TB,8,100.0,1,30,66.4,63.4,67.9,3,10,354,100.0,100.0,98.2,1,13,0,544,544,0,0,544,379,379,0,0,165,0
Tristan Wirfs,64818,T,TB,8,100.0,0,30,83.3,89.7,68.8,1,2,354,100.0,100.0,99.6,3,3,0,544,0,0,0,544,379,379,0,543,165,1
Erik McCoy,37347,C,NO,8,100.0,0,20,68.2,64.6,68.7,1,6,304,100.0,100.0,98.8,3,7,0,543,543,0,0,543,321,321,0,0,222,0
Cesar Ruiz,59857,G,NO,8,100.0,0,20,61.9,65.7,56.7,0,4,304,100.0,100.0,98.7,1,6,2,543,0,0,0,543,321,321,543,0,222,0
Shaq Mason,9564,G,TB,8,100.0,0,30,71.1,76.1,65.1,4,3,354,100.0,100.0,99.0,2,7,0,543,0,0,0,543,379,379,543,0,164,0
James Hurst,9001,T,NO,8,100.0,0,20,67.4,78.6,54.6,3,6,304,100.0,100.0,98.2,3,10,1,543,0,0,541,543,321,321,0,0,222,2
Ryan Ramczyk,11787,T,NO,8,100.0,0,20,80.7,76.6,78.9,3,9,304,100.0,100.0,97.0,1,15,3,543,0,0,0,543,321,321,0,543,222,0
Alex Cappa,66578,G,CIN,8,100.0,0,7,67.2,74.5,60.2,3,4,350,100.0,100.0,98.1,1,10,3,542,0,0,0,542,372,372,542,0,170,0
Cordell Volson,30614,G,CIN,8,100.0,1,7,55.3,57.4,55.2,6,10,350,100.0,100.0,96.9,4,19,3,542,0,542,0,542,372,372,0,0,170,0
Ted Karras,10855,C,CIN,8,100.0,0,7,65.2,70.9,63.4,1,10,350,100.0,100.0,98.1,2,12,1,542,542,0,0,542,372,372,0,0,170,0
Jawaan Taylor,41665,T,JAX,8,100.0,0,15,65.6,78.2,50.9,0,5,295,100.0,100.0,98.5,2,7,2,539,0,0,11,539,316,316,0,528,223,0
Andrew Thomas,59701,T,NYG,8,100.0,0,21,90.2,90.0,83.7,1,8,283,100.0,100.0,98.4,2,9,0,537,0,0,532,537,308,308,0,0,229,3
Brandon Scherff,9438,G,JAX,8,100.0,0,15,60.2,66.1,56.2,1,7,296,100.0,100.0,98.0,1,10,2,536,0,0,0,536,318,318,536,0,218,0
Dalton Risner,47008,G,DEN,8,100.0,0,10,60.8,69.3,55.6,2,9,312,100.0,100.0,97.3,1,14,3,536,0,536,0,536,335,335,0,0,201,0
Cam Robinson,11789,T,JAX,8,99.6,1,15,65.6,68.7,62.4,3,10,295,99.7,99.4,97.1,6,15,2,536,0,0,513,538,316,318,0,0,220,25
Jonah Williams,41651,T,CIN,8,100.0,0,7,60.1,59.0,54.2,4,12,345,100.0,100.0,95.4,0,24,8,536,0,0,536,536,367,367,0,0,169,0
Chukwuma Okorafor,46302,T,PIT,8,100.0,1,25,64.8,62.4,65.9,2,18,332,100.0,100.0,96.7,4,21,1,535,0,0,0,535,360,360,0,532,175,3
