player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Kelvin Beachum,7229,T,ARZ,9,100.0,0,1,67.2,70.6,61.3,3,21,404,100.0,100.0,96.0,5,28,4,650,0,0,0,650,437,437,0,648,213,2
Tristan Wirfs,64818,T,TB,9,100.0,0,30,84.1,89.6,69.3,1,2,413,100.0,100.0,99.6,3,3,0,628,0,0,0,628,442,442,0,627,186,1
Robert Hainsey,59980,C,TB,9,100.0,1,30,63.5,64.5,62.1,3,11,413,100.0,100.0,98.3,2,14,0,628,628,0,0,628,442,442,0,0,186,0
Shaq Mason,9564,G,TB,9,100.0,0,30,67.4,69.5,63.1,4,5,413,100.0,100.0,98.9,2,9,0,627,0,0,0,627,442,442,627,0,185,0
Quenton Nelson,12954,G,IND,9,100.0,1,14,65.9,73.5,62.4,1,10,396,100.0,100.0,98.1,3,13,2,622,0,622,0,622,419,419,0,0,203,0
Braden Smith,46794,T,IND,9,100.0,0,14,71.7,73.1,70.5,6,9,396,100.0,100.0,97.1,5,19,4,622,0,0,0,622,419,419,79,541,203,2
Charles Leno Jr.,8880,T,WAS,9,100.0,0,32,77.4,85.8,60.1,4,13,373,100.0,100.0,96.6,1,21,4,620,0,0,619,620,397,397,0,1,223,0
Andrew Norwell,9126,G,WAS,9,100.0,1,32,60.4,65.5,59.4,2,12,371,100.0,100.0,97.0,4,18,4,617,0,617,0,617,395,395,0,0,222,0
Cordell Volson,30614,G,CIN,9,100.0,1,7,55.5,57.0,55.3,7,10,383,100.0,100.0,97.0,4,20,3,616,0,616,0,616,407,407,0,0,209,0
Luke Fortner,42028,C,JAX,9,100.0,0,15,51.3,58.0,49.1,3,16,331,100.0,100.0,97.1,3,19,0,613,613,0,0,613,354,354,0,0,259,0
Jonah Williams,41651,T,CIN,9,100.0,0,7,58.6,59.9,49.8,4,14,378,100.0,100.0,95.2,0,27,9,610,0,0,610,610,402,402,0,0,208,0
Ted Karras,10855,C,CIN,9,100.0,0,7,67.6,73.0,65.6,1,10,382,100.0,100.0,98.3,2,12,1,609,609,0,0,609,406,406,0,0,203,0
Alex Cappa,66578,G,CIN,9,100.0,0,7,70.4,76.0,65.7,3,5,382,100.0,100.0,98.2,2,11,3,609,0,0,0,609,406,406,609,0,203,0
Jawaan Taylor,41665,T,JAX,9,100.0,1,15,58.2,72.7,42.9,0,5,327,100.0,100.0,98.6,3,7,2,608,0,0,11,608,349,349,0,597,259,0
Brandon Scherff,9438,G,JAX,9,100.0,0,15,61.6,68.5,56.8,1,7,328,100.0,100.0,98.2,2,10,2,605,0,0,0,605,351,351,605,0,254,0
Cam Robinson,11789,T,JAX,9,99.7,1,15,67.7,71.4,63.2,3,11,327,99.7,99.4,97.2,6,16,2,605,0,0,579,607,349,351,0,0,256,28
Connor McGovern,10778,C,NYJ,9,100.0,0,22,66.5,72.7,64.3,2,6,355,100.0,100.0,98.3,3,10,2,594,594,0,0,594,371,371,0,0,223,0
Laken Tomlinson,9461,G,NYJ,9,100.0,1,22,51.2,60.8,45.1,0,20,355,100.0,100.0,97.2,1,20,0,594,0,594,0,594,371,371,0,0,223,0
Cesar Ruiz,59857,G,NO,9,100.0,0,20,60.3,62.3,57.6,0,6,339,100.0,100.0,98.5,3,8,2,594,33,0,0,594,357,357,561,0,237,0
James Hurst,9001,T,NO,9,100.0,0,20,69.0,80.5,54.6,3,8,339,100.0,100.0,98.1,3,12,1,594,0,0,592,594,357,357,0,0,237,2
