player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
D.J. Humphries,9457,T,ARZ,4,100.0,0,1,76.9,86.8,60.9,1,4,193,100.0,100.0,98.7,3,5,0,310,0,0,309,310,209,209,0,0,101,1
Rodney Hudson,6207,C,ARZ,4,100.0,0,1,59.5,66.9,54.4,0,3,186,100.0,100.0,99.2,2,3,0,303,303,0,0,303,202,202,0,0,101,0
Kelvin Beachum,7229,T,ARZ,4,100.0,0,1,70.5,73.6,64.3,3,8,186,100.0,100.0,96.0,3,13,2,303,0,0,0,303,202,202,0,302,101,1
Alijah Vera-Tucker,57107,G,NYJ,4,100.0,0,22,70.2,60.7,72.7,3,10,206,100.0,100.0,96.4,0,14,1,302,0,0,70,302,217,217,232,0,85,0
Charles Leno Jr.,8880,T,WAS,4,100.0,0,32,74.5,84.1,57.2,0,7,198,100.0,100.0,96.7,1,10,3,302,0,0,301,302,212,212,0,1,90,0
Laken Tomlinson,9461,G,NYJ,4,100.0,1,22,40.5,53.8,30.7,0,15,206,100.0,100.0,96.4,1,15,0,302,0,302,0,302,217,217,0,0,85,0
Connor McGovern,10778,C,NYJ,4,100.0,0,22,61.7,72.0,56.8,1,3,206,100.0,100.0,98.5,2,5,1,302,302,0,0,302,217,217,0,0,85,0
La'el Collins,9719,T,CIN,4,100.0,0,7,52.9,38.1,67.5,2,6,185,100.0,100.0,97.3,2,9,1,301,0,0,0,301,195,195,0,301,106,0
Cordell Volson,30614,G,CIN,4,100.0,1,7,49.6,50.9,50.4,4,5,185,100.0,100.0,95.9,3,12,3,301,0,301,0,301,195,195,0,0,106,0
Alex Cappa,66578,G,CIN,4,100.0,0,7,61.9,65.4,59.5,3,2,185,100.0,100.0,97.6,1,7,2,301,0,0,0,301,195,195,301,0,106,0
Jonah Williams,41651,T,CIN,4,100.0,0,7,54.3,63.3,39.3,3,8,185,100.0,100.0,94.9,0,15,4,301,0,0,301,301,195,195,0,0,106,0
Ted Karras,10855,C,CIN,4,100.0,0,7,62.1,66.6,63.6,0,8,185,100.0,100.0,97.3,2,9,1,301,301,0,0,301,195,195,0,0,106,0
Jason Kelce,6343,C,PHI,4,100.0,1,24,75.7,80.7,72.9,0,3,151,100.0,100.0,99.0,1,3,0,300,300,0,0,300,163,163,0,0,137,0
Lane Johnson,7786,T,PHI,4,100.0,1,24,76.9,86.9,68.7,0,2,151,100.0,100.0,99.3,2,2,0,300,0,0,8,300,163,163,0,292,137,0
Andrew Norwell,9126,G,WAS,4,100.0,1,32,61.0,69.6,59.0,2,6,196,100.0,100.0,96.9,2,10,2,299,0,299,0,299,210,210,0,0,89,0
Wyatt Teller,46131,G,CLV,4,100.0,0,8,82.3,72.1,83.8,1,2,139,100.0,100.0,98.2,4,4,1,292,0,0,0,292,150,150,292,0,142,0
Joel Bitonio,8670,G,CLV,4,100.0,0,8,76.7,73.9,72.7,1,2,139,100.0,100.0,98.2,1,4,1,292,0,292,0,292,150,150,0,0,142,0
