player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Robert Hainsey,59980,C,TB,16,100.0,1,30,66.7,72.7,61.0,6,14,742,100.0,100.0,98.7,2,20,0,1162,1162,0,0,1162,792,792,0,0,370,0
Shaq Mason,9564,G,TB,16,100.0,0,30,70.1,73.3,63.6,8,14,742,100.0,100.0,98.4,2,23,1,1161,0,0,0,1161,792,792,1161,0,369,0
Kelvin Beachum,7229,T,ARZ,16,100.0,0,1,71.0,75.3,60.9,8,33,706,100.0,100.0,96.4,6,46,5,1126,0,0,0,1126,754,754,0,1123,372,3
Matt Feiler,9289,G,LAC,16,100.0,1,27,53.8,62.3,50.3,3,29,731,100.0,100.0,97.1,6,37,5,1124,0,1124,0,1124,760,760,0,0,364,0
Charles Leno Jr.,8880,T,WAS,16,100.0,0,32,70.4,80.0,54.6,9,19,604,100.0,100.0,96.4,4,36,8,1123,0,0,1116,1123,641,641,0,7,482,0
Andrew Norwell,9126,G,WAS,16,100.0,1,32,59.8,60.8,59.9,4,21,602,100.0,100.0,97.3,5,29,4,1120,0,1120,0,1120,639,639,0,0,481,0
Zion Johnson,99681,G,LAC,16,100.0,1,27,63.7,50.7,69.1,6,27,723,100.0,100.0,97.0,6,38,5,1116,0,0,0,1116,752,752,1116,0,364,0
Joel Bitonio,8670,G,CLV,16,100.0,0,8,86.1,79.4,82.8,6,12,576,100.0,100.0,98.3,4,19,1,1108,0,1108,0,1108,620,620,0,0,488,0
Ed Ingram,59819,G,MIN,16,100.0,1,18,55.6,42.2,62.9,18,29,694,100.0,100.0,95.0,4,58,11,1097,0,0,0,1097,740,740,1097,0,357,0
Ezra Cleveland,41973,G,MIN,16,100.0,1,18,72.7,53.1,79.4,20,26,693,100.0,100.0,96.0,5,51,5,1096,0,1096,0,1096,739,739,0,0,357,0
Jedrick Wills Jr.,58467,T,CLV,16,100.0,2,8,62.2,69.0,55.2,11,23,565,100.0,100.0,96.1,9,39,5,1091,0,0,1084,1091,608,608,0,0,483,7
James Daniels,45576,G,PIT,16,100.0,2,25,67.3,73.6,60.5,3,16,608,100.0,100.0,98.4,5,19,0,1087,0,1,1,1087,649,649,1084,1,438,0
Dan Moore Jr.,60120,T,PIT,16,100.0,1,25,63.1,69.3,55.7,9,20,608,100.0,100.0,96.6,10,35,6,1087,0,1,1080,1087,649,649,1,1,438,4
Creed Humphrey,59996,C,KC,16,100.0,0,16,89.9,80.5,90.6,2,14,692,100.0,100.0,98.8,3,16,0,1087,1085,0,0,1087,737,737,0,0,350,0
Kevin Dotson,46735,G,PIT,16,100.0,1,25,65.9,77.4,61.1,4,7,608,100.0,100.0,98.4,11,15,4,1087,0,1085,1,1087,649,649,1,0,438,0
Chukwuma Okorafor,46302,T,PIT,16,100.0,1,25,61.4,64.0,54.8,5,30,608,100.0,100.0,96.6,4,38,3,1086,0,0,1,1086,649,649,1,1078,437,6
Orlando Brown Jr.,46227,T,KC,16,100.0,1,16,74.4,77.0,66.8,7,34,692,100.0,100.0,96.5,6,45,4,1082,0,0,1080,1082,737,737,0,0,345,0
Zack Martin,8651,G,DAL,16,100.0,0,9,72.8,79.8,64.9,2,14,552,100.0,100.0,98.6,1,16,0,1082,0,0,0,1082,586,586,1081,0,496,0
Taylor Decker,10650,T,DET,16,100.0,0,11,74.5,75.2,69.3,9,19,590,100.0,100.0,96.9,6,32,4,1080,0,0,1075,1080,627,627,0,4,453,1
Penei Sewell,81788,T,DET,16,99.8,1,11,80.3,73.4,83.7,6,20,589,99.8,99.7,97.5,10,28,2,1078,0,0,0,1080,625,627,0,1070,453,7
Tyler Smith,98385,T,DAL,16,100.0,4,9,73.2,64.3,75.3,10,21,546,100.0,100.0,96.1,12,37,6,1077,0,54,1022,1077,580,580,0,0,497,0
Jason Kelce,6343,C,PHI,16,100.0,1,24,88.7,82.6,89.5,0,10,576,100.0,100.0,99.1,8,10,0,1076,1076,0,0,1076,610,610,0,0,466,0
Quenton Nelson,12954,G,IND,16,100.0,1,14,67.5,73.7,63.8,6,19,644,100.0,100.0,97.3,5,30,5,1076,0,1076,0,1076,678,678,0,0,398,0
Luke Fortner,42028,C,JAX,16,100.0,0,15,50.5,59.7,46.7,5,25,615,100.0,100.0,97.4,4,31,1,1073,1071,0,0,1073,651,651,2,0,422,0
Tyler Biadasz,41178,C,DAL,16,100.0,0,9,61.7,66.3,59.6,3,12,542,100.0,100.0,98.6,5,15,0,1066,1065,0,0,1066,576,576,0,0,490,0
Isaac Seumalo,10713,G,PHI,16,100.0,3,24,75.9,77.5,71.3,3,16,577,100.0,100.0,98.2,6,20,1,1062,0,0,0,1062,610,610,1061,1,452,0
Connor McGovern,10778,C,NYJ,16,100.0,0,22,69.0,68.4,69.4,4,15,655,100.0,100.0,97.8,4,24,5,1056,1056,0,0,1056,677,677,0,0,379,0
Laken Tomlinson,9461,G,NYJ,16,100.0,1,22,56.8,70.8,46.6,3,27,656,100.0,100.0,97.6,1,31,1,1055,0,1054,0,1055,678,678,0,0,377,0
Brian O'Neill,46854,T,MIN,16,100.0,0,18,83.1,77.9,83.3,5,13,663,100.0,100.0,97.7,5,24,6,1052,0,0,0,1052,708,708,0,1051,344,1
Andrew Thomas,59701,T,NYG,16,100.0,0,21,89.1,88.8,80.0,3,15,573,100.0,100.0,97.9,2,21,3,1049,0,0,1044,1049,619,619,0,0,430,3
Jawaan Taylor,41665,T,JAX,16,100.0,1,15,58.5,75.6,40.8,0,11,606,100.0,100.0,98.3,7,16,5,1047,0,0,18,1047,641,641,0,1027,406,2
Mark Glowinski,9567,G,NYG,16,100.0,0,21,63.4,55.5,64.6,4,25,569,100.0,100.0,96.6,3,34,5,1045,0,0,0,1045,614,614,1044,0,431,0
Andrew Wylie,12333,T,KC,16,100.0,3,16,65.1,63.7,64.8,5,33,667,100.0,100.0,96.0,8,46,8,1042,0,0,0,1042,711,711,0,1037,331,3
Cordell Volson,30614,G,CIN,15,100.0,1,7,54.5,54.4,54.9,10,20,637,100.0,100.0,97.0,5,34,4,1041,0,1041,0,1041,683,683,0,0,358,0
Mason Cole,45547,C,PIT,16,100.0,1,25,65.7,65.0,64.2,4,15,574,100.0,100.0,98.0,1,21,2,1041,1041,0,0,1041,614,614,0,0,427,0
Brandon Scherff,9438,G,JAX,16,100.0,0,15,58.4,65.1,53.7,2,17,600,100.0,100.0,97.6,3,24,5,1038,0,0,0,1038,636,636,1036,2,402,0
Jonah Williams,41651,T,CIN,15,100.0,0,7,61.4,63.9,50.7,6,21,632,100.0,100.0,96.1,4,38,11,1035,0,0,1035,1035,678,678,0,0,357,0
Ted Karras,10855,C,CIN,15,100.0,0,7,62.9,76.2,56.2,1,15,636,100.0,100.0,98.4,3,18,2,1034,1034,0,0,1034,682,682,0,0,352,0
Alex Cappa,66578,G,CIN,15,100.0,0,7,68.0,72.0,62.7,4,10,636,100.0,100.0,98.4,2,17,3,1034,0,0,0,1034,682,682,1034,0,352,0
Josh Myers,59992,C,GB,16,100.0,1,12,61.3,73.9,54.9,2,7,573,100.0,100.0,98.7,3,12,3,1031,1031,0,0,1031,610,610,0,0,421,0
Jake Brendel,11117,C,SF,16,100.0,2,28,65.8,70.6,65.9,2,9,530,100.0,100.0,98.8,11,12,1,1027,1027,0,0,1027,564,564,0,0,463,0
Landon Dickerson,41712,G,PHI,16,100.0,1,24,65.2,74.9,62.9,3,14,538,100.0,100.0,98.2,13,18,1,1023,0,1023,0,1023,571,571,0,0,452,0
Ryan Kelly,10652,C,IND,16,100.0,0,14,63.9,63.8,64.4,3,16,607,100.0,100.0,97.6,3,24,5,1020,1020,0,0,1020,637,637,0,0,383,0
Charles Cross,98401,T,SEA,16,100.0,0,29,63.8,62.4,63.7,4,35,615,100.0,100.0,95.7,6,46,7,1018,0,0,1014,1018,656,656,0,0,362,4
Ben Powers,41482,G,BLT,16,100.0,1,3,63.0,88.4,50.6,1,9,517,100.0,100.0,99.0,1,10,0,1016,0,1016,0,1016,547,547,0,0,469,0
Tyler Linderbaum,82291,C,BLT,16,100.0,0,3,72.5,53.6,81.8,2,20,516,100.0,100.0,97.3,5,25,3,1014,1014,0,0,1014,546,546,0,0,468,0
Frank Ragnow,39137,C,DET,15,100.0,1,11,78.7,67.3,80.7,0,11,552,100.0,100.0,98.8,4,12,1,1012,1012,0,0,1012,589,589,0,0,423,0
Braden Smith,46794,T,IND,15,100.0,2,14,74.5,75.3,72.9,7,15,604,100.0,100.0,97.0,9,29,7,1003,0,0,0,1003,636,636,79,920,367,4
Rodger Saffold,5558,G,BUF,15,100.0,3,4,43.0,48.7,43.7,4,29,624,100.0,100.0,97.0,10,35,2,999,0,999,0,999,661,661,0,0,338,0
Laremy Tunsil,10647,T,HST,16,99.9,0,13,79.7,90.9,68.2,3,13,595,100.0,99.8,98.5,11,17,1,995,0,0,991,996,632,633,0,0,363,2
Jon Runyan,36661,G,GB,16,100.0,0,12,63.6,79.5,53.9,1,11,545,100.0,100.0,98.3,1,15,3,991,0,370,1,991,580,580,620,0,411,0
Connor Williams,46216,C,MIA,16,100.0,0,17,76.7,69.8,83.0,2,7,606,100.0,100.0,98.8,6,12,3,991,991,0,0,991,642,642,0,0,349,0
