player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Jonah Williams,41651,T,CIN,3,100.0,0,7,53.1,61.0,39.7,3,6,149,100.0,100.0,94.3,0,13,4,237,0,0,237,237,158,158,0,0,79,0
Cordell Volson,30614,G,CIN,3,100.0,0,7,55.6,59.8,55.0,4,3,149,100.0,100.0,96.3,2,9,2,237,0,237,0,237,158,158,0,0,79,0
Ted Karras,10855,C,CIN,3,100.0,0,7,67.6,69.2,68.1,0,5,149,100.0,100.0,97.7,1,6,1,237,237,0,0,237,158,158,0,0,79,0
Alex Cappa,66578,G,CIN,3,100.0,0,7,67.4,71.0,65.2,1,2,149,100.0,100.0,97.7,1,5,2,237,0,0,0,237,158,158,237,0,79,0
La'el Collins,9719,T,CIN,3,100.0,0,7,57.4,40.9,75.0,2,4,149,100.0,100.0,97.3,1,7,1,237,0,0,0,237,158,158,0,237,79,0
D.J. Humphries,9457,T,ARZ,3,100.0,0,1,77.5,87.3,62.1,1,2,158,100.0,100.0,99.1,2,3,0,234,0,0,234,234,169,169,0,0,65,0
Alijah Vera-Tucker,57107,G,NYJ,3,100.0,0,22,75.2,57.9,83.2,3,7,165,100.0,100.0,96.4,0,11,1,232,0,0,0,232,173,173,232,0,59,0
Laken Tomlinson,9461,G,NYJ,3,100.0,1,22,42.3,53.2,32.6,0,13,165,100.0,100.0,96.1,1,13,0,232,0,232,0,232,173,173,0,0,59,0
Max Mitchell,81707,T,NYJ,3,100.0,0,22,58.6,56.9,55.9,2,5,165,100.0,100.0,96.7,1,9,2,232,0,0,0,232,173,173,0,232,59,0
Connor McGovern,10778,C,NYJ,3,100.0,0,22,65.3,66.6,66.8,1,3,165,100.0,100.0,98.2,2,5,1,232,232,0,0,232,173,173,0,0,59,0
Charles Leno Jr.,8880,T,WAS,3,100.0,0,32,74.4,83.8,58.9,0,5,153,100.0,100.0,96.4,1,8,3,228,0,0,227,228,165,165,0,1,63,0
Rodney Hudson,6207,C,ARZ,3,100.0,0,1,63.2,75.8,54.9,0,3,151,100.0,100.0,99.0,1,3,0,227,227,0,0,227,162,162,0,0,65,0
Will Hernandez,46180,G,ARZ,3,100.0,0,1,66.2,75.0,57.1,0,3,151,100.0,100.0,98.3,0,4,1,227,0,0,0,227,162,162,227,0,65,0
