player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
D.J. Humphries,9457,T,ARZ,5,100.0,0,1,73.8,77.2,64.6,1,8,236,100.0,100.0,98.1,3,9,0,379,0,0,376,379,254,254,0,0,125,3
Lane Johnson,7786,T,PHI,5,100.0,1,24,78.3,87.8,68.9,0,3,191,100.0,100.0,99.2,2,3,0,373,0,0,8,373,204,204,0,365,169,0
Kelvin Beachum,7229,T,ARZ,5,100.0,0,1,69.0,69.0,68.8,3,12,229,100.0,100.0,95.4,4,18,3,372,0,0,0,372,247,247,0,371,125,1
Jason Kelce,6343,C,PHI,5,100.0,1,24,80.5,83.4,77.4,0,3,188,100.0,100.0,99.2,1,3,0,370,370,0,0,370,201,201,0,0,169,0
Charles Leno Jr.,8880,T,WAS,5,100.0,0,32,77.3,86.5,58.3,0,7,241,100.0,100.0,97.3,1,10,3,365,0,0,364,365,259,259,0,1,106,0
La'el Collins,9719,T,CIN,5,100.0,0,7,53.2,42.7,66.2,2,6,223,100.0,100.0,97.3,3,10,2,364,0,0,0,364,237,237,0,364,127,0
Cordell Volson,30614,G,CIN,5,100.0,1,7,49.5,55.0,47.7,4,6,223,100.0,100.0,96.4,3,13,3,364,0,364,0,364,237,237,0,0,127,0
Alex Cappa,66578,G,CIN,5,100.0,0,7,64.0,69.7,59.7,3,2,223,100.0,100.0,98.0,1,7,2,364,0,0,0,364,237,237,364,0,127,0
Ted Karras,10855,C,CIN,5,100.0,0,7,60.0,68.3,59.0,1,8,223,100.0,100.0,97.5,2,10,1,364,364,0,0,364,237,237,0,0,127,0
Andrew Norwell,9126,G,WAS,5,100.0,1,32,54.1,62.9,54.0,2,7,239,100.0,100.0,96.4,4,13,4,362,0,362,0,362,257,257,0,0,105,0
Alijah Vera-Tucker,57107,G,NYJ,5,100.0,0,22,74.5,64.7,76.5,3,10,230,100.0,100.0,96.7,0,14,1,361,0,0,70,361,243,243,232,59,118,0
Connor McGovern,10778,C,NYJ,5,100.0,0,22,63.3,71.3,62.1,2,3,230,100.0,100.0,98.5,3,6,1,361,361,0,0,361,243,243,0,0,118,0
Laken Tomlinson,9461,G,NYJ,5,100.0,1,22,44.7,56.7,36.8,0,15,230,100.0,100.0,96.7,1,15,0,361,0,361,0,361,243,243,0,0,118,0
Ethan Pocic,11813,C,CLV,5,100.0,0,8,74.1,67.6,72.8,0,4,175,100.0,100.0,98.3,0,5,1,359,359,0,0,359,188,188,0,0,171,0
Joel Bitonio,8670,G,CLV,5,100.0,0,8,84.7,76.6,81.1,2,3,175,100.0,100.0,98.0,1,6,1,359,0,359,0,359,188,188,0,0,171,0
