"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","injury_status","injury_details","week","season_year"
"1","Patrick Mahomes","KC","QB","2558125","robust",312.0925,9.44416200000001,2.7025,0.29652,0.7,0.0889560000000001,25.275,1.275036,0.15,0.118608,0.0925,0.022239,0.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Joe Burrow","CIN","QB","2563722","robust",275.44,2.55007200000004,1.9,0.14826,0.8,0.0963357953790942,10.29,3.365502,0.115,0.044478,0.1375,0.0555975,0.05,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Tom Brady","TB","QB","2504211","robust",308.4,9.78516000000003,2.5,0.59304,0.6,0.0741300000000001,3.475,0.7413,0.1,0.029652,0.09625,0.0111195,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Justin Herbert","LAC","QB","2565045","robust",292.5775,8.59908000000002,1.95,0.14826,0.647928211379582,0.14826,14.6,1.26021,0.2,0,0.1325,0.0481845,0.16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Matthew Stafford","LAR","QB","79860","robust",289.3975,8.59908000000002,1.975,0.192738,0.69900014773696,0.192738,6.9575,3.765804,0.07,0.059304,0.11375,0.0111195,0.06,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Josh Allen","BUF","QB","2560955","robust",293,5.9304,2.25,0.22239,0.714733642411472,0.253621607043004,35.8725,3.765804,0.415,0.14826,0.205,0.014826,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Aaron Rodgers","GB","QB","2506363","robust",271.91,12.75036,2.02,0.14826,0.458402736945636,0.14826,7.95,2.016336,0.095,0.014826,0.09625,0.0111195,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Dak Prescott","DAL","QB","2555260","robust",273.6125,4.67019000000005,1.9475,0,0.8,0.147619368029264,14.2175,1.675338,0.135,0.07413,0.21,0.014826,0.22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Taylor Heinicke","WAS","QB","2553656","robust",254.92,5.648706,1.7,0.281694,1,0.14826,22.13,3.068982,0.22,0.059304,0.075,0.022239,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Ben Roethlisberger","PIT","QB","2506109","robust",259.8,20.348685,1.615,0.22239,0.846112965190631,0.140847,1.5,1.697577,0.025,0,0.1925,0.0111195,0.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
