"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Joe Burrow","QB","CIN",38.1,NA,12.6,38.1,38.1,20.3,21.5,18.3,1,1,2,1,"1",NA,NA,NA
"2","Tee Higgins","WR","CIN",27.5,23.6,3.82,13.2,41.8,16.8,4.2,28.3,2,32,1,1,"1",NA,NA,99
"3","Chase Edmonds","RB","ARI",26.7,NA,2.78,26.7,26.7,14.8,17.5,11.8,3,2,15,1,"1",NA,NA,NA
"4","Cooper Kupp","WR","LAR",23.7,0.635,3.56,21.3,25.5,13,12.4,12,4,3,13,2,"2",NA,NA,15
"5","Joe Mixon","RB","CIN",23.9,11.1,2.72,17.2,30.7,12,8,15.8,5,9,6,2,"2",NA,NA,99
"6","Antonio Brown","WR","TB",20.1,NA,0.303,20.1,20.1,9.4,11.1,6.62,6,4,31,3,"3",NA,NA,NA
"7","Jonathan Taylor","RB","IND",21.2,0.844,2.76,19.3,23.1,9.3,10.2,8.26,7,5,26,3,"3",NA,NA,23
"8","Travis Kelce","TE","KC",16.8,1.01,1.2,15.8,17.5,9.27,9.44,7.8,8,6,28,1,"1",NA,NA,56
"9","Justin Jefferson","WR","MIN",19.8,3.41,0.829,17.3,23.7,9.1,8.39,10.2,9,7,18,4,"3",NA,NA,91
"10","Davante Adams","WR","GB",19,6.42,0.583,8.63,31.1,8.27,-0.324,17.7,10,121,4,5,"4",NA,NA,97
"11","Mark Andrews","TE","BAL",15.6,2.4,0.811,13.4,24.5,8.07,7.04,14.7,11,13,8,2,"2",NA,NA,91
"12","Deebo Samuel","WR","SF",18.4,1.69,0.349,16.4,31.5,7.69,7.44,18.1,12,11,3,6,"4",NA,NA,71
"13","Josh Allen","QB","BUF",25.5,0.315,3.3,25,32.7,7.65,8.38,12.9,13,8,9,2,"2",NA,NA,13
"14","Tyreek Hill","WR","KC",18,1.62,0.419,7.82,19.3,7.34,-1.13,5.83,14,142,34,7,"5",NA,NA,65
"15","Darren Waller","TE","LVR",14.8,0.489,1.56,14.1,16.1,7.26,7.78,6.31,15,10,32,3,"3",NA,NA,19
"16","Stefon Diggs","WR","BUF",17.6,1.5,0.561,15,20.8,6.92,6.05,7.37,16,20,29,8,"5",NA,NA,60
"17","Dalvin Cook","RB","MIN",18.5,0.593,0.455,15.9,19.1,6.54,6.71,4.21,17,16,49,4,"3",NA,NA,16
"18","A.J. Brown","WR","TEN",17.1,2.12,0.127,15.4,28.9,6.36,6.42,15.4,18,19,7,9,"5",NA,NA,77
"19","Ja'Marr Chase","WR","CIN",16.9,5.32,0.0469,12.7,23.5,6.23,3.8,9.98,19,36,21,10,"5",NA,NA,94
"20","Diontae Johnson","WR","PIT",16.9,0.953,1.11,15.5,17.6,6.19,6.51,4.16,20,17,50,11,"6",NA,NA,28
"21","Austin Ekeler","RB","LAC",18,1.32,0.542,16.5,21,6.08,7.36,6.16,21,12,33,5,"3",NA,NA,44
"22","Rob Gronkowski","TE","TB",13.2,1.42,0.0365,6.11,14.7,5.7,-0.204,4.95,22,114,40,4,"3",NA,NA,78
"23","George Kittle","TE","SF",13.2,0.353,0.342,6.64,15.1,5.66,0.321,5.31,23,93,36,5,"3",NA,NA,16
"24","Najee Harris","RB","PIT",17.5,1.38,0.0545,15.9,19.7,5.54,6.75,4.79,24,15,41,6,"3",NA,NA,48
"25","Alvin Kamara","RB","NO",17.4,1.17,0.188,11.7,18.8,5.48,2.54,3.94,25,44,52,7,"4",NA,NA,38
"26","Kyle Pitts","TE","ATL",12.8,1.71,0.607,10.9,17.6,5.32,4.56,7.81,26,29,27,6,"4",NA,NA,81
"27","David Montgomery","RB","CHI",17.2,0.594,1,15.6,23.6,5.3,6.47,8.71,27,18,24,8,"4",NA,NA,17
