"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","injury_status","injury_details","week","season_year"
"1","Patrick Mahomes","KC","QB","2558125","robust",305.995,21.64596,2.5375,0.44478,0.4,0.14826,19.725,0.296519999999999,0.2,0,0.0775,0.00741300000000001,0.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Dak Prescott","DAL","QB","2555260","robust",299,12.394536,1.985,0.185325,0.8,0.051891,15.655,4.37367,0.15,0.022239,0.18,0.029652,0.19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Derek Carr","LVR","QB","2543499","robust",291.8025,10.00755,1.81,0.237216,0.774403700273731,0.14826,8.7425,1.03782,0.11,0.029652,0.2775,0.066717,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Justin Herbert","LAC","QB","2565045","robust",297.3,18.82902,1.875,0.14826,0.701313449114859,0.288730721369242,15,2.312856,0.2,0,0.19125,0.0259455,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Russell Wilson","SEA","QB","2532975","robust",280.69,7.22026200000001,2.115,0.14826,0.507133442197958,0.118608,26.455,1.082298,0.1,0.014826,0.1125,0.037065,0.06,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Tom Brady","TB","QB","2504211","robust",293.2025,7.78365,2.45,0.785778,0.615,0.104834136071084,2.075,0.44478,0.085,0,0.10625,0.0185325,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Matthew Stafford","LAR","QB","79860","robust",285.505,8.45081999999998,2,0.0593040000000001,0.8,0.252042,6.045,2.9652,0.075,0.044478,0.11,0.029652,0.06,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Sam Darnold","CAR","QB","2561036","robust",257.5875,25.9455,1.65,0.415128,0.6875,0.28288095357114,12.1625,3.33585,0.22,0.059304,0.2175,0.0259455,0.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Kyler Murray","ARI","QB","2562382","robust",275.25,15.537648,2,0.252042,0.8,0.119894482920026,40.95,2.07564,0.585,0.14826,0.1075,0.022239,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Kirk Cousins","MIN","QB","2532820","robust",273.6475,16.60512,1.955,0.133434,0.77,0.0889560000000001,9.1825,1.601208,0.06,0.088956,0.185,0.044478,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","Matt Ryan","ATL","QB","310","robust",271,17.19816,1.65,0.0741299999999999,0.9,0.088956,6.1,1.11195,0.075,0.029652,0.18125,0.02779875,0.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
