"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","injury_status","injury_details","week","season_year"
"1","Tom Brady","TB","QB","2504211","robust",305,8.8956,2.2,0.266868,0.6,0.252042,3.15,1.18608,0.105,0.014826,0.095,0.014826,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Kirk Cousins","MIN","QB","2532820","robust",288.285,14.944608,2.2,0.281694,0.7,0.029652,6.7225,1.77912,0.0925,0.014826,0.1425,0.0630105,0.22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Matthew Stafford","LAR","QB","79860","robust",289.9575,14.0847,1.9675,0.14826,0.733765682625648,0.133434,7.275,3.40998,0.075,0.07413,0.11625,0.0185325,0.06,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Josh Allen","BUF","QB","2560955","robust",288.5,1.85325,2.01,0.118608,0.581323455177539,0.14826,34.9575,1.63085999999999,0.4,0.088956,0.2425,0.0630105,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Patrick Mahomes","KC","QB","2558125","robust",290.8375,9.59242199999996,2.235,0.29652,0.7,0.14826,20.6925,0.934037999999998,0.2,0,0.0725,0.0037065,0.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Dak Prescott","DAL","QB","2555260","robust",287.95,7.11648000000002,2.09,0.177912,0.7,0.171791935885664,16.7,1.793946,0.1475,0.059304,0.1925,0.022239,0.19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Mac Jones","NE","QB","2566334","robust",252.35,13.86231,1.58,0.29652,0.572100985947638,0.0667170000000001,9.475,5.9304,0.105,0.14826,0.08,0.044478,0.08,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Derek Carr","LVR","QB","2543499","robust",283.9325,7.26473999999997,1.8525,0.14826,0.715,0.0846466930835735,7.615,3.11346,0.1,0,0.2025,0.00741300000000001,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Sam Darnold","CAR","QB","2561036","robust",250.855,23.261994,1.6425,0.37065,0.6975,0.163086,18,5.9304,0.37,0.163086,0.18625,0.0407715,0.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Justin Herbert","LAC","QB","2565045","robust",280.275,5.78213999999997,1.97,0,0.7,0.265502335529549,13.1,2.2239,0.165,0.029652,0.1325,0.0481845,0.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","Aaron Rodgers","GB","QB","2506363","robust",269.25,9.6369,2.0925,0.103782,0.45,0.14826,8.915,1.719816,0.1025,0.044478,0.0975,0.00741300000000001,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","Matt Ryan","ATL","QB","310","robust",264.435,9.34038000000002,1.805,0.163086,0.7,0,5.3125,1.33434,0.08,0.044478,0.215,0.022239,0.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","Ben Roethlisberger","PIT","QB","2506109","robust",247.695,22.201935,1.3,0.274281,0.95,0,1.95,1.734642,0.03,0,0.105,0.00741300000000001,0.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","Kyler Murray","ARI","QB","2562382","robust",262.5525,14.692566,1.9125,0.0741300000000001,0.9,0.14826,37.64,2.016336,0.5,0.029652,0.1075,0.022239,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","Daniel Jones","NYG","QB","2562299","robust",262.3725,9.48863999999997,1.575,0.14826,0.876927394499763,0.014826,33.1175,1.63086,0.22,0.059304,0.37875,0.0630105,0.16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","Jared Goff","DET","QB","2555334","robust",266.4825,4.80362400000001,1.6375,0.400302,0.8,0.0593039999999999,9.795,0.622692,0.1,0.014826,0.3075,0.0111195,0.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","Ryan Tannehill","TEN","QB","2532956","robust",263.61,8.12464800000003,1.825,0.044478,0.55,0.14826,18.4625,1.55673,0.2,0.044478,0.2325,0.0481845,0.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
