"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","pass_300_yds","pass_300_yds_sd","return_tds","return_tds_sd","rush_100_yds","rush_100_yds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","rec_100_yds","rec_100_yds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","injury_status","injury_details","week","season_year"
"1","Tom Brady","TB","QB","2504211","robust",309.55,3.55823999999997,2.4925,0.29652,0.61244372597934,0.222723727452124,3.08,0.889559999999999,0.0825,0,0.0925,0.022239,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Matthew Stafford","LAR","QB","79860","robust",293.785,19.511016,2.1,0.163086,0.6,0.192738,5.1925,2.37216,0.0475,0.029652,0.10875,0.0259455,0.13,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Derek Carr","LVR","QB","2543499","robust",288.7475,10.52646,1.85,0.14826,0.6,0.14826,6.825,0.44478,0.0925,0,0.225,0.037065,0.03,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Justin Herbert","LAC","QB","2565045","robust",282.9975,22.7579099999999,1.95,0.14826,0.9,0.14826,22.875,1.868076,0.2,0,0.0775,0.0111195,0.17,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Dak Prescott","DAL","QB","2555260","robust",288.8275,12.794838,1.945,0.14826,0.675,0.315857965971009,11.025,0.696822000000001,0.1,0,0.2375,0.0555975,0.29,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Kirk Cousins","MIN","QB","2532820","robust",286.7,13.4916599999999,2.0075,0,0.68,0.0593039999999999,6.175,0.66717,0.085,0,0.18,0.059304,0.22,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Patrick Mahomes","KC","QB","2558125","robust",290.625,6.6717,2.05,0.14826,0.608020724208972,0.248953897151114,21.85,2.2239,0.1,0,0.1825,0.051891,0.09,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Matt Ryan","ATL","QB","310","robust",261.7,4.15128000000002,1.67,0.163086,0.925,0.0741299999999999,4.8,0.59304,0.0825,0,0.18375,0.0481845,0.11,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Jimmy Garoppolo","SF","QB","2543801","robust",247.9125,20.38575,1.5725,0.281694,0.7,0.044478,6.2,1.18608,0.1,0,0.19875,0.0037065,0.09,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Josh Allen","BUF","QB","2560955","robust",251.2925,14.826,1.75,0.355824,0.9,0.014826,34.8525,2.66868,0.3,0,0.195,0.014826,0.03,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","Tua Tagovailoa","MIA","QB","2564499","robust",245.315,11.260347,1.5,0.111195,0.9,0.0815429999999999,12.19,3.03933,0.2,0.00741299999999999,0.1,0,0.11,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","Kyler Murray","ARI","QB","2562382","robust",259.11,4.59606000000003,1.7525,0.192738,0.8,0,27.075,4.29954,0.3,0.07413,0.1375,0.0555975,0.03,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
