"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Christian McCaffrey","RB","CAR",21.4,2.2,1.64,18.4,24.3,11.7,10.9,12,1,3,1,1,"1",NA,NA,87
"2","Davante Adams","WR","GB",21.5,1.75,0.554,19.9,23.4,10.5,11,10.7,2,2,3,1,"1",NA,NA,80
"3","Najee Harris","RB","PIT",19.7,0.938,0.533,18.9,21.3,10,11.3,9.09,3,1,9,2,"1",NA,NA,41
"4","Tyreek Hill","WR","KC",20.9,1.07,0.203,17.7,23.2,9.92,8.73,10.5,4,11,5,2,"1",NA,NA,46
"5","Deebo Samuel","WR","SF",20.7,1.33,1.41,18.5,23,9.72,9.53,10.2,5,5,6,3,"2",NA,NA,61
"6","Travis Kelce","TE","KC",17.7,2.1,1.02,15.2,20.2,9.58,9.09,11.2,6,10,2,1,"1",NA,NA,94
"7","Austin Ekeler","RB","LAC",19.2,0.293,0.749,17.4,20.3,9.49,9.78,8.07,7,4,15,3,"2",NA,NA,3
"8","Dalvin Cook","RB","MIN",18.4,1.6,0.358,17,20.4,8.74,9.4,8.14,8,7,12,4,"2",NA,NA,69
"9","Darren Waller","TE","LVR",16.7,1.61,1.41,14.3,19.5,8.56,8.16,10.5,9,15,4,2,"2",NA,NA,76
"10","Jonathan Taylor","RB","IND",18.1,0.399,0.122,17,20.3,8.38,9.42,8.09,10,6,14,5,"2",NA,NA,11
"11","Stefon Diggs","WR","BUF",19.3,0.572,0.478,18.2,22,8.31,9.24,9.29,11,9,8,4,"3",NA,NA,14
"12","Nick Chubb","RB","CLE",18,1.26,0.294,16.9,19.7,8.26,9.29,7.47,12,8,18,6,"2",NA,NA,56
"13","D'Andre Swift","RB","DET",17.7,1.05,0.856,15.8,19,7.96,8.18,6.76,13,14,24,7,"3",NA,NA,46
"14","CeeDee Lamb","WR","DAL",18.8,0.638,0.195,16.8,22.4,7.83,7.91,9.67,14,16,7,5,"3",NA,NA,22
"15","A.J. Brown","WR","TEN",18.6,0.785,0.482,17.3,20,7.63,8.38,7.21,15,12,22,6,"3",NA,NA,32
"16","Chris Godwin","WR","TB",18.2,1.57,0.0461,16.4,20.1,7.15,7.43,7.36,16,19,19,7,"3",NA,NA,68
"17","George Kittle","TE","SF",15.3,0.571,0.426,12.9,18,7.14,6.8,9,17,24,10,3,"2",NA,NA,24
"18","Leonard Fournette","RB","TB",16.8,1.33,0.01,15.8,18.4,7.11,8.26,6.16,18,13,33,8,"3",NA,NA,61
"19","AJ Dillon","RB","GB",16.8,0.397,0,15.3,18.6,7.11,7.75,6.35,18,18,28,8,"3",NA,NA,10
"20","Ezekiel Elliott","RB","DAL",16.8,0.534,0.66,15.4,18.9,7.1,7.81,6.65,20,17,27,9,"4",NA,NA,17
"21","Justin Jefferson","WR","MIN",18.1,2.59,0.964,15.8,20.7,7.1,6.86,7.92,19,23,16,8,"4",NA,NA,96
"22","Mark Andrews","TE","BAL",14.9,2.64,0.416,11.6,17.1,6.72,5.48,8.11,21,30,13,4,"3",NA,NA,99
"23","Joe Mixon","RB","CIN",16.2,1.25,0.352,14.8,18.3,6.44,7.25,6.08,22,20,35,10,"4",NA,NA,55
"24","Kyle Pitts","TE","ATL",14.5,0.722,1.96,13,16.4,6.3,6.87,7.36,23,22,20,5,"4",NA,NA,44
"25","Ja'Marr Chase","WR","CIN",17.1,0.608,0.329,16.1,21.2,6.14,7.22,8.4,24,21,11,9,"5",NA,NA,19
"26","James Conner","RB","ARI",15.8,2.24,0.358,12.3,18.2,6.09,4.74,5.98,25,36,37,11,"5",NA,NA,90
"27","Mike Evans","WR","TB",16.8,2.11,0.399,15,19.8,5.81,6.12,7.03,26,26,23,10,"5",NA,NA,86
"28","Mark Ingram","RB","NO",15.4,3.18,0.278,11.9,18.6,5.73,4.28,6.33,27,41,29,12,"5",NA,NA,96
"29","Saquon Barkley","RB","NYG",15.2,2.02,0.186,12.2,19.5,5.45,4.64,7.26,28,38,21,13,"5",NA,NA,82
"30","Keenan Allen","WR","LAC",16.4,1.58,0.117,15.1,20.2,5.41,6.18,7.49,29,25,17,11,"5",NA,NA,70
"31","Diontae Johnson","WR","PIT",16.3,1.7,0.0075,14.7,18.8,5.3,5.73,6.04,30,28,36,12,"5",NA,NA,75
"32","DK Metcalf","WR","SEA",16.3,2.58,0.603,14.2,18.8,5.29,5.24,6.09,31,32,34,13,"6",NA,NA,94
"33","Michael Carter","RB","NYJ",15,1.16,0.261,12.4,18.4,5.26,4.77,6.19,32,35,31,14,"5",NA,NA,51
"34","Myles Gaskin","RB","MIA",14.7,0.658,0.345,13.1,17.2,5,5.5,4.99,33,29,44,15,"6",NA,NA,25
"35","D.J. Moore","WR","CAR",15.7,1.31,0.0223,13.2,18.1,4.69,4.26,5.33,34,42,40,14,"6",NA,NA,59
"36","Josh Jacobs","RB","LVR",14.4,0.178,0.0377,13.5,15.7,4.66,5.92,3.46,36,27,60,16,"6",NA,NA,1
"37","Adam Thielen","WR","MIN",15.7,2.95,0.195,13.3,17.9,4.66,4.33,5.19,35,40,41,15,"6",NA,NA,97
"38","David Montgomery","RB","CHI",14.3,0.868,0.157,12.5,18.5,4.62,4.94,6.31,37,33,30,17,"6",NA,NA,35
"39","Jaylen Waddle","WR","MIA",15.5,1.7,0.409,13.1,18.4,4.47,4.22,5.62,38,44,38,16,"6",NA,NA,77
"40","James Robinson","RB","JAC",14.2,0.311,0.968,13,16.8,4.46,5.38,4.54,39,31,48,18,"7",NA,NA,6
"41","Mike Gesicki","TE","MIA",12.5,0.583,1.11,10.9,15.7,4.34,4.8,6.68,40,34,26,6,"5",NA,NA,26
"42","Brandin Cooks","WR","HOU",15.1,1.75,0.376,12.8,18.9,4.06,3.85,6.18,41,46,32,17,"7",NA,NA,81
"43","Josh Allen","QB","BUF",23.8,1.38,0.274,22.6,25.3,3.91,3.78,4.88,42,47,46,1,"1",NA,NA,66
"44","Terry McLaurin","WR","WAS",14.7,1.93,0.246,12.5,17.3,3.68,3.55,4.5,43,50,49,18,"7",NA,NA,84
"45","Patrick Mahomes","QB","KC",23.5,0.976,0.502,22.4,24.9,3.64,3.59,4.42,44,49,50,2,"1",NA,NA,49
"46","Jeffery Wilson","RB","SF",13.2,2.08,0.357,11.2,15.5,3.49,3.64,3.22,45,48,61,19,"7",NA,NA,85
"47","Michael Pittman","WR","IND",14.4,1.73,0.106,12.4,18.2,3.44,3.49,5.48,46,51,39,19,"7",NA,NA,78
"48","DeVonta Smith","WR","PHI",14.3,0.612,0.0648,13.6,16.8,3.33,4.72,4.09,47,37,56,20,"7",NA,NA,20
"49","Tyler Lockett","WR","SEA",14.3,1.25,0.338,12.9,15.9,3.27,3.95,3.13,48,45,63,21,"8",NA,NA,54
"50","Dalton Schultz","TE","DAL",11.4,2.05,0.0918,10.4,13.9,3.23,4.26,4.93,49,43,45,7,"5",NA,NA,91
"51","Lamar Jackson","QB","BAL",23,1.13,0.158,21.7,24.7,3.14,2.87,4.24,51,59,54,3,"1",NA,NA,54
"52","Antonio Gibson","RB","WAS",12.8,0.563,0.414,12,16.1,3.14,4.45,3.9,52,39,57,20,"7",NA,NA,20
"53","T.J. Hockenson","TE","DET",11.3,1.77,0.754,9.29,15.8,3.14,3.16,6.74,50,55,25,8,"6",NA,NA,85
"54","Dak Prescott","QB","DAL",22.8,1.05,1.54,20.8,25.1,2.98,1.94,4.62,53,74,47,4,"2",NA,NA,51
"55","Hunter Renfrow","WR","LVR",13.9,1.37,0.246,12.3,17.9,2.93,3.41,5.12,54,53,42,22,"8",NA,NA,64
"56","Darrel Williams","RB","KC",12.4,2.21,0.611,9.26,15,2.72,1.67,2.73,55,77,65,21,"8",NA,NA,89
"57","Rashod Bateman","WR","BAL",13.7,0.576,0.336,12.4,16.9,2.68,3.46,4.17,56,52,55,23,"8",NA,NA,16
"58","Dan Arnold","TE","JAC",10.6,0.705,0.38,9.33,14,2.39,3.2,5,57,54,43,9,"7",NA,NA,38
