"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","pass_300_yds","pass_300_yds_sd","return_tds","return_tds_sd","rush_100_yds","rush_100_yds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","rec_100_yds","rec_100_yds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","injury_status","injury_details","week","season_year"
"1","Tom Brady","TB","QB","2504211","robust",310,17.7912,2.355,0.504084,0.7,0.14826,3.0525,0.7413,0.08,0,0.0925,0.022239,0.03,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Derek Carr","LVR","QB","2543499","robust",288,6.81996000000003,1.685,0.207564,0.7225,0.147890833070774,6.2625,0.29652,0.085,0.044478,0.2225,0.0333585,0.03,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Aaron Rodgers","GB","QB","2506363","robust",262.5675,13.04688,1.95,0.14826,0.4,0.14826,9.75,1.4826,0.1,0,0.0825,0.0185325,0.03,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Dak Prescott","DAL","QB","2555260","robust",269.2,1.77911999999998,2,0,0.6,0.14826,13.15,3.40998,0.165,0.088956,0.2625,0.0926625,0.26,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Josh Allen","BUF","QB","2560955","robust",282.34,3.38032800000004,1.9525,0.0741300000000001,0.9,0.14826,30.825,5.04084,0.31,0.14826,0.205,0.014826,0.03,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Justin Herbert","LAC","QB","2565045","robust",283.6875,3.51376200000001,1.9275,0,0.842905638901499,0.14826,21.9675,1.33434,0.2,0,0.08,0,0.18,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Matthew Stafford","LAR","QB","79860","robust",279.415,5.30770800000006,1.9125,0.044478,0.722678697517788,0.236156252240508,5.6,1.77912,0.015,0,0.1025,0.00741300000000001,0.09,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Matt Ryan","ATL","QB","310","robust",267.8,16.960944,1.6,0.207564,0.85,0.14826,5,0.59304,0.0825,0,0.18375,0.0481845,0.11,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Teddy Bridgewater","DEN","QB","2543465","robust",242.275,8.08016999999998,1.3,0.0889560000000001,0.7,0.0296519999999999,9.6,1.33434,0.11,0.029652,0.095,0.014826,0.06,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Ben Roethlisberger","PIT","QB","2506109","robust",256.495,18.880911,1.65,0.207564,0.736383231930318,0.10173122034011,2.045,0.51891,0.015,0,0.19375,0.00926625000000001,0.13,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
