"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","injury_status","injury_details","week","season_year"
"1","Patrick Mahomes","KC","QB","2558125","robust",315.4,4.75173300000002,2.55,0.59304,0.44,0.157598511890034,18.435,0.689408999999997,0.14,0.07413,0.0733333333333333,0.019768,0.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Dak Prescott","DAL","QB","2555260","robust",299.5,6.74582999999997,1.8,0.274281,0.829027865290067,0.105223286920946,16.3,0.748713,0.15,0.066717,0.146666666666667,0.039536,0.19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Tom Brady","TB","QB","2504211","robust",296.395,23.358363,2.58,0.467019,0.5,0.294354953209459,2.7,0.7413,0.1,0.044478,0.0766666666666667,0.002471,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Aaron Rodgers","GB","QB","2506363","robust",275.2,30.422952,2.07,0.126021,0.377855149752209,0.181091954977376,12.35,2.14977,0.1,0.022239,0.163333333333333,0.027181,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Josh Allen","BUF","QB","2560955","robust",269.7,12.357471,2.05,0.0741300000000001,0.615069356872636,0.274178171500631,34.09,2.00151,0.3,0.07413,0.256666666666667,0.032123,0.06,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Baker Mayfield","CLE","QB","2560800","robust",262.4,22.691193,1.705,0.244629,0.85,0.140847,11.2,2.023749,0.1,0.007413,0.15,0.037065,0.06,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Ben Roethlisberger","PIT","QB","2506109","robust",271.2,25.826892,1.85,0.207564,1,0.0889560000000001,3.694,1.089711,0.015,0,0.0666666666666667,0.00247100000000001,0.19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Matt Ryan","ATL","QB","310","robust",281.11,11.63841,1.895,0.14826,0.620089773614364,0.163086,5.355,1.564143,0.08,0.029652,0.186666666666667,0.009884,0.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Derek Carr","LVR","QB","2543499","robust",268.935,0.785777999999959,1.7,0.311346,0.8,0.14826,6.7,2.00151,0.09,0.014826,0.24,0.059304,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Matthew Stafford","LAR","QB","79860","robust",274.5,13.150662,1.97,0.00741299999999984,0.78,0.130887996673597,6.995,0.541149,0.04,0.051891,0.126666666666667,0.019768,0.09,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","Russell Wilson","SEA","QB","2532975","robust",271.035,19.770471,2,0.029652,0.494263590391909,0.014826,27.045,2.416638,0.1,0.022239,0.166666666666667,0.02471,0.06,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","Justin Herbert","LAC","QB","2565045","robust",268.1,11.097261,1.78,0.177912,0.635126285714286,0.014826,17.2,5.011188,0.185,0.00741300000000001,0.0766666666666667,0.009884,0.11,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","Sam Darnold","CAR","QB","2561036","robust",243.5,26.642322,1.56,0.355824,0.768119209625956,0.207564,13,1.423296,0.12,0.07413,0.15,0.07413,0.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","Joe Burrow","CIN","QB","2563722","robust",275.1,11.964582,1.665,0.274281,0.73,0.127348820278542,13,1.18608,0.105,0.059304,0.223333333333333,0.056833,0.06,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","Ryan Fitzpatrick","WAS","QB","2506581","robust",258.44,7.33886999999998,1.8,0.281694,0.95,0.183026608953828,14.235,2.616789,0.1,0.007413,0.0666666666666667,0.00247100000000001,0.16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","Jimmy Garoppolo","SF","QB","2543801","robust",265.45,11.34189,1.82,0.103782,0.8,0.145810165035859,6.21,1.541904,0.04,0.059304,0.193333333333333,0.00988400000000002,0.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","Kyler Murray","ARI","QB","2562382","robust",267.4,2.9652,1.6,0.252042,0.815,0.1291340954921,43.63,1.55673,0.55,0.111195,0.156666666666667,0.032123,0.09,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","Jalen Hurts","PHI","QB","2564832","robust",250.9,22.498455,1.25,0.229803,0.8,0.051891,42.2,8.398929,0.37,0.037065,0.296666666666667,0.00247099999999997,0.08,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","Trevor Lawrence","JAC","QB","2566163","robust",263.33,6.35294099999999,1.79,0.22239,0.618893685540408,0.229803,18.45,6.427071,0.09,0.014826,0.246666666666667,0.034594,0.09,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","Jameis Winston","NO","QB","2552033","robust",258.61,7.413,1.5,0.237216,1.075,0.157262738596491,14.005,3.11346,0.1,0.07413,0.2,0,0.16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","Kirk Cousins","MIN","QB","2532820","robust",264.1,5.29288199999999,1.9,0.0963689999999999,0.8,0.132292965082717,6.3,2.461116,0.05,0.059304,0.2,0,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","Ryan Tannehill","TEN","QB","2532956","robust",253.1,17.19816,1.99,0.029652,0.5,0.120975674203873,17,1.653099,0.14,0.088956,0.11,0.007413,0.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","Teddy Bridgewater","DEN","QB","2543465","robust",243.555,28.46592,1.14,0.237216,0.543559207753898,0.311346,15.895,2.713158,0.145,0.059304,0.126666666666667,0.039536,0.06,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","Carson Wentz","IND","QB","2555259","robust",236.55,17.301942,1.3,0.0593040000000001,0.9,0.205556947446252,15.82,3.40998,0.1,0.07413,0.24,0.088956,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Mac Jones","NE","QB","2566334","robust",226.25,46.360902,1.45,0.281694,0.545,0.44478,13.485,3.55824,0.2,0.163086,0.113333333333333,0.034594,0.09,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","Andy Dalton","CHI","QB","2495143","robust",232.65,14.38122,1.2,0.177912,0.875,0.14826,9.895,2.2239,0.095,0.014826,0.116666666666667,0.054362,0.07,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","Zach Wilson","NYJ","QB","2566391","robust",245.92,7.32404400000004,1.3,0.340998,0.9,0.14826,18.8,8.094996,0.1,0.07413,0.156666666666667,0.064246,0.09,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","Jared Goff","DET","QB","2555334","robust",253.24,3.43963199999999,1.2,0.29652,0.79,0.311346,6,1.33434,0.08,0.029652,0.133333333333333,0.04942,0.06,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Tyrod Taylor","HOU","QB","2495240","robust",230.175,8.00604000000001,1.22,0.14826,0.6,0.0971834508158507,24.5,0.904385999999999,0.15,0.059304,0.15,0,0.06,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","Daniel Jones","NYG","QB","2562299","robust",233.49,3.45445800000002,1.2,0.14826,0.9,0.14826,23.19,1.882902,0.12,0.133434,0.36,0.0593040000000001,0.11,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Tua Tagovailoa","MIA","QB","2564499","robust",244.23,6.182442,1.2,0.155673,0.85,0.120157036438679,13.9,0.340998000000001,0.13,0.081543,0.09,0,0.09,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","Lamar Jackson","BAL","QB","2560757","robust",211.84,2.824353,1.6,0.378063,0.75353620047395,0.0741300000000001,65.2,0.689409000000005,0.56,0.0741300000000001,0.173333333333333,0.019768,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","Taysom Hill","NO","QB","2558954","robust",15,9.48864,0.025,0,0.035,0,11.665,8.59908,0.07,0.059304,0.103333333333333,0.00494199999999999,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","Drew Lock","DEN","QB","2562305","robust",46.6,36.17544,0.2,0.14826,0.35,0.22239,2.85,3.18759,0.03,0.044478,0.085,0.022239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Brandon Allen","CIN","QB","2555365","robust",36,32.6172,0.15,0.22239,0.2,0.14826,2.65,2.00151,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Trey Lance","SF","QB","2566532","robust",41.06,3.424806,0.06,0.07413,0.1,0.007413,10.4975,6.056421,0.0375,0.037065,0.005,0.004942,0.04,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","Brian Hoyer","NE","QB","81294","robust",26.015,10.400439,0.04,0.059304,0.215,0.022239,0,0,0.005,0.007413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
