"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Cooper Kupp","WR","LAR",24.4,1.6,1.8,21.8,26.1,14.8,13.4,12.5,1,1,8,1,"1",NA,NA,64
"2","Davante Adams","WR","GB",22.6,1.29,3.43,19.9,30.4,13,11.5,16.8,2,2,2,2,"2",NA,NA,45
"3","Jonathan Taylor","RB","IND",21.3,0.953,2.68,18,22.6,10.9,10.3,8.42,3,3,26,1,"1",NA,NA,21
"4","Travis Kelce","TE","KC",18.2,1.39,0.754,15.3,20.1,10.6,8.74,10.3,4,6,18,1,"1",NA,NA,62
"5","Mark Andrews","TE","BAL",17.5,2.86,2.94,14.9,24.5,9.81,8.42,14.7,5,9,5,2,"2",NA,NA,94
"6","Justin Jefferson","WR","MIN",19.2,2.26,0.338,15.7,22.8,9.54,7.3,9.22,6,14,22,3,"3",NA,NA,87
"7","Antonio Brown","WR","TB",18.9,2.37,0.0528,16.1,24.5,9.2,7.7,10.9,7,10,15,4,"3",NA,NA,90
"8","Tyreek Hill","WR","KC",18.8,1.83,0.335,15.8,22.1,9.15,7.36,8.58,8,13,25,5,"3",NA,NA,70
"9","Stefon Diggs","WR","BUF",18.5,1.75,0.294,16,21,8.82,7.59,7.4,9,11,30,6,"3",NA,NA,69
"10","Deebo Samuel","WR","SF",18.2,2.2,0.492,13.8,30.3,8.52,5.38,16.7,10,25,3,7,"4",NA,NA,81
"11","David Montgomery","RB","CHI",18.6,1.94,0.108,16.2,23.8,8.24,8.49,9.68,11,7,21,2,"1",NA,NA,65
"12","Nick Chubb","RB","CLE",18.5,3.35,0.625,14.8,26.5,8.14,7.06,12.4,12,18,9,3,"1",NA,NA,91
"13","Tee Higgins","WR","CIN",17.7,2.04,0.326,15.3,36.2,8.03,6.87,22.6,13,21,1,8,"4",NA,NA,75
"14","Diontae Johnson","WR","PIT",17.4,1.39,0.281,15.3,20.6,7.7,6.95,6.98,14,19,36,9,"4",NA,NA,54
"15","Ja'Marr Chase","WR","CIN",17.4,2.34,0,13.7,24.4,7.7,5.29,10.9,14,28,16,9,"4",NA,NA,88
"16","Dalvin Cook","RB","MIN",17.8,1.42,0.038,16.2,21.4,7.51,8.44,7.25,15,8,34,4,"1",NA,NA,47
"17","Alvin Kamara","RB","NO",17.8,1.08,0.359,12.7,19.5,7.47,5.02,5.38,16,31,45,5,"1",NA,NA,26
"18","Jaylen Waddle","WR","MIA",17.1,1.34,0.0102,14.1,23.4,7.42,5.68,9.87,17,24,20,10,"4",NA,NA,51
"19","Amon-Ra St. Brown","WR","DET",17.1,0.71,0.00409,13.3,24.9,7.41,4.9,11.4,18,34,13,11,"4",NA,NA,13
"20","A.J. Brown","WR","TEN",17.1,2.13,0.801,15.3,28.2,7.41,6.88,14.7,19,20,6,12,"5",NA,NA,78
"21","Najee Harris","RB","PIT",17.4,0.4,0.314,16.5,20.1,7.11,8.74,5.96,20,5,42,6,"2",NA,NA,7
"22","George Kittle","TE","SF",14.5,1.84,1.28,7.89,16.4,6.88,1.36,6.6,21,69,38,3,"3",NA,NA,84
"23","Austin Ekeler","RB","LAC",17.1,0.292,0.701,16.8,18.7,6.8,9.05,4.57,22,4,52,7,"2",NA,NA,4
"24","Keenan Allen","WR","LAC",16.3,2.26,0.343,10.9,20.8,6.61,2.55,7.22,23,53,35,13,"5",NA,NA,85
"25","CeeDee Lamb","WR","DAL",15.9,2.38,0.0992,12.1,19.5,6.27,3.71,5.91,24,42,43,14,"5",NA,NA,91
"26","Brandin Cooks","WR","HOU",15.8,2.51,0.379,12.2,18.9,6.17,3.76,5.3,25,40,46,15,"6",NA,NA,93
"27","Joe Mixon","RB","CIN",16.4,1.55,0.0285,15,27.2,6.1,7.29,13.1,26,15,7,8,"2",NA,NA,53
"28","Sony Michel","RB","LAR",16.4,3.28,0.049,13.5,20.3,6.07,5.77,6.18,27,23,41,9,"2",NA,NA,90
"29","Aaron Jones","RB","GB",16.4,1.3,0.18,15.2,18.6,6.02,7.45,4.51,28,12,53,10,"2",NA,NA,40
"30","Josh Jacobs","RB","LVR",16.2,0.913,1.09,15,19.2,5.84,7.24,5.06,29,16,48,11,"3",NA,NA,19
"31","Michael Pittman","WR","IND",15.4,1.09,0.289,13.3,20,5.79,4.92,6.43,30,32,39,16,"6",NA,NA,31
"32","Kyle Pitts","TE","ATL",13.3,1.63,0.0187,11.8,17.1,5.6,5.31,7.35,31,26,31,4,"3",NA,NA,75
"33","Rob Gronkowski","TE","TB",13.2,3.07,0.00821,6.47,16.1,5.58,-0.0594,6.3,32,111,40,5,"3",NA,NA,97
"34","Zach Ertz","TE","ARI",13.2,4.28,0.773,9.91,16.6,5.57,3.38,6.76,33,45,37,6,"4",NA,NA,99
"35","Tyler Lockett","WR","SEA",15.2,1.19,0.15,9.7,18.7,5.5,1.3,5.16,34,71,47,17,"6",NA,NA,40
"36","Josh Allen","QB","BUF",25.1,1.04,2.81,23.8,30.6,5.36,7.23,8.92,35,17,23,1,"1",NA,NA,40
"37","Hunter Renfrow","WR","LVR",15,1.16,0.169,13.3,16.1,5.35,4.91,2.54,36,33,67,18,"6",NA,NA,37
"38","Amari Cooper","WR","DAL",14.8,2.64,1.76,12.1,20.9,5.18,3.75,7.31,37,41,33,19,"7",NA,NA,94
"39","Dallas Goedert","TE","PHI",12.5,1.61,1.49,7.93,17.5,4.8,1.4,7.71,38,68,29,7,"5",NA,NA,69
"40","Chase Edmonds","RB","ARI",15.1,2.2,0.133,11.3,25.7,4.75,3.56,11.6,39,44,12,12,"3",NA,NA,75
"41","Darrel Williams","RB","KC",15,1.65,0.0907,12.9,17.5,4.62,5.21,3.41,40,29,59,13,"3",NA,NA,57
"42","Ronald Jones","RB","TB",14.9,2.43,0.0203,13,18.1,4.53,5.3,3.97,41,27,56,14,"3",NA,NA,81
"43","Ezekiel Elliott","RB","DAL",14.8,1.93,0.92,12.9,17.2,4.51,5.15,3.09,42,30,63,15,"4",NA,NA,63
"44","Damien Harris","RB","NE",13.9,3.44,0.0107,10.7,26.1,3.59,2.96,12,43,50,11,16,"4",NA,NA,96
"45","Javonte Williams","RB","DEN",13.9,1.49,0.109,10.9,17,3.58,3.21,2.88,44,47,65,17,"4",NA,NA,50
"46","Antonio Gibson","RB","WAS",13.8,0,0.259,13.8,13.8,3.47,6.08,-0.329,45,22,114,18,"4",NA,NA,1
"47","Christian Kirk","WR","ARI",13.1,1.45,0.0305,10.3,16.6,3.42,1.9,3.03,46,64,64,20,"7",NA,NA,60
"48","Odell Beckham","WR","LAR",13,0.779,0.012,12.2,15.7,3.39,3.78,2.1,47,39,74,21,"7",NA,NA,18
"49","Mike Williams","WR","LAC",13,0.749,0.284,12.2,15.1,3.38,3.79,1.57,48,38,79,22,"7",NA,NA,15
"50","Dawson Knox","TE","BUF",11,2.66,1.15,8.38,14.6,3.31,1.85,4.82,49,65,50,8,"6",NA,NA,91
"51","Michael Carter","RB","NYJ",13.5,3.54,0.0174,10.8,17.6,3.21,3.09,3.45,50,49,58,19,"4",NA,NA,97
"52","Rashaad Penny","RB","SEA",13.5,3.62,0.0729,6.98,19.8,3.19,-0.741,5.63,51,130,44,20,"4",NA,NA,99
"53","Elijah Mitchell","RB","SF",13.5,0.808,0.0805,12.4,15.2,3.12,4.67,1.08,52,36,86,21,"4",NA,NA,16
"54","DK Metcalf","WR","SEA",12.8,1.44,0.138,10.9,14.8,3.09,2.51,1.19,53,54,85,23,"7",NA,NA,58
"55","D'Andre Swift","RB","DET",13.4,1.12,0.208,12,16.3,3.04,4.29,2.17,54,37,71,22,"4",NA,NA,29
"56","DeVonta Smith","WR","PHI",12.6,2.19,0.0282,9.96,17.8,2.96,1.57,4.26,55,66,55,24,"7",NA,NA,79
"57","Jarvis Landry","WR","CLE",12.6,1,0.147,11.8,16.7,2.93,3.38,3.18,56,46,62,25,"7",NA,NA,22
"58","Devin Singletary","RB","BUF",13.2,2.06,0.14,11.4,18.5,2.83,3.69,4.33,57,43,54,23,"4",NA,NA,69
"59","D.J. Moore","WR","CAR",12.4,1.04,0.233,10.6,13.4,2.78,2.16,-0.163,58,59,109,26,"7",NA,NA,27
"60","Cordarrelle Patterson","RB","ATL",13,1.03,0.8,5.92,14.1,2.69,-1.8,0,59,159,106,24,"5",NA,NA,25
"61","Patrick Mahomes","QB","KC",22.3,0.272,1.15,21.3,24.1,2.55,4.71,2.35,60,35,70,2,"2",NA,NA,3
"62","Marquise Brown","WR","BAL",12.2,1.16,0.0483,10.8,13.7,2.55,2.36,0.101,61,57,104,27,"8",NA,NA,39
"63","Darnell Mooney","WR","CHI",12.2,2.04,0.32,10.7,16.9,2.5,2.29,3.35,62,58,60,28,"8",NA,NA,73
"64","Russell Gage","WR","ATL",11.8,1.31,0.233,8.52,12.8,2.18,0.119,-0.8,63,102,120,29,"8",NA,NA,48
